long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,None,
1234,0,7,0,0,0,0,0,0,0,0,0,3362.2199707,1010.15997314,3.59812998772,1,516,414,"Zoram'gar Outpost",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1102,0,2,0,0,0,0,0,0,0,0,0,-946.911987305,-195.453994751,76.9597015381,30,644,0,"Coldtooth Mine",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1356,,
1358,0,3,0,0,0,0,0,0,0,0,0,-948.309020996,-193.285995483,99.4882965088,30,644,0,"Coldtooth Mine",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1355,,
1359,0,1,0,0,0,0,0,0,0,0,0,-948.541992188,-193.078994751,99.5752029419,30,644,0,"Coldtooth Mine",,,,,,,,,,,,,,,,0xFF01FE,"Kobold Controlled",,,,,,,,,,,,,,,,0xFF01FE,1357,,
1328,0,7,0,0,0,0,0,0,0,0,0,693.094970703,-19.1970005035,51.1202011108,30,516,0,"Dun Baldar",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1250,0,11,0,0,0,0,0,0,0,0,0,668.039978027,-128.175994873,49.6482009888,30,644,0,"Dun Baldar North Bunker",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1362,,
1352,0,6,0,0,0,0,0,0,0,0,0,678.07598877,-137.378005981,76.0756988525,30,644,-1,"Dun Baldar North Bunker",,,,,,,,,,,,,,,,0xFF01FE,"Destroyed",,,,,,,,,,,,,,,,0xFF01FE,1371,,
1353,0,9,0,0,0,0,0,0,0,0,0,678.437011719,-137.095001221,76.0671005249,30,644,0,"Dun Baldar North Bunker",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1375,,
1354,0,12,0,0,0,0,0,0,0,0,0,678.37097168,-137.13999939,76.0680007935,30,644,0,"Dun Baldar North Bunker",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1379,,
1249,0,11,0,0,0,0,0,0,0,0,0,571.534973145,-80.5429992676,37.9113006592,30,644,0,"Dun Baldar South Bunker",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1361,,
1355,0,6,0,0,0,0,0,0,0,0,0,557.857971191,-88.1393966675,63.754699707,30,644,-1,"Dun Baldar South Bunker",,,,,,,,,,,,,,,,0xFF01FE,"Destroyed",,,,,,,,,,,,,,,,0xFF01FE,1370,,
1356,0,9,0,0,0,0,0,0,0,0,0,557.848999023,-88.282699585,63.7109985352,30,644,0,"Dun Baldar South Bunker",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1374,,
1357,0,12,0,0,0,0,0,0,0,0,0,557.75201416,-88.2432022095,63.7554016113,30,644,0,"Dun Baldar South Bunker",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1378,,
1255,0,10,0,0,0,0,0,0,0,0,0,-1302.65002441,-305.885986328,91.0987014771,30,644,-1,"East Frostwolf Tower",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1383,,
1362,0,6,0,0,0,0,0,0,0,0,0,-1301.2199707,-306.563995361,127.978996277,30,644,-1,"East Frostwolf Tower",,,,,,,,,,,,,,,,0xFF01FE,"Destoyed",,,,,,,,,,,,,,,,0xFF01FE,1366,,
1363,0,9,0,0,0,0,0,0,0,0,0,-1301.40002441,-307.196014404,127.904998779,30,644,-1,"East Frostwolf Tower",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1388,,
1364,0,12,0,0,0,0,0,0,0,0,0,-1301.4699707,-307.240997314,127.893997192,30,644,-1,"East Frostwolf Tower",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1393,,
1210,0,13,0,0,0,0,0,0,0,0,0,-1083.31005859,-307.402008057,57.7919998169,30,644,0,"Frostwolf Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1338,,
1368,0,15,0,0,0,0,0,0,0,0,0,-1083.54003906,-307.433013916,57.7795982361,30,644,0,"Frostwolf Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1337,,
1369,0,4,0,0,0,0,0,0,0,0,0,-1083.48999023,-307.617004395,57.7933998108,30,644,-1,"Frostwolf Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1339,,
1370,0,14,0,0,0,0,0,0,0,0,0,-1083.67004395,-307.436004639,57.7696990967,30,644,0,"Frostwolf Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1340,,
1103,0,7,0,0,0,0,0,0,0,0,0,-1369.01000977,-225.369995117,98.7835998535,30,516,0,"Frostwolf Keep",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1351,0,13,0,0,0,0,0,0,0,0,0,-1415.05004883,-305.985992432,93.226600647,30,644,0,"Frostwolf Relief Hut",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1330,,
1371,0,15,0,0,0,0,0,0,0,0,0,-1414.93005371,-305.601989746,93.1884994507,30,644,0,"Frostwolf Relief Hut",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1329,,
1372,0,14,0,0,0,0,0,0,0,0,0,-1414.79003906,-306.018005371,93.2468032837,30,644,0,"Frostwolf Relief Hut",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1332,,
1373,0,4,0,0,0,0,0,0,0,0,0,-1414.89001465,-306.055999756,93.245300293,30,644,0,"Frostwolf Relief Hut",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1331,,
1101,0,7,0,0,0,0,0,0,0,0,0,-537.807006836,-168.363006592,57.7052993774,30,516,0,"Iceblood Garrison",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1349,0,13,0,0,0,0,0,0,0,0,0,-531.315979004,-405.584014893,30.7493991852,30,644,0,"Iceblood Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1347,,
1374,0,15,0,0,0,0,0,0,0,0,0,-531.343994141,-405.273010254,30.7646999359,30,644,0,"Iceblood Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1346,,
1375,0,4,0,0,0,0,0,0,0,0,0,-531.401977539,-405.32598877,30.7619991302,30,644,0,"Iceblood Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1348,,
1376,0,14,0,0,0,0,0,0,0,0,0,-531.424987793,-405.32598877,30.7618999481,30,644,0,"Iceblood Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1349,,
1252,0,10,0,0,0,0,0,0,0,0,0,-562.17199707,-273.553985596,52.3284988403,30,644,-1,"Iceblood Tower",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1385,,
1377,0,6,0,0,0,0,0,0,0,0,0,-560.299987793,-271.438995361,87.9020004272,30,644,-1,"Iceblood Tower",,,,,,,,,,,,,,,,0xFF01FE,"Destroyed",,,,,,,,,,,,,,,,0xFF01FE,1368,,
1378,0,12,0,0,0,0,0,0,0,0,0,-560.260986328,-271.528015137,87.8907012939,30,644,-1,"Iceblood Tower",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1395,,
1379,0,9,0,0,0,0,0,0,0,0,0,-560.375976563,-271.281005859,87.9232025146,30,644,-1,"Iceblood Tower",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1390,,
1251,0,11,0,0,0,0,0,0,0,0,0,217.425003052,-359.764007568,42.3823013306,30,644,0,"Icewing Bunker",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1363,,
1380,0,6,0,0,0,0,0,0,0,0,0,209.100997925,-367.837005615,68.4981002808,30,644,-1,"Icewing Bunker",,,,,,,,,,,,,,,,0xFF01FE,"Destroyed",,,,,,,,,,,,,,,,0xFF01FE,1372,,
1381,0,9,0,0,0,0,0,0,0,0,0,208.785003662,-367.937988281,68.5967025757,30,644,0,"Icewing Bunker",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1376,,
1382,0,12,0,0,0,0,0,0,0,0,0,209.022994995,-368.033996582,68.4802017212,30,644,0,"Icewing Bunker",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1380,,
1569,0,7,0,0,0,0,0,0,0,0,0,276.055999756,61.1516990662,20.3397006989,30,516,2959,"Icewing Cavern",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1099,0,3,0,0,0,0,0,0,0,0,0,793.750976563,-330.196990967,63.0260009766,30,644,0,"Irondeep Mine",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1358,,
1383,0,2,0,0,0,0,0,0,0,0,0,801.661010742,-330.015014648,86.7179031372,30,644,0,"Irondeep Mine",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1359,,
1384,0,1,0,0,0,0,0,0,0,0,0,801.409973145,-330.127990723,86.6312026978,30,644,0,"Irondeep Mine",,,,,,,,,,,,,,,,0xFF01FE,"Trogg Controlled",,,,,,,,,,,,,,,,0xFF01FE,1360,,
1550,0,4,0,0,0,0,0,0,0,0,0,451.372009277,-127.120002747,7.10504007339,30,644,-1,"Pre-alliance POI test",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,1665,,
1209,0,13,0,0,0,0,0,0,0,0,0,-202.695007324,-112.569000244,78.4904022217,30,644,0,"Snowfall Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1342,,
1386,0,15,0,0,0,0,0,0,0,0,0,-202.962997437,-112.574996948,78.4921035767,30,644,0,"Snowfall Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1341,,
1387,0,14,0,0,0,0,0,0,0,0,0,-203.152999878,-112.586997986,78.4932022095,30,644,0,"Snowfall Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1344,,
1388,0,4,0,0,0,0,0,0,0,0,0,-203.089996338,-112.597999573,78.4926986694,30,644,0,"Snowfall Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1343,,
1682,0,8,0,0,0,0,0,0,0,0,0,-202.932006836,-112.716003418,78.4900970459,30,644,-1,"Snowfall Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Uncontrolled",,,,,,,,,,,,,,,,0xFF01FE,1966,,
1347,0,11,0,0,0,0,0,0,0,0,0,-160.169998169,-454.106994629,50.4235992432,30,644,0,"Stonehearth Bunker",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1364,,
1389,0,6,0,0,0,0,0,0,0,0,0,-160.264007568,-454.197998047,50.4222984314,30,644,-1,"Stonehearth Bunker",,,,,,,,,,,,,,,,0xFF01FE,"Destroyed",,,,,,,,,,,,,,,,0xFF01FE,1373,,
1390,0,9,0,0,0,0,0,0,0,0,0,-160.169006348,-454.07598877,50.4239006042,30,644,0,"Stonehearth Bunker",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1377,,
1391,0,12,0,0,0,0,0,0,0,0,0,-160.402999878,-454.183013916,50.4216003418,30,644,0,"Stonehearth Bunker",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1381,,
1350,0,15,0,0,0,0,0,0,0,0,0,65.9824981689,-415.572998047,49.3278007507,30,644,0,"Stonehearth Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1302,,
1392,0,13,0,0,0,0,0,0,0,0,0,65.9149017334,-415.562011719,49.3334007263,30,644,0,"Stonehearth Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1301,,
1393,0,4,0,0,0,0,0,0,0,0,0,65.8907012939,-415.550994873,49.3344993591,30,644,0,"Stonehearth Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1304,,
1394,0,14,0,0,0,0,0,0,0,0,0,65.8889007568,-415.615997314,49.3431015015,30,644,0,"Stonehearth Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1303,,
1100,0,7,0,0,0,0,0,0,0,0,0,1.66763997078,-292.674987793,15.7836999893,30,516,0,"Stonehearth Outpost",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1348,0,15,0,0,0,0,0,0,0,0,0,640.260986328,-18.6660995483,51.6987991333,30,644,0,"Stormpike Aid Station",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1325,,
1395,0,13,0,0,0,0,0,0,0,0,0,641.500976563,-17.3997001648,51.5098991394,30,644,0,"Stormpike Aid Station",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1327,,
1396,0,4,0,0,0,0,0,0,0,0,0,640.90802002,-18.1867008209,51.8027992249,30,644,0,"Stormpike Aid Station",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1326,,
1397,0,14,0,0,0,0,0,0,0,0,0,640.698974609,-18.10779953,51.7224006653,30,644,0,"Stormpike Aid Station",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1328,,
1208,0,15,0,0,0,0,0,0,0,0,0,666.927001953,-305.544006348,30.2908992767,30,644,0,"Stormpike Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1333,,
1398,0,13,0,0,0,0,0,0,0,0,0,666.642028809,-305.541992188,30.2908992767,30,644,0,"Stormpike Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1334,,
1399,0,4,0,0,0,0,0,0,0,0,0,666.698974609,-305.532989502,30.2908992767,30,644,0,"Stormpike Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1335,,
1400,0,14,0,0,0,0,0,0,0,0,0,666.570983887,-305.432006836,30.2908992767,30,644,0,"Stormpike Graveyard",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1336,,
1254,0,10,0,0,0,0,0,0,0,0,0,-760.664001465,-347.32598877,68.0353012085,30,644,-1,"Tower Point",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1384,,
1405,0,6,0,0,0,0,0,0,0,0,0,-759.185974121,-348.190002441,104.581001282,30,644,-1,"Tower Point",,,,,,,,,,,,,,,,0xFF01FE,"Destroyed",,,,,,,,,,,,,,,,0xFF01FE,1367,,
1406,0,12,0,0,0,0,0,0,0,0,0,-759.140991211,-348.119995117,104.591003418,30,644,-1,"Tower Point",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1394,,
1407,0,9,0,0,0,0,0,0,0,0,0,-759.265991211,-348.044006348,104.587997437,30,644,-1,"Tower Point",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1389,,
1527,0,10,0,0,0,0,0,0,0,0,0,-1297.90002441,-266.613006592,127.778999329,30,644,-1,"West Frostwolf Tower",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1382,,
1528,0,6,0,0,0,0,0,0,0,0,0,-1297.92004395,-266.628997803,127.781997681,30,644,-1,"West Frostwolf Tower",,,,,,,,,,,,,,,,0xFF01FE,"Destroyed",,,,,,,,,,,,,,,,0xFF01FE,1365,,
1529,0,12,0,0,0,0,0,0,0,0,0,-1298.02001953,-266.507995605,127.772003174,30,644,-1,"West Frostwolf Tower",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1392,,
1530,0,9,0,0,0,0,0,0,0,0,0,-1298.08996582,-266.70199585,127.797996521,30,644,-1,"West Frostwolf Tower",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1387,,
1568,0,7,0,0,0,0,0,0,0,0,0,-1436.09997559,-455.651000977,70.5167999268,30,516,2978,"Wildpaw Cavern",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
20,0,1,0,0,0,0,0,0,0,0,0,-448.981994629,-1028.2199707,431.971008301,37,1,0,"Alliance",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
21,0,1,0,0,0,0,0,0,0,0,0,-669.133972168,-483.289001465,387.273010254,37,1,0,"Horde",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1614,0,26,0,0,0,0,0,0,0,0,0,988.932983398,1012.57000732,-32.0644989014,529,644,-1,"Blacksmith",,,,,,,,,,,,,,,,0xFF01FE,"Uncontrolled",,,,,,,,,,,,,,,,0xFF01FE,1846,,
1615,0,28,0,0,0,0,0,0,0,0,0,988.697021484,1012.58001709,-31.9895000458,529,644,-1,"Blacksmith",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1782,,
1616,0,30,0,0,0,0,0,0,0,0,0,988.937011719,1012.34002686,-31.9612998962,529,644,-1,"Blacksmith",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1783,,
1617,0,27,0,0,0,0,0,0,0,0,0,988.940002441,1012.10998535,-31.8582992554,529,644,-1,"Blacksmith",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1784,,
1618,0,29,0,0,0,0,0,0,0,0,0,988.692993164,1012.80999756,-32.0927009583,529,644,-1,"Blacksmith",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1785,,
1629,0,31,0,0,0,0,0,0,0,0,0,824.262023926,826.349975586,-56.1231994629,529,644,-1,"Farm",,,,,,,,,,,,,,,,0xFF01FE,"Uncontrolled",,,,,,,,,,,,,,,,0xFF01FE,1845,,
1630,0,33,0,0,0,0,0,0,0,0,0,824.010986328,826.546020508,-57.4617996216,529,644,-1,"Farm",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1772,,
1631,0,35,0,0,0,0,0,0,0,0,0,823.875,826.557006836,-57.723400116,529,644,-1,"Farm",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1773,,
1632,0,32,0,0,0,0,0,0,0,0,0,824.015014648,826.695983887,-57.7088012695,529,644,-1,"Farm",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1774,,
1633,0,34,0,0,0,0,0,0,0,0,0,823.875,826.418029785,-57.7361984253,529,644,-1,"Farm",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1775,,
1624,0,16,0,0,0,0,0,0,0,0,0,1178.2199707,822.508972168,-87.8927993774,529,644,-1,"Gold Mine",,,,,,,,,,,,,,,,0xFF01FE,"Uncontrolled",,,,,,,,,,,,,,,,0xFF01FE,1843,,
1625,0,18,0,0,0,0,0,0,0,0,0,1177.98999023,822.882995605,-87.9366989136,529,644,-1,"Gold Mine",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1787,,
1626,0,20,0,0,0,0,0,0,0,0,0,1178.34997559,822.880004883,-88.2434997559,529,644,-1,"Gold Mine",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1788,,
1627,0,17,0,0,0,0,0,0,0,0,0,1178.06994629,822.846984863,-87.9832992554,529,644,-1,"Gold Mine",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1789,,
1628,0,19,0,0,0,0,0,0,0,0,0,1178.15002441,822.624023438,-87.903503418,529,644,-1,"Gold Mine",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1790,,
1619,0,21,0,0,0,0,0,0,0,0,0,813.067016602,1182.08996582,32.9258995056,529,644,-1,"Lumber Mill",,,,,,,,,,,,,,,,0xFF01FE,"Uncontrolled",,,,,,,,,,,,,,,,0xFF01FE,1844,,
1620,0,23,0,0,0,0,0,0,0,0,0,813.072998047,1182.06994629,32.9253005981,529,644,-1,"Lumber Mill",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1792,,
1621,0,25,0,0,0,0,0,0,0,0,0,812.747009277,1182.13000488,32.9351005554,529,644,-1,"Lumber Mill",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1793,,
1622,0,22,0,0,0,0,0,0,0,0,0,812.70501709,1182.26000977,32.939201355,529,644,-1,"Lumber Mill",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1794,,
1623,0,24,0,0,0,0,0,0,0,0,0,812.715026855,1182.26000977,32.938999176,529,644,-1,"Lumber Mill",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1795,,
1609,0,36,0,0,0,0,0,0,0,0,0,1180.92004395,1185.77001953,-45.5658988953,529,644,-1,"Stables",,,,,,,,,,,,,,,,0xFF01FE,"Uncontrolled",,,,,,,,,,,,,,,,0xFF01FE,1842,,
1610,0,38,0,0,0,0,0,0,0,0,0,1181.56005859,1185.57995605,-45.4915008545,529,644,-1,"Stables",,,,,,,,,,,,,,,,0xFF01FE,"Alliance Controlled",,,,,,,,,,,,,,,,0xFF01FE,1767,,
1611,0,40,0,0,0,0,0,0,0,0,0,1181.56005859,1185.73999023,-45.5036010742,529,644,-1,"Stables",,,,,,,,,,,,,,,,0xFF01FE,"Horde Controlled",,,,,,,,,,,,,,,,0xFF01FE,1768,,
1612,0,37,0,0,0,0,0,0,0,0,0,1181.51000977,1185.65002441,-45.5015983582,529,644,-1,"Stables",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1769,,
1613,0,39,0,0,0,0,0,0,0,0,0,1181.54003906,1185.59997559,-45.4958000183,529,644,-1,"Stables",,,,,,,,,,,,,,,,0xFF01FE,"In Conflict",,,,,,,,,,,,,,,,0xFF01FE,1770,,
2074,3,5,0,0,0,0,0,0,0,0,0,-2958.40991211,3971.64990234,1.27411997318,530,525,3684,"Allerian Stronghold",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1904,0,45,0,0,0,0,0,0,0,0,0,374.128997803,6229.91992188,22.745300293,530,647,3521,"Alliance Field Scout",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,2656,,
1905,0,43,0,0,0,0,0,0,0,0,0,374.145996094,6229.91015625,22.7458992004,530,647,3521,"Alliance Field Scout",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,2655,,
2078,3,5,0,0,0,0,0,0,0,0,0,-3042.85009766,804.583984375,-9.65503978729,530,525,3754,"Altar of Sha'tar",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1809,0,7,0,0,0,0,0,0,0,0,0,7638.25,-7310.50976563,155.013000488,530,516,3510,"Amani Catacombs",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1811,0,7,0,0,0,0,0,0,0,0,0,6857.14013672,-7680.31982422,107.116996765,530,516,3508,"Amani Pass",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1837,0,7,0,0,0,0,0,0,0,0,0,-1516.76000977,-10755.0996094,54.6357002258,530,516,3597,"Amberweb Pass",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1799,0,7,0,0,0,0,0,0,0,0,0,-4164.95996094,-13487.2001953,45.5698013306,530,516,3560,"Ammen Fields",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1819,0,7,0,0,0,0,0,0,0,0,0,7933.10986328,-6507.79003906,46.721698761,530,516,3497,"An'daroth",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
2006,0,7,0,0,0,0,0,0,0,0,0,6822.25976563,-7202.79003906,25.8521003723,530,516,3499,"An'owyn",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1808,0,7,0,0,0,0,0,0,0,0,0,7451.79980469,-7290.97021484,95.3985977173,530,516,3498,"An'telas",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1812,0,7,0,0,0,0,0,0,0,0,0,7034.16992188,-6823.45019531,44.6389007568,530,516,3506,"Andilien Estate",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
2071,3,5,0,0,0,0,0,0,0,0,0,3031.08007813,3687.23999023,143.054992676,530,525,3712,"Area 52",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
