long,long,long,long,float,float,float,flags,long,long,long,
17844,705,9,530,-566.477661133,5833.49072266,200.508377075,0x0,0,0,0,
17845,705,10,530,-32.927734375,6365.88623047,250.063919067,0x0,0,0,0,
17846,705,11,530,500.425140381,6900.76904297,328.7394104,0x0,0,0,0,
17847,705,12,530,765.493408203,7100.87402344,460.905883789,0x0,0,0,0,
17848,705,13,530,1232.61816406,7233.00830078,498.711425781,0x0,0,0,0,
17849,705,14,530,1666.51611328,7266.25537109,485.2394104,0x0,0,0,0,
17850,705,15,530,2100.1940918,7267.20068359,456.266937256,0x0,0,0,0,
17851,705,16,530,2466.00390625,7267.41357422,409.823028564,0x0,0,0,0,
17852,705,17,530,2531.75,7322.63623047,378.628570557,0x0,0,0,0,
17878,706,0,530,2531.75,7322.63623047,374.545806885,0x0,0,0,0,
17877,706,1,530,2513.04052734,7321.70751953,384.076080322,0x0,0,0,0,
17876,706,2,530,2483.05615234,7320.88916016,397.381744385,0x0,0,0,0,
17875,706,3,530,2433.30932617,7320.89746094,412.492736816,0x0,0,0,0,
17874,706,4,530,2233.3605957,7312.13476563,434.020721436,0x0,0,0,0,
17873,706,5,530,1632.73071289,7300.21728516,434.020721436,0x0,0,0,0,
17872,706,6,530,1211.2947998,7221.42041016,434.076293945,0x0,0,0,0,
17871,706,7,530,816.017333984,7089.11035156,383.659790039,0x0,0,0,0,
17870,706,8,530,500.12979126,6901.33789063,324.850524902,0x0,0,0,0,
17869,706,9,530,-33.5316848755,6366.72802734,227.572814941,0x0,0,0,0,
17868,706,10,530,-566.477661133,5833.49072266,190.536193848,0x0,0,0,0,
17867,706,11,530,-1100.6439209,5299.64697266,183.813919067,0x0,0,0,0,
17866,706,12,530,-1633.2935791,4933.59814453,213.230621338,0x0,0,0,0,
17865,706,13,530,-2387.08178711,4435.12744141,202.647293091,0x0,0,0,0,
17864,706,14,530,-2867.75976563,3899.82348633,242.730636597,0x0,0,0,0,
17863,706,15,530,-3166.2199707,3666.17895508,327.004302979,0x0,0,0,0,
17862,706,16,530,-3365.40893555,3650.27050781,287.087768555,0x0,0,0,0,
17880,707,0,530,-5140.6015625,620.149658203,92.9581832886,0x0,0,0,0,
17881,707,1,530,-5163.625,666.699523926,85.0909729004,0x0,0,0,0,
17882,707,2,530,-5112.84960938,789.439758301,135.328643799,0x0,0,0,0,
17883,707,3,530,-5005.58740234,815.218566895,145.634338379,0x0,0,0,0,
17885,707,4,530,-4700.58740234,1036.30163574,45.2321968079,0x0,0,0,0,
17886,707,5,530,-4475.35107422,1216.62756348,97.1490097046,0x0,0,0,0,
17887,707,6,530,-4316.66064453,1360.86669922,204.121383667,0x0,0,0,0,
17888,707,7,530,-4029.33691406,1738.8112793,204.121383667,0x0,0,0,0,
17889,707,8,530,-3791.58422852,1986.23547363,204.121383667,0x0,0,0,0,
17890,707,9,530,-3130.41796875,2769.41186523,154.29927063,0x0,0,0,0,
17891,707,10,530,-2985.03100586,2971.84716797,132.965988159,0x0,0,0,0,
17892,707,11,530,-2849.9230957,3029.96606445,132.660461426,0x0,0,0,0,
17893,707,12,530,-2749.63012695,3343.98486328,214.216156006,0x0,0,0,0,
17894,707,13,530,-2129.21557617,4195.88720703,253.50227356,0x0,0,0,0,
17895,707,14,530,-1821.47851563,5019.26416016,151.813674927,0x0,0,0,0,
17896,707,15,530,-1987.01782227,5344.51611328,67.0512008667,0x0,0,0,0,
17897,707,16,530,-1920.33752441,5542.60400391,67.0512008667,0x0,0,0,0,
17898,707,17,530,-1765.7545166,5505.07275391,67.0512008667,0x0,0,0,0,
17899,707,18,530,-1698.71972656,5353.92382813,34.6068000793,0x0,0,0,0,
17900,707,19,530,-1636.14807129,5275.9296875,-38.4487953186,0x0,0,14996,0,
17903,708,0,530,214.26020813,6063.44384766,149.316467285,0x0,0,0,0,
17904,708,1,530,211.351776123,6053.08984375,153.066604614,0x0,0,0,0,
17905,708,2,530,200.391708374,6018.17041016,157.900039673,0x0,0,0,0,
17906,708,3,530,199.070755005,5952.10107422,157.900039673,0x0,0,0,0,
17907,708,4,530,265.737854004,5899.71533203,157.900039673,0x0,0,0,0,
17908,708,5,530,399.694244385,5732.41552734,157.900039673,0x0,0,0,0,
17909,708,6,530,700.137390137,5633.44384766,175.289123535,0x0,0,0,0,
17910,708,7,530,1392.60412598,5498.01025391,302.920074463,0x0,0,0,0,
17911,708,8,530,1600.00549316,5551.90771484,327.642730713,0x0,0,0,0,
17912,708,9,530,1699.77526855,5633.42382813,305.087280273,0x0,0,0,0,
17913,708,10,530,1766.47375488,5646.421875,297.337799072,0x0,0,0,0,
17914,708,11,530,1862.15881348,5617.62744141,291.198608398,0x0,0,0,0,
17915,708,12,530,1873.40734863,5567.0390625,281.726287842,0x0,0,0,0,
17916,708,13,530,1857.45483398,5532.38427734,279.865692139,0x0,0,0,0,
17930,709,0,530,1857.45483398,5532.38427734,277.671447754,0x0,0,0,0,
17929,709,1,530,1849.68383789,5519.15039063,291.89440918,0x0,0,0,0,
17928,709,2,530,1829.22241211,5468.17431641,312.839538574,0x0,0,0,0,
17927,709,3,530,1781.09484863,5385.03662109,338.50579834,0x0,0,0,0,
17926,709,4,530,1566.68115234,5300.83349609,306.172424316,0x0,0,0,0,
17925,709,5,530,1367.1036377,5329.13037109,261.894989014,0x0,0,0,0,
17924,709,6,530,993.807067871,5591.93017578,157.622070313,0x0,0,0,0,
17923,709,7,530,733.272277832,5969.30664063,157.622070313,0x0,0,0,0,
17922,709,8,530,499.902770996,6133.34912109,157.622070313,0x0,0,0,0,
17921,709,9,530,318.00088501,6148.65966797,157.622070313,0x0,0,0,0,
17920,709,10,530,233.600479126,6114.43359375,153.483184814,0x0,0,0,0,
17919,709,11,530,214.26020813,6063.44384766,150.483139038,0x0,0,0,0,
17933,710,0,571,-499.592681885,-5433.43994141,0.0,0x0,0,0,0,
17934,710,1,571,-294.243438721,-5463.09765625,0.0,0x0,0,0,0,
17935,710,2,571,-79.736000061,-5374.38769531,0.0,0x0,0,0,0,
17936,710,3,571,-11.7721357346,-5322.21826172,0.0,0x0,0,0,0,
17937,710,4,571,50.227104187,-5231.07470703,0.0,0x0,0,0,0,
17938,710,5,571,101.969833374,-5162.29785156,0.0,0x0,0,0,0,
17939,710,6,571,175.833557129,-5099.97509766,0.0,0x0,0,0,0,
17940,710,7,571,233.293411255,-5074.63671875,0.0,0x0,0,0,0,
17941,710,8,571,289.171661377,-5099.69726563,0.0,0x0,0,0,0,
17942,710,9,571,341.858184814,-5149.38867188,0.0,0x0,0,0,0,
17943,710,10,571,432.092010498,-5150.21972656,0.0,0x0,0,0,0,
17944,710,11,571,498.609039307,-5158.61523438,0.0,0x0,0,0,0,
17945,710,12,571,599.604309082,-5200.22363281,0.0,0x0,0,0,0,
17946,710,13,571,709.672851563,-5324.21728516,0.0,0x0,0,0,0,
17947,710,14,571,808.011169434,-5461.30224609,0.0,0x0,0,0,0,
17948,710,15,571,937.993591309,-5439.96386719,0.0,0x0,0,0,0,
17949,710,16,571,985.778869629,-5299.65332031,0.0,0x0,0,0,0,
17950,710,17,571,999.35925293,-5199.41650391,0.0,0x0,0,0,0,
17951,710,18,571,933.730285645,-5133.58496094,0.0,0x0,0,0,0,
17952,710,19,571,826.784973145,-5151.33691406,-0.0277779996395,0x0,0,0,0,
17953,710,20,571,760.058898926,-5151.04931641,0.0,0x0,0,0,0,
17954,710,21,571,666.714294434,-5136.87207031,0.0,0x0,0,0,0,
17955,710,22,571,617.26574707,-5127.67529297,0.0,0x0,0,0,0,
17956,710,23,571,579.92199707,-5117.77978516,0.0277779996395,0x2,10,0,0,
17957,710,24,571,521.060974121,-5107.57275391,0.0,0x0,0,0,0,
17958,710,25,571,471.146636963,-5120.76025391,0.0,0x0,0,0,0,
17959,710,26,571,418.802459717,-5147.58642578,0.0,0x0,0,0,0,
17960,710,27,571,347.306274414,-5151.41894531,0.0,0x0,0,0,0,
17961,710,28,1,6635.01611328,616.435119629,-0.0277779996395,0x0,0,0,0,
17962,710,29,1,6586.74560547,677.693054199,-0.0277779996395,0x0,0,0,0,
17963,710,30,1,6596.12646484,767.638244629,-0.0277779996395,0x2,30,0,0,
18987,710,31,1,6637.39453125,852.471313477,-0.0277779996395,0x0,0,0,0,
18988,710,32,1,6733.36230469,900.313415527,0.0,0x0,0,0,0,
17966,711,0,571,572.137329102,-2806.89941406,0.0784439966083,0x0,0,0,0,
17967,711,1,571,491.684295654,-2833.89794922,0.0784439966083,0x0,0,0,0,
17968,711,2,571,379.209960938,-2895.74829102,0.0784439966083,0x0,0,0,0,
19398,711,3,571,322.848266602,-2978.0480957,-0.0159430000931,0x0,0,0,0,
19399,711,4,571,263.448455811,-3018.10864258,-0.0159430000931,0x0,0,0,0,
19400,711,5,571,253.900558472,-3084.4453125,-0.0159430000931,0x0,0,0,0,
19401,711,6,571,186.788894653,-3160.08154297,-0.0159430000931,0x0,0,0,0,
19402,711,7,571,137.148986816,-3209.71484375,-0.0159430000931,0x0,0,0,0,
19403,711,8,571,64.9764556885,-3249.515625,-0.0159430000931,0x0,0,0,0,
19404,711,9,571,-21.2737636566,-3261.25976563,-0.0159430000931,0x0,0,0,0,
19405,711,10,571,-115.169921875,-3282.33203125,-0.0159430000931,0x0,0,0,0,
19406,711,11,571,-184.234695435,-3322.24609375,0.0118349995464,0x0,0,0,0,
19407,711,12,571,-200.737304688,-3373.06616211,0.0118349995464,0x0,0,0,0,
19408,711,13,571,-245.101028442,-3463.09667969,-0.0159430000931,0x0,0,0,0,
19409,711,14,571,-252.504669189,-3538.42358398,-0.0159430000931,0x0,0,0,0,
19410,711,15,571,-215.688262939,-3568.33300781,-0.0159430000931,0x0,0,0,0,
19411,711,16,571,-170.528427124,-3591.0637207,-0.0159430000931,0x0,0,0,0,
19412,711,17,571,-149.716903687,-3587.11010742,-0.0159430000931,0x0,0,0,0,
17976,712,0,571,2305.97753906,6748.09228516,158.55267334,0x0,0,0,0,
17977,712,1,571,2474.43139648,6598.23242187,158.747131348,0x0,0,0,0,
17978,712,2,571,2666.75708008,6376.84912109,158.55267334,0x0,0,0,0,
17979,712,3,571,2763.94458008,6260.40185547,148.581924438,0x0,0,0,0,
17980,712,4,571,2837.90771484,6187.44287109,140.164840698,0x2,60,19139,0,
17981,712,5,571,2906.03173828,6105.20019531,152.220626831,0x0,0,0,0,
17982,712,6,571,3003.85595703,6002.18261719,149.892547607,0x0,0,0,0,
17983,712,7,571,3054.62353516,5935.80371094,151.83164978,0x0,0,0,0,
17984,712,8,571,3051.70263672,5805.27441406,151.83164978,0x0,0,0,0,
17985,712,9,571,2936.54980469,5669.61132813,151.83164978,0x0,0,0,0,
17986,712,10,571,2699.7253418,5668.4609375,151.83164978,0x0,0,0,0,
17987,712,11,571,2434.13012695,5700.34130859,151.83164978,0x0,0,0,0,
17988,712,12,571,2199.64111328,5934.35009766,151.83164978,0x0,0,0,0,
18264,712,13,571,2199.4597168,6431.44189453,158.385986328,0x0,0,0,0,
18265,712,14,571,2266.93481445,6732.35058594,158.441558838,0x0,0,0,0,
23466,712,15,1,1476.54077148,-3845.24047852,154.43119812,0x0,0,0,0,
23467,712,16,1,1372.01281738,-3851.54614258,154.43119812,0x0,0,0,0,
23468,712,17,1,1202.38928223,-3891.93920898,154.43119812,0x0,0,0,0,
23469,712,18,1,1149.01733398,-3996.84204102,112.153251648,0x0,0,0,0,
23470,712,19,1,1185.02246094,-4144.20849609,70.6255264282,0x2,60,19137,0,
23471,712,20,1,1239.82836914,-4267.01513672,67.4311294556,0x0,0,0,0,
23472,712,21,1,1199.68005371,-4398.99853516,73.2921142578,0x0,0,0,0,
23473,712,22,1,1062.6340332,-4490.41308594,97.4308776855,0x0,0,0,0,
23474,712,23,1,1061.65844727,-4711.46289063,102.264198303,0x0,0,0,0,
23544,712,24,1,976.554504395,-5182.01025391,118.26410675,0x0,0,0,0,
17990,713,0,571,2163.17114258,4469.48339844,0.0661849975586,0x0,0,0,0,
17991,713,1,571,2236.41918945,4566.27490234,0.0660549998283,0x0,0,0,0,
17992,713,2,571,2293.99902344,4751.5,0.0,0x0,0,0,0,
17993,713,3,571,2341.84350586,4963.13232422,0.0,0x0,0,0,0,
17994,713,4,571,2220.05078125,5117.81884766,0.0,0x2,60,0,0,
17995,713,5,571,1925.32080078,5132.14697266,0.0,0x0,0,0,0,
17996,713,6,571,1653.21069336,4967.44726563,0.0,0x0,0,0,0,
18004,714,0,1,-4567.36181641,-3224.91967773,35.5439186096,0x0,0,0,0,
18005,714,1,1,-4571.24511719,-3233.49023438,40.4884109497,0x0,0,0,0,
18006,714,2,1,-4578.3046875,-3249.95458984,48.5717506409,0x0,0,0,0,
18007,714,3,1,-4586.24511719,-3275.04223633,63.460647583,0x0,0,0,0,
18008,714,4,1,-4588.50732422,-3322.52148438,80.4885025024,0x0,0,0,0,
18009,714,5,1,-4533.45361328,-3399.89624023,85.0995864868,0x0,0,0,0,
18010,714,6,1,-4438.13525391,-3441.30639648,83.5162506104,0x0,0,0,0,
18011,714,7,1,-4284.96289063,-3446.14697266,83.7384719849,0x0,0,0,0,
18012,714,8,1,-4018.01831055,-3373.85668945,83.9884872437,0x0,0,0,0,
18013,714,9,1,-3800.03442383,-3309.14428711,85.1551513672,0x0,0,0,0,
18014,714,10,1,-3545.59765625,-3228.58935547,84.8773727417,0x0,0,0,0,
18015,714,11,1,-3266.57202148,-3133.09130859,87.0995941162,0x0,0,0,0,
18016,714,12,1,-3153.66577148,-3033.05126953,82.6273574829,0x0,0,0,0,
18017,714,13,1,-3133.22363281,-2901.21240234,64.2107086182,0x0,0,0,0,
18018,714,14,1,-3132.2043457,-2857.96289063,49.8773956299,0x0,0,0,0,
18019,714,15,1,-3148.2890625,-2842.2121582,38.1829490662,0x0,0,0,0,
18020,715,0,1,-4566.60546875,-3225.88378906,35.6394233704,0x0,0,0,0,
18021,715,1,1,-4570.32373047,-3236.11938477,44.3338928223,0x0,0,0,0,
18022,715,2,1,-4576.18945313,-3255.84692383,57.7227668762,0x0,0,0,0,
18023,715,3,1,-4582.78369141,-3279.59667969,70.1950073242,0x0,0,0,0,
18024,715,4,1,-4582.33447266,-3333.38793945,74.861656189,0x0,0,0,0,
18025,715,5,1,-4553.62402344,-3432.84155273,75.3616714478,0x0,0,0,0,
18026,715,6,1,-4499.79980469,-3599.78613281,75.3616714478,0x0,0,0,0,
18027,715,7,1,-4399.55810547,-3732.92358398,93.5005722046,0x0,0,0,0,
18028,715,8,1,-4271.81201172,-3879.11889648,75.8617248535,0x0,0,0,0,
18029,715,9,1,-4133.97021484,-4033.19067383,53.0839538574,0x0,0,0,0,
18030,715,10,1,-3967.06982422,-4233.10546875,43.4728393555,0x0,0,0,0,
18031,715,11,1,-3865.10986328,-4374.10302734,34.3895111084,0x0,0,0,0,
18032,715,12,1,-3824.28686523,-4446.58105469,29.5562133789,0x0,0,0,0,
18033,715,13,1,-3821.68286133,-4493.64453125,21.2506370544,0x0,0,0,0,
18034,715,14,1,-3827.09082031,-4517.10498047,13.6950712204,0x0,0,0,0,
18050,716,0,1,-3148.2890625,-2842.2121582,35.4607582092,0x0,0,0,0,
18049,716,1,1,-3132.93652344,-2841.71899414,44.9052009583,0x0,0,0,0,
18048,716,2,1,-3097.54101563,-2836.70605469,65.099609375,0x0,0,0,0,
18047,716,3,1,-3047.3894043,-2800.04418945,91.0995941162,0x0,0,0,0,
18046,716,4,1,-3066.6940918,-2733.77416992,101.210762024,0x0,0,0,0,
18045,716,5,1,-3167.22973633,-2720.37817383,101.516288757,0x0,0,0,0,
18044,716,6,1,-3510.92407227,-2766.30737305,101.516288757,0x0,0,0,0,
18043,716,7,1,-3866.66845703,-2799.9921875,90.9051437378,0x0,0,0,0,
18042,716,8,1,-4066.77001953,-2866.67041016,94.0440368652,0x0,0,0,0,
18041,716,9,1,-4299.50244141,-2966.31396484,90.8773651123,0x0,0,0,0,
18040,716,10,1,-4464.01318359,-3045.20068359,86.7106628418,0x0,0,0,0,
18039,716,11,1,-4543.10839844,-3133.40209961,70.2662200928,0x0,0,0,0,
18038,716,12,1,-4559.85888672,-3200.07763672,47.8773078918,0x0,0,0,0,
18037,716,13,1,-4562.9296875,-3224.71875,37.6550712585,0x0,0,0,0,
18065,717,0,1,-3827.09082031,-4517.10498047,11.6672954559,0x0,0,0,0,
18064,717,1,1,-3859.609375,-4553.65869141,20.3339614868,0x0,0,0,0,
18063,717,2,1,-3903.77172852,-4555.10009766,28.7506275177,0x0,0,0,0,
18062,717,3,1,-3967.29345703,-4500.21435547,31.8339309692,0x0,0,0,0,
18061,717,4,1,-4033.70239258,-4367.03662109,40.7228393555,0x0,0,0,0,
18060,717,5,1,-4100.53466797,-4101.10595703,74.2784805298,0x0,0,0,0,
18059,717,6,1,-4166.90234375,-3766.45092773,102.111778259,0x0,0,0,0,
18058,717,7,1,-4234.03564453,-3451.59643555,102.111778259,0x0,0,0,0,
18057,717,8,1,-4366.60205078,-3166.64282227,102.111778259,0x0,0,0,0,
18056,717,9,1,-4466.89013672,-3099.7109375,90.8895263672,0x0,0,0,0,
18055,717,10,1,-4540.28564453,-3115.59594727,74.3617248535,0x0,0,0,0,
18054,717,11,1,-4554.52636719,-3166.88891602,55.2783813477,0x0,0,0,0,
18053,717,12,1,-4557.39599609,-3200.90112305,43.0005683899,0x0,0,0,0,
18052,717,13,1,-4563.28564453,-3225.11303711,37.0005569458,0x0,0,0,0,
18068,718,0,1,-4564.90380859,-3225.99316406,35.4013252258,0x0,0,0,0,
18069,718,1,1,-4568.1875,-3235.12744141,40.9291114807,0x0,0,0,0,
18070,718,2,1,-4576.7421875,-3259.65283203,54.3458137512,0x0,0,0,0,
18071,718,3,1,-4582.27636719,-3299.82910156,72.8180923462,0x0,0,0,0,
18072,718,4,1,-4554.0859375,-3355.9765625,81.7070236206,0x0,0,0,0,
18073,718,5,1,-4466.95556641,-3354.21826172,70.4014053345,0x0,0,0,0,
18074,718,6,1,-4431.75537109,-3273.49780273,75.0958557129,0x0,0,0,0,
18075,718,7,1,-4455.83251953,-3101.48950195,80.9847717285,0x0,0,0,0,
18076,718,8,1,-4488.62695313,-2985.74536133,95.0680999756,0x0,0,0,0,
18077,718,9,1,-4567.24414063,-2806.12768555,121.34588623,0x0,0,0,0,
18078,718,10,1,-4566.59472656,-2649.32299805,162.618515015,0x0,0,0,0,
18079,718,11,1,-4563.91943359,-2448.17163086,184.090789795,0x0,0,0,0,
18080,718,12,1,-4592.40966797,-2353.05004883,197.424179077,0x0,0,0,0,
18081,718,13,1,-4749.66015625,-2330.75683594,185.868743896,0x0,0,0,0,
18082,718,14,1,-5066.79980469,-2332.9050293,148.146469116,0x0,0,0,0,
18083,718,15,1,-5266.8828125,-2333.36230469,122.368736267,0x0,0,0,0,
18084,718,16,1,-5387.73974609,-2397.97363281,95.5354766846,0x0,0,0,0,
18085,718,17,1,-5407.54248047,-2413.16870117,92.6744155884,0x0,0,0,0,
18103,719,0,1,-5407.54248047,-2413.16870117,91.5356216431,0x0,0,0,0,
18102,719,1,1,-5420.44433594,-2411.04125977,96.3135147095,0x0,0,0,0,
18101,719,2,1,-5449.34619141,-2404.7668457,104.146888733,0x0,0,0,0,
18100,719,3,1,-5492.04150391,-2368.25048828,108.452423096,0x0,0,0,0,
18099,719,4,1,-5533.05664063,-2319.19750977,117.535751343,0x0,0,0,0,
18098,719,5,1,-5499.81689453,-2267.04418945,118.614372253,0x0,0,0,0,
18097,719,6,1,-5400.87744141,-2234.64770508,115.086593628,0x0,0,0,0,
18096,719,7,1,-5231.89697266,-2266.63378906,127.89214325,0x0,0,0,0,
18095,719,8,1,-5033.21679688,-2266.29956055,132.447723389,0x0,0,0,0,
18094,719,9,1,-4776.51025391,-2306.46191406,187.141906738,0x0,0,0,0,
18093,719,10,1,-4566.92822266,-2367.28125,197.419540405,0x0,0,0,0,
18092,719,11,1,-4566.53417969,-2633.27319336,170.308547974,0x0,0,0,0,
18091,719,12,1,-4566.38476563,-2834.0,125.15146637,0x0,0,0,0,
18090,719,13,1,-4566.28613281,-3033.00634766,99.5126419067,0x0,0,0,0,
18089,719,14,1,-4557.6875,-3134.5234375,66.9570083618,0x0,0,0,0,
18088,719,15,1,-4557.55712891,-3200.08496094,46.5680580139,0x0,0,0,0,
18087,719,16,1,-4564.90380859,-3225.99316406,36.7902412415,0x0,0,0,0,
18104,720,0,1,-4565.61181641,-3226.31176758,35.0093421936,0x0,0,0,0,
18105,720,1,1,-4570.40722656,-3237.36889648,41.5371627808,0x0,0,0,0,
18106,720,2,1,-4579.95800781,-3263.40454102,57.8150367737,0x0,0,0,0,
18107,720,3,1,-4583.1640625,-3299.36889648,77.5373306274,0x0,0,0,0,
18108,720,4,1,-4575.19873047,-3341.26904297,90.2872695923,0x0,0,0,0,
18109,720,5,1,-4531.48486328,-3384.51416016,95.0372619629,0x0,0,0,0,
18110,720,6,1,-4466.4609375,-3363.92626953,102.676132202,0x0,0,0,0,
18111,720,7,1,-4438.84619141,-3267.18994141,94.2872695923,0x0,0,0,0,
18112,720,8,1,-4440.07421875,-3167.64282227,96.9261398315,0x0,0,0,0,
18113,720,9,1,-4464.38085938,-3040.90039063,99.8983688354,0x0,0,0,0,
18114,720,10,1,-4513.57714844,-2862.68554688,126.148353577,0x0,0,0,0,
18115,720,11,1,-4566.12792969,-2651.37915039,161.546112061,0x0,0,0,0,
18116,720,12,1,-4599.10791016,-2434.29516602,193.574111938,0x0,0,0,0,
18117,720,13,1,-4703.28125,-2194.7265625,178.962875366,0x0,0,0,0,
18118,720,14,1,-4783.79980469,-1869.05639648,106.462982178,0x0,0,0,0,
18119,720,15,1,-4734.31884766,-1542.16271973,106.462982178,0x0,0,0,0,
18120,720,16,1,-4680.93017578,-1334.88977051,106.462982178,0x0,0,0,0,
18121,720,17,1,-4584.05957031,-1148.49194336,97.3796920776,0x0,0,0,0,
18122,720,18,1,-4466.82275391,-966.541259766,49.4630661011,0x0,0,0,0,
18123,720,19,1,-4366.84619141,-857.368041992,0.43530601263,0x0,0,0,0,
18124,720,20,1,-4366.92578125,-800.167419434,-13.9813632965,0x0,0,0,0,
18125,720,21,1,-4428.18408203,-766.315246582,-16.0369338989,0x0,0,0,0,
18126,720,22,1,-4466.47460938,-766.357421875,-25.5924930573,0x0,0,0,0,
18127,720,23,1,-4490.91357422,-775.277587891,-35.5647087097,0x0,0,0,0,
18151,721,0,1,-4490.91357422,-775.277587891,-38.1758613586,0x0,0,0,0,
18150,721,1,1,-4496.02783203,-791.850585938,-34.4536552429,0x0,0,0,0,
18149,721,2,1,-4499.02880859,-816.618041992,-31.8981266022,0x0,0,0,0,
18148,721,3,1,-4493.75537109,-867.253540039,-19.925907135,0x0,0,0,0,
18147,721,4,1,-4483.03564453,-943.817199707,10.4353084564,0x0,0,0,0,
18146,721,5,1,-4517.66699219,-1015.46179199,41.3797492981,0x0,0,0,0,
18145,721,6,1,-4604.24462891,-1120.76708984,87.296546936,0x0,0,0,0,
18144,721,7,1,-4699.98291016,-1333.03063965,106.740768433,0x0,0,0,0,
18143,721,8,1,-4701.42871094,-1542.72253418,107.018562317,0x0,0,0,0,
18142,721,9,1,-4666.70556641,-1836.50476074,126.463027954,0x0,0,0,0,
18141,721,10,1,-4637.52148438,-2120.31469727,181.407424927,0x0,0,0,0,
18140,721,11,1,-4599.10791016,-2434.29516602,192.990829468,0x0,0,0,0,
18139,721,12,1,-4566.12792969,-2651.37915039,168.796218872,0x0,0,0,0,
18138,721,13,1,-4564.6796875,-2997.3203125,106.870666504,0x0,0,0,0,
18137,721,14,1,-4556.92773438,-3149.63500977,64.3428726196,0x0,0,0,0,
18136,721,15,1,-4558.54931641,-3199.92138672,47.3427886963,0x0,0,0,0,
18135,721,16,1,-4565.61181641,-3226.31176758,37.00938797,0x0,0,0,0,
18153,722,0,530,2029.22290039,4704.84814453,151.273529053,0x0,0,0,0,
18154,722,1,530,2022.16064453,4690.79003906,161.356948853,0x0,0,0,0,
18155,722,2,530,2012.7545166,4674.93115234,170.106994629,0x0,0,0,0,
18156,722,3,530,1993.28186035,4646.35400391,179.607284546,0x0,0,0,0,
18157,722,4,530,1959.51257324,4611.15478516,185.829589844,0x0,0,0,0,
18158,722,5,530,1866.58288574,4585.97900391,185.829589844,0x0,0,0,0,
18159,722,6,530,1699.81970215,4555.50683594,185.801834106,0x0,0,0,0,
18160,722,7,530,1533.27478027,4582.05029297,172.162918091,0x0,0,0,0,
18161,722,8,530,1203.16601563,4766.59375,109.440803528,0x0,0,0,0,
18162,722,9,530,800.333557129,4966.81884766,76.7187652588,0x0,0,0,0,
18163,722,10,530,633.149230957,5033.35205078,92.5899887085,0x0,0,0,0,
18164,722,11,530,356.96484375,5088.890625,95.0068588257,0x0,0,0,0,
18165,722,12,530,247.668411255,5094.76806641,85.9790267944,0x0,0,0,0,
18166,722,13,530,138.816192627,5121.80175781,48.9790725708,0x0,0,0,0,
18167,722,14,530,103.271270752,5171.17724609,36.2568855286,0x0,0,0,0,
18185,722,15,530,90.6636276245,5213.28759766,25.7569065094,0x0,0,0,0,
18182,723,0,530,90.6636276245,5213.28759766,23.9791355133,0x0,0,0,0,
18181,723,1,530,92.1139297485,5222.81103516,28.6736278534,0x0,0,0,0,
18180,723,2,530,94.48828125,5239.08056641,33.3959083557,0x0,0,0,0,
18179,723,3,530,109.88041687,5266.06103516,37.2015380859,0x0,0,0,0,
18178,723,4,530,166.153869629,5276.13183594,39.5904006958,0x0,0,0,0,
18177,723,5,530,265.349182129,5281.68164063,43.1737365723,0x0,0,0,0,
18176,723,6,530,365.154510498,5285.59326172,57.5348510742,0x0,0,0,0,
18175,723,7,530,632.968017578,5200.10986328,77.4793624878,0x0,0,0,0,
18174,723,8,530,1001.83917236,5033.06445313,101.646057129,0x0,0,0,0,
18173,723,9,530,1398.96728516,4833.11474609,152.174530029,0x0,0,0,0,
18172,723,10,530,1566.2064209,4750.60498047,182.147155762,0x0,0,0,0,
18171,723,11,530,1732.91040039,4744.41992188,172.841384888,0x0,0,0,0,
18170,723,12,530,1866.54077148,4745.11425781,168.563476563,0x0,0,0,0,
18169,723,13,530,1966.55444336,4717.29052734,166.61907959,0x0,0,0,0,
18168,723,14,530,2013.74658203,4709.58935547,161.452316284,0x0,0,0,0,
18183,723,15,530,2030.63830566,4704.56884766,153.841201782,0x0,0,0,0,
18186,724,0,1,-3818.27050781,-4511.80029297,12.2844324112,0x0,0,0,0,
18187,724,1,1,-3815.12768555,-4511.74072266,13.7566652298,0x0,0,0,0,
18188,724,2,1,-3804.69067383,-4511.03369141,17.7670898438,0x0,0,0,0,
18189,724,3,1,-3792.57299805,-4510.84619141,23.0972766876,0x0,0,0,0,
18190,724,4,1,-3754.19702148,-4505.20117188,33.8594970703,0x0,0,0,0,
18191,724,5,1,-3700.10546875,-4487.21386719,36.3872566223,0x0,0,0,0,
18192,724,6,1,-3602.9909668,-4415.17724609,42.1650543213,0x0,0,0,0,
18193,724,7,1,-3457.51977539,-4372.34619141,42.1372756958,0x0,0,0,0,
18194,724,8,1,-3288.36645508,-4447.55126953,42.1372756958,0x0,0,0,0,
18195,724,9,1,-3136.72705078,-4536.97607422,42.1372756958,0x0,0,0,0,
18196,724,10,1,-2979.34155273,-4596.88623047,42.1372756958,0x0,0,0,0,
18197,724,11,1,-2776.61010742,-4665.90234375,36.6985054016,0x0,0,0,0,
18198,724,12,1,-2713.35864258,-4704.12646484,32.6152076721,0x0,0,0,0,
18199,724,13,1,-2693.16357422,-4772.25244141,31.2818813324,0x0,0,0,0,
18200,724,14,1,-2687.39868164,-4835.43408203,31.2541027069,0x0,0,0,0,
18201,724,15,1,-2664.8840332,-4912.75439453,33.1152229309,0x0,0,0,0,
