id;displayid;value
180124;6231;Lighthouse Beam
180210;6313;Uther's Human Tribute
180214;56;Uther's Dwarf Tribute
180216;28;Whipweed
180245;375;Doodad_SmallBrazierNoOmni20
180248;6291;School of Tastyfish
180249;6332;Heart of Hakkar Air Rift
180250;6333;Heart of Hakkar Fire Rift
180253;6332;Troll Hero Air Portal
180254;6333;Troll Hero Fire Portal
180324;6356;Dwarven Table Ornate 01
180325;39;Chair
180326;6362;OrcBench01
180328;240;General Candelabra 01
180329;297;Jar 01
180330;6358;Jar 02
180331;6359;Jar 03
180332;213;Jug 01
180333;7;Jug 02
180334;6360;Stormwind Rug 02
180337;331;Cooking Table
180338;100;Candle 01
180339;6363;Candle 02
180340;6364;Candle 03
180341;6365;Jar Orc 01
180342;21;Jar Orc 02
180345;6367;Jar Orc 03
180346;6366;Mudskunk Lure
180347;6368;Jar Orc 04
180348;6369;Jar Orc 05
180349;258;Jar Orc 06
180350;458;Orc Jug 01
180351;459;Orc Jug 02
180352;6370;General Torch 01
180353;4094;Freestanding Torch 01
180367;5;Altar of Zanza
180368;5;Tablet of Madness
180370;381;Harvest Fruit
180371;564;Harvest Fish
180372;566;Harvest Boar
180373;6371;Harvest Nectar
180374;6153;Harvest Nectar
180385;6392;Troll Hero Portal Sound
180401;6392;Heart of Hakkar Portal Sound
180402;6395;Heart of Hakkar Object
180404;363;Servant of the Hand Summoning Circle
180418;6211;Snowfall Banner
180419;5772;Contested Banner
180420;5774;Contested Banner
180436;6419;Twilight Tablet Fragment
180438;680;Bonfire
180439;680;Bonfire
180440;680;Bonfire
180441;680;Bonfire
180443;680;Bonfire
180444;680;Bonfire
180449;237;Forsaken Stink Bomb
180450;3712;Forsaken Stink Bomb Cloud
180452;6429;Blastenheimer 5000 Ultra Cannon
180453;6414;Hive'Regal Glyphed Crystal
180454;6415;Hive'Ashi Glyphed Crystal
180455;6416;Hive'Zora Glyphed Crystal
180456;6425;Lesser Wind Stone
180461;6426;Wind Stone
180466;6427;Greater Wind Stone
180473;475;Brazier
180474;475;Brazier
180475;475;Brazier
180476;475;Brazier
180477;475;Brazier
180478;475;Brazier
180479;475;Brazier
180480;475;Brazier
180501;6420;Twilight Tablet Fragment
180518;6425;Lesser Wind Stone
180539;6427;Greater Wind Stone
180544;6425;Lesser Wind Stone
180549;6425;Lesser Wind Stone
180554;6426;Wind Stone
180559;6427;Greater Wind Stone
180564;6425;Lesser Wind Stone
180601;6451;Unstable Rift Crystal
180604;6452;Merithra's Wake
180605;6465;IronForgeSteamTank
180606;4132;Prismatic Barrier
180607;4133;Ancient Roots
180608;4134;Glyphs of Warding
180619;6486;Ossirian Crystal
180620;1287;Music Box Silithus
180631;6467;Alchemy Lab
180634;6470;Door
180635;6470;Door
180636;6471;Door
180642;528;Inconspicuous Crate
180661;6485;Oil Spill
180678;6497;AQWar - Resource, Bandages, Alliance, Tier 5
180688;197;Cooking Brazier
180689;375;Cooking Brazier
180698;6508;Party Table
180699;1727;Festive Keg
180700;6145;Hay Bale 1
180703;6509;Firework, Show, Type 1 Red
180704;6510;Firework, Show, Type 2 Red
180707;6509;Firework, Show, Type 1,  Red BIG
180708;6510;Firework, Show, Type 2,  Red BIG
180715;6513;Holly Preserver
180717;4675;The Scarab Gong
180718;4675;The Scarab Gong
180719;6514;Metzen's Stable
180720;6515;Firework, Show, Type 1 Blue
180721;6516;Firework, Show, Type 2 Blue
180722;6515;Firework, Show, Type 1 Blue BIG
180723;6516;Firework, Show, Type 2 Blue BIG
180724;6517;Firework, Show, Type 1 Green
180725;6518;Firework, Show, Type 2 Green BIG
180726;6517;Firework, Show, Type 1 Green BIG
180727;6518;Firework, Show, Type 2 Green
180729;6519;Firework, Show, Type 1 White BIG
180730;6520;Firework, Show, Type 2 White
180731;6520;Firework, Show, Type 2 White BIG
180733;6521;Firework, Show, Type 2 Purple BIG
180736;6523;Firework, Show, Type 1 Yellow
180737;6523;Firework, Show, Type 1 Yellow BIG
180738;6524;Firework, Show, Type 2 Yellow
180739;6524;Firework, Show, Type 2 Yellow BIG
180740;6521;Firework, Show, Type 2 Purple
180741;6522;Firework, Show, Type 1 Purple BIG
180742;6526;Metzen's Fencing
180743;5254;Carefully Wrapped Present
180744;131;Catapult
180745;5692;Grasp of C'Thun
180746;5255;Gently Shaken Gift
180747;5256;Gaily Wrapped Present
180748;5258;Ticking Present
180749;3972;Cheer Speaker
180753;6527;Patch of Elemental Water
180754;565;Toasting Goblet
180758;6531;Night Elf Hero Portrait
180765;6537;Lantern
180793;5259;Festive Gift
180795;6559;Sandworm Base
180796;2047;PX-238 Winter Wondervolt
180798;5255;Present BIG
180799;5258;Present BIG
180810;6573;Resonating Crystal Formation
180811;1310;Resonating Crystal Formation Glow
180813;6575;AQWar - Resource, Skins, Horde, Tier 1
180814;6576;AQWar - Resource, Skins, Horde, Tier 2
180815;6577;AQWar - Resource, Skins, Horde, Tier 3
180816;6578;AQWar - Resource, Skins, Horde, Tier 4
180817;6579;AQWar - Resource, Skins, Horde, Tier 5
180819;6581;AQWar - Resource, Herbs, Horde, Tier 1
180820;6582;AQWar - Resource, Herbs, Horde, Tier 2
180821;6583;AQWar - Resource, Herbs, Horde, Tier 3
180822;6584;AQWar - Resource, Herbs, Horde, Tier 4
180823;6585;AQWar - Resource, Herbs, Horde, Tier 5
180827;6587;AQWar - Resource, Bandages, Horde, Tier 1
180828;6588;AQWar - Resource, Bandages, Horde, Tier 2
180829;6589;AQWar - Resource, Bandages, Horde, Tier 3
180830;6590;AQWar - Resource, Bandages, Horde, Tier 4
180831;6591;AQWar - Resource, Bandages, Horde, Tier 5
180833;6593;AQWar - Resource, Cooking, Horde, Tier 1
180834;6594;AQWar - Resource, Cooking, Horde, Tier 2
180835;6595;AQWar - Resource, Cooking, Horde, Tier 3
180836;6596;AQWar - Resource, Cooking, Horde, Tier 4
180837;6597;AQWar - Resource, Cooking, Horde, Tier 5
180839;6599;AQWar - Resource, Bars, Horde, Tier 1
180840;6600;AQWar - Resource, Bars, Horde, Tier 2
180841;6601;AQWar - Resource, Bars, Horde, Tier 3
180842;6602;AQWar - Resource, Bars, Horde, Tier 4
180843;6603;AQWar - Resource, Bars, Horde, Tier 5
180844;6604;Mistletoe
180850;6543;Firework Launcher
180852;6605;War Map
180853;6606;Duke's Box
180854;6515;Firework Rocket, Type 1 Blue
180857;6519;Firework Rocket, Type 1 White
180860;6509;Firework Rocket, Type 1 Red BIG
180861;6515;Firework Rocket, Type 1 Blue BIG
180862;6517;Firework Rocket, Type 1 Green BIG
180864;6519;Firework Rocket, Type 1 White BIG
180865;6523;Firework Rocket, Type 1 Yellow BIG
180874;6544;Cluster Launcher
180875;227;Boss Fight Altar
180884;6612;DwarvenTableSmall
180888;6613;OrcTable01
180905;3151;Festive Mug
180909;6536;Lucky Red Envelope
180910;190;Starsong Scroll
180914;273;Anvil
181012;6619;Magister Duskwither's Journal
181013;4251;Fire
181024;6636;Hanging, Short/Squat, Large
181027;6649;Floating, Medium - Val
181071;676;Ysida's Cage
181086;6655;Valentine Arch
181087;6642;Plant
181099;5611;Campfire
181108;314;Truesilver Deposit
181109;311;Gold Vein
181134;200;Bonfire
181135;200;Bonfire
181137;4132;Ancient Door
181172;6678;Necropolis City
181206;398;Consecrated Earth
181225;6695;Frostwyrm Waterfall Door
181227;6679;Circle
181228;6675;KelThuzad Door
181230;6697;Deathknight Wing Eye Portal Boss
181247;6752;Ice Block
181254;4176;Argent Dawn Buffer Tent
181255;6708;Argent Dawn Buffer Crate
181256;6709;Argent Dawn Banner
181327;216;Cauldron
181338;6756;Flame of the Plaguelands
181341;6756;Flame of Searing Gorge
181352;192;Campfire
181356;6747;Sapphiron Birth
181357;95;Smoke
181362;192;Campfire
181402;6770;Doodad_kelthuzad_window_portal01
181403;6770;Doodad_kelthuzad_window_portal02
181404;6770;Doodad_kelthuzad_window_portal03
181405;6770;Doodad_kelthuzad_window_portal04
181444;8093;Kel'Thuzad Trigger
181447;5746;Signaling Gem
181477;6775;Doodad_nox_tesla05
181488;200;Bonfire
181510;6785;Plague Fissure
181511;6785;Plague Fissure
181512;6785;Plague Fissure
181513;6785;Plague Fissure
181514;6785;Plague Fissure
181515;6785;Plague Fissure
181516;6785;Plague Fissure
181517;6785;Plague Fissure
181518;6785;Plague Fissure
181519;6785;Plague Fissure
181520;6785;Plague Fissure
181521;6785;Plague Fissure
181522;6785;Plague Fissure
181523;6785;Plague Fissure
181524;6785;Plague Fissure
181525;6785;Plague Fissure
181526;6785;Plague Fissure
181527;6785;Plague Fissure
181528;6785;Plague Fissure
181529;6785;Plague Fissure
181530;6785;Plague Fissure
181531;6785;Plague Fissure
181532;6785;Plague Fissure
181533;6785;Plague Fissure
181534;6785;Plague Fissure
181535;6785;Plague Fissure
181536;6785;Plague Fissure
181537;6785;Plague Fissure
181538;6785;Plague Fissure
181539;6785;Plague Fissure
181540;6785;Plague Fissure
181541;6785;Plague Fissure
181542;6785;Plague Fissure
181543;6785;Plague Fissure
181544;6785;Plague Fissure
181545;6785;Plague Fissure
181546;6785;Plague Fissure
181547;6785;Plague Fissure
181548;6785;Plague Fissure
181549;6785;Plague Fissure
181550;6785;Plague Fissure
181551;6785;Plague Fissure
181552;6785;Plague Fissure
181576;6788;Naxxramas Portal
181577;6789;Naxxramas Portal
181597;6876;Silithyst Mound
181599;343;Rune
181629;1;Holy Coffer
181631;356;Robotron Control Panel
181632;1287;Thalanaar Moonwell
181633;200;Bonfire
181634;201;Brazier
181635;192;Campfire
181639;1948;Mailbox
181640;6690;Doodad_kelthuzad_throne02
181643;211;Featherbeard's Remains
181649;6488;Featherbeard's Journal
181671;6816;Fel Horde Banner
181676;1287;Plague Fissure
181677;1287;Plague Fissure
181678;1287;Plague Fissure
181679;1287;Fel Brazier
181682;6873;Lordaeron Shrine
181695;1287;Plague Fissure
181824;6857;Concealing Bush
181852;6859;Flag Flare, Alliance
181962;6895;Dust Bag
181965;4251;Statue Fire
181984;6849;Cookpot
181987;6859;Flare of Justice
181988;200;Ever-burning Pyre
182011;31;Crate of Ingots
182060;6011;Horde Encampment Portal
182061;411;Night Elf Village Portal
182063;445;Basin of Holy Water
182072;4452;Large Chapel Fire
182088;472;Draenei Explosives
182091;472;Draenei Explosives
182094;1787;Cage
182098;6834;Doodad_BattlefieldBanner_State_Base_Plaguelands04
182259;6944;Battle Standard of the Mag'har
182483;3272;Uther Shrine Lightbeam
182506;621;Eye of Veil Skith
182507;621;Eye of Veil Reskk
182526;336;Terokkar Chokeberry Bush
182539;6773;Grand Warlock Chamber Door
182540;6773;Grand Warlock Chamber Door
182607;5791;Proximity Bomb
182707;6975;Chair
182708;6975;Chair
182709;6975;Chair
182710;6975;Chair
183050;4431;The Saga of Terokk
183314;408;Burning Fire
183315;408;Burning Fire
183356;6352;Theatric Lightning
183357;5752;Infernaling Summoner (Portal Hound)
183490;7060;Doodad_CF_elevatorPlatform_small01
183443;7057;Romeo and Juliet Backdrop
183407;7043;Doodad_CF_elevatorPlatform01
183494;7058;Romeo and Juliet Moon
183495;7064;Romeo and Juliet Balcony
183948;7117;Ward Effect
184075;7089;Teleporter Power Pack
184119;264;Scrying Aura
184177;7148;Doodad_InstancePortal_PurpleDifficulty01
184178;7149;Doodad_InstancePortal_PurpleDifficultyIcon01
184203;7155;Doodad_Coilfang_Raid_Bridge_Part01
184204;7156;Doodad_Coilfang_Raid_Bridge_Part02
184205;7157;Doodad_Coilfang_Raid_Bridge_Part03
184217;7148;Instance_Portal_Difficulty_0
184218;7149;Instance_Portal_Difficulty_1
184219;7149;Doodad_InstancePortal_PurpleDifficultyIcon01
184220;7148;Doodad_InstancePortal_PurpleDifficulty01
184227;7148;Instance_Portal_Difficulty_0
184228;7149;Instance_Portal_Difficulty_1
184322;7115;Mo'arg 2 Door
184445;7178;Charred Remains
184449;7115;Nethermancer Encounter Door
184561;4732;Protectorate Disruptor
184568;7190;Lady Vashj Bridge Console
184569;7191;Doodad_Coilfang_steam_off_on01
184570;7191;Doodad_Coilfang_steam_off_on02
184571;7191;Doodad_Coilfang_steam_off_on03
184572;7191;Doodad_Coilfang_steam_off_on04
184573;7191;Doodad_Coilfang_steam_off_on05
184574;7191;Doodad_Coilfang_steam_off_on06
184595;7183;Ethereum Stasis Chamber
184599;7251;Auchenai Coffin
184614;7166;Ethereal Repair Kit
184619;7213;Mana Bomb Code Sheet 1
184620;7213;Mana Bomb Code Sheet 2
184621;7213;Mana Bomb Code Sheet 3
184622;7213;Mana Bomb Code Sheet 4
184632;7168;Mo'arg 1 Door
184658;3993;Eye of the Citadel Aura
184661;6544;Smoke Beacon
184698;7191;Doodad_Coilfang_steam_off_on10
184699;7191;Doodad_Coilfang_steam_off_on11
184798;7224;Bundle of Bloodthistle
184844;14;Trachela's Carcass
184849;7216;Cache of the Legion
184913;7191;Doodad_Coilfang_steam_off_on15
184914;7191;Doodad_Coilfang_steam_off_on14
184915;7191;Doodad_Coilfang_steam_off_on12
184916;7191;Doodad_Coilfang_steam_off_on16
184917;7191;Doodad_Coilfang_steam_off_on17
184918;7191;Doodad_Coilfang_steam_off_on18
184919;7191;Doodad_Coilfang_steam_off_on19
184920;7191;Doodad_Coilfang_steam_off_on20
184921;7191;Doodad_Coilfang_steam_off_on13
184954;45;Manaforge Smoke
185011;1247;Multi-Spectrum Light Trap
185106;6796;Blood Elf Banner
185115;7147;Serpentshrine Console
185116;7147;Serpentshrine Console
185117;7147;Serpentshrine Console
185118;7147;Serpentshrine Console
185169;5744;Reinforced Fel Iron Chest
185170;7274;The Mark of Kael'Thas
185211;477;Cursed Egg
185221;2473;Terokkar Forest - Derelict Caravan - Quest - Chest Opened
185222;5652;Challenge From the Horde
185226;10;Cabal Chest
185292;7295;Skar'this's Prison
185304;7298;Fumper
185322;5491;Meeting Stone
185460;7250;Ethereum Prison Base Group (Global)
185461;7183;Ethereum Stasis Chamber
185462;7183;Ethereum Stasis Chamber
185463;7183;Ethereum Stasis Chamber
185464;7183;Ethereum Stasis Chamber
185475;7316;The Sleeper's Bed
185481;7319;Door
185483;7320;Gate
185512;7183;Stasis Chamber Alpha
185541;6419;Raven Stone Fragment
185550;5495;Meeting Stone
185708;7368;Simon Game Base Blue Small
185709;7370;Simon Game Base Green Smalll
185710;7372;Simon Game Base Red Small
185711;7374;Simon Game Base Yellow Small
185712;7374;Simon Game Base Yellow Small
185713;7370;Simon Game Base Green Smalll
185714;7372;Simon Game Base Red Small
185715;7368;Simon Game Base Blue Small
185716;7372;Simon Game Base Red Small
185717;7370;Simon Game Base Green Smalll
185718;7374;Simon Game Base Yellow Small
185719;7368;Simon Game Base Blue Small
185720;7372;Simon Game Base Red Small
185721;7370;Simon Game Base Green Smalll
185722;7374;Simon Game Base Yellow Small
185723;7368;Simon Game Base Blue Small
185768;7371;Green Cluster
185769;7375;Yellow Cluster
185770;7369;Blue Cluster
185771;7373;Red Cluster
185772;7369;Blue Cluster
185773;7373;Red Cluster
185774;7371;Green Cluster
185775;7375;Yellow Cluster
185776;7364;Large Blue Cluster
185777;7365;Large Green Cluster
185778;7366;Large Red Cluster
185779;7367;Large Yellow Cluster
185780;7369;Blue Cluster
185781;7371;Green Cluster
185782;7373;Red Cluster
185783;7375;Yellow Cluster
185784;7369;Blue Cluster
185785;7373;Red Cluster
185786;7371;Green Cluster
185787;7375;Yellow Cluster
185882;7377;Main Temple Doors
185919;7391;Fel Crystalforge
185920;7391;Fel Crystalforge
185921;7392;Bash'ir Crystalforge
185922;7393;Crystalforge controller
185923;7394;Crystalforge controller
185924;7394;Crystalforge controller
185926;5752;Shield Wreckage Medium
185962;7393;Proton Accelerator Controller
185964;7393;Proton Accelerator Controller
185965;6870;Mailbox
186135;7405;Brazier
186136;7405;Brazier
186153;7319;Doodad_BT_CommonDoor07
186218;7417;Moon Well
186253;6137;DARKMOON FAIRE - COMING SOON
190000;6979;Silvermoon City Bench
190001;6796;The Mystic Mage
190002;6411;Bonfire
190003;7748;Bonfire
190005;7009;Bonfire
190006;7009;Bonfire
190007;6796;The Royal Exchange Auction House
190008;6796;Trade & Training Organization for Jewelers
190009;6796;The Paladian Blood Knights Order
190010;6796;Silvermoon Hunter's Lodge
190011;6796;The Sunspire
210068;6707;Warsong Clan Banner 07
210210;6545;New Year Alliance Hanging Banner
210211;6546;New Year Alliance Hanging Banner 02
210212;6547;New Year Horde Hanging Banner
210213;6548;New Year Horde Hanging Banner 02
210214;6549;New Year Alliance Standing Banner
210215;6550;New Year Horde Standing Banner
210286;6738;Excavation Tent Pavillion
211016;6701;Anvil
211017;3677;Kre'tal's Wagon
211018;254;Asheron's Tome of Summoning
211019;4291;Altar of Hyjal
211020;456;Summoning Circle
211021;621;Eye of Asheron
211022;4176;Commander's Tent
211024;1327;Black Portal
211029;6388;Banner
211032;311;Gold Mine
211033;263;Aura
211034;5457;Aura
211035;4713;Lair Exit
211051;6158;Mysterious Tree Stump
211052;6158;Tree Stump
211053;6645;Mysterious Monument
211054;4472;Lava Crack
211062;6151;Elwynn Fence
211063;6150;Elwynn Fence
211064;134;Rockwall Fence
211065;20;Grave
211067;11;Sarcophag
211068;731;Fire Totem
211084;410;Mephistroph's HellFire
22724;39;Wooden Chair
181154;6678;Necropolis
181142;363;Summoner Shield
181192;6329;Skullpile 02
181191;6328;Skullpile 01
181173;398;Undead Fire
181194;4173;Skullpile 04
181193;6686;Skullpile 03
181306;459;Camp Jug
181215;6678;Necropolis (scale 2.5)
181349;6756;Flame of the Scholomance
179700;216;Cauldron
111839;200;Bonfire
112879;200;Bonefire
92254;200;Bonfire
181223;6678;Necropolis (scale 3.5)
180794;1127;Journal of Jandice Barov
113770;1409;Brightly Colored Egg
113768;1407;Brightly Colored Egg
113772;1411;Brightly Colored Egg
184644;5974;Bonfire
186264;202;Missing: Kyle
184816;192;Campfire
184645;5974;Bonfire
184647;5974;Bonfire
186174;216;Cauldron
186177;6411;Bonfire
186176;216;Cauldron
186178;216;Cauldron
185959;7393;Proton Accelerator Controller
185963;7393;Proton Accelerator Controller
185756;7368;Simon Game Base Blue Small
185848;7369;Blue Cluster
185851;7373;Red Cluster
185759;7374;Simon Game Base Yellow Small
185849;7375;Yellow Cluster
185757;7372;Simon Game Base Red Small
185758;7370;Simon Game Base Green Smalll
185850;7371;Green Cluster
185915;7247;Netherwing Egg
185600;6877;Netherwing Egg Trap (Gas)
185939;290;Nethermine Cargo
200000;1327;Fel Orc Encampment Custom Area
200001;1327;Shopping Centre
185453;6997;Chair
185448;6975;Chair
185452;6997;Chair
185451;6997;Chair
184804;343;Mana Loom Circle
184803;7227;Mana Loom
185443;6997;Chair
185444;6997;Chair
185442;6997;Chair
185445;6997;Chair
185446;6997;Chair
185447;6997;Chair
185439;6997;Chair
185440;6997;Chair
185441;6997;Chair
185450;6997;Chair
185449;6997;Chair
182052;5811;Harbinger of the Second Trial
184640;7207;Magtheridon's Head
185566;429;Southfury Moonstone
22877;39;Wooden Chair
186717;7508;Brewfest Banner
186252;6157;Fence
186331;7494;Apple Trap
186680;7498;Brewfest Canopy
186229;7506;BREWFEST
186681;7499;Brewfest Food Tent
186682;7500;Brewfest Beer Tent
186173;3152;Brewfest Keg Breakable
186714;7507;Shoutbox
186221;3972;Brewfest Music Doodad
186189;3151;Complimentary Brewfest Sampler
186709;7414;Standing Brewfest Keg
186185;4631;Gordok Festive Keg
186187;4631;T'chali's Voodoo Brew Festive Keg
186186;4631;Drohn's Distillery Festive Keg
186257;7241;Gordok Festive Wagon
186260;3677;Barleybrew Festive Wagon
186259;3677;Thunderbrew Festive Wagon
186184;4631;Thunderbrew Festive Keg
186183;4631;Barleybrew Festive Keg
186255;3677;Drohn's Distillery Festive Wagon
186256;3677;T'chali's Voodoo Brew Festive Wagon
187265;7599;Romantic Umbrella
186328;4173;Skull 01
186269;6406;Headless Horseman Candle
186267;7447;Pumpkin Shrine
186314;49;Loosely Turned Soil
186327;4076;Headless Horseman Pumpkin Table
186234;7483;Water Barrel
185052;7265;Shield Generator
185053;7265;Shield Generator
185051;7265;Shield Generator
185054;7265;Shield Generator
184329;7139;Doodad_TK_Raid_Door04
184327;7139;Doodad_TK_Raid_Door03
184326;7130;Doodad_TK_Arcane_Door_Vert03
184328;7130;Doodad_TK_Arcane_Door_Vert04
184069;7136;Tempest Bridge Window
184325;7131;Doodad_TK_Arcane_Door_Horiz03
184596;7196;Doodad_Kael_Explode_FX_Right01
184597;7197;Doodad_Kael_Explode_FX_Left01
184324;7131;Doodad_TK_Arcane_Door_Horiz04
185199;359;Serpentshrine Mushroom
184697;7212;Doodad_Coilfang Towers E_Particle01
184956;6527;Strange Pool
185114;7147;Serpentshrine Console
185474;1787;Cage
185673;7369;Blue Cluster
185672;7375;Yellow Cluster
185698;7368;Simon Game Base Blue Small
185697;7374;Simon Game Base Yellow Small
185704;7370;Simon Game Base Green Smalll
185706;7368;Simon Game Base Blue Small
185665;7369;Blue Cluster
185707;7372;Simon Game Base Red Small
185699;7372;Simon Game Base Red Small
185696;7370;Simon Game Base Green Smalll
185666;7373;Red Cluster
185674;7373;Red Cluster
185705;7374;Simon Game Base Yellow Small
186156;7410;Cauldron of Major Nature Protection
174701;990;Chair
174702;987;Chair
174700;988;Chair
185863;6393;Arakkoa Shrine
186265;2951;Kyle's Lunch
186312;3972;L70ETC Music Doodad
185321;5495;Meeting Stone
185522;7183;Shaffar's Stasis Chamber
185519;7183;Mana-Tombs Stasis Chamber
179473;5774;Contested Banner
185527;49;Dirt Mound
185845;7366;Large Red Cluster
185842;7371;Green Cluster
185761;7370;Simon Game Base Green Smalll
185762;7372;Simon Game Base Red Small
185763;7368;Simon Game Base Blue Small
185843;7373;Red Cluster
185841;7375;Yellow Cluster
185840;7369;Blue Cluster
185760;7374;Simon Game Base Yellow Small
185901;7380;Ogri'la Crystal Smoke Image
181085;6448;Stratholme Supply Crate
181072;6651;Ysida's Cagebase
186472;7410;Goblin Gumbo Kettle
185893;224;Delicious Mutton
181832;4452;Blaze
185554;7363;The Raven's Claw
184659;1310;Mysteris of the Light Aura
185948;1310;Simon Game Aura Blue Large
185949;1310;Simon Game Aura Green Large
185950;1310;Simon Game Aura Red Large
185951;1310;Simon Game Aura Yellow Large
185659;7369;Blue Cluster
185657;7373;Red Cluster
185669;7369;Blue Cluster
185694;7370;Simon Game Base Green Smalll
185692;7368;Simon Game Base Blue Small
185656;7375;Yellow Cluster
185693;7374;Simon Game Base Yellow Small
185695;7372;Simon Game Base Red Small
185675;7371;Green Cluster
185663;7367;Large Yellow Cluster
185660;7364;Large Blue Cluster
185661;7365;Large Green Cluster
185662;7366;Large Red Cluster
185664;7375;Yellow Cluster
185667;7371;Green Cluster
186475;7467;Fishing Chair
185504;7333;Moonglade Dream Catcher
185518;7085;Dream Catcher Glow
185495;7326;Emerald Dream Flower 003
185503;7340;Barrow Chest
185491;7321;Emerald Dream Tree 001
185494;7325;Emerald Dream Flower 002
185492;7323;Emerald Dream Flower 001
185493;439;Moonglade Fountain
185476;7317;Barrow Light
180206;100;Grom's Troll Tribute
180208;4152;Grom's Forsaken Tribute
186807;7524;Broken Cart
186881;222;Dark Iron Sabotage Plans
180779;288;Barrel
186250;3677;Beer Wagon
186263;222;Grimbooze's Secret Recipe
186738;7549;Brewfest Pony Keg
186720;6422;Fire Effigy
186615;7485;Water Buckets
186614;7484;Water Bucket
185457;7309;Huge Sitting Skeleton 02
186887;7447;Large Jack-o'-Lantern
185434;7308;Sitting Skeleton 01
185455;7312;Laying Skeleton 03
300010;0;TEMP Machine Shop
32566;39;Wooden Chair
32565;39;Wooden Chair
32564;39;Wooden Chair
32563;39;Wooden Chair
300015;0;TEMP Pirate Ship Bilge
32562;39;Wooden Chair
31506;39;Wooden Chair
31505;39;Wooden Chair
29779;39;Wooden Chair
29778;39;Wooden Chair
29739;39;Wooden Chair
29738;39;Wooden Chair
29737;39;Wooden Chair
29736;39;Wooden Chair
29735;39;Wooden Chair
29734;39;Wooden Chair
300028;0;TEMP Sacred Fire of Life
29733;39;Wooden Chair
176095;0;Andorhal Tower
29732;39;Wooden Chair
29731;39;Wooden Chair
29730;39;Wooden Chair
29729;39;Wooden Chair
29728;39;Wooden Chair
29727;39;Wooden Chair
29726;39;Wooden Chair
29725;39;Wooden Chair
29724;39;Wooden Chair
29723;39;Wooden Chair
29722;39;Wooden Chair
29721;39;Wooden Chair
29720;39;Wooden Chair
29719;39;Wooden Chair
29718;39;Wooden Chair
29698;39;Wooden Chair
29160;39;Wooden Chair
29159;648;Dwarven High Back Chair
29158;648;Dwarven High Back Chair
29157;39;Wooden Chair
300052;0;TEMP Pagle's Pointe
29156;39;Wooden Chair
29153;39;Wooden Chair
28068;39;Wooden Chair
300056;0;TEMP Forsaken Stink Bomb
28067;39;Wooden Chair
22907;39;Wooden Chair
22906;39;Wooden Chair
22905;39;Wooden Chair
22903;39;Wooden Chair
22901;39;Wooden Chair
300064;0;TEMP Haunted Locus
22900;39;Wooden Chair
22899;39;Wooden Chair
22898;39;Wooden Chair
22897;39;Wooden Chair
22896;39;Wooden Chair
22895;39;Wooden Chair
22893;39;Wooden Chair
22892;39;Wooden Chair
22891;39;Wooden Chair
22890;39;Wooden Chair
22889;39;Wooden Chair
22888;39;Wooden Chair
300077;0;TEMP Windyreed Hut
22878;39;Wooden Chair
22876;39;Wooden Chair
22875;39;Wooden Chair
22874;39;Wooden Chair
22873;39;Wooden Chair
300084;0;TEMP Trampled Skeleton
300085;0;TEMP Legion Antenna
184839;477;Wyrmcult Egg Spawner
22872;39;Wooden Chair
22871;39;Wooden Chair
22870;39;Wooden Chair
22869;39;Wooden Chair
22868;39;Wooden Chair
22867;39;Wooden Chair
22866;39;Wooden Chair
22862;91;High Back Chair
22861;91;High Back Chair
22859;39;Wooden Chair
22857;39;Wooden Chair
22851;39;Wooden Chair
22850;39;Wooden Chair
22848;39;Wooden Chair
22847;39;Wooden Chair
22846;39;Wooden Chair
22845;39;Wooden Chair
22844;39;Wooden Chair
22843;39;Wooden Chair
22842;39;Wooden Chair
300107;0;TEMP Vekh'nir Circle of Power
22841;39;Wooden Chair
22840;39;Wooden Chair
22839;39;Wooden Chair
22838;39;Wooden Chair
22837;39;Wooden Chair
22793;39;Wooden Chair
22792;39;Wooden Chair
300115;0;TEMP Blade's Edge - Quest - Bird Spying
22791;39;Wooden Chair
22790;39;Wooden Chair
22789;39;Wooden Chair
190571;7947;Stormwind Scaffolding
22787;39;Wooden Chair
22786;39;Wooden Chair
22784;39;Wooden Chair
187115;345;Alchemy Lab
202833;7954;Sen'jin Bat Totem
300126;0;TEMP The Raven's Claw
22781;39;Wooden Chair
22780;39;Wooden Chair
22779;39;Wooden Chair
22778;39;Wooden Chair
22720;39;Wooden Chair
187193;5251;Standing, Giant - Xmas
187235;5251;Standing, Exterior, Medium - Xmas
186407;192;Campfire
184863;288;Barrel A
186302;7426;Case of Orcish Grog
186280;665;Orcish Grog
184858;323;Bag A
186307;347;Zul'Aman Exterior Crate B
186284;7219;Zul'Aman Corpseflies
186251;5492;Meeting Stone
186728;7515;Massive Gate
186860;7532;Zul'Aman - Altar Torch - Bear God
187035;7532;Zul'Aman - Altar Torch - Eagle God
186858;7530;Doodad_ZulAman_WindDoor01
186622;335;Zul'Aman - Loot Box - Dwarf
187036;7532;Zul'Aman - Altar Torch - Dragonhawk God
187037;7532;Zul'Aman - Altar Torch - Lynx God
187359;1827;Strange Gong
186811;7620;Refreshment Portal
186812;7537;Refreshment Table
186303;7427;Lynx Temple Exit
186305;7427;Hexlord Entrance
186304;7427;Lynx Temple Entrance
186482;1787;Zul'Aman Dummy Cage - Open
186338;1787;Zul'Aman Dummy Cage
185454;7311;Laying Skeleton 02
185438;5731;Sitting Skeleton 04
