long,long,float,float,float,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
1204,530,3276.01538086,1726.58618164,101.628303528,"Netherstorm - Corpse Catcher 070",,,,,,,,,,,,,,,,0xFF01FE,
1205,530,3332.25952148,1986.97033691,94.5339126587,"Netherstorm - Corpse Catcher 071",,,,,,,,,,,,,,,,0xFF01FE,
1206,530,3315.85131836,2185.52172852,108.391700745,"Netherstorm - Corpse Catcher 072",,,,,,,,,,,,,,,,0xFF01FE,
1207,530,3384.58178711,2376.21948242,73.5115661621,"Netherstorm - Corpse Catcher 073",,,,,,,,,,,,,,,,0xFF01FE,
1208,530,3492.83837891,2570.83935547,138.484390259,"Netherstorm - Corpse Catcher 074",,,,,,,,,,,,,,,,0xFF01FE,
1209,530,3590.4128418,2677.07910156,134.967468262,"Netherstorm - Corpse Catcher 075",,,,,,,,,,,,,,,,0xFF01FE,
1210,530,3740.93920898,2696.99267578,112.495452881,"Netherstorm - Corpse Catcher 076",,,,,,,,,,,,,,,,0xFF01FE,
1211,530,3737.84985352,2894.69140625,100.460670471,"Netherstorm - Corpse Catcher 077",,,,,,,,,,,,,,,,0xFF01FE,
1212,530,3862.94628906,2554.45629883,80.6211776733,"Netherstorm - Corpse Catcher 078",,,,,,,,,,,,,,,,0xFF01FE,
1213,530,3648.26489258,2414.60864258,75.8988647461,"Netherstorm - Corpse Catcher 079",,,,,,,,,,,,,,,,0xFF01FE,
1214,530,3546.97070313,2219.75756836,92.1654281616,"Netherstorm - Corpse Catcher 080",,,,,,,,,,,,,,,,0xFF01FE,
1215,530,3550.01049805,2002.34875488,92.2836074829,"Netherstorm - Corpse Catcher 081",,,,,,,,,,,,,,,,0xFF01FE,
1216,530,3509.69189453,1762.48999023,75.3823547363,"Netherstorm - Corpse Catcher 082",,,,,,,,,,,,,,,,0xFF01FE,
1217,530,3645.26269531,1712.66467285,106.518600464,"Netherstorm - Corpse Catcher 083",,,,,,,,,,,,,,,,0xFF01FE,
1218,530,3681.17700195,1558.56030273,103.063713074,"Netherstorm - Corpse Catcher 084",,,,,,,,,,,,,,,,0xFF01FE,
1219,530,3775.5480957,1437.53564453,-152.872177124,"Netherstorm - Corpse Catcher 085",,,,,,,,,,,,,,,,0xFF01FE,
1220,530,3969.0144043,1336.41381836,-143.468734741,"Netherstorm - Corpse Catcher 086",,,,,,,,,,,,,,,,0xFF01FE,
1221,530,4166.44775391,1329.14733887,-149.743774414,"Netherstorm - Corpse Catcher 087",,,,,,,,,,,,,,,,0xFF01FE,
1222,530,4199.53808594,1484.23632813,-127.523002625,"Netherstorm - Corpse Catcher 088",,,,,,,,,,,,,,,,0xFF01FE,
1223,530,4258.28271484,1672.84460449,113.501533508,"Netherstorm - Corpse Catcher 089",,,,,,,,,,,,,,,,0xFF01FE,
1224,530,4362.23291016,1927.15844727,95.6414489746,"Netherstorm - Corpse Catcher 090",,,,,,,,,,,,,,,,0xFF01FE,
1225,530,4347.15039063,2143.3605957,116.926567078,"Netherstorm - Corpse Catcher 091",,,,,,,,,,,,,,,,0xFF01FE,
1226,530,4246.95849609,2450.75390625,91.2950515747,"Netherstorm - Corpse Catcher 092",,,,,,,,,,,,,,,,0xFF01FE,
1227,530,4117.14941406,2332.29467773,103.107398987,"Netherstorm - Corpse Catcher 093",,,,,,,,,,,,,,,,0xFF01FE,
1228,530,3975.8046875,2437.47314453,114.278022766,"Netherstorm - Corpse Catcher 094",,,,,,,,,,,,,,,,0xFF01FE,
1229,530,2501.33911133,1983.39086914,84.3397369385,"Netherstorm - Corpse Catcher 095",,,,,,,,,,,,,,,,0xFF01FE,
1230,530,2573.34594727,2127.09545898,98.8222503662,"Netherstorm - Corpse Catcher 096",,,,,,,,,,,,,,,,0xFF01FE,
1231,530,2648.16333008,2353.62915039,93.2833328247,"Netherstorm - Corpse Catcher 097",,,,,,,,,,,,,,,,0xFF01FE,
1232,530,2659.24536133,2547.1394043,110.084190369,"Netherstorm - Corpse Catcher 098",,,,,,,,,,,,,,,,0xFF01FE,
1233,530,2587.89257813,2711.60424805,110.037101746,"Netherstorm - Corpse Catcher 099",,,,,,,,,,,,,,,,0xFF01FE,
1234,530,2473.62695313,2964.97583008,106.741546631,"Netherstorm - Corpse Catcher 100",,,,,,,,,,,,,,,,0xFF01FE,
1235,530,2209.18261719,2901.67700195,93.6635360718,"Netherstorm - Corpse Catcher 101",,,,,,,,,,,,,,,,0xFF01FE,
1236,530,2164.31982422,2667.39453125,78.4478683472,"Netherstorm - Corpse Catcher 102",,,,,,,,,,,,,,,,0xFF01FE,
1237,530,2078.21191406,2405.50219727,65.8778533936,"Netherstorm - Corpse Catcher 103",,,,,,,,,,,,,,,,0xFF01FE,
1238,530,2079.81591797,2227.03881836,67.6551055908,"Netherstorm - Corpse Catcher 104",,,,,,,,,,,,,,,,0xFF01FE,
1239,530,2240.17919922,2067.79589844,61.7494659424,"Netherstorm - Corpse Catcher 105",,,,,,,,,,,,,,,,0xFF01FE,
1240,530,552.188049316,1995.14904785,103.701530457,"Hellfire Peninsula, Force Camps (Alliance)",,,,,,,,,,,,,,,,0xFF01FE,
1241,530,3065.00439453,5426.41601562,148.389724731,"Blade's Edge, Evergrove GY",,,,,,,,,,,,,,,,0xFF01FE,
1242,530,3872.65893555,5514.40625,271.977172852,"Blade's Edge, North Ridge GY",,,,,,,,,,,,,,,,0xFF01FE,
1243,530,2296.35229492,7023.23144531,364.117401123,"Blade's Edge, West Ridge GY",,,,,,,,,,,,,,,,0xFF01FE,
1244,530,2312.2722168,5083.93017578,272.448608398,"Blade's Edge, East Ridge GY",,,,,,,,,,,,,,,,0xFF01FE,
1245,628,1212.03649902,-762.696166992,48.9162483215,"Icecrown BG - Horde Zone In",,,,,,,,,,,,,,,,0xFF01FE,
1246,0,101.143997192,-184.934005737,127.34400177,"Alterac Valley, Alliance Exit",,,,,,,,,,,,,,,,0xFF01FE,
1247,530,2980.19189453,1869.82470703,143.606918335,"Netherstorm, Cosmowrench GY",,,,,,,,,,,,,,,,0xFF01FE,
1248,530,-1272.42492676,2436.84594727,64.0972137451,"Hellfire Peninsula, Spinebreaker GY",,,,,,,,,,,,,,,,0xFF01FE,
1249,1,-8159.5078125,-4628.70410156,-124.747421265,"Tanaris, CoT",,,,,,,,,,,,,,,,0xFF01FE,
1250,530,-3134.53564453,719.484069824,-20.636259079,"Shadowmoon Valley, Altar GY",,,,,,,,,,,,,,,,0xFF01FE,
1251,530,-4117.03222656,1058.25756836,31.5656223297,"Shadowmoon Valley, Sanctum GY",,,,,,,,,,,,,,,,0xFF01FE,
1252,530,2362.67236328,2327.4140625,106.180343628,"Netherstorm, Kirin'Var GY",,,,,,,,,,,,,,,,0xFF01FE,
1253,530,2011.38647461,5575.78564453,262.717407227,"Blade's Edge, Toshley GY",,,,,,,,,,,,,,,,0xFF01FE,
1254,530,3522.84326172,6821.62402344,140.878936768,"Blade's Edge, Raven Wood GY",,,,,,,,,,,,,,,,0xFF01FE,
1255,530,3447.3125,4803.82226563,260.212524414,"Blade's Edge, NE Ridge GY",,,,,,,,,,,,,,,,0xFF01FE,
1256,0,-382.911468506,1117.41625977,84.3703689575,"Silverpine Forest, South GY",,,,,,,,,,,,,,,,0xFF01FE,
1257,530,-1148.08459473,5897.61962891,188.336502075,"Terokkar Forest, Ogre GY",,,,,,,,,,,,,,,,0xFF01FE,
1258,572,1277.86865234,1744.90246582,32.5,"Lordaeron, PVP - Team 1 Start",,,,,,,,,,,,,,,,0xFF01FE,
1259,572,1295.12609863,1586.44396973,32.5,"Lordaeron, PVP - Team 2 Start",,,,,,,,,,,,,,,,0xFF01FE,
1260,572,1285.81054688,1667.89685059,39.9576416016,"Lordaeron, PVP - Graveyard",,,,,,,,,,,,,,,,0xFF01FE,
1261,530,-3524.26660156,619.528320313,4.66533088684,"Black Temple, Alliance GY",,,,,,,,,,,,,,,,0xFF01FE,
1262,530,-3624.93286133,600.006958008,11.6689996719,"Black Temple, Horde GY",,,,,,,,,,,,,,,,0xFF01FE,
1263,530,3621.86791992,6519.52880859,124.338989258,"Blade's Edge, Corpse Location 031",,,,,,,,,,,,,,,,0xFF01FE,
1264,1,-4032.40283203,-3414.03125,38.5235939026,"Dustwallow Marsh, Tabetha's",,,,,,,,,,,,,,,,0xFF01FE,
1265,1,-4632.78613281,-3129.43408203,34.9423332214,"Dustwallow Marsh, Mudsprocket",,,,,,,,,,,,,,,,0xFF01FE,
1266,571,1958.12976074,-3682.21875,171.910308838,"Howling Fjord, Northwest GY",,,,,,,,,,,,,,,,0xFF01FE,
1267,571,728.265625,-2992.26513672,24.9834747314,"Howling Fjord, Tuskarr GY",,,,,,,,,,,,,,,,0xFF01FE,
1268,571,117.0234375,-3698.80078125,0.683407008648,"Howling Fjord, Island GY",,,,,,,,,,,,,,,,0xFF01FE,
1269,571,1191.76660156,-4115.08447266,149.688735962,"Howling Fjord, Central GY",,,,,,,,,,,,,,,,0xFF01FE,
1270,571,2243.11914063,-4650.64257813,218.961334229,"Howling Fjord, North GY",,,,,,,,,,,,,,,,0xFF01FE,
1271,571,1923.72424316,-5986.35449219,9.05279254913,"Howling Fjord, Vengance GY",,,,,,,,,,,,,,,,0xFF01FE,
1272,571,717.778442383,-5878.41357422,287.000518799,"Howling Fjord, Southeast GY",,,,,,,,,,,,,,,,0xFF01FE,
1273,571,205.003479004,-5944.01464844,7.37470817566,"Howling Fjord, South Beach GY",,,,,,,,,,,,,,,,0xFF01FE,
1274,571,57.9177513123,-4649.07666016,283.568969727,"Howling Fjord, South GY",,,,,,,,,,,,,,,,0xFF01FE,
1275,571,668.024475098,-4931.67919922,3.90932703018,"Howling Fjord, Valgarde GY",,,,,,,,,,,,,,,,0xFF01FE,
1276,571,1808.77001953,-5608.60986328,219.419006348,"Howling Fjord, Northeast GY",,,,,,,,,,,,,,,,0xFF01FE,
1277,1,-7351.04443359,-1315.8873291,-261.602600098,"Un'Goro Crater, Central GY",,,,,,,,,,,,,,,,0xFF01FE,
1278,1,-6160.05712891,-1142.42626953,-217.769180298,"Un'Goro Crater, Marshal's GY",,,,,,,,,,,,,,,,0xFF01FE,
1279,1,475.684692383,1469.86523438,9.63074970245,"Stonetalon Mountains, Charred Vale",,,,,,,,,,,,,,,,0xFF01FE,
1280,1,2729.90649414,1286.63537598,292.467163086,"Stonetalon Mountains, Peak GY",,,,,,,,,,,,,,,,0xFF01FE,
1281,1,-7754.15820312,-4971.89648438,5.91349077225,"Tanaris, Pirate GY",,,,,,,,,,,,,,,,0xFF01FE,
1282,1,-8591.79785156,-3629.75512695,13.5563821793,"Tanaris, Central GY",,,,,,,,,,,,,,,,0xFF01FE,
1283,1,5633.33251953,-4759.58837891,777.71270752,"Winterspring, South GY",,,,,,,,,,,,,,,,0xFF01FE,
1284,1,6499.5859375,-2384.34228516,589.84942627,"Winterspring, West GY",,,,,,,,,,,,,,,,0xFF01FE,
1285,571,5537.46191406,2904.90966797,517.664489746,"Wintergrasp, Fortress (East)",,,,,,,,,,,,,,,,0xFF01FE,
1286,0,1839.76843262,-2149.68457031,67.4934844971,"Western Plaguelands, Central GY",,,,,,,,,,,,,,,,0xFF01FE,
1287,0,-6867.31347656,-1539.83789063,241.81539917,"Searing Gorge, SE GY",,,,,,,,,,,,,,,,0xFF01FE,
1288,0,-7100.89746094,-3488.38574219,241.924865723,"Badlands, South GY",,,,,,,,,,,,,,,,0xFF01FE,
1289,1,-3973.5300293,-2014.48632813,96.3619918823,"The Barrens, South GY",,,,,,,,,,,,,,,,0xFF01FE,
1290,571,3041.21240234,4314.90429688,29.0761489868,"Borean Tundra, Tuskar GY",,,,,,,,,,,,,,,,0xFF01FE,
1291,530,-1424.3704834,4359.58105469,241.566085815,"Terokkar Forest, Razorthorn Rise GY",,,,,,,,,,,,,,,,0xFF01FE,
1292,530,12851.7548828,-6854.80078125,11.8611803055,"Isle of Quel'Danas, Staging Area GY",,,,,,,,,,,,,,,,0xFF01FE,
1293,530,12851.7548828,-6854.80078125,11.8611803055,"Isle of Quel'Danas, Staging Area GY",,,,,,,,,,,,,,,,0xFF01FE,
1294,530,12851.7548828,-6854.80078125,110.861183167,"Isle of Quel'Danas, Staging Area GY",,,,,,,,,,,,,,,,0xFF01FE,
1295,451,-10425.2929688,7329.16943359,313.967437744,"Development Land, Theresa's Test Land GY",,,,,,,,,,,,,,,,0xFF01FE,
1296,451,-10431.2060547,7377.97753906,313.967437744,"Development Land, Theresa's Test Land 2 GY",,,,,,,,,,,,,,,,0xFF01FE,
1297,451,-10414.6533203,7414.44873047,312.957397461,"Development Land, Theresa's Test land 3 GY",,,,,,,,,,,,,,,,0xFF01FE,
1298,530,-2433.64306641,4660.96875,160.882644653,"Terokkar Forest, Lake Jorune GY",,,,,,,,,,,,,,,,0xFF01FE,
1299,628,347.640625,-836.161437988,48.9162483215,"Icecrown BG - Alliance Zone In",,,,,,,,,,,,,,,,0xFF01FE,
1300,571,3100.18286133,-1983.39587402,83.3071975708,"Grizzly Hills, Vileprey GY",,,,,,,,,,,,,,,,0xFF01FE,
1301,571,3534.13012695,-2882.0612793,204.62487793,"Grizzly Hills, Amberpine GY",,,,,,,,,,,,,,,,0xFF01FE,
1302,571,4352.77539063,-4247.98632813,162.317840576,"Grizzly Hills, Westfall GY",,,,,,,,,,,,,,,,0xFF01FE,
1303,571,4117.90869141,-4816.40869141,76.0073013306,"Grizzly Hills, Eastern GY",,,,,,,,,,,,,,,,0xFF01FE,
1304,571,3967.28295898,-2316.64355469,213.873443604,"Grizzly Hills, Northwestern GY",,,,,,,,,,,,,,,,0xFF01FE,
1305,571,2933.63720703,-2836.77661133,73.6939086914,"Grizzly Hills, Southwestern GY",,,,,,,,,,,,,,,,0xFF01FE,
1306,571,4323.39257813,-3606.84545898,247.999755859,"Grizzly Hills, Central GY",,,,,,,,,,,,,,,,0xFF01FE,
1307,571,4604.76318359,-976.649536133,169.539840698,"Dragonblight, Northeastern GY",,,,,,,,,,,,,,,,0xFF01FE,
1308,571,3667.90551758,-1044.36193848,130.562072754,"Dragonblight, Wintergarde GY",,,,,,,,,,,,,,,,0xFF01FE,
1309,571,3218.73950195,-700.367492676,167.482131958,"Dragonblight, Forsaken East GY",,,,,,,,,,,,,,,,0xFF01FE,
1310,571,3843.01489258,1425.51818848,90.6410598755,"Dragonblight, Agmar's Hammer GY",,,,,,,,,,,,,,,,0xFF01FE,
1311,571,3498.37841797,2100.41577148,69.5024871826,"Dragonblight, Star's Rest GY",,,,,,,,,,,,,,,,0xFF01FE,
1312,571,2772.18383789,1042.39916992,25.0450115204,"Dragonblight, Moa'ki Harbor GY",,,,,,,,,,,,,,,,0xFF01FE,
1313,571,3599.17041016,2846.0690918,70.9523391724,"Dragonblight, Borean Border GY",,,,,,,,,,,,,,,,0xFF01FE,
1314,571,3538.16967773,275.510101318,45.6119117737,"Dragonblight, Wyrmrest GY",,,,,,,,,,,,,,,,0xFF01FE,
1315,571,4812.89453125,1022.49401855,144.814178467,"Dragonblight, Wrathgate Horde GY",,,,,,,,,,,,,,,,0xFF01FE,
1316,571,4466.17382813,1257.02209473,140.790359497,"Dragonblight, Wrathgate Alliance GY",,,,,,,,,,,,,,,,0xFF01FE,
1317,571,2842.00048828,5973.15820313,114.195892334,"Borean Tundra, Warsong Hold GY",,,,,,,,,,,,,,,,0xFF01FE,
1318,571,2007.96228027,5936.55224609,37.4033164978,"Borean Tundra, Riplash GY",,,,,,,,,,,,,,,,0xFF01FE,
1319,571,3621.88452148,6805.53515625,171.705688477,"Borean Tundra, Coldarra GY",,,,,,,,,,,,,,,,0xFF01FE,
1320,571,3559.92944336,5818.79394531,128.939453125,"Borean Tundra, Amber Ledge GY",,,,,,,,,,,,,,,,0xFF01FE,
1321,571,4223.4375,5335.88378906,30.6522312164,"Borean Tundra, Fizzcrank GY",,,,,,,,,,,,,,,,0xFF01FE,
1322,571,4514.80810547,5661.55712891,82.0307540894,"Borean Tundra, Bor'Gorok GY",,,,,,,,,,,,,,,,0xFF01FE,
1323,571,3041.14135742,3843.49267578,3.75779390335,"Borean Tundra, Death's Stand GY",,,,,,,,,,,,,,,,0xFF01FE,
1324,571,3576.15942383,4087.60986328,22.3311862946,"Borean Tundra, Taunka'le GY",,,,,,,,,,,,,,,,0xFF01FE,
1325,571,2842.96411133,6655.171875,36.4126586914,"Borean Tundra, Coast of Echoes GY",,,,,,,,,,,,,,,,0xFF01FE,
1326,571,2478.59277344,5289.40917969,32.3838195801,"Borean Tundra, Valiance Keep GY",,,,,,,,,,,,,,,,0xFF01FE,
1327,0,791.432373047,-419.448822021,136.572174072,"Alterac Valley - DO NOT EDIT",,,,,,,,,,,,,,,,0xFF01FE,
1328,571,5537.56933594,2905.03515625,517.723693848,"Wintergrasp, Fortress (West)",,,,,,,,,,,,,,,,0xFF01FE,
1329,571,5104.35400391,2302.234375,368.484710693,"Wintergrasp, Siege Factory (Defense NE)",,,,,,,,,,,,,,,,0xFF01FE,
1330,571,5101.04345703,3461.44824219,368.484710693,"Wintergrasp, Siege Factory (Defense NW)",,,,,,,,,,,,,,,,0xFF01FE,
1331,571,5031.50537109,3710.42700195,372.363800049,"Wintergrasp, Horde Starting Area",,,,,,,,,,,,,,,,0xFF01FE,
1332,571,5140.35400391,2182.0078125,390.751281738,"Wintergrasp, Alliance Starting Area",,,,,,,,,,,,,,,,0xFF01FE,
1333,571,4317.97070313,2407.42480469,392.619049072,"Wintergrasp, Siege Factory (SE)",,,,,,,,,,,,,,,,0xFF01FE,
1334,571,4335.81005859,3234.55883789,390.250671387,"Wintergrasp, Siege Factory (SW)",,,,,,,,,,,,,,,,0xFF01FE,
1336,571,4826.36132813,5467.17138672,-54.7747192383,"Sholazar Basin, South GY",,,,,,,,,,,,,,,,0xFF01FE,
1337,571,1335.47155762,-4785.18017578,188.07673645,"Howling Fjord, Utgarde GY",,,,,,,,,,,,,,,,0xFF01FE,
1341,571,5620.52246094,5840.97412109,-63.4726905823,"Sholazar Basin, Nesingwary GY",,,,,,,,,,,,,,,,0xFF01FE,
1342,571,5538.25732422,4851.61328125,-196.979110718,"Sholazar Basin, Central GY",,,,,,,,,,,,,,,,0xFF01FE,
1343,571,6246.94824219,5164.33740234,-83.2030563354,"Sholazar Basin, Northwest GY",,,,,,,,,,,,,,,,0xFF01FE,
1344,571,6274.76806641,4409.43945313,-68.9010467529,"Sholazar Basin, Northeast GY",,,,,,,,,,,,,,,,0xFF01FE,
1345,571,5519.07080078,3593.27709961,-14.2186107635,"Sholazar Basin, East GY",,,,,,,,,,,,,,,,0xFF01FE,
1346,607,1388.80358887,203.354873657,32.1526679993,"Northrend BG - Controlled - South",,,,,,,,,,,,,,,,0xFF01FE,
1347,607,1396.06018066,-288.036895752,32.0815124512,"Northrend BG - Controlled - South West",,,,,,,,,,,,,,,,0xFF01FE,
1348,607,1122.27844238,4.41617822647,68.9358291626,"Northrend BG - Controlled - Central",,,,,,,,,,,,,,,,0xFF01FE,
1349,607,964.595275879,-189.784011841,90.6604995728,"Northrend BG - Defender - Final",,,,,,,,,,,,,,,,0xFF01FE,
1350,607,1457.19372559,-53.7132720947,5.18109416962,"Northrend BG - Offense - Beach",,,,,,,,,,,,,,,,0xFF01FE,
1351,607,1618.8092041,31.2829322815,8.34707736969,"Northrend BG - Offense - Boat",,,,,,,,,,,,,,,,0xFF01FE,
1352,571,5703.96728516,-2467.93945313,287.550231934,"Zul'Drak, Western GY",,,,,,,,,,,,,,,,0xFF01FE,
1353,571,5557.91064453,-1615.60803223,242.246887207,"Zul'Drak, Northwestern GY",,,,,,,,,,,,,,,,0xFF01FE,
1354,571,5244.65234375,-2133.33129883,244.752578735,"Zul'Drak, Southwestern GY",,,,,,,,,,,,,,,,0xFF01FE,
1355,571,4939.80664063,-2958.48657227,289.535064697,"Zul'Drak, Southern GY",,,,,,,,,,,,,,,,0xFF01FE,
1356,571,5798.51513672,-3286.55297852,363.379394531,"Zul'Drak, Central GY",,,,,,,,,,,,,,,,0xFF01FE,
1357,571,5522.76464844,-4101.72900391,364.358062744,"Zul'Drak, Southeastern GY",,,,,,,,,,,,,,,,0xFF01FE,
1358,571,6618.70898438,-4795.51611328,450.521881104,"Zul'Drak, Gun'Drak GY",,,,,,,,,,,,,,,,0xFF01FE,
1359,571,5849.21386719,763.31072998,641.052856445,"Crystalsong Forest, Dalaran GY",,,,,,,,,,,,,,,,0xFF01FE,
1360,609,2364.41723633,-5771.31591797,151.366943359,"Ebon Hold GY - Chapter I",,,,,,,,,,,,,,,,0xFF01FE,
1361,617,1292.13537598,790.993041992,8.11462688446,"Dalaran Arena - PvP Graveyard",,,,,,,,,,,,,,,,0xFF01FE,
1362,617,1218.00695801,764.795166016,14.729719162,"Dalaran Arena - Team 1 Spawn",,,,,,,,,,,,,,,,0xFF01FE,
1363,617,1361.76037598,817.336791992,14.8448858261,"Dalaran Arena - Team 2 Spawn",,,,,,,,,,,,,,,,0xFF01FE,
1364,618,763.561950684,-273.998626709,3.55343008041,"Orgrimmar Arena - Team 1 Spawn",,,,,,,,,,,,,,,,0xFF01FE,
1365,618,763.933959961,-295.010375977,3.55880498886,"Orgrimmar Arena - Team 2 Spawn",,,,,,,,,,,,,,,,0xFF01FE,
1366,618,762.909423828,-284.281494141,28.2766704559,"Orgrimmar Arena - Graveyard",,,,,,,,,,,,,,,,0xFF01FE,
1367,607,1623.703125,-94.827796936,12.3511238098,"Sands of Ulduran - Alliance Spawn",,,,,,,,,,,,,,,,0xFF01FE,
1368,607,1617.1685791,67.1250534058,8.05813312531,"Sands of Ulduran - Horde Spawn",,,,,,,,,,,,,,,,0xFF01FE,
1369,0,2366.6328125,-5774.41650391,151.543289185,"Eastern Plaguelands, Ebon Hold GY",,,,,,,,,,,,,,,,0xFF01FE,
1370,609,1886.77697754,-5784.58642578,102.860816956,"Ebon Hold GY - Chapter II/III",,,,,,,,,,,,,,,,0xFF01FE,
1371,609,2116.19458008,-5286.93652344,81.215133667,"Ebon Hold GY - Chapter IV",,,,,,,,,,,,,,,,0xFF01FE,
1372,1,-6115.09033203,-1339.45422363,-179.578201294,"Un'Goro Crater, Shaper's Terrace",,,,,,,,,,,,,,,,0xFF01FE,
1373,1,-3769.4675293,-4883.15625,5.51670312881,"Dustwallow Marsh, Theramore Safe",,,,,,,,,,,,,,,,0xFF01FE,
1374,1,1362.55029297,-5394.16845703,-28.3720035553,"Durotar, Orgrimmar Safe",,,,,,,,,,,,,,,,0xFF01FE,
1375,0,-8290.62207031,1403.5222168,4.73040485382,"Stormwind City, Stormwind Safe",,,,,,,,,,,,,,,,0xFF01FE,
1376,571,1103.07666016,-4977.50292969,32.3224716187,"Howling Fjord, Utgarde 2 GY",,,,,,,,,,,,,,,,0xFF01FE,
1377,0,981.536010742,1309.67004395,45.9404983521,"The Great Sea - Safe Point Tirisfal",,,,,,,,,,,,,,,,0xFF01FE,
1378,1,1342.1685791,-5527.74658203,10.0885505676,"Durotar, Orgrimmar Safe 2",,,,,,,,,,,,,,,,0xFF01FE,
1379,571,6351.79345703,5643.56054688,70.5418701172,"Sholazar Basin, Stormwright GY",,,,,,,,,,,,,,,,0xFF01FE,
1380,571,5041.85498047,-642.724182129,225.206863403,"Crystalsong Forest, Alliance GY",,,,,,,,,,,,,,,,0xFF01FE,
1381,571,6070.44726563,85.9704055786,369.616424561,"Icecrown, Argent Vanguard",,,,,,,,,,,,,,,,0xFF01FE,
1383,571,7080.4375,-141.223846436,783.231506348,"Storm Peaks, Valkyrion GY",,,,,,,,,,,,,,,,0xFF01FE,
1384,571,9021.61035156,-1166.61877441,1058.79785156,"Storm Peaks, Ulduar GY",,,,,,,,,,,,,,,,0xFF01FE,
1385,571,7915.02880859,-2453.76171875,1137.96228027,"Storm Peaks, Temple East GY",,,,,,,,,,,,,,,,0xFF01FE,
1387,571,8105.49560547,-996.581176758,936.709533691,"Storm Peaks, Temple West GY",,,,,,,,,,,,,,,,0xFF01FE,
1388,571,7463.98681641,-3320.56884766,897.749633789,"Storm Peaks, Frostfield GY",,,,,,,,,,,,,,,,0xFF01FE,
1391,571,5882.89160156,666.805664063,169.507766724,"Crystalsong Forest, West GY",,,,,,,,,,,,,,,,0xFF01FE,
1392,571,5597.14697266,-595.530578613,190.997146606,"Crystalsong Forest, Horde GY",,,,,,,,,,,,,,,,0xFF01FE,
1393,571,3421.19897461,-1280.93383789,125.972892761,"Dragonblight, Naxxramas GY",,,,,,,,,,,,,,,,0xFF01FE,
1394,571,3793.73217773,2064.3449707,93.6512069702,"Dragonblight, Icemist GY",,,,,,,,,,,,,,,,0xFF01FE,
1395,571,8188.07910156,2859.48095703,604.075622559,"Icecrown Glacier, Quarry GY",,,,,,,,,,,,,,,,0xFF01FE,
1396,571,7233.66357422,2159.70361328,564.703857422,"Icecrown Glacier, Vrykul Central GY",,,,,,,,,,,,,,,,0xFF01FE,
1397,571,7886.05126953,718.776306152,519.195678711,"Icecrown Glacier, Northeast Ice GY",,,,,,,,,,,,,,,,0xFF01FE,
1398,571,4421.29541016,-1981.24780273,158.166305542,"Grizzly Hills, Drak'tharon GY",,,,,,,,,,,,,,,,0xFF01FE,
1399,607,1232.38562012,-65.7293319702,70.0842819214,"Northrend BG - Defender Start",,,,,,,,,,,,,,,,0xFF01FE,
1400,571,7825.22509766,-2023.12414551,1225.39880371,"Storm Peaks, Temple of the Makers GY",,,,,,,,,,,,,,,,0xFF01FE,
1401,571,8387.58398438,-214.278045654,839.445739746,"Storm Peaks, Snowdrift GY",,,,,,,,,,,,,,,,0xFF01FE,
1402,571,6947.00244141,-545.408081055,914.927307129,"Storm Peaks, Temple of Storms GY",,,,,,,,,,,,,,,,0xFF01FE,
1403,571,6422.34912109,-1184.34729004,446.532623291,"Storm Peaks, K3 GY",,,,,,,,,,,,,,,,0xFF01FE,
1404,571,5036.33300781,4494.31689453,-93.3290328979,"Sholazar Basin, Frenzyheart GY",,,,,,,,,,,,,,,,0xFF01FE,
1405,0,2359.2199707,-5661.06005859,382.261993408,"Eastern Plaguelands: Acherus",,,,,,,,,,,,,,,,0xFF01FE,
1407,571,7149.74511719,3691.57641602,817.8515625,"Icecrown Glacier, Jotunheim GY",,,,,,,,,,,,,,,,0xFF01FE,
1408,571,7092.46191406,-1440.90991211,922.636291504,"Storm Peaks, Foot Steppes GY",,,,,,,,,,,,,,,,0xFF01FE,
1409,0,1773.33032227,768.808349609,55.6852760315,"Undercity - Alliance - Wrath Gate",,,,,,,,,,,,,,,,0xFF01FE,
1410,0,791.432373047,-419.448822021,136.572174072,"AAAAA Test Port Loc",,,,,,,,,,,,,,,,0xFF01FE,
1411,0,794.762756348,-422.394012451,135.766891479,"Alterac Mountains - Central GY",,,,,,,,,,,,,,,,0xFF01FE,
1416,1,7766.53369141,-4100.77148438,697.134155273,"Winterspring, Wintersaber GY",,,,,,,,,,,,,,,,0xFF01FE,
1417,1,6619.87841797,-3542.39868164,681.872741699,"Winterspring, Crossroad GY",,,,,,,,,,,,,,,,0xFF01FE,
1418,1,4460.23779297,-4287.69921875,917.646606445,"Winterspring, Darkwhisper GY",,,,,,,,,,,,,,,,0xFF01FE,
1419,1,4320.15185547,-5574.72265625,121.979179382,"Azshara, Ursolan",,,,,,,,,,,,,,,,0xFF01FE,
1420,1,3203.82299805,-4947.18261719,157.752456665,"Azshara, Forlorn Ridge",,,,,,,,,,,,,,,,0xFF01FE,
1421,1,-1439.21008301,1972.73571777,85.7449417114,"Desolace, Ghost Walker Post",,,,,,,,,,,,,,,,0xFF01FE,
1422,1,-1783.5123291,2857.26757813,56.6693992615,"Desolace, Sar'theris Strand",,,,,,,,,,,,,,,,0xFF01FE,
