id;modelid1;value
19567;6778;Watcher Theronus
19577;169;Arcane Orb Target
19584;19031;Frayer (Arcane)
19585;16346;Frayer (Fire)
19586;19033;Frayer (Frost)
19587;19034;Frayer (Shadow)
19591;19014;Snowsong
19596;1166;Kor'kron Mount
19600;17819;Warp-Master Leranis
19601;19022;Tauren Warrior
19602;19023;Tauren Mount
19603;19521;Tauren Shaman
19605;19040;Duros
19609;17206;Mo'arg Engineer Transform (Drill)
19611;18906;Caleth Sunblade
19613;19040;Drakan
19614;19041;Malukaz in Wolf Regalia
19615;19044;Terokkar Wolf Spirit (Humanoid Form)
19630;19054;Deanth
19636;19074;Draenei Fire Totem
19637;19073;Draenei Earth Totem
19638;19075;Draenei Water Totem
19639;19071;Draenei Air Totem
19650;17916;[PH]Sunfury Caster - Sunfury Hold
19695;19142;Peasant (Wood) 1.50
19696;19143;Polean
19700;19149;Johnny Castle
19704;15093;Tom
19708;17364;Sunfury Warrior [PH]
19721;19157;Haris Nachosis
19739;20044;Wrathflayer
19741;18419;Hatescreamer
19742;18419;Merciless Inciter
19743;6686;Nathrezim Councilor
19745;19715;Pit Obliterator
19746;16632;Pit Breaker
19748;18286;Legionlord
19749;15228;Shadowmoon Specter
19750;1126;Chilled Ground
19751;15228;Vengeful Shadowmoon Wraith
19752;7029;Marauding Infernal
19753;18621;Infernal Wrangler
19758;19902;Infernal Animus
19761;7029;Felspark Infernal
19770;20142;Ravening Snap Dragon
19771;18719;Greater Snap Dragon
19785;14559;Venomcowl Cobra
19786;16895;Cistern Slugg
19787;16895;Devouring Slugg
19790;3034;Mud Lurker
19791;3034;Lightless Mud Flinger
19793;15504;Eclipsion Pyromancer
19794;15504;Eclipsion Magister
19798;16348;Arcane Eradicator
19803;18832;Illidari Destroyer
19804;16313;Hound of the Betrayer
19805;15504;Eclipsion Jailor
19807;17956;Greyheart Wayfinder
19808;17956;Greyheart Orc-Slayer
19809;17956;Greyheart Shaman
19810;17956;Greyheart Nether-sage
19811;17956;Greyheart Battle-Master
19812;18419;Illidari Informant
19813;16324;Bloodskin Mutate
19814;16324;Bloodskin Grunt
19815;16324;Bloodskin Warlock
19816;16324;Bloodskin Berserker
19817;16324;Bloodskin Destroyer
19818;16324;Bloodskin Warlord
19819;19200;[PH] Illidari Overseer
19820;19200;Illidari Executioner
19821;18832;Illidari Peacekeer
19822;18832;Illidari Brute
19828;173;Outland Riding Trainer
19829;19204;Warp-Master Lyssendra
19835;19206;"Gigo ""Goggles"" Geargrind"
19841;6851;(PH) Scryers Ride
19846;16506;[PH] Horn Ghost
19854;8611;Nathrezim Surveyor
19877;17054;Nether Storm
19883;14703;Mana Storm
25548;22786;Dawnblade Summoner (1)
25547;22590;Coilskar Witch (1)
25546;22646;Broken Sentinel (1)
25545;16217;Brightscale Wyrm (1)
25544;22588;[UNUSED] Brightscale Serpent (1)
25543;11686;Arcane Sphere (1)
25542;19529;[UNUSED] Arcane Nightmare (1)
25541;22541;Apoko (1)
24857;22906;Kael'thas Sunstrider (1)
23186;18265;Tarren Mill Protector (1)
23185;18265;Tarren Mill Protector (1)
23184;18252;Tarren Mill Lookout (1)
23182;18247;Tarren Mill Guardsman (1)
23181;18247;Tarren Mill Guardsman (1)
23122;21474;Anzu (1)
22938;17301;Naturalist Bite (1)
22399;17999;Durnholde Reinforcement (1)
22346;21046;Ethereum Life-Binder (1)
22322;15292;Mennu's Healing Ward (1)
22300;20917;Spore Strider (1)
19917;19259;Riding Dragonhawk
19927;19260;Time Watcher Transform
19928;14213;Laj (Arcane)
19929;13110;Laj (Fire)
19930;14112;Laj (Frost)
19931;14214;Laj (Nature)
19941;19437;Sagan (Skunk Form)
19954;9591;Greater Sapling
19974;19168;Dreadforge Machinist
19975;18818;Dreadforge Worker
19976;18166;Terrorslayer
19981;19294;Eredar Fel-Lord
19999;17191;Astralan Spell-Thief
20000;30404;Alexander!
20019;17191;Astralan Bandit
20045;19474;Nether Scryer
20047;19499;Crimson Hand Battle Mage
20048;19505;Crimson Hand Centurion
20049;19503;Crimson Hand Blood Knight
20050;19507;Crimson Hand Inquisitor
20073;17688;Ghanim
20074;19221;Riding Talbuk (Elite)
20085;1061;Infernal Invasion Hero Say Director
20091;17954;Bloodscale Myrmidon
20099;19335;Kate
20103;19339;[PH] Gossip NPC Goblin Female, Christmas
20104;19340;[PH] Gossip NPC, Goblin Female
20105;19341;[PH] Gossip NPC Goblin Female, Lunar Festival
20106;21067;[PH] Gossip NPC Goblin Male, Lunar Festival
20107;19343;[PH] Gossip NPC, Goblin Male
20122;17953;Bloodscale Sea Witch
20128;17035;Netherstorm Triangulation Point Three Trigger
20144;16470;Magister Hathris
20146;19374;Large Elekk, Mount (Elite, NPC)
22173;18416;Sable Jaguar (1)
22172;19326;Rift Lord (1)
22171;20102;Rift Keeper (1)
22170;20102;Rift Keeper (1)
22169;20515;Infinite Whelp (1)
22168;19063;Infinite Vanquisher (1)
22167;19066;Infinite Timereaver (1)
22166;19062;Infinite Executioner (1)
22164;19058;Infinite Assassin (1)
22163;18417;Darkwater Crocolisk (1)
22162;1104;Blackfang Tarantula (1)
22129;17979;Durnholde Lookout (1)
21991;20586;Sethekk Slayer (1)
21990;20729;Avian Warhawk (1)
21989;20730;Avian Ripper (1)
21988;18933;Avian Flyer (1)
21943;14528;Underbog Frenzy (1)
21919;19365;Coilfang Ambusher (1)
21918;18384;Coilfang Guardian (1)
21917;5564;Tidal Surger (1)
21916;5561;Steam Surger (1)
21915;6936;Coilfang Leper (1)
21914;17450;Bog Overlord (1)
21843;20100;Coilfang Tempest (1)
21842;20099;Coilfang Scale-Healer (1)
21841;20098;Coilfang Ray (1)
21786;17312;Infernal Attacker (1)
21712;20513;Infinite Chrono-Lord (1)
21647;17143;Shadowmoon Sorcerer (1)
20200;10186;Netherstorm Battlemaster
20212;169;World Trigger (Horde Friendly + Invis Man)
20213;169;World Trigger (Alliance Friendly + Invis Man)
20225;20359;Swift Warstrider
20245;9989;Mr. Kitty
21646;16888;Hellfire Familiar (1)
21645;9129;Felguard Brute (1)
21626;19882;Zereketh the Unbound (1)
21625;11686;Wrath-Scryer's Felfire (1)
21624;19977;Wrath-Scryer Soccothrates (1)
21623;19993;Warder Corpse (1)
21622;19965;Warden Mellichar (1)
21621;19945;Unchained Doombringer (1)
21620;15882;Unbound Void Zone (1)
21619;18345;Unbound Devastator (1)
21618;14352;Twilight Drakonaar (1)
21617;14515;Akkiris Lightning-Waker (1)
21616;13030;Sulfuron Magma-Thrower (1)
21615;19948;Spiteful Temptress (1)
21614;19976;Soul Devourer (1)
21613;19947;Skulking Witch (1)
21612;14430;Sightless Eye (1)
20277;19006;Root Lasher
20297;19526;Nova Terra
21611;11343;Sargeron Hellcaller (1)
21610;12334;Sargeron Archer (1)
21609;20265;Protean Spawn (1)
21608;18887;Protean Nightmare (1)
21607;18082;Protean Horror (1)
21606;19893;Phase-Hunter (1)
21605;19952;Negaton Warp-Master (1)
21604;19951;Negaton Screamer (1)
21603;15294;Negaton Field (1)
21602;19942;Millhouse Manastorm (1)
21601;19943;Harbinger Skyriss (1)
21600;19943;Harbinger Skyriss (1)
21599;19943;Harbinger Skyriss (1)
21598;20282;Gargantuan Abyssal (1)
21597;21021;Ethereum Wave-Caster (1)
21596;19889;Ethereum Slayer (1)
21595;19950;Eredar Soul-Eater (1)
21594;19949;Eredar Deathbringer (1)
21593;19877;Entropic Eye (1)
21592;19990;Defender Corpse (1)
21591;19878;Death Watcher (1)
21590;19888;Dalliah the Doomsayer (1)
21589;19944;Blazing Trickster (1)
21588;19895;Blackwing Drakonaar (1)
21587;19993;Arcatraz Warder (1)
21586;19971;Arcatraz Sentinel (1)
20325;19456;Pink Elemental
20356;79;Willey
20364;257;Darla Harris OH
20366;79;Darren Malvew OH
20367;221;Robby Aebischer
20369;19559;Loreseeker Dibbs
20371;79;Wesley OH
20375;80;Neema OH
20413;19608;Riding Wyvern
20414;19609;Riding Wyvern, Armored
20421;7237;Netherstorm Goblin
20423;19617;Kel'Thuzad
20425;17519;Fleshbeast Trap
20446;19652;Protectorate Legionnaire
20457;19636;Ethereum Disruptor
20461;19124;Warp-Master Valdrin
20462;11686;Toxic Fumes
20466;19645;Ethereal, Consortium
20467;19646;Ethereal, Ethereum
20468;19647;Ethereal, Protectorate
20469;17188;Invis Bessy Credit
20517;19669;Eclipsion Dragonhawk Hatchling
20519;6977;Boom Bot Xtreme
21585;19990;Arcatraz Defender (1)
21584;1126;Arcane Explosion (1)
21583;19289;White Seedling (1)
21582;19438;Warp Splinter (1)
21581;14416;Thorngrin the Tender (1)
21580;17714;Thorn Lasher (1)
21579;17713;Thorn Flayer (1)
21578;18930;Tempest-Forge Peacekeeper (1)
21577;17842;Sunseeker Researcher (1)
21576;21338;Sunseeker Herbalist (1)
21575;21333;Sunseeker Harvester (1)
21574;17916;Sunseeker Geomancer (1)
21573;21337;Sunseeker Gene-Splicer (1)
21572;18925;Sunseeker Chemist (1)
21571;21341;Sunseeker Channeler (1)
21570;17819;Sunseeker Botanist (1)
21569;19317;Summoned Bloodwarder Reservist (1)
21568;21331;Summoned Bloodwarder Mender (1)
21567;9590;Sapling (1)
21566;20139;Red Seedling (1)
21565;2019;Nethervine Trickster (1)
21564;2878;Nethervine Reaper (1)
21563;11331;Nethervine Inciter (1)
21562;18083;Mutate Horror (1)
21561;19021;Mutate Fleshlasher (1)
21560;18082;Mutate Fear-Shrieker (1)
21559;13109;Laj (1)
21558;19045;High Botanist Freywinn (1)
21557;19292;Green Seedling (1)
21556;9591;Greater Sapling (1)
20558;19679;Forge Hound
20560;16723;Arakkoa Ward
20562;1126;Invisible Stalker (Scale x5)
21555;19029;Greater Frayer (1)
21554;17714;Frayer Wildling (1)
21553;17009;Frayer Protector (1)
21552;19030;Frayer (1)
21551;18929;Commander Sarannis (1)
21550;19290;Blue Seedling (1)
21549;17813;Bloodwarder Steward (1)
21548;17773;Bloodwarder Protector (1)
21547;21331;Bloodwarder Mender (1)
21546;17883;Bloodwarder Greenkeeper (1)
21545;17779;Bloodwarder Falconer (1)
21544;19685;Bloodfalcon (1)
21543;18662;Tempest-Forge Patroller (1)
21542;19165;Tempest-Forge Destroyer (1)
21541;17916;Sunseeker Netherbinder (1)
21540;19966;Sunseeker Engineer (1)
21539;17916;Sunseeker Astromage (1)
21538;5488;Raging Flames (1)
21537;20033;Pathaleon the Calculator (1)
21536;19166;Nethermancer Sepethrea (1)
21535;15438;Nether Wraith (1)
21534;17612;Nether Charge (1)
21533;19162;Mechano-Lord Capacitus (1)
21532;18647;Mechanar Wrecker (1)
21531;18288;Mechanar Tinkerer (1)
21530;19254;Mechanar Ripper (UNUSED) (1)
21529;19255;Mechanar Pulverizer (UNUSED) (1)
21528;18646;Mechanar Driller (1)
21527;17977;Mechanar Crusher (1)
21526;21191;Gatewatcher Iron-Hand (1)
21525;18816;Gatewatcher Gyro-Kill (1)
21524;17773;Bloodwarder Slayer (1)
21523;19970;Bloodwarder Physician (1)
21522;17773;Bloodwarder Centurion (1)
20602;169;Flame Patch (Al'ar)
20615;19705;Darkmaw Cub
20993;17725;Blood Guard Porung (1)
20992;17725;Blood Guard Porung (1)
20746;6370;Time Keeper (1)
20745;19066;Temporus (1)
20744;19326;Rift Lord (1)
20743;19063;Infinite Vanquisher (1)
20742;19062;Infinite Executioner (1)
20741;19061;Infinite Chronomancer (1)
20740;19058;Infinite Assassin (1)
20739;19061;Imprisoned Infinite Dragonspawn (1)
20738;20513;Chrono Lord Deja (1)
20737;20510;Aeonus (1)
20706;18636;Talon King Ikiss (1)
20705;1130;Syth Shadow Elemental (1)
20704;5561;Syth Frost Elemental (1)
20703;1070;Syth Fire Elemental (1)
20702;8714;Syth Arcane Elemental (1)
20701;20598;Sethekk Talon Lord (1)
20700;14368;Sethekk Spirit (1)
20699;17865;Sethekk Shaman (1)
20698;20683;Time-Lost Shadowmage (1)
20697;20682;Time-Lost Scryer (1)
20696;20573;Sethekk Ravenguard (1)
20695;20572;Sethekk Prophet (1)
20694;17865;Sethekk Oracle (1)
20693;20572;Sethekk Initiate (1)
20692;18628;Sethekk Guard (1)
20691;20682;Time-Lost Controller (1)
20690;20599;Darkweaver Syth (1)
20689;1132;Dark Vortex (1)
20688;19788;Cobalt Serpent (1)
20687;15291;Charming Totem (1)
20686;20725;Avian Darkhawk (1)
20665;16946;Voidwalker Summoner (1)
20664;17081;Void Traveler (1)
20663;16946;Void Portal (1)
20662;9786;Tortured Skeleton (1)
20661;18589;Summoned Cabal Deathsworn (1)
20660;18579;Summoned Cabal Acolyte (1)
20659;18280;Spy To'gun (1)
20658;18880;Shape of the Beast (1)
20657;18839;Murmur (1)
20656;17543;Malicious Instructor (1)
20667;705;Sporewind Frenzy
20675;4626;Legion Hold - Infernal Dummy
20681;19400;Nether Skimmer
20655;159;Maiden of Discipline (1)
20654;21584;Invisible Target (1)
20653;18535;Grandmaster Vorpil (1)
20652;18193;Fel Overseer (1)
20651;7949;Fel Guardhound (1)
20650;18612;Cabal Zealot (1)
20649;18609;Cabal Warlock (1)
20648;18605;Cabal Summoner (1)
20647;18602;Cabal Spellbinder (1)
20646;18599;Cabal Shadow Priest (1)
20645;18191;Cabal Ritualist (1)
20644;18596;Cabal Fanatic (1)
20643;18038;Cabal Familiar (1)
20642;18593;Cabal Executioner (1)
20641;18589;Cabal Deathsworn (1)
20640;18586;Cabal Cultist (1)
20639;18583;Cabal Assassin (1)
20638;18579;Cabal Acolyte (1)
20637;18058;Blackheart the Inciter (1)
20636;18821;Ambassador Hellmaw (1)
20633;20235;Warlord Kalithresh (1)
20707;19723;Human Male Illusion
20708;19724;Human Female Illusion
20716;19732;Outland Raptor, Black
20717;19733;Outland Raptor, Blue
20718;19734;Outland Raptor, Green
20719;19735;Outland Raptor, Red
20720;19736;Outland Raptor, Yellow
20725;4732;Bat
20733;16157;Walla's Damage Dealer
20734;19735;Daggermaw Raptor
20632;6936;Steamrigger Mechanic (1)
20631;17423;Naga Distiller (1)
20630;18638;Mekgineer Steamrigger (1)
20629;11268;Hydromancer Thespia (1)
20628;17691;Dreghood Slave (1)
20627;5564;Coilfang Water Elemental (1)
20626;18398;Coilfang Warrior (1)
20625;18396;Coilfang Sorceress (1)
20624;18394;Coilfang Slavemaster (1)
20623;18392;Coilfang Siren (1)
20754;19766;Daggermaw Devourer
20776;19777;Rothma
20817;16631;Outland Ravager Green
20818;19838;Outland Ravager GreenBlue
20819;19839;Outland Ravager GreenPurple
20820;16885;Outland Ravager Orange
20821;19844;Outland Ravager OrangeRed
20822;19845;Outland Ravager OrangeGreen
20823;19847;Outland Ravager Purple
20824;19848;Outland Ravager PurpleBlue
20826;19849;Outland Ravager PurpleWhite
20827;18833;Outland Rock Flayer YellowOrange
20828;19850;Outland Rock Flayer YellowWhite
20829;19850;Outland Rock Flayer YellowBlack
20830;19853;Outland Rock Flayer BrownRed
20831;19855;Outland Rock Flayer BrownGrey
20832;19856;Outland Rock Flayer BrownPurple
20833;19857;Outland Rock Flayer GreyBrown
20834;19858;Outland Rock Flayer GreyWhite
20835;19859;Outland Rock Flayer GreyYellow
20836;19860;Outland Rock Flayer GreenYellow
20837;19861;Outland Rock Flayer GreenWhite
20838;19862;Outland Rock Flayer GreenPink
20839;19863;Outland Rock Flayer PurpleRed
20840;19864;Outland Rock Flayer PurpleWhite
20841;19865;Outland Rock Flayer PurplePink
20842;19866;Outland Rock Flayer BlueGreen
20843;19867;Outland Rock Flayer BluePurple
20844;19868;Outland Rock Flayer BlueYellow
20860;19874;Mutated Fleshfiend
20861;19875;Mutated Netherlisk
20862;19876;Mutated Flayer
20863;1126;Pet Book DEM
20884;17957;Deathforge Cultist
20888;19274;Solus the Eternal
20919;17098;Deathforge Doomguard
20979;5561;Stormwind Flavor - Alliance Portal - Invisible Stalker
20991;17188;Invis Dome Caster
20622;18391;Coilfang Oracle (1)
20621;18389;Coilfang Myrmidon (1)
20994;19448;Sunfury Elite
20999;19974;Scalewing Soarer
21001;19978;Kaylaan the Fallen
21002;19988;Nether Vapor
21011;7804;Voodoo Chest
21012;19369;Outland Warp Stalker Green
21013;19979;Outland Warp Stalker Turquoise
21014;19995;Outland Warp Stalker Blue
21015;19996;Outland Warp Stalker Black
21016;19997;Outland Warp Stalker Red
21017;19998;Outland Warp Stalker White
21020;20003;Fel Dredger (Goblin)
21031;19201;[PH] Arcane Guardian
21034;20008;Boar Piglet
21035;20011;Dimensius the All-Devouring 000
21036;20009;Red Scorpid
21037;20010;Black Scorpid
21038;20014;Golden Scorpid
21043;20015;Blue Scorpid
21054;16480;Blade's Edge - Orb Trigger 04
21067;19597;Outland Wrathguard Black
21068;20040;Outland Wrathguard Green
21069;20041;Outland Wrathguard Red
21070;17542;Outland Wrathguard Pink
21076;20042;Firefly
21091;20064;Void Conduit Measuring Stick
21098;20066;Outland Ravager GreenOrange
21099;20067;Outland Ravager OrangeWhite
21100;20068;Outland Ravager PurpleOrange
21121;1855;Bonechewer Quest credit marker
21122;18783;OLDWorld Trigger (Large AOI) (DO NOT DELETE)
21143;18820;Legion Prototype Cannon 1
21144;18820;Legion Prototype Cannon 2
21146;20045;Legion Prototype Cannon 2 & 3 Felguard
21149;18820;Legion Prototype Cannon 4
21150;18820;Legion Prototype Cannon 3
21154;17722;Kor'kron Armored Wyvern Mount
21162;16889;Deathforge Escort
21163;17857;Spectral Arakkoa Melee [PH]
21165;20123;Dihyana the Huntress
21167;1056;Beibei
21169;20125;Netharel - Metamorphosis
21177;20129;Ezeleth
21184;20148;Arakkoa Bonewalker (Red)
21187;18671;Designer Island Fel Reaver [PH]
21190;4088;Designer Island Murloc Fisher [PH]
21191;540;Designer Island Murloc Hunter [PH]
21199;20151;Arakkoa Bonewalker (Green)
21201;20153;Arakkoa Bonewalker (Yellow)
21202;20154;Arakkoa Bonewalker (Black)
21204;20155;Ravenous Hatchling
21206;5306;Designer Island Murloc Boss [PH]
21208;1305;Designer Island Murloc Warrior [PH]
21222;14514;Undersea Rager
21224;5293;Tidewalker Depth-Seer
21226;1773;Tidewalker Shaman
21227;391;Tidewalker Harpooner
21228;5286;Tidewalker Hydromancer
21229;20640;Greyheart Tidecaller
21230;20635;Greyheart Nether-Mage
21231;20636;Greyheart Shield-Bearer
21232;20637;Greyheart Skulker
21239;20160;Ravenous Ravager Hatchling
21240;19037;Designer Island Murloc Bait [PH]
21243;2581;Designer Island Gnome Emote [PH]
21247;5369;Oronok's Chicken
21248;20163;Pin
21260;5564;Purified Water Elemental
21266;20155;Ravager Hatchling
21268;26083;Netherstrand Longbow
21269;26081;Devastation
21270;26080;Cosmic Infuser
21271;26082;Infinity Blades
21272;26086;Warp Slicer
21273;26084;Phaseshift Bulwark
21274;26085;Staff of Disintegration
21278;14532;Designer Island Gnome Caster [PH]
21281;4626;Designer Island Gnome Spell Target
21297;4449;Invis Invisibility Caster
21298;20470;Coilfang Serpentguard
21299;20641;Coilfang Fathom-Witch
21320;16587;Vision Guide Transform
21321;17035;Vision Guide Kill Credit Trigger
21329;17889;JAB Nether Serpent
21355;20242;Invisible Man Mount 20
21356;19028;Designer Island Bear Orc Leader [PH]
21358;17332;Designer Island Tauren Herder [PH]
21360;1126;Terokkar - Bone Wastes - Nether Orb Blue
21361;4259;Designer Island Orc Trainee [PH]
21363;16480;Terokkar - Bone Wastes - Portal Trigger
21364;20245;Phoenix Egg
21366;16480;Terokkar - Bone Wastes - Portal Trigger 02
21367;3258;Designer Island Battle Participant A [PH]
21369;15294;Flame Strike Trigger (Kael)
21371;3612;Designer Island Hungry Farmer [PH]
21372;17796;Rubicund Silkwing
21374;20247;Rubicund Silkwing Larva
21388;4259;Designer Island Horde [PH]
21390;19222;Sir David Adams
21392;12310;Earthen Familiar
21401;19222;Designer Island Alliance [PH]
21406;19980;Netherwing Drake
21407;19537;Netherwing Dragon
21412;19028;Designer Island Horde Leader
21415;4259;Designer Island Horde Archer [PH]
21418;10811;Invis Infernal Target
21421;19222;Designer Island Alliance Archer [PH]
21424;20287;Terokkar - Bone Wastes - Draenei Soul
21473;1126;Bone Wastes - Beam Target 01
21479;18213;(PH) Fel Orc Berserker
21480;20307;Outland Ravager Elite Green
21481;20298;Outland Ravager Elite Orange
21482;20299;Outland Ravager Elite Purple
21490;20322;Horde Transporter Malfunction
21491;20323;Alliance Transporter Malfunction
21495;20327;Raven Vision
21508;1004;Coilfang Frenzy
21511;11686;[DND]Kaliri Aura Dispel
21513;20407;Outland Rock Flayer Elite PurpleRed
20620;18388;Coilfang Engineer (1)
20594;16578;Shattered Hand Sharpshooter (1)
20593;19277;Shattered Hand Sentry (1)
20592;17727;Shattered Hand Scout (1)
20587;17013;Shattered Hand Heathen (1)
20586;17183;Shattered Hand Gladiator (1)
20585;16969;Shattered Hand Executioner (1)
20584;17186;Shattered Hand Champion (1)
20583;17185;Shattered Hand Centurion (1)
20582;16577;Shattered Hand Brawler (1)
20570;15294;Lesser Shadow Fissure (1)
20550;18165;Young Thrall (Equipped) (1)
20549;592;Troll Berserker (1)
20548;17292;Thrall (1)
20547;18265;Tarren Mill Protector (1)
20540;11570;Ogre Brawler (1)
20539;19310;Lordaeron Watchman Specimen (1)
20527;17999;Durnholde Sentry (1)
20526;17979;Durnholde Rifleman (1)
20524;18161;Durnholde Cook (1)
20523;18160;Durnholde Armorer (1)
20522;11686;CoT Hillsbrad Despawn Trigger Unit (1)
20521;17387;Captain Skarloc (1)
20323;17938;Unliving Stalker (1)
20322;17932;Unliving Sorcerer (1)
20321;17920;Unliving Soldier (1)
20320;17928;Unliving Cleric (1)
20319;19235;Spirit of Exarch Maladaar (1)
20318;18916;Shirrak the Dead Watcher (1)
20317;18138;Reanimated Bones (1)
20316;25873;Raging Soul (1)
20315;17991;Raging Skeleton (1)
20314;11686;Pool of Souls (1)
20313;17938;Phasing Stalker (1)
20312;17932;Phasing Sorcerer (1)
20311;17920;Phasing Soldier (1)
20310;17928;Phasing Cleric (1)
20309;17936;Phantasmal Possessor (1)
20308;16946;Focus Fire (1)
20307;11686;Flying Raging Soul (1)
20306;17715;Exarch Maladaar (1)
20305;12432;Stolen Soul (1)
20304;11686;Cosmetic Raging Soul (1)
20303;18142;Avatar of the Martyred (1)
20302;17942;Auchenai Vindicator (1)
20301;17924;Auchenai Soulpriest (1)
20300;18077;Auchenai Necromancer (1)
20299;17910;Auchenai Monk (1)
20298;17970;Angered Skeleton (1)
20268;19332;Tavarok (1)
20267;19338;Pandemonius (1)
20266;19780;Nexus-Prince Shaffar (1)
20265;18050;Nexus Terror (1)
20264;20468;Nexus Stalker (1)
20263;16217;Mana Leech (1)
20262;15438;Ethereal Wraith (1)
20261;21004;Ethereal Theurgist (1)
20260;20986;Ethereal Spellbinder (1)
20259;21004;Ethereal Sorcerer (1)
20258;19778;Ethereal Scavenger (1)
20257;21005;Ethereal Priest (1)
20256;20987;Ethereal Darkcaster (1)
20255;20466;Ethereal Crypt Raider (1)
20254;25866;Ethereal Beacon (1)
21629;4449;Box
21630;20350;Blood Elf Male Illusion ALEX
21631;20352;Blood Elf Female Illusion ALEX
21634;20375;Forest Strider
21635;21268;Afrazi Forest Strider
21642;19320;Alrumi
20253;19646;Ethereal Apprentice (1)
20252;19702;Arcane Fiend (1)
20193;18401;Wrathfin Warrior (1)
21653;20544;Time-Lost Skettis Spirit [PH]
21665;20405;Outland Rock Flayer Elite PurplePurple
21666;20400;Outland Rock Flayer Elite PurpleBlue
21667;20408;Outland Rock Flayer Elite PinkBlue
21668;20399;Outland Rock Flayer Elite GreyRed
21669;20409;Outland Rock Flayer Elite GreyPurple
21670;20410;Outland Rock Flayer Elite GreyGrey
21671;20404;Outland Rock Flayer Elite GreenYellow
21672;20406;Outland Rock Flayer Elite GreenPurple
21673;20401;Outland Rock Flayer Elite GreenOrange
21674;20411;Outland Rock Flayer Elite GreenGreen
21675;20415;Outland Rock Flayer Elite BrownYellow
21676;20402;Outland Rock Flayer Elite BrownWhite
21677;20281;Outland Rock Flayer Elite BrownRed
21678;20414;Outland Rock Flayer Elite BlueWhite
21679;20413;Outland Rock Flayer Elite BlueGreen
21680;20403;Outland Rock Flayer Elite BlueBrown
21681;20412;Outland Rock Flayer Elite BlueBlue
21688;17721;Oronok's Mount
21689;1004;Coilfang Frenzy Corpse
21697;20513;Infinite Chrono-Lord
21698;19066;Infinite Timereaver
20192;18400;Wrathfin Sentry (1)
21758;13069;Oscillating Frequency Scanner Base Bunny
21762;20387;Illidari Tormentor
21781;13069;Oscillating Frequency Scanner Top Bunny (Target)
20191;18399;Wrathfin Myrmidon (1)
21799;20476;Wyrm from Beyond Transform
21800;17035;Singing Ridge Summon Bunny
21806;20638;Greyheart Spellbinder
21812;20479;Phantom Leotheras
21830;19878;Beholder (beige)
21831;19579;Beholder (blue)
21832;20526;Beholder (black)
21833;20527;Beholder (gray)
21834;20528;Beholder (green)
21835;19877;Beholder (red)
21836;20529;Beholder (spittle)
20190;16273;Underbog Shambler (1)
20189;0;Underbog Mushroom (1)
21845;20125;Leotheras the Blind
21848;26120;Massive Seaforium Charge
21850;19406;Outland Nether Ray, Red
21857;20607;Inner Demon
21863;20560;Serpentshrine Lurker
21865;19365;Coilfang Ambusher
21866;18824;Reanimated Spirit
21871;6197;Disembodied Spirit
21873;18384;Coilfang Guardian
21874;14514;Water Walker Elemental
21875;20568;Shadow of Leotheras
21880;1126;Exploding Rune
21881;20578;Blood Elf Male Illusion
21882;20579;Blood Elf Female Illusion
21883;20580;Gnome Male Illusion
21884;20581;Gnome Female Illusion
21885;20582;Goblin Male Illusion
21886;20583;Goblin Female Illusion
21887;20584;Tauren Female Illusion
21888;20585;Tauren Male Illusion
21889;20586;Sethekk Slayer
21900;8411;Frightwing
21910;17035;Ride the Lightning Kill Credit Trigger
21913;20782;Water Globule
20187;17758;Underbog Lord (1)
20186;17753;Underbat Swarmer (1)
20185;17752;Underbat (1)
20184;18194;The Black Stalker (1)
20183;18570;Swamplord Musel'ek (1)
20182;11271;Overseer Tidewrath (1)
21920;391;Tidewalker Lurker
21929;17035;Trapping the Light Kill Credit Trigger
21932;20609;Hydross the Unstable
21933;19725;Hydross Beam Helper
21934;19725;Hydross Cleansing Field Helper
20181;17756;Murkblood Tribesman (1)
21958;20076;Enchanted Elemental
21959;19215;Fel Reaver Sentinel Credit
21964;20672;Fathom-Guard Caribdis
21965;20670;Fathom-Guard Tidalvess
21966;20671;Fathom-Guard Sharkkis
21972;20655;Shadowy Disguise Male Transform
21973;20656;Shadowy Disguise Female Transform
21977;11375;Gadgetzan Air Strike Caller
21980;20675;Val'zareq's Hawkstrider
21982;20484;Wyrmcult Ambusher
21987;18783;World Trigger (Tiny)
20180;17757;Murkblood Spearman (1)
20179;17648;Murkblood Oracle (1)
20178;17761;Murkblood Henchman (1)
20177;17755;Murkblood Healer (1)
21994;19073;Stoneskin Totem
22010;19928;Cask
22028;20731;Nether Drakonid Boss (Purple)
22029;20732;Nether Drakonid (Purple)
22030;20734;Nether Drakonid (Blue)
22031;20733;Nether Drakonid (Green)
22032;20735;Nether Drakonid Boss (Green)
22033;20736;Nether Drakonid Boss (Blue)
22034;20731;Nether Drakonid Boss (Black)
22035;5564;Pure Spawn of Hydross
22036;11172;Tainted Spawn of Hydross
22041;4629;Corrupted Spectre[PH]
22047;15464;Cave Beetle
22049;20578;Blood Elf Male Illusion (Retains Armor)
22050;20579;Blood Elf Female Illusion (Retains Armor)
22055;20772;Coilfang Elite
22056;18194;Coilfang Strider
22057;1126;Coilfang Raid Control Emote Stalker
22067;19259;Scryer Dragonhawk
22091;20231;Spitfire Totem
22104;11686;Cyclone (Karathress)
22109;19368;Skald Bunny
22111;11686;Zeth'Gor Must Burn Bunny
