long,long,long,long,flags,long,long,long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
3639,530,3524,1263,0x40000040,0,0,0,0,0,0,"Silvermyst Isle",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3640,530,3521,1264,0x40004440,0,0,0,0,0,62,"Daggerfen Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3641,530,3521,1265,0x40004440,0,0,0,0,0,60,"Umbrafen Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3642,530,3521,1266,0x40004440,0,0,0,0,0,61,"Feralfen Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3643,530,3521,1267,0x40004440,0,0,0,0,0,63,"Bloodscale Enclave",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3644,530,3521,1268,0x40204440,0,0,0,310,0,0,"Telredor",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3645,530,3521,1269,0x40204440,0,0,0,278,0,0,"Zabra'jin",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3646,530,3521,1270,0x40004440,0,0,0,0,0,63,"Quagg Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3647,530,3521,1271,0x40004440,0,0,404,0,489,62,"The Spawning Glen",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3648,530,3521,1272,0x40004440,0,0,403,0,0,61,"The Dead Mire",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3649,530,3521,1273,0x40204440,0,0,0,0,0,0,"Sporeggar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3650,530,3521,1274,0x40004440,0,0,403,0,0,62,"Ango'rosh Grounds",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3651,530,3521,1275,0x40004440,0,0,403,0,510,63,"Ango'rosh Stronghold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3652,530,3521,1276,0x40004440,0,0,0,0,0,61,"Funggor Cavern",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3653,530,3521,1277,0x40004440,0,0,0,0,0,62,"Serpent Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3654,530,3521,1278,0x40004440,0,0,0,0,0,63,"The Drain",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3655,530,3521,1279,0x40004440,0,0,0,0,0,60,"Umbrafen Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3656,530,3521,1280,0x40004440,0,0,0,0,0,62,"Marshlight Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3657,530,3521,1281,0x40004440,0,0,0,0,475,0,"Portal Clearing",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3658,530,3521,1282,0x40004440,0,0,0,0,0,62,"Sporewind Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3659,530,3521,1283,0x40004440,0,0,0,0,0,60,"The Lagoon",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3660,530,3521,1284,0x40004440,0,0,0,0,0,0,"Blades' Run",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3661,530,3521,1285,0x40004440,0,0,0,0,0,0,"Blade Tooth Canyon",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3662,530,3430,1286,0x40000040,0,0,0,0,0,0,"Commons Hall",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3663,530,3430,1287,0x40000040,0,0,0,0,0,0,"Derelict Manor",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3664,530,3430,1288,0x40000040,0,0,0,0,0,0,"Huntress of the Sun",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3665,530,3430,1289,0x40300040,0,0,0,0,0,6,"Falconwing Square",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3666,530,3518,1290,0x40004440,0,0,0,0,0,64,"Halaani Basin",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3667,530,3521,1291,0x40004440,0,0,0,0,0,62,"Hewn Bog",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3668,530,3521,1292,0x40004440,0,0,0,0,0,62,"Boha'mu Ruins",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3669,530,3483,1293,0x4000C440,0,0,0,0,479,0,"The Stadium",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3670,530,3483,1294,0x4000C440,0,0,0,0,478,0,"The Overlook",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3671,530,3483,1295,0x4000C440,0,0,0,0,478,58,"Broken Hill",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3672,530,3518,1296,0x40004440,0,0,0,0,0,0,"Mag'hari Procession",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3673,530,3518,1297,0x40004440,0,0,0,0,0,64,"Nesingwary Safari",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3674,530,3519,1298,0x40004440,0,0,0,0,495,62,"Cenarion Thicket",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3675,530,3519,1299,0x40004440,0,0,0,310,519,62,"Tuurem",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3676,530,3519,1300,0x40004440,0,0,0,0,480,62,"Veil Shienor",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3677,530,3519,1301,0x40004440,0,0,0,0,481,62,"Veil Skith",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3678,530,3519,1302,0x40004440,0,0,0,0,481,62,"Veil Shalas",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3679,530,3519,1303,0x40004440,0,0,0,0,481,70,"Skettis",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3680,530,3519,1304,0x40004440,0,0,0,0,481,70,"Blackwind Valley",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3681,530,3519,1305,0x40004440,0,0,0,337,0,63,"Firewing Point",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3682,530,3519,1306,0x40004440,0,0,0,0,0,64,"Grangol'var Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3683,530,3519,1307,0x40204440,0,0,0,278,0,0,"Stonebreaker Hold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3684,530,3519,1308,0x40204440,0,0,0,279,0,0,"Allerian Stronghold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3685,530,3519,1309,0x40004440,0,0,0,0,501,63,"Bonechewer Ruins",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3686,530,3519,1310,0x40004440,0,0,0,0,480,64,"Veil Lithic",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3687,530,3519,1311,0x40004440,0,0,0,0,0,62,"Olembas",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3688,530,3519,1312,0x40004440,0,0,402,306,0,65,"Auchindoun",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3689,530,3519,1313,0x40004440,0,0,0,0,0,63,"Veil Reskk",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3690,530,3519,1314,0x40004440,0,0,0,0,480,70,"Blackwind Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3691,530,3519,1315,0x40004440,0,0,0,0,0,62,"Lake Ere'Noru",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3692,530,3519,1316,0x40004440,0,0,0,0,0,62,"Lake Jorune",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3693,530,3519,1317,0x40004440,0,0,0,0,0,62,"Skethyl Mountains",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3694,530,3519,1318,0x40004440,0,0,0,0,0,62,"Misty Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3695,530,3519,1319,0x40004440,0,0,0,0,0,62,"The Broken Hills",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3696,530,3519,1320,0x40004440,0,0,0,0,508,62,"The Barrier Hills",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3697,530,3519,1321,0x4000C440,0,0,402,306,0,64,"The Bone Wastes",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3698,559,0,1322,0x10080,0,0,369,243,512,0,"Nagrand Arena",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3699,530,3518,1323,0x40004440,0,0,0,0,510,65,"Laughing Skull Courtyard",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3700,530,3518,1324,0x40004440,0,0,0,0,510,0,"The Ring of Blood",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3701,530,3518,1325,0x40004480,0,0,0,0,0,0,"Arena Floor",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3702,562,0,1326,0x10080,0,0,406,243,0,0,"Blade's Edge Arena",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3703,530,0,1327,0x4D28,0,0,409,311,0,0,"Shattrath City",,,,,,,,,,,,,,,,0xFF01FE,0x6,0,,,0,-500.0,0.600000023842,,
3704,530,3487,1328,0x40000118,0,0,0,0,0,0,"The Shepherd's Gate",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3705,530,3518,1329,0x40004440,0,0,0,0,0,64,"Telaari Basin",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3706,269,2366,1330,0x40000000,0,0,0,0,512,0,"The Dark Portal",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3707,534,3606,1331,0x40000000,0,0,0,346,521,0,"Alliance Base",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3708,534,3606,1332,0x40000000,0,0,0,347,522,0,"Horde Encampment",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3709,534,3606,1333,0x40000000,0,0,0,0,0,0,"Night Elf Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3710,534,3606,1334,0x40000000,0,0,0,348,523,0,"Nordrassil",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3711,571,0,1335,0x4440,0,0,461,424,0,76,"Sholazar Basin",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3712,530,3523,1336,0x40204440,0,0,0,0,475,0,"Area 52",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3713,542,0,1337,0x0,0,0,0,0,0,0,"The Blood Furnace",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3714,540,0,1338,0x0,0,0,0,0,0,0,"The Shattered Halls",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
3715,545,0,1339,0x0,0,0,0,0,0,0,"The Steamvault",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3716,546,0,1340,0x0,0,0,0,0,0,0,"The Underbog",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
3717,547,0,1341,0x0,0,0,0,0,0,0,"The Slave Pens",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.5,,
3718,530,3521,1342,0x40204440,0,0,0,278,0,0,"Swamprat Post",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3719,530,3519,1343,0x40004440,0,0,0,0,510,63,"Bleeding Hollow Ruins",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3720,530,3521,1344,0x4000C440,0,0,0,0,0,0,"Twin Spire Ruins",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3721,530,3523,1345,0x40004440,0,0,0,0,0,66,"The Crumbling Waste",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3722,530,3523,1346,0x40004440,0,0,0,0,496,67,"Manaforge Ara",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3723,530,3523,1347,0x40004440,0,0,0,0,0,67,"Arklon Ruins",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3724,530,3523,1348,0x40204440,0,0,0,0,475,67,"Cosmowrench",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3725,530,3523,1349,0x40004440,0,0,0,310,519,67,"Ruins of Enkaat",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3726,530,3523,1350,0x40004440,0,0,0,0,497,67,"Manaforge B'naar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3727,530,3523,1351,0x40004440,0,0,0,0,487,68,"The Scrap Field",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3728,530,3523,1352,0x40004440,0,0,0,0,0,68,"The Vortex Fields",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3729,530,3523,1353,0x40004440,0,0,0,0,0,67,"The Heap",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3730,530,3523,1354,0x40004440,0,0,0,0,498,68,"Manaforge Coruu",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3731,530,3523,1355,0x40004440,0,0,0,0,0,69,"The Tempest Rift",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3732,530,3523,1356,0x40004440,0,0,0,0,0,69,"Kirin'Var Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3733,530,3523,1357,0x40004440,0,0,0,0,0,0,"The Violet Tower",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3734,530,3523,1358,0x40004440,0,0,0,0,499,69,"Manaforge Duro",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3735,530,3523,1359,0x40004440,0,0,0,0,0,68,"Voidwind Plateau",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3736,530,3523,1360,0x40004440,0,0,0,0,496,0,"Manaforge Ultris",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3737,530,3523,1361,0x40004440,0,0,0,0,492,69,"Celestial Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3738,530,3523,1362,0x40204440,0,0,423,335,489,0,"The Stormspire",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3739,530,3523,1363,0x40004440,0,0,0,0,488,68,"Forge Base: Oblivion",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3740,530,3523,1364,0x40004440,0,0,0,0,487,68,"Forge Base: Gehenna",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3741,530,3523,1365,0x40004440,0,0,0,0,0,68,"Ruins of Farahlon",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3742,530,3523,1366,0x40005440,0,0,0,0,0,70,"Socrethar's Seat",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3743,530,3520,1367,0x40004440,0,0,0,0,488,67,"Legion Hold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3744,530,3520,1368,0x40204440,0,0,0,278,0,0,"Shadowmoon Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3745,530,3520,1369,0x40204440,0,0,0,279,0,0,"Wildhammer Stronghold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3746,530,3520,1370,0x40004440,0,0,0,0,0,67,"The Hand of Gul'dan",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3747,530,3520,1371,0x40004440,0,0,0,0,0,67,"The Fel Pits",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3748,530,3520,1372,0x40004440,0,0,0,0,0,68,"The Deathforge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3749,530,3520,1373,0x40004440,0,0,0,0,0,68,"Coilskar Cistern",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3750,530,3520,1374,0x40004440,0,0,0,0,0,68,"Coilskar Point",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3751,530,3520,1375,0x40004440,0,0,0,0,0,67,"Sunfire Point",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3752,530,3520,1376,0x40004440,0,0,0,0,507,67,"Illidari Point",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3753,530,3520,1377,0x40004440,0,0,0,0,0,67,"Ruins of Baa'ri",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3754,530,3520,1378,0x40204440,0,0,0,310,0,0,"Altar of Sha'tar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3755,530,3520,1379,0x40004440,0,0,0,0,0,69,"The Stair of Doom",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3756,530,3520,1380,0x40004440,0,0,0,0,0,67,"Ruins of Karabor",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3757,530,3520,1381,0x40004440,0,0,0,0,0,69,"Ata'mal Terrace",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3758,530,3520,1382,0x40004440,0,0,0,0,491,67,"Netherwing Fields",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3759,530,3520,1383,0x40005440,0,0,0,0,492,70,"Netherwing Ledge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3760,530,3518,1384,0x40004440,0,0,0,0,0,64,"The Barrier Hills",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3761,530,3518,1385,0x40004440,0,0,0,0,0,0,"The High Path",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3762,530,3518,1386,0x40004440,0,0,0,0,0,0,"Windyreed Pass",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3763,530,3518,1387,0x40004440,0,0,0,0,0,0,"Zangar Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3764,530,3518,1388,0x40004440,0,0,0,0,487,70,"The Twilight Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3765,530,3483,1389,0x40004440,0,0,0,0,0,61,"Razorthorn Trail",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3766,530,3521,1390,0x40204440,0,0,0,310,0,0,"Orebor Harborage",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3767,530,3522,1391,0x40004440,0,0,406,0,0,0,"Blades' Run",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3768,530,3522,1392,0x40004440,0,0,407,312,0,69,"Jagged Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3769,530,3522,1393,0x40204440,0,0,407,278,0,0,"Thunderlord Stronghold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3770,530,3522,1394,0x40004440,0,0,403,0,0,0,"Blade Tooth Canyon",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3771,530,3522,1395,0x40004440,0,0,408,307,0,65,"The Living Grove",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3772,530,3522,1396,0x40204440,0,0,408,307,511,0,"Sylvanaar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3773,530,3522,1397,0x40004440,0,0,406,0,508,67,"Bladespire Hold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3774,530,3522,1398,0x40004440,0,0,406,0,0,67,"Gruul's Lair",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.40000000596,,
3775,530,3522,1399,0x40004440,0,0,406,0,0,66,"Circle of Blood",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3776,530,3522,1400,0x40004440,0,0,406,0,508,66,"Bloodmaul Outpost",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3777,530,3522,1401,0x40004440,0,0,406,0,508,67,"Bloodmaul Camp",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3778,530,3522,1402,0x40004440,0,0,406,0,510,66,"Draenethyst Mine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3779,530,3522,1403,0x40004440,0,0,406,0,510,67,"Trogma's Claim",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3780,530,3522,1404,0x40004440,0,0,406,0,510,67,"Blackwing Coven",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3781,530,3522,1405,0x40004440,0,0,407,312,481,67,"Grishnath",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3782,530,3522,1406,0x40004440,0,0,407,312,480,65,"Veil Lashh",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3783,530,3522,1407,0x40004440,0,0,407,312,481,67,"Veil Vekh",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3784,530,3522,1408,0x40004440,0,0,406,0,487,70,"Forge Camp: Terror",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3785,530,3522,1409,0x40004440,0,0,406,0,488,70,"Forge Camp: Wrath",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3786,530,3522,1410,0x40204440,0,0,406,0,533,66,"Ogri'la",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3787,530,3522,1411,0x40004440,0,0,406,0,487,70,"Forge Camp: Anger",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3788,530,3518,1412,0x40004440,0,0,0,0,0,0,"The Low Path",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3789,555,0,1413,0x0,0,0,0,0,0,0,"Shadow Labyrinth",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3790,558,0,1414,0x0,0,0,0,0,0,0,"Auchenai Crypts",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3791,556,0,1415,0x0,0,0,0,0,0,0,"Sethekk Halls",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
3792,557,0,1416,0x0,0,0,0,0,0,0,"Mana-Tombs",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.75,,
3793,530,3483,1417,0x40004440,0,0,0,0,0,58,"Felspark Ravine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3794,530,3483,1418,0x40004440,0,0,0,0,0,58,"Valley of Bones",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3795,530,3483,1419,0x40004440,0,0,0,0,0,61,"Sha'naari Wastes",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3796,530,3483,1420,0x40004440,0,0,0,0,0,60,"The Warp Fields",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3797,530,3483,1421,0x40004440,0,0,0,0,491,62,"Fallen Sky Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3798,530,3483,1422,0x40004440,0,0,0,0,480,62,"Haal'eshi Gorge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3799,530,3483,1423,0x40004440,0,0,0,0,0,60,"Stonewall Canyon",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
3800,530,3483,1424,0x40004440,0,0,0,0,0,62,"Thornfang Hill",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.600000023842,,
