long,long,long,float,float,float,long,
148081,190119,8667,0.0,0.0,26.332736969,163,
148082,190119,8833,0.0,0.0,29.5050449371,163,
148083,190119,9000,0.0,0.0,32.9576835632,163,
148084,190119,9167,0.0,0.0,36.7126464844,163,
148085,190119,9333,0.0,0.0,40.7936210632,163,
148086,190119,9500,0.0,0.0,45.2257614136,163,
148087,190119,9667,0.0,0.0,50.0352935791,163,
148088,190119,9833,0.0,0.0,55.2486572266,163,
148089,190119,10000,0.0,0.0,60.8912620544,163,
148090,190119,10167,0.0,0.0,66.9854354858,163,
148091,190119,10333,0.0,0.0,73.5473937988,163,
148092,190119,10500,0.0,0.0,80.5831680298,163,
148093,190119,10667,0.0,0.0,88.0833358765,163,
148094,190119,10833,0.0,0.0,96.017074585,163,
148095,190119,11000,0.0,0.0,104.326820374,163,
148096,190119,11167,0.0,0.0,112.925209045,163,
148097,190119,11333,0.0,0.0,121.69669342,163,
148098,190119,11500,0.0,0.0,130.505310059,163,
148099,190119,11667,0.0,0.0,139.207946777,163,
148100,190119,11833,0.0,0.0,147.66986084,163,
148101,190119,12000,0.0,0.0,155.777877808,163,
148102,190119,12167,0.0,0.0,163.448425293,163,
148103,190119,12333,0.0,0.0,170.628814697,163,
148104,190119,12500,0.0,0.0,177.294082642,163,
148105,190119,12667,0.0,0.0,183.440948486,163,
148106,190119,12833,0.0,0.0,189.081619263,163,
148107,190119,13000,0.0,0.0,194.23828125,163,
148108,190119,13167,0.0,0.0,198.938552856,163,
148109,190119,13333,0.0,0.0,203.212600708,163,
148110,190119,13500,0.0,0.0,207.091018677,163,
148111,190119,13667,0.0,0.0,210.603485107,163,
148112,190119,13833,0.0,0.0,213.778244019,163,
148113,190119,14000,0.0,0.0,216.641387939,163,
148114,190119,14167,0.0,0.0,219.217102051,163,
148115,190119,14333,0.0,0.0,221.527374268,163,
148116,190119,14500,0.0,0.0,223.592254639,163,
148117,190119,14667,0.0,0.0,225.429992676,163,
148118,190119,14833,0.0,0.0,227.057052612,163,
148119,190119,15000,0.0,0.0,228.48828125,163,
148120,190119,15167,0.0,0.0,229.737365723,163,
148121,190119,15333,0.0,0.0,230.816574097,163,
148122,190119,15500,0.0,0.0,231.737030029,163,
148123,190119,15667,0.0,0.0,232.509002686,163,
148124,190119,15833,0.0,0.0,233.141662598,163,
148125,190119,16000,0.0,0.0,233.643508911,163,
148126,190119,16167,0.0,0.0,234.022247314,163,
148127,190119,16333,0.0,0.0,234.285049438,163,
148128,190119,16500,0.0,0.0,234.438369751,163,
148129,190119,16533,0.0,0.0,234.438369751,164,
148130,190119,21833,0.0,0.0,234.483566284,164,
148131,190119,21867,0.0,0.0,234.483566284,144,
148132,190119,22000,0.0,0.0,234.324707031,144,
148133,190119,22167,0.0,0.0,234.006408691,144,
148134,190119,22333,0.0,0.0,233.523117065,144,
148135,190119,22500,0.0,0.0,232.86920166,144,
148136,190119,22667,0.0,0.0,232.038787842,144,
148137,190119,22833,0.0,0.0,231.026092529,144,
148138,190119,23000,0.0,0.0,229.824920654,144,
148139,190119,23167,0.0,0.0,228.429260254,144,
148140,190119,23333,0.0,0.0,226.832931519,144,
148141,190119,23500,0.0,0.0,225.029754639,144,
148142,190119,23667,0.0,0.0,223.013641357,144,
148143,190119,23833,0.0,0.0,220.7787323,144,
148144,190119,24000,0.0,0.0,218.319198608,144,
148145,190119,24167,0.0,0.0,215.629714966,144,
148146,190119,24333,0.0,0.0,212.705383301,144,
148147,190119,24500,0.0,0.0,209.541809082,144,
148148,190119,24667,0.0,0.0,206.135421753,144,
148149,190119,24833,0.0,0.0,202.483642578,144,
148150,190119,25000,0.0,0.0,198.584915161,144,
148151,190119,25167,0.0,0.0,194.439163208,144,
148152,190119,25333,0.0,0.0,190.04788208,144,
148153,190119,25500,0.0,0.0,185.414413452,144,
148154,190119,25667,0.0,0.0,180.544189453,144,
148155,190119,25833,0.0,0.0,175.445022583,144,
148156,190119,26000,0.0,0.0,170.127151489,144,
148157,190119,26167,0.0,0.0,164.603637695,144,
148158,190119,26333,0.0,0.0,158.890258789,144,
148159,190119,26500,0.0,0.0,153.005615234,144,
148160,190119,26667,0.0,0.0,146.97102356,144,
148161,190119,26833,0.0,0.0,140.810287476,144,
148162,190119,27000,0.0,0.0,134.549545288,144,
148163,190119,27167,0.0,0.0,128.216674805,144,
148164,190119,27333,0.0,0.0,121.840896606,144,
148165,190119,27500,0.0,0.0,115.452186584,144,
148166,190119,27667,0.0,0.0,109.080619812,144,
148167,190119,27833,0.0,0.0,102.755813599,144,
148168,190119,28000,0.0,0.0,96.5062942505,144,
148169,190119,28167,0.0,0.0,90.3589706421,144,
148170,190119,28333,0.0,0.0,84.3387298584,144,
148171,190119,28500,0.0,0.0,78.4680480957,144,
148172,190119,28667,0.0,0.0,72.7668075562,144,
148173,190119,28833,0.0,0.0,67.2521438599,144,
148174,190119,29000,0.0,0.0,61.9384231567,144,
148175,190119,29167,0.0,0.0,56.8373756409,144,
148176,190119,29333,0.0,0.0,51.9581184387,144,
148177,190119,29500,0.0,0.0,47.3074417114,144,
148178,190119,29667,0.0,0.0,42.8899726868,144,
148179,190119,29833,0.0,0.0,38.7083740234,144,
148180,190119,30000,0.0,0.0,34.7636985779,144,
148181,190119,30167,0.0,0.0,31.055475235,144,
148182,190119,30333,0.0,0.0,27.5820579529,144,
148183,190119,30500,0.0,0.0,24.3407535553,144,
148184,190119,30667,0.0,0.0,21.328042984,144,
148185,190119,30833,0.0,0.0,18.5397415161,144,
148186,190119,31000,0.0,0.0,15.9711370468,144,
148187,190119,31167,0.0,0.0,13.6171197891,144,
148188,190119,31333,0.0,0.0,11.4723033905,144,
148189,190119,31500,0.0,0.0,9.53111457825,144,
148190,190119,31667,0.0,0.0,7.78784179688,144,
148191,190119,31833,0.0,0.0,6.23672199249,144,
148192,190119,32000,0.0,0.0,4.87201595306,144,
148193,190119,32167,0.0,0.0,3.68798804283,144,
148194,190119,32333,0.0,0.0,2.67900896072,144,
148195,190119,32500,0.0,0.0,1.83951795101,144,
148196,190119,32667,0.0,0.0,1.16414403915,144,
148197,190119,32833,0.0,0.0,0.647541999817,144,
148198,190119,33000,0.0,0.0,0.284613996744,144,
148199,190119,33167,0.0,0.0,0.0703940019011,144,
148200,190119,33333,0.0,0.0,0.0,144,
136082,190587,0,0.0,0.0,0.0,0,
136083,190587,33,0.146009996533,-0.977485001087,-0.119085997343,0,
136084,190587,67,0.280306994915,-1.95933699608,-0.213432997465,0,
136085,190587,100,0.40604698658,-2.94384789467,-0.289768010378,0,
136086,190587,133,0.525214016438,-3.93017601967,-0.352295011282,0,
136087,190587,167,0.639105975628,-4.91775178909,-0.403836011887,0,
136088,190587,233,0.854546010494,-6.89553499222,-0.481200993061,0,
136089,190587,300,1.05769896507,-8.87546157837,-0.532280981541,0,
136090,190587,400,1.3692690134,-11.8453502655,-0.569688975811,0,
136091,190587,467,1.57469296455,-13.8256292343,-0.575738012791,0,
136092,190587,533,1.76886701584,-15.8070745468,-0.570828020573,0,
136093,190587,600,1.94607198238,-17.7900943756,-0.557318985462,0,
136094,190587,667,2.10170507431,-19.774848938,-0.536891996861,0,
136095,190587,733,2.23170304298,-21.7614212036,-0.510688006878,0,
136096,190587,833,2.37883901596,-24.7438144684,-0.461914002895,0,
136097,190587,900,2.45708608627,-26.7328834534,-0.422852009535,0,
136098,190587,967,2.5218911171,-28.7223033905,-0.379014998674,0,
136099,190587,1033,2.57427310944,-30.7119693756,-0.330783009529,0,
136100,190587,1100,2.61515307426,-32.7018508911,-0.27842900157,0,
136101,190587,1167,2.64534497261,-34.6918144226,-0.222304001451,0,
136102,190587,1267,2.67219996452,-37.6767044067,-0.131646007299,0,
136103,190587,1367,2.67876505852,-40.661567688,-0.0337189994752,0,
136104,190587,1400,2.71723103523,-41.5361862183,-0.33159700036,0,
136105,190587,1500,2.95871305466,-43.7783203125,-2.28955101967,0,
136106,190587,1600,3.19580793381,-46.0298957825,-4.23711490631,0,
136107,190587,1733,3.50605607033,-49.0445976257,-6.81993293762,0,
136108,190587,1867,3.81053304672,-52.071559906,-9.38909244537,0,
136109,190587,2000,4.11004590988,-55.1090240479,-11.9464235306,0,
136110,190587,2167,4.47839403152,-58.918510437,-15.1286754608,0,
136111,190587,2267,4.69592285156,-61.211479187,-17.0296764374,0,
136112,190587,2533,5.26580810547,-67.3362121582,-22.087890625,0,
136113,190587,2700,5.60240411758,-71.1662368774,-25.2489147186,0,
136114,190587,2967,6.1314291954,-77.3029251099,-30.2971591949,0,
136115,190587,3133,6.46055793762,-81.1515884399,-33.4362792969,0,
136116,190587,3267,6.727227211,-84.2402877808,-35.9351387024,0,
136117,190587,3400,6.99882698059,-87.3390274048,-38.4211578369,0,
136118,190587,3533,7.27676105499,-90.4485702515,-40.8928375244,0,
136119,190587,3667,7.56224918365,-93.5696868896,-43.3490409851,0,
136120,190587,3767,7.78187417984,-95.9183502197,-45.1805419922,0,
136121,190587,4100,8.54267692566,-103.777809143,-51.2425422668,0,
136122,190587,4267,8.93237304688,-107.715873718,-54.2615966797,0,
136123,190587,4533,9.56385612488,-114.028701782,-59.0753173828,0,
136124,190587,4700,9.96408462524,-117.98613739,-62.0675315857,0,
136125,190587,4867,10.3675537109,-121.953613281,-65.0458984375,0,
136126,190587,5033,10.7739801407,-125.932891846,-68.0081787109,0,
136127,190587,5167,11.1010742188,-129.125869751,-70.3647613525,0,
136128,190587,5300,11.4298229218,-132.328567505,-72.7080230713,0,
136129,190587,5433,11.7601175308,-135.542129517,-75.036026001,0,
136130,190587,5533,12.0088634491,-137.960342407,-76.7706832886,0,
136131,190587,5633,12.258436203,-140.386291504,-78.4944915771,0,
136132,190587,5733,12.5088777542,-142.820800781,-80.2059631348,0,
136133,190587,5833,12.7605934143,-145.263290405,-81.9058609009,0,
136134,190587,5933,13.013712883,-147.712997437,-83.5952148438,0,
136135,190587,6067,13.3532037735,-150.989532471,-85.8323135376,0,
136136,190587,6200,13.6948442459,-154.277023315,-88.0530090332,0,
136137,190587,6333,14.0384588242,-157.574661255,-90.2582473755,0,
136138,190587,6467,14.3839521408,-160.881896973,-92.4488830566,0,
136139,190587,6600,14.7312288284,-164.198242188,-94.6254196167,0,
136140,190587,6733,15.0802001953,-167.523223877,-96.7883148193,0,
136141,190587,6867,15.4308395386,-170.856765747,-98.9378967285,0,
136142,190587,7000,15.7830944061,-174.198562622,-101.074203491,0,
136143,190587,7133,16.1369762421,-177.548751831,-103.197212219,0,
136144,190587,7267,16.4925003052,-180.90725708,-105.30657196,0,
136145,190587,7400,16.8497104645,-184.27456665,-107.40171814,0,
136146,190587,7533,17.208902359,-187.650756836,-109.482162476,0,
136147,190587,7667,17.5720252991,-191.033859253,-111.550582886,0,
136148,190587,7767,17.8474521637,-193.57749939,-113.091056824,0,
136149,190587,7867,18.125579834,-196.128723145,-114.61844635,0,
136150,190587,7967,18.4062900543,-198.689727783,-116.128761292,0,
136151,190587,8033,18.5947303772,-200.403656006,-117.124183655,0,
136152,190587,8100,18.784034729,-202.123474121,-118.109268188,0,
136153,190587,8167,18.9740257263,-203.849639893,-119.083076477,0,
136154,190587,8233,19.1644897461,-205.582275391,-120.045082092,0,
136155,190587,8300,19.3551979065,-207.321517944,-120.995132446,0,
136156,190587,8367,19.5459251404,-209.067184448,-121.933326721,0,
136157,190587,8433,19.7364597321,-210.819030762,-122.860038757,0,
136158,190587,8500,19.9266262054,-212.57649231,-123.775993347,0,
136159,190587,8567,20.1162796021,-214.339187622,-124.682037354,0,
136160,190587,8667,20.3995628357,-216.991775513,-126.02456665,0,
136161,190587,8767,20.6812515259,-219.653091431,-127.350059509,0,
136162,190587,8867,20.9617385864,-222.321929932,-128.660507202,0,
136163,190587,8967,21.241476059,-224.997497559,-129.957427979,0,
136164,190587,9067,21.5207004547,-227.679199219,-131.241729736,0,
136165,190587,9167,21.7996006012,-230.366592407,-132.51411438,0,
136166,190587,9267,22.0783424377,-233.059494019,-133.774856567,0,
136167,190587,9367,22.357049942,-235.757766724,-135.023956299,0,
136168,190587,9467,22.6358642578,-238.461532593,-136.261199951,0,
136169,190587,9567,22.9149074554,-241.170898437,-137.486221313,0,
136170,190587,9667,23.1942825317,-243.886016846,-138.69821167,0,
136171,190587,9767,23.4741516113,-246.607315063,-139.896209717,0,
136172,190587,9867,23.7546424866,-249.335205078,-141.078857422,0,
136173,190587,9967,24.0359458923,-252.070419312,-142.244384766,0,
136174,190587,10067,24.318271637,-254.813690186,-143.390335083,0,
136175,190587,10133,24.5071811676,-256.647674561,-144.141891479,0,
136176,190587,10200,24.6967773438,-258.48626709,-144.881881714,0,
136177,190587,10267,24.8871631622,-260.329986572,-145.608825684,0,
136178,190587,10333,25.0785121918,-262.1796875,-146.320236206,0,
136179,190587,10400,25.2709312439,-264.03717041,-147.010421753,0,
136180,190587,10467,25.4643421173,-265.903747559,-147.675552368,0,
136181,190587,10533,25.6586608887,-267.778656006,-148.316650391,0,
136182,190587,10600,25.8538169861,-269.66104126,-148.934814453,0,
136183,190587,10700,26.1479701996,-272.497680664,-149.821533203,0,
136184,190587,10767,26.344909668,-274.396270752,-150.387496948,0,
136185,190587,10833,26.5424575806,-276.300262451,-150.934890747,0,
136186,190587,10900,26.7405395508,-278.209075928,-151.46522522,0,
136187,190587,10967,26.939081192,-280.12197876,-151.980102539,0,
136188,190587,11033,27.1380443573,-282.038543701,-152.481338501,0,
136189,190587,11133,27.43708992,-284.918640137,-153.212417603,0,
136190,190587,11367,28.1361656189,-291.649200439,-154.876541138,0,
136191,190587,11433,28.3356266022,-293.569244385,-155.363876343,0,
136192,190587,11500,28.534702301,-295.485778809,-155.865097046,0,
136193,190587,11600,28.8336734772,-298.366851807,-156.592285156,0,
136194,190587,11667,29.0337181091,-300.295928955,-157.042190552,0,
136195,190587,11700,29.1341648102,-301.264251709,-157.250167847,0,
136196,190587,11733,29.2350196838,-302.235412598,-157.444091797,0,
136197,190587,11767,29.3363342285,-303.209259033,-157.62411499,0,
136198,190587,12067,30.2594814301,-311.99407959,-159.122146606,0,
136199,190587,12167,30.5697231293,-314.925445557,-159.601608276,0,
136200,190587,12267,30.8808231354,-317.859771729,-160.061584473,0,
136201,190587,12367,31.1926059723,-320.797363281,-160.500167847,0,
136202,190587,12433,31.4007778168,-322.75769043,-160.779083252,0,
136203,190587,12500,31.6091709137,-324.719696045,-161.045623779,0,
136204,190587,12567,31.8177623749,-326.683532715,-161.29788208,0,
136205,190587,12633,32.0265846252,-328.649475098,-161.533126831,0,
136206,190587,12700,32.2361373901,-330.617523193,-161.749816895,0,
136207,190587,12767,32.446308136,-332.587127686,-161.950241089,0,
136208,190587,12833,32.6568832397,-334.558135986,-162.136688232,0,
136209,190587,12933,32.9730529785,-337.51663208,-162.39414978,0,
136210,190587,13033,33.2889518738,-340.476989746,-162.629455566,0,
136211,190587,13133,33.6038131714,-343.438781738,-162.847045898,0,
136212,190587,13467,34.6352119446,-353.316955566,-163.523239136,0,
136213,190587,13533,34.8376846313,-355.294647217,-163.629959106,0,
136214,190587,13600,35.0390205383,-357.274169922,-163.699035645,0,
136215,190587,13633,35.1393318176,-358.264434814,-163.716369629,0,
136216,190587,13667,35.2394561768,-359.254882813,-163.721435547,0,
136217,190587,13700,35.3394050598,-360.245300293,-163.714202881,0,
136218,190587,13733,35.4392127991,-361.235565186,-163.694992065,0,
136219,190587,13800,35.6389274597,-363.215301514,-163.627792358,0,
136220,190587,13867,35.8390846252,-365.193786621,-163.530593872,0,
136221,190587,13933,36.0389060974,-367.170623779,-163.403594971,0,
136222,190587,14000,36.2376441956,-369.145446777,-163.24798584,0,
136223,190587,14067,36.4347190857,-371.118286133,-163.066055298,0,
136224,190587,14167,36.7262954712,-374.073638916,-162.750167847,0,
136225,190587,14233,36.9176635742,-376.041412354,-162.515518188,0,
136226,190587,14300,37.1065406799,-378.007537842,-162.265090942,0,
136227,190587,14367,37.2924995422,-379.972076416,-162.001281738,0,
136228,190587,14433,37.474697113,-381.935394287,-161.725036621,0,
136229,190587,14533,37.7433242798,-384.877838135,-161.29057312,0,
136230,190587,14633,38.0089073181,-387.81729126,-160.834503174,0,
136231,190587,14733,38.2735786438,-390.753540039,-160.358078003,0,
136232,190587,14833,38.5391273499,-393.68637085,-159.861160278,0,
136233,190587,14933,38.8072395325,-396.615264893,-159.342849731,0,
136234,190587,15000,38.9882850647,-398.5652771,-158.984329224,0,
136235,190587,15067,39.171913147,-400.512908936,-158.614334106,0,
136236,190587,15133,39.3588752747,-402.457733154,-158.231399536,0,
136237,190587,15200,39.548789978,-404.397644043,-157.825759888,0,
136238,190587,15267,39.7405090332,-406.332183838,-157.395828247,0,
136239,190587,15333,39.9337043762,-408.262420654,-156.948028564,0,
136240,190587,15400,40.1282119751,-410.189453125,-156.486785889,0,
136241,190587,15500,40.4221801758,-413.075592041,-155.777664185,0,
136242,190587,15767,41.2196121216,-420.764038086,-153.860595703,0,
136243,190587,15833,41.4232025146,-422.690490723,-153.4009552,0,
136244,190587,15867,41.5261116028,-423.656036377,-153.18170166,0,
136245,190587,15900,41.6301193237,-424.624206543,-152.975082397,0,
136246,190587,15967,41.8447303772,-426.565063477,-152.586456299,0,
136247,190587,16033,42.0760421753,-428.49899292,-152.173965454,0,
136248,190587,16067,42.2039833069,-429.460357666,-151.949432373,0,
136249,190587,16100,42.3499031067,-430.412353516,-151.698104858,0,
136250,190587,16133,42.5425949097,-431.333831787,-151.377334595,0,
136251,190587,16167,42.7009277344,-432.216094971,-151.511184692,0,
136252,190587,16300,43.1233940125,-435.772125244,-153.252410889,0,
136253,190587,16533,43.8630142212,-442.000854492,-156.287902832,0,
136254,190587,16667,44.2861251831,-445.568634033,-158.004852295,0,
136255,190587,16767,44.603805542,-448.250823975,-159.279220581,0,
136256,190587,16867,44.921875,-450.940460205,-160.537490845,0,
136257,190587,16933,45.134223938,-452.739074707,-161.364578247,0,
136258,190587,17033,45.4538879395,-455.44418335,-162.588821411,0,
136259,190587,17100,45.6679000854,-457.253570557,-163.391601563,0,
136260,190587,17167,45.8823432922,-459.069610596,-164.178909302,0,
136261,190587,17233,46.0968360901,-460.893554688,-164.947875977,0,
136262,190587,17300,46.3109397888,-462.725372314,-165.6978302,0,
136263,190587,17367,46.5243339539,-464.564239502,-166.430618286,0,
136264,190587,17600,47.2656822205,-471.020996094,-168.944335938,0,
136265,190587,17667,47.4765968323,-472.87197876,-169.646636963,0,
136266,190587,17733,47.6873207092,-474.729644775,-170.331192017,0,
136267,190587,17767,47.7926368713,-475.661468506,-170.665435791,0,
136268,190587,17833,48.0032157898,-477.53137207,-171.315811157,0,
136269,190587,17900,48.2137336731,-479.410064697,-171.940216064,0,
136270,190587,17967,48.4242095947,-481.297698975,-172.53729248,0,
136271,190587,18033,48.6347198486,-483.193847656,-173.106643677,0,
136272,190587,18133,48.9516525269,-486.050842285,-173.916549683,0,
136273,190587,18200,49.1633834839,-487.961486816,-174.434631348,0,
136274,190587,18267,49.3751449585,-489.875701904,-174.939422607,0,
136275,190587,18367,49.692401886,-492.752227783,-175.676925659,0,
136276,190587,18467,50.0086135864,-495.633514404,-176.395996094,0,
136277,190587,18600,50.4274902344,-499.480682373,-177.33380127,0,
136278,190587,18733,50.8415107727,-503.332305908,-178.255340576,0,
136279,190587,18900,51.3478927612,-508.150939941,-179.395477295,0,
136280,190587,19033,51.7426567078,-512.009887695,-180.294189453,0,
136281,190587,19133,52.0343818665,-514.90802002,-180.953414917,0,
136282,190587,19233,52.3237800598,-517.81060791,-181.594024658,0,
136283,190587,19300,52.5160865784,-519.748596191,-182.007736206,0,
136284,190587,19367,52.7084159851,-521.689331055,-182.408218384,0,
136285,190587,19433,52.9012641907,-523.633239746,-182.79296875,0,
136286,190587,19500,53.0951957703,-525.580627441,-183.158889771,0,
136287,190587,19567,53.2905235291,-527.532043457,-183.502456665,0,
136288,190587,19633,53.4857597351,-529.487487793,-183.821426392,0,
136289,190587,19700,53.6807250977,-531.44708252,-184.115020752,0,
136290,190587,19767,53.8755950928,-533.41015625,-184.383651733,0,
136291,190587,19867,54.1682281494,-536.360229492,-184.744338989,0,
136292,190587,19933,54.3639221191,-538.329528809,-184.962081909,0,
136293,190587,20000,54.5604133606,-540.300109863,-185.167510986,0,
136294,190587,20267,55.3567962646,-548.185791016,-185.945343018,0,
136295,190587,20367,55.6588630676,-551.144836426,-186.212188721,0,
136296,190587,20433,55.8608169556,-553.118835449,-186.37550354,0,
136297,190587,20500,56.0630569458,-555.093933105,-186.524093628,0,
136298,190587,20567,56.2654190063,-557.07019043,-186.655151367,0,
136299,190587,20633,56.467754364,-559.047790527,-186.765762329,0,
136300,190587,20667,56.5688476563,-560.036987305,-186.81237793,0,
136301,190587,20733,56.7707939148,-562.016296387,-186.886047363,0,
136302,190587,20800,56.9729423523,-563.996459961,-186.932312012,0,
136303,190587,20867,57.1760139465,-565.976867676,-186.952636719,0,
136304,190587,20933,57.3795585632,-567.957458496,-186.948287964,0,
136305,190587,21033,57.6846237183,-570.927856445,-186.901321411,0,
136306,190587,21100,57.8871116638,-572.907775879,-186.848480225,0,
136307,190587,21200,58.1885032654,-575.877258301,-186.747619629,0,
136308,190587,21367,58.6827049255,-580.826293945,-186.554382324,0,
136309,190587,21433,58.877494812,-582.805725098,-186.465957642,0,
136310,190587,21533,59.1675300598,-585.774047852,-186.31060791,0,
136311,190587,21633,59.4556808472,-588.741516113,-186.138214111,0,
136312,190587,21833,60.0275802612,-594.67565918,-185.771652222,0,
136313,190587,22033,60.5974655151,-600.610656738,-185.415847778,0,
136314,190587,22133,60.8814163208,-603.579467773,-185.2603302,0,
136315,190587,22200,61.0707321167,-605.559509277,-185.172561646,0,
136316,190587,22267,61.2603340149,-607.539978027,-185.097015381,0,
136317,190587,22367,61.5447120667,-610.511413574,-185.002914429,0,
136318,190587,22633,62.2929077148,-618.437438965,-184.799789429,0,
136319,190587,22700,62.4746780396,-620.419128418,-184.738174438,0,
136320,190587,22767,62.6530075073,-622.400634766,-184.661819458,0,
136321,190587,22867,62.9146308899,-625.372558594,-184.528945923,0,
136322,190587,22967,63.169128418,-628.344482422,-184.380310059,0,
136323,190587,23067,63.4152412415,-631.316101074,-184.213165283,0,
136324,190587,23133,63.573841095,-633.296813965,-184.089675903,0,
136325,190587,23200,63.7273292542,-635.27722168,-183.955337524,0,
136326,190587,23233,63.8028106689,-636.259338379,-183.953231812,0,
136327,190587,23367,64.1146621704,-640.054992676,-185.115737915,0,
136328,190587,23433,64.2660903931,-641.957946777,-185.681106567,0,
136329,190587,23500,64.4130401611,-643.865905762,-186.230667114,0,
136330,190587,23567,64.5550308228,-645.77923584,-186.762680054,0,
136331,190587,23700,64.8362121582,-649.61315918,-187.800643921,0,
136332,190587,23733,64.9055557251,-650.574523926,-188.049728394,0,
136333,190587,23767,64.9711685181,-651.538879395,-188.287658691,0,
136334,190587,23867,65.1552581787,-654.440979004,-188.96812439,0,
136335,190587,23967,65.3302307129,-657.348144531,-189.628616333,0,
136336,190587,24300,65.8596038818,-667.051574707,-191.788101196,0,
136337,190587,24600,66.339553833,-675.788146973,-193.714309692,0,
136338,190587,24767,66.6234741211,-680.64276123,-194.776016235,0,
136339,190587,24900,66.868522644,-684.526367188,-195.620574951,0,
136340,190587,25000,67.0702209473,-687.438781738,-196.249923706,0,
136341,190587,25100,67.2945709229,-690.350402832,-196.875411987,0,
136342,190587,25200,67.5406112671,-693.260864258,-197.497665405,0,
136343,190587,25300,67.8062896729,-696.170593262,-198.11579895,0,
136344,190587,25400,68.0886535645,-699.079772949,-198.728713989,0,
136345,190587,25500,68.3835830688,-701.989074707,-199.335037231,0,
136346,190587,25633,68.7865829468,-705.869873047,-200.130477905,0,
136347,190587,25733,69.0859909058,-708.783325195,-200.71472168,0,
136348,190587,25833,69.3749923706,-711.700500488,-201.284866333,0,
136349,190587,25933,69.6680374146,-714.621337891,-201.834243774,0,
136350,190587,26033,69.9676589966,-717.545593262,-202.361526489,0,
136351,190587,26133,70.272102356,-720.47277832,-202.868408203,0,
136352,190587,26500,71.3845367432,-731.217102051,-204.666412354,0,
136353,190587,26533,71.4854812622,-732.195556641,-204.819778442,0,
136354,190587,26600,71.6870117188,-734.155578613,-205.104721069,0,
136355,190587,26667,71.8877944946,-736.119812012,-205.360977173,0,
136356,190587,26767,72.1888656616,-739.07019043,-205.711914063,0,
136357,190587,26867,72.4932174683,-742.021728516,-206.050842285,0,
136358,190587,26933,72.6958236694,-743.991210938,-206.2605896,0,
136359,190587,27000,72.8968276978,-745.962463379,-206.454147339,0,
136360,190587,27067,73.0958786011,-747.935424805,-206.632720947,0,
136361,190587,27133,73.2929916382,-749.909606934,-206.798782349,0,
136362,190587,27233,73.5855178833,-752.872741699,-207.029754639,0,
136363,190587,27333,73.8748397827,-755.837341309,-207.244247437,0,
136364,190587,27467,74.2547302246,-759.792358398,-207.507843018,0,
136365,190587,27600,74.6304550171,-763.748840332,-207.754348755,0,
136366,190587,27833,75.2861557007,-770.673828125,-208.170806885,0,
136367,190587,28300,76.6048965454,-784.524291992,-208.98324585,0,
136368,190587,28567,77.374206543,-792.436950684,-209.451965332,0,
136369,190587,28700,77.7752304077,-796.391052246,-209.697677612,0,
136370,190587,28800,78.0888137817,-799.354919434,-209.888031006,0,
136371,190587,28900,78.4160461426,-802.316894531,-210.083892822,0,
136372,190587,29133,79.2090072632,-809.224609375,-210.545349121,0,
136373,190587,29233,79.5384750366,-812.186828613,-210.733963013,0,
136374,190587,29333,79.856300354,-815.150695801,-210.915817261,0,
136375,190587,29467,80.26587677,-819.104309082,-211.156738281,0,
136376,190587,29867,81.4787979126,-830.966125488,-211.882888794,0,
136377,190587,30167,82.378578186,-839.864440918,-212.411834717,0,
136378,190587,30333,82.8751602173,-844.809448242,-212.686187744,0,
136379,190587,30467,83.2710952759,-848.766418457,-212.888259888,0,
136380,190587,30567,83.5671768188,-851.735168457,-213.022964478,0,
136381,190587,30667,83.8618850708,-854.70489502,-213.134857178,0,
136382,190587,30733,84.0566864014,-856.68536377,-213.195632935,0,
136383,190587,30800,84.2498855591,-858.666381836,-213.242965698,0,
136384,190587,30867,84.4412612915,-860.647827148,-213.274276733,0,
136385,190587,30933,84.6307373047,-862.629699707,-213.287536621,0,
136386,190587,31000,84.8185195923,-864.611816406,-213.282058716,0,
136387,190587,31067,85.0051651001,-866.593811035,-213.26008606,0,
136388,190587,31333,85.7555084229,-874.520996094,-213.114395142,0,
136389,190587,31433,86.036781311,-877.492980957,-213.031112671,0,
136390,190587,31533,86.3170471191,-880.464416504,-212.926727295,0,
136391,190587,31667,86.6906967163,-884.425476074,-212.764404297,0,
136392,190587,31967,87.5438842773,-893.334716797,-212.355911255,0,
136393,190587,32067,87.8359222412,-896.301391602,-212.176269531,0,
136394,190587,32233,88.3315353394,-901.242248535,-211.833877563,0,
136395,190587,32300,88.5322799683,-903.219787598,-211.721984863,0,
136396,190587,32367,88.7337341309,-905.19909668,-211.645721436,0,
136397,190587,32400,88.834526062,-906.18927002,-211.623855591,0,
136398,190587,32433,88.9353027344,-907.179504395,-211.613967896,0,
136399,190587,32467,89.0363540649,-908.169799805,-211.617599487,0,
136400,190587,32533,89.2392196655,-910.150085449,-211.657501221,0,
136401,190587,32633,89.544883728,-913.118469238,-211.771133423,0,
136402,190587,32767,89.9540176392,-917.074890137,-211.960617065,0,
136403,190587,32833,90.159034729,-919.053527832,-212.046112061,0,
136404,190587,32900,90.364151001,-921.032897949,-212.106643677,0,
136405,190587,32933,90.4666748047,-922.022888184,-212.121185303,0,
136406,190587,32967,90.569190979,-923.013244629,-212.124282837,0,
136407,190587,33067,90.8770523071,-925.983520508,-212.101699829,0,
136408,190587,33133,91.0826263428,-927.963317871,-212.05708313,0,
