long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,
2166,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2167,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,16000.0,16000.0,16000.0,16000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2168,4,0,720,1440,2160,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-0.25,-0.25,-0.10000000149,-0.25,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2169,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2170,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.0,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2171,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2172,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2173,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,16000.0,16000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2174,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-0.10000000149,-0.10000000149,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2175,4,0,750,1440,2130,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2176,4,0,750,1440,2130,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.0,0.0,0.0,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2177,4,0,750,1440,2130,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2178,4,0,750,1440,2130,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2179,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,16000.0,16000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2180,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.0,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2181,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2182,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.550000011921,0.699999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2183,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2184,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2185,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,16000.0,16000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2186,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-0.10000000149,-0.10000000149,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2187,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2188,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.800000011921,0.800000011921,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2189,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2190,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2191,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,4000.0,4000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2192,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.10000000149,0.10000000149,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2193,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2194,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.40000000596,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2195,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2196,3,0,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2197,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1000.0,1000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2198,2,1440,2870,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-1.0,-1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2199,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2200,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2201,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2202,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2203,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,10000.0,10000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2204,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.10000000149,-0.10000000149,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2205,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2206,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.0,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2207,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2208,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2209,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,9000.0,9000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2210,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-1.0,-1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2211,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2212,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2213,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2214,0,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2215,4,0,720,1440,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,16000.0,16000.0,18000.0,17000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2216,4,0,720,1440,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.300000011921,0.40000000596,0.5,0.300000011921,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2217,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2218,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.5,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2219,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2220,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2221,4,0,720,1440,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,4500.0,4500.0,4500.0,4500.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2222,4,0,720,1440,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-0.5,-0.5,-0.5,-0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2223,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2224,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2225,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2226,1,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2227,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,8500.0,8500.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2228,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-0.10000000149,-0.10000000149,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2229,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2230,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.5,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2231,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2232,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2233,4,0,720,1440,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,15000.0,15000.0,15000.0,15000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2234,4,0,720,1440,2520,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-0.20000000298,-0.20000000298,-0.300000011921,-0.20000000298,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2235,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2236,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.5,0.5,0.5,0.5,0.5,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2237,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,0.949999988079,0.949999988079,0.949999988079,0.949999988079,0.949999988079,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2238,5,0,720,1440,2520,2640,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,1.0,1.0,1.0,1.0,1.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
2239,2,0,1440,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,-858993460,6000.0,6000.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,-107374176.0,
