long,byte,byte,byte,byte,byte,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,
520,0,0,128,63,0,4128768,0,-390029312,738197507,-889192447,1073741834,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,50380543,4108,0,1073741824,0,
521,0,0,128,63,64,4022547,-1711276032,-901801575,738197504,704643073,1426063360,452984832,1543503872,54395535,50331648,0,4194304,-1707048960,1228839321,4145309,0,-1711276032,4135321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,1681883136,50395391,4113,0,1073741824,0,
522,90,100,27,63,65,1111415793,-1707350688,-792692327,-939524089,603979776,67108879,452984833,-1543503872,4103536,0,0,0,0,-704643072,4152773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-872415232,117440511,0,0,1074618434,0,
523,205,204,204,61,35,4090698,0,-805306368,-939524089,-1476395008,-1056964598,452984833,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-851462718,4050124,-855638016,4148428,0,0,0,0,234881024,1614713022,633315557,792707334,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1073741824,0,
524,145,237,220,62,0,4128768,0,-398417920,-939524093,671088640,12,0,0,0,0,0,0,0,-1543503872,4160880,0,0,1157627904,4137176,4243456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67052544,4118,0,1073741824,0,
525,0,0,128,63,53,4112990,855638016,-398511309,738197507,1493172225,536870913,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-855638016,624938188,4047110,620756992,1354645766,-1371588356,-1195314873,-1707028194,4151705,0,-687865856,-2025881437,4246806,0,0,0,0,0,4343808,4376576,-16777216,36864107,0,0,1092616192,0,
526,0,0,128,63,53,4112990,-855638016,-398521140,738197507,1493172225,536870913,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,-2143268864,4063415,620756992,1354645766,1698642172,624853162,-1707163386,4151705,0,-687865856,-1019248477,4208885,0,0,0,0,0,4343808,4376576,-16777216,36139105,4131,0,1092616192,0,
527,0,0,128,63,53,4112990,855638016,-398511309,738197507,1493172225,536870913,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-1711276032,1698699673,-851541846,624905420,1354645766,-1371588356,-1195314873,-1707028194,4151705,0,-687865856,-2025881437,4246806,0,0,0,0,0,4343808,4376576,-16777216,36864107,0,0,1092616192,0,
528,0,0,200,66,147,4151977,855638016,-230714573,11,-16777216,-1493172223,855638016,0,150994944,83886080,0,0,0,-1543503872,-851477136,-1891676980,-851462718,624987340,859685126,79737651,-197295955,624932093,633291014,4178182,0,0,0,0,0,0,0,0,0,0,172093440,-851696681,-1757319988,52938752,4148,0,1073741824,0,
530,133,235,49,64,0,171917312,3941335,-398458880,-939524093,-1409286144,67108864,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67108863,0,0,1073741824,0,
531,12,2,171,62,0,4071057,0,2101346304,-822083584,-16777209,-704643071,0,167772160,54338519,50331648,0,4194304,171986944,4146135,-1711276032,-1891755623,-851511870,-952185652,-1707145030,4233625,0,0,0,-855638016,-2025927476,-2017441514,272648470,-1371506344,12644679,1023410176,1900001034,4180541,4263936,4268032,-1958731776,1715512172,-1723799962,67108863,0,1,1073741824,0,
532,145,237,220,62,0,171835392,3974103,-398417920,-939524093,671088640,67108876,0,0,0,0,0,0,0,-1543503872,4160880,0,1711276032,1161750118,4137176,4243456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,66121942,0,0,1073741824,0,
533,0,0,32,64,0,171884544,3974103,1564442624,738197505,-1879048191,4,0,335544320,4081582,0,0,0,0,0,-1707130880,-1707206247,4069785,0,0,0,0,0,0,0,-2025824256,-2025862890,4180246,0,0,0,0,0,0,0,0,0,-16777216,33573631,4193,0,1073741824,0,
536,0,0,32,64,0,171900928,3974103,1564442624,738197505,-1879048191,1073741828,0,-855638016,4082892,0,0,0,0,0,-1707130880,-1707206247,4069785,0,0,0,0,0,0,0,-2025824256,-2017474282,12568854,0,0,0,0,0,0,0,-1706914816,4272537,-16777216,33573631,0,0,1073741824,0,
537,205,204,204,61,0,4128768,0,-805306368,-939524089,-1476395008,-1056964598,33554433,0,50331648,50331648,0,4194304,4227072,-1543503872,-1019249296,-1891686155,4175298,4096000,-855638016,4230348,0,0,0,0,234881024,1614713022,633315557,792707334,12624093,0,0,0,0,0,4300800,4376576,-12615680,49005633,4198,0,1084227584,0,
538,12,2,171,62,0,4112384,855638016,-398478541,3,0,1174405121,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,0,-2025881600,-2017474282,4180246,0,0,-1207959552,-1539406562,4111728,1715372032,4122214,4396544,4481280,-16777216,65667327,4203,0,1073741824,0,
539,205,204,204,61,0,4128768,0,-805306368,-939524089,-1711276032,-1056964597,33554433,0,50331648,50331648,0,4194304,4227072,-1543503872,-1019249296,-1891686155,4175298,4096000,-855638016,4230348,0,0,0,0,234881024,1614713022,633315557,792707334,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,4212,0,1084227584,0,
540,113,61,74,62,0,4096000,0,-398458880,-939524093,-150994944,-2080374780,855638016,0,0,0,0,0,-855638016,4140236,4145152,0,-855638016,-549532468,1715469647,-2092874138,624916817,1790886150,138448060,12615852,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,50393340,0,0,1073741824,0,
541,0,0,128,63,154,4102553,-1711276032,-398485095,738197507,-2080374783,1744830464,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-1711276032,624892313,4112646,12673024,0,0,0,0,0,0,1275068416,12609847,0,0,0,0,0,0,-1472139264,4199366,-12615680,60031124,4217,0,1073741824,0,
542,0,0,128,63,154,4102553,-1711276032,-398485095,738197507,-2080374783,1744830464,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,1711276032,624911974,4112646,12673024,0,0,0,1711276032,4122214,0,-1207959552,-1203680994,4278558,0,0,0,0,0,1967212544,-1707073389,-12609127,60031124,4222,0,1073741824,0,
543,102,102,22,63,23,4084151,-1711276032,-264283751,738197504,-1090519039,1744830470,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,-750798439,4071646,0,0,0,0,855638016,4191027,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,591537664,859867611,-12516557,33617397,0,0,1073741824,0,
544,0,0,128,64,163,171875329,3941335,-402653184,-939524093,1291845632,3,452984832,0,0,0,0,0,0,0,4145152,0,1711276032,4179558,0,620756992,4178182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,33572334,0,0,1082147209,0,
545,121,233,230,62,184,4137246,0,-801210368,-939524089,671088640,-1073741812,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-1707100734,2000558489,-1707122387,2084624793,-1673613070,-675344188,4161699,0,4194304,0,0,0,0,0,0,0,0,0,4194304,1715544064,-1723824538,50331903,4231,0,1073741824,0,
546,113,61,74,62,0,4071057,855638016,-398478541,738197507,771751937,1207959553,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,624902144,4112646,4210688,0,0,0,0,0,0,0,788529152,4235485,0,0,0,0,0,4300800,4227072,-868253696,67108863,4240,0,1073741824,0,
547,154,153,153,62,163,4103169,855638016,-398462157,738197507,771751937,1207959553,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,855638016,-113298637,4147471,4243456,0,0,0,0,0,0,0,788529152,4235485,0,0,0,0,0,4300800,4227072,-1723891712,67108863,0,0,1073741824,0,
548,154,153,153,62,163,4103169,-1711276032,-398485095,738197507,771751937,1073741825,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,788529152,4235485,0,0,0,0,0,4300800,4227072,-12615680,117440511,0,0,1073741824,0,
549,154,153,153,62,233,4129062,-855638016,-398537524,738197507,771751937,1207959553,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,855638016,-2025876685,-1707095786,4295065,0,0,0,0,0,0,0,788529152,4235485,0,0,0,0,0,4300800,4227072,1816100864,67108863,0,0,1073741824,0,
550,0,0,200,66,147,4151977,855638016,-230714573,11,-16777216,-1493172223,855638016,0,150994944,83886080,0,0,0,-1543503872,-851477136,-1891676980,-851462718,624987340,859685126,79737651,-197295955,624932093,633291014,4178182,0,0,0,0,0,0,0,0,0,0,172093440,-851696681,-1757319988,52938752,4148,0,1073741824,0,
551,0,0,200,66,147,4151977,0,-222257152,11,-16777216,-419430399,855638016,0,150994944,83886080,0,0,0,-1543503872,-851477136,-1891676980,-851462718,624987340,859685126,79737651,-197295955,624932093,633291014,4178182,0,0,0,0,0,0,0,0,0,0,180428800,-851696681,-1757319988,66957315,4253,0,1073741824,0,
552,0,0,128,63,163,4103169,-1711276032,-398485095,738197507,16777217,1224736768,150994944,-855638016,20794572,150994944,0,0,4268032,0,692011008,4067164,-1711276032,624892313,1715388678,4277862,0,0,0,1711276032,1614767718,-843079451,272600268,-1195311784,4247838,0,0,0,0,0,4300800,4227072,-12615680,50383619,4294,0,1073741824,0,
553,0,0,128,63,163,4103169,-1711276032,-398485095,738197507,16777217,1224736768,150994944,-855638016,20794572,150994944,0,0,4268032,0,692011008,4067164,-855638016,624872652,1715388678,4277862,0,0,0,1711276032,1614767718,633315557,-1665220346,1287622852,12607799,0,0,0,0,0,4300800,4227072,-12615680,53075816,0,0,1073741824,0,
554,0,0,128,63,163,4103169,-1711276032,-398485095,738197507,16777217,1224736768,150994944,-855638016,20794572,150994944,0,0,4268032,0,692011008,4067164,-855638016,624938188,1715388678,4277862,0,0,0,1711276032,1614820966,-188768027,280999165,12647768,0,0,0,0,0,0,4300800,4227072,-12615680,59888128,0,0,1073741824,0,
555,72,225,250,62,35,1866361674,-1707474158,2118142361,738197504,-822083583,218103824,520093696,-335544320,87898193,100663296,-855638016,-851436340,339809484,809420718,4090154,-1371537408,1715429703,-381753754,-851455706,4287692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314709504,4219011,-12546048,67070970,4346,0,1073741824,0,
556,72,225,250,62,163,4103169,0,390086656,738197505,50331649,1174405137,0,167772160,37561303,100663296,-855638016,-851436340,4265164,-704643072,4107350,-1371537408,4153671,-29458432,-851470124,625044684,-742539002,12460254,0,1711276032,4154982,0,0,-1207959552,4278558,0,0,0,0,-855638016,4213964,0,-16777216,53139968,0,0,1073741824,0,
557,12,2,171,62,0,4071057,0,2101346304,721420288,-2130706431,369098753,0,167772160,54338519,50331648,0,4194304,171986944,4146135,-1711276032,-1891755623,4126146,-956301312,859769018,4301619,0,0,0,-855638016,-2025927476,-2017441514,272648470,-1371506344,12644679,-1711276032,524163481,-1371608187,4088135,4145152,0,0,-16777216,54147839,0,0,1073741824,0,
558,12,2,171,62,205,4050124,0,2101346304,721420288,-2130706431,369098753,0,167772160,54338519,50331648,0,4194304,171986944,4146135,-1711276032,-1891755623,-851511870,-952251188,859769018,4301619,0,0,0,-855638016,4189388,0,0,0,0,-1711276032,524163481,4123525,4194304,4235264,0,0,-16777216,54147839,4395,0,1073741824,0,
559,205,204,204,61,35,4090698,0,-805306368,-939524089,-1476395008,-1056964598,452984833,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-851462718,4050124,-855638016,4148428,0,0,0,0,234881024,1614713022,633315557,792707334,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1073741824,0,
560,12,2,171,62,154,4037017,0,2101346304,721420288,-2130706431,369098753,0,167772160,54338519,50331648,0,4194304,171986944,4146135,-1711276032,-1891755623,-851511870,-952251188,859769018,4301619,0,0,0,0,0,0,0,0,0,-1711276032,524163481,4123525,4194304,4235264,0,0,-16777216,54147839,4408,0,1073741824,0,
561,121,233,230,62,184,4137246,0,-792821760,-939524089,671088640,-1073741812,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-1707100734,2000558489,-1707122387,2084624793,-1673613070,-675344188,4161699,0,0,0,0,0,0,0,0,0,0,0,4194304,1715544064,-1723824538,50331903,0,0,1073741824,0,
562,205,204,204,61,29,4099896,0,-805306368,-939524089,1157627904,-1056964591,452984833,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-1707100734,-750872167,4071646,4194304,0,0,0,0,234881024,1614713022,633315557,792707334,12624093,0,0,0,0,0,4300800,4376576,-12615680,50129566,4456,0,1073741824,0,
563,205,204,204,61,0,4096000,0,-1220526080,11,-822083584,1811939344,452984832,0,117440512,67108864,0,4268032,4268032,-1543503872,4160880,4128768,4128768,-851542016,4164812,0,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,4343808,4268032,-12509184,56099662,4461,0,1073741824,0,
564,205,204,204,61,184,4039599,0,-255901696,738197504,-1090519039,1744830470,452984832,0,117440512,67108864,0,4268032,4268032,-1543503872,4160880,0,1711276032,-1673566618,-1119940412,11896375,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,599901184,859867611,-12516557,35348979,0,0,1073741824,0,
565,205,204,204,61,23,4084151,-1711276032,-255895143,738197504,-1090519039,671088646,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,-650195764,4155709,0,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,599842816,859867611,-12516557,37597934,4470,0,1073741824,0,
566,205,204,204,61,199,4122810,-855638016,851365068,0,-2097152000,1744830481,855638017,0,33554432,33554432,0,4227072,4227072,-1543503872,4160880,0,-855638016,1782500556,4166844,12656640,0,0,0,1711276032,4122214,0,0,0,0,-855638016,-851489588,-2059449140,-851488277,4148428,-951997440,-851377333,-12542772,35010351,4519,0,1091782574,0,
567,10,215,71,64,50,4133973,-1711276032,-398485095,738197507,-1409286143,1258291217,855638017,0,100663296,67108864,0,0,0,0,-851492864,-1707094836,-851469927,1161759948,-851500840,4213964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715576832,4271718,-12503040,50331647,0,0,1086129701,0,
568,213,120,217,63,175,171881876,-851729449,-398537524,738197507,-738197503,1073741841,452984832,0,50331648,50331648,0,4194304,4227072,1224736768,4145309,0,-855638016,624872652,-851558138,-843100980,-843084596,960466124,960497844,12585140,0,0,0,0,0,0,0,0,0,0,4300800,4227072,926908416,66780927,4604,0,1073741824,0,
569,205,204,204,61,244,4064509,0,-805306368,-939524089,-1476395008,1207959562,452984835,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-851462718,1614662860,4169957,12697600,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1069623017,0,
570,164,112,9,64,53,4112990,0,-398557184,738197507,-738197503,1073741841,452984832,1375731712,54402744,50331648,0,4194304,4227072,1224736768,4145309,0,-855638016,4132044,-855638016,-843100980,-843084596,960466124,960497844,12585140,0,0,0,0,0,0,0,0,0,0,4300800,4227072,373260288,66780927,4613,0,1073741824,0,
571,0,0,128,64,0,4096000,0,-801128448,-939524089,234881024,-922746862,855638016,0,50331648,50331648,-855638016,1715477708,4230758,-1543503872,-851477136,1212075212,4127457,0,0,4333568,0,0,0,-855638016,2000653516,960454957,280987828,1782610264,12617916,-1207959552,171918622,-851467305,171855052,4105175,4376576,4409344,-16777216,67043583,1860,0,1073741824,0,
572,205,204,204,61,65,4119537,0,-398417920,-939524093,1275068416,1140850706,1,0,0,0,0,0,0,419430400,4138500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1992156160,1715503169,-12573082,59937535,0,2,1088226853,0,
573,205,204,204,61,205,4050124,0,-264273920,738197504,-1090519039,1761607686,855638017,0,117440512,67108864,0,4268032,4268032,-1543503872,4160880,0,-1711276032,2101221785,-1119851201,11896375,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,-1472110592,-1707076666,-12496487,35348979,0,0,1101004800,0,
574,100,59,127,63,233,4129062,0,-301989888,7,1157627904,-1375731695,452984833,0,50331648,50331648,0,4194304,1547730944,4129423,4145152,0,0,4161536,-1124073472,11896375,0,0,0,0,2000650240,2008998189,1161748781,1170153688,4137176,0,0,0,0,0,-163450880,4268072,-16777216,50331647,4728,0,1089483047,0,
575,0,0,128,63,196,4143793,1711276032,-390109594,738197507,-2130706431,1207959570,452984833,0,50331648,50331648,0,4194304,4227072,-1375731712,4096327,0,-1711276032,4184473,-1711276032,4200857,0,0,0,855638016,4141875,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,33554687,0,0,1095342490,0,
576,0,0,128,63,196,4143793,-855638016,-390099764,738197507,-1442840575,1207959570,452984833,0,50331648,50331648,0,4194304,4227072,-1375731712,4096327,0,855638016,4141875,-1711276032,4200857,0,0,0,855638016,4141875,0,0,0,0,0,0,0,0,0,4300800,4227072,-1723891712,33554687,0,1,1095342490,0,
577,0,0,128,63,196,4143793,1711276032,-390109594,738197507,-2130706431,1207959570,452984833,0,50331648,50331648,0,4194304,4227072,-1375731712,4096327,0,-1711276032,4184473,-1711276032,4200857,0,0,0,855638016,4141875,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,33554687,4819,0,1095342490,0,
578,205,204,204,61,0,4112384,0,-805306368,7,-1476395008,-1056964598,486539265,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,-855638016,4230348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4376576,-868253696,37248381,0,0,1082776355,0,
579,205,204,204,61,0,4128768,0,-805306368,-939524089,-1711276032,-1056964597,33554433,0,50331648,50331648,0,4194304,4227072,-1543503872,-1019249296,-1891686155,4175298,4096000,-855638016,4230348,0,0,0,0,234881024,1614713022,633315557,792707334,12624093,0,0,0,0,0,4300800,4376576,-12615680,39931635,4840,0,1084227584,0,
580,113,61,74,62,0,4096000,0,-398458880,-939524093,-150994944,-2080374780,855638016,0,0,0,0,0,-855638016,4140236,4145152,0,-855638016,-549532468,1715469647,-2092874138,624916817,1790886150,138448060,12615852,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,50339834,0,0,1073741824,0,
581,0,0,128,63,0,4071057,-1711276032,-390051431,738197507,-318767103,-872415214,50331649,0,50331648,117440512,0,1715470336,-331389338,138229841,1547635884,-851475825,-1707127604,4176281,0,12582912,0,0,0,-1711276032,-549512807,1623194959,4169957,788529152,4235485,-851195904,-851522356,-851489588,-1707160372,4168089,4300800,4227072,-12615680,50342392,0,0,1073779573,0,
582,205,204,204,61,0,4096000,0,-792756224,-939524089,-889192448,1090519050,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,67108863,4881,0,1073741824,0,
583,0,0,128,63,175,1111405972,-1707383456,-390112871,738197507,-1879048191,553648132,268435456,-1375731712,54354247,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180467712,-1707334697,-12547687,67108863,0,0,1094189056,0,
584,102,102,22,63,65,4119537,-855638016,-608203572,738197509,503316481,1207959571,452984833,0,117440512,67108864,0,4268032,4268032,0,4145152,0,855638016,-750732493,-1120001826,11896375,0,0,0,855638016,625005363,549339398,4124993,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,314699776,-851419005,-12538676,109084162,4938,0,1082147209,0,
585,45,178,5,64,74,4147067,-1711276032,-264365671,738197504,-1090519039,1610612742,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,-750798439,4071646,0,0,0,0,855638016,-750783693,2000560350,4153645,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,4298752,1715576832,-12564890,63439048,0,0,1073741824,0,
586,0,0,128,63,0,4063232,0,-398417920,738197507,1744830465,1073741839,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,51038812,4955,0,1073741824,0,
587,225,122,212,63,23,171856311,-516152361,524276858,721420366,-16777215,1107296257,452984832,0,67108864,83886080,0,4243456,4243456,0,4145152,0,0,0,0,12582912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,66780938,4960,2,1067106435,0,
588,225,122,212,63,51,171881267,-516152361,524276858,721420366,-16777215,67108865,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,-855638016,1614728396,1614782693,4169957,0,0,0,0,0,0,0,0,0,-16777216,67097884,0,2,1073741824,0,
589,225,122,212,63,51,171881267,-516152361,524276858,721420366,-16777215,67108865,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,-855638016,1614728396,1614782693,4169957,0,0,0,0,0,0,0,0,0,-16777216,50331823,0,2,1073741824,0,
590,225,122,212,63,163,171875329,-516152361,524276858,721420366,-16777215,1275068417,0,0,0,0,0,0,0,0,4145152,0,0,234881024,4100286,4194304,0,0,0,0,1610612736,1614782693,4169957,0,0,0,0,0,0,0,4300800,4227072,-12615680,52231511,0,2,1073741824,0,
591,0,0,128,63,111,4132336,-1711276032,-398485095,738197507,1828716545,1610612755,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,4243456,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,50347190,5031,0,1073741824,0,
592,0,0,128,63,111,4132336,-1711276032,-398485095,738197507,1828716545,2080374803,452984832,0,50331648,50331648,0,4194304,4227072,0,-851492864,-1707160372,4168089,1614807040,4169957,4292608,0,0,0,0,2000726016,12542253,956301312,633342132,4178182,-1375731712,524149063,4164485,-855638016,4148428,4300800,4227072,-12615680,50349002,0,0,1073741824,0,
593,111,18,131,62,199,4122810,855638016,-79711437,738197505,1,1644167169,570425344,2063597568,54431252,100663296,-855638016,859802828,4203315,687865856,524160493,859728773,-851528909,4050124,-1711276032,4250009,0,0,0,0,-2025881600,-2017441514,4213014,0,0,-851304448,-1707193140,4102553,4096000,4128768,306333696,-851419005,-12612404,67108863,0,0,1073741824,0,
594,29,90,52,63,0,4161536,0,-213897216,738197505,-889192447,10,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,-1124073472,11896375,0,1207959552,4272865,0,1291845632,1295814387,12357363,0,0,0,0,0,0,0,4343808,4276224,2118090752,67108863,5036,0,1073741824,0,
595,29,90,52,63,0,4128768,0,-213897216,738197505,-889192447,10,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,-1124073472,11896375,0,1207959552,4272865,0,1291845632,1295814387,12357363,0,0,0,0,0,0,0,4343808,4276224,-12648448,54346963,0,1,1073741824,0,
596,0,0,128,63,0,4177920,0,-398458880,738197507,-1325400063,1073741843,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,67108863,5094,0,1073741824,0,
597,0,0,128,63,0,691994624,4034396,-398458880,738197507,1275068417,1174405138,452984832,0,50331648,83886080,0,4194304,4243456,0,4145152,-855638016,4017356,4177920,0,0,0,-1207959552,-1195292386,4278558,0,0,0,0,0,0,0,0,0,0,4300800,4227072,2134867968,66599996,5107,0,1073741824,0,
598,133,235,49,64,0,-1891696640,3995074,-398491648,-939524093,-2130706432,67108865,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,53236663,5120,0,1073741824,0,
599,145,237,220,62,154,4135321,0,-398446592,1459617795,671088642,12,0,0,0,0,0,0,0,-1543503872,4160880,0,0,1157627904,4137176,4243456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67052544,5129,1,1073741824,0,
600,145,237,220,62,102,4122214,0,-398446592,1459617795,671088642,12,0,0,0,0,0,0,0,-1543503872,4160880,0,0,1157627904,4137176,4243456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,66121942,0,0,1073741824,0,
601,0,0,128,63,154,4102553,0,-398417920,738197507,503316481,1073741843,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,67108863,5134,0,1092616192,0,
602,154,153,153,62,154,4069785,0,-398417920,738197507,318767105,1207959572,452984833,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-1711276032,-1371629159,4223303,4354048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,100597946,5180,0,1092616192,0,
603,145,237,220,62,0,4145152,0,-406835200,3,671088640,12,0,0,0,0,0,0,0,-1543503872,4160880,0,0,1157627904,4137176,4243456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67043500,0,1,1073741824,0,
604,150,67,107,63,0,4096000,0,-406913024,3,-1308622848,-939524093,452984832,0,50331648,50331648,0,4194304,4227072,-1543503872,4160880,0,0,1161789440,1715413208,12682854,0,0,0,0,0,0,0,0,0,-855638016,-851522356,-851522356,-851587892,4050124,-1958653952,-1707039892,-12592743,50266337,0,0,1073741824,0,
605,133,235,49,64,0,171884544,3941335,-406847488,3,721420288,67108868,0,0,0,0,0,0,0,-1543503872,4160880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,67108863,0,0,1073741824,0,
606,10,215,71,64,50,4133973,-1711276032,-398485095,738197507,-1409286143,1258291217,855638017,0,100663296,67108864,0,0,0,0,-851492864,-1707094836,-851469927,1161759948,-851500840,4213964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1715576832,4271718,-12503040,50331647,5189,0,1086129701,0,
607,0,0,128,63,50,960435285,3983540,-1539342336,0,-1879048192,285212676,301989888,-167772160,4054056,0,0,0,-1895825408,4126146,-1707130880,-1371661927,4055367,0,0,0,0,0,0,0,4145152,0,0,0,0,2063597568,-515985900,-1891691398,-1891797566,4060610,0,0,-16777216,64571935,5202,0,1073741824,0,
608,0,0,128,63,175,1832826260,3996647,1027571712,1,-1879048192,2097152004,134217728,-1207959552,4064542,0,0,0,-1895825408,4126146,859783168,2067706675,-1707168236,-381724263,-1119856346,11896375,0,0,0,0,4145152,0,0,0,0,1023410176,-851519734,1715408076,1379853926,4136632,-1102952448,4236959,-12648448,52417236,0,0,1073741824,0,
609,102,102,22,63,111,4132336,-855638016,-608203572,5,-687865856,1744830466,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,239065497,-1119973186,11896375,0,0,0,0,0,0,1157627904,4137176,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,314669056,-851419005,1480633548,50396928,0,0,1073741824,0,
610,102,102,22,63,205,4082892,0,-213925888,1,-687865856,1744830466,452984833,0,117440512,67108864,0,4268032,4268032,0,4145152,0,1711276032,239003238,-1119973186,11896375,0,0,0,0,0,0,1157627904,4137176,0,-1891448832,-1019284030,-1203820299,-851540706,4132044,-1472061440,4199366,-247390208,67158016,5211,0,1092616192,0,
