long,str,str,float,float,float,float,
3981,"TreeLeaf","World\Expansion02\Doodads\Scholazar\Trees\Sholazar_TreeLeafB.mdx",1.0,1.0,0.00999999977648,100.0,
3982,"Missile: Pony Keg - 0.50","world\generic\human\passive doodads\beerkegs\beerkeg01_nocollide.mdx",0.5,1.0,0.00999999977648,100.0,
3983,"Arcane Missile Lvl 4 (2.00)","Spells\Arcane_Missile_Lvl4.mdx",0.0,2.0,0.00999999977648,100.0,
3984,"FireForceShield_Red (Large)","spells\fireforceshield_red.mdx",1.0,2.0,0.00999999977648,100.0,
3985,"SoulFrostGlow_High (Base)","spells\enchantments\soulfrostglow_high.mdx",1.0,1.0,0.00999999977648,100.0,
3986,"Bloody Explosion Green Impact (x3.0)","Spells\BloodyExplosionGreen.mdx",1.0,3.0,0.00999999977648,100.0,
3987,"Missle: Ice Rock","World\Expansion02\Doodads\DragonBlight\DragonBlight_IceRock_02.mdx",1.0,1.0,0.00999999977648,100.0,
3988,"Missile: Ice Boulder ","World\Expansion02\Doodads\DragonBlight\DragonBlight_IceRock_02.mdx",1.0,1.0,0.00999999977648,100.0,
3990,"Quest - Turd Missile","spells\SlimeLesserExplode_Missile.mdx",1.0,0.20000000298,0.00999999977648,100.0,
3991,"Bone Burst (1.5)","Spells\BoneWorm_AttackEffects.mdx",1.0,1.5,0.00999999977648,100.0,
3992,"Missile: Boulder (8x)","spells\boulder_missile.mdx",1.0,8.0,0.00999999977648,100.0,
3993,"CycloneWater State (3x)","Spells\CycloneWater_State.mdx",1.0,3.0,0.00999999977648,100.0,
3994,"Acid Breath (0.5x)","Spells\AcidBreath.mdx",1.0,0.5,0.00999999977648,100.0,
3995,"Steam Impact, Billowing (x0.5)","Spells\WaterSteam_Impact.mdx",1.0,0.5,0.00999999977648,100.0,
3996,"Missile: Goo Bolt (0.5x)","Spells\GooBolt_Missile_Low.mdx",1.0,0.5,0.00999999977648,100.0,
3997,"Keg, Dark Iron (0.3x)","World\Generic\DarkIronDwarf\Passive Doodads\Kegs\DarkIronKeg01.mdx",1.0,0.40000000596,0.00999999977648,100.0,
3998,"Mug Hit (bounce) (2x)","spells\mug_missile_hitbounce.mdx",1.0,2.0,0.00999999977648,100.0,
3999,"Vengeance State Hand - 4.00","spells\vengeance_state_hand.mdx",1.0,4.0,0.00999999977648,100.0,
4000,"Water Elemental Impact Base (25x)","spells\waterelemental_impact_base.mdx",1.0,25.0,0.00999999977648,100.0,
4001,"Quest - Sniper Gun","world\generic\human\passive doodads\gunshop\gunsniperrifle.mdx",0.0,1.0,0.00999999977648,100.0,
4002,"Missile: BloodBolt","spells\bloodbolt_missile_low.mdx",0.0,2.0,0.00999999977648,100.0,
4003,"Call Lightning Impact","spells\calllightning_impact.mdx",0.0,1.0,0.00999999977648,100.0,
4004,"Form Arcane Precast - 2.00","Spells\Arcane_Form_Precast.mdx",1.0,2.0,0.00999999977648,100.0,
4005,"Frost Reflect State Chest","spells\frostreflect_state_chest.mdx",1.0,2.0,0.00999999977648,100.0,
4006,"Ice Nuke Base","spells\IceNuke_Base_Impact.mdx",1.0,0.15000000596,0.00999999977648,100.0,
4007,"Shock Impact Chest - 3.00","Spells\Shock_Impact_Chest.mdx",1.0,3.0,0.00999999977648,100.0,
4008,"Shock Missile [2.0]","Spells\Shock_Missile.mdx",1.0,2.0,0.00999999977648,100.0,
4009,"Banish (Dark)","spells\Banish_Chest_Dark.mdx",1.0,0.5,0.00999999977648,100.0,
4010,"Aura: Red, Tall (1.00)","world\generic\passivedoodads\particleemitters\auraredtall.mdx",0.0,1.0,0.00999999977648,100.0,
4011,"Fire ImpactDD Uber Chest","spells\fire_impactdd_uber_chest.mdx",1.0,10.0,0.00999999977648,100.0,
4012,"Missile: Blinding Shot (2.00)","spells\blindingshot_missile.mdx",0.0,10.0,0.00999999977648,100.0,
4013,"Missile: Saw","spells\missile_sawblade.mdx",0.0,4.0,0.00999999977648,100.0,
4014,"Missile: Rocket (Large)","spells\missle_rocket.mdx",0.0,4.0,0.00999999977648,100.0,
4015,"Lightning Nova","spells\lightning_ring_nova.mdx",1.0,1.0,0.00999999977648,100.0,
4016,"Fireball Missile High 5.0","spells\fireball_missile_high.mdx",0.0,5.0,0.00999999977648,100.0,
4017,"Acid Burn Black (Low-Poly)","SPELLS\AcidBurn_Small_Black.mdx",1.0,1.0,0.00999999977648,100.0,
4018,"Ice Block State - 1.50","spells\icebarrier_state.mdx",1.0,1.5,0.00999999977648,100.0,
4019,"Form Arcane Precast - 3.00","Spells\Arcane_Form_Precast.mdx",1.0,3.0,0.00999999977648,100.0,
4020,"MoonBeamRed_Impact_Base","spells\moonbeamred_impact_base.mdx",1.0,0.600000023842,0.00999999977648,100.0,
4021,"Blood Elf Power Orb (Red)","world\expansion01\doodads\generic\bloodelf\powerorb\bloodelf_powerorb_red.mdx",0.0,1.0,0.00999999977648,100.0,
4022,"Holy Missile Low (Copy)","Spells\Holy_Missile_Low.mdx",1.0,1.0,0.00999999977648,100.0,
4023,"TEST - Holy Missile Low (Copy)","Spells\Holy_Missile_Low.mdx",1.0,1.0,0.00999999977648,100.0,
4024,"TEST - Holy Missile Low","Spells\Holy_Missile_Low.mdx",1.0,1.0,0.00999999977648,100.0,
4025,"TEST - Holy Missile Low (Copy2)","Spells\Holy_Missile_Low.mdx",1.0,1.0,0.00999999977648,100.0,
4026,"TEST - Holy Missile Low (Copy3)","Spells\Holy_Missile_Low.mdx",1.0,1.0,0.00999999977648,100.0,
4027,"TEST - Holy Missile Low (Copy4)","Spells\Holy_Missile_Low.mdx",1.0,1.0,0.00999999977648,100.0,
4028,"Ward: Fire Impact Chest","Spells\FireWard_Impact_Chest.mdx",0.0,1.5,0.00999999977648,100.0,
4029,"Fire Cast Hand","Spells\Fire_Cast_Hand.mdx",0.0,5.0,0.00999999977648,100.0,
4030,"Meat","World\Expansion01\Doodads\Generic\BloodElf\Food\BE_Meat01.mdx",1.0,0.5,0.00999999977648,100.0,
4031,"Frost_Form","spells\frost_form_precast.mdx",0.0,1.0,0.00999999977648,100.0,
4032,"Crow Circling State","spells\crow_baked.mdx",0.0,1.0,0.00999999977648,100.0,
4033,"Arcane Barrage Missile","spells\mage_arcanebarrage_missile.mdx",0.0,0.75,0.00999999977648,100.0,
4034,"Missile: Harpoon","world\azeroth\bootybay\passivedoodad\harpoons\harpoon01.mdx",0.0,1.0,0.00999999977648,100.0,
4035,"Missile: Blight Bomb","world\expansion01\doodads\generic\bloodelf\powerorb\bloodelf_powerorb_green.mdx",0.0,1.0,0.00999999977648,100.0,
4036,"Missile: Plague Barrel (1.0)","world\expansion02\doodads\generic\forsaken\fk_plaguebarrel.mdx",0.0,1.0,0.00999999977648,100.0,
4037,"Acid Cloud Breath Smoke","spells\acidcloudbreath_groundsmoke.mdx",1.0,1.0,0.00999999977648,100.0,
4038,"Deep Freeze","spells\mage_deepfreeze.mdx",0.0,1.0,0.00999999977648,100.0,
4039,"Persistent Area: Forsaken Blight (HUGE)","spells\transport_ship_ud_fx.mdx",1.0,0.5,0.00999999977648,100.0,
4040,"Hot Streak Impact Chest","spells\mage_hotstreak.mdx",0.0,1.0,0.00999999977648,100.0,
4041,"Decimate State Effect","spells\decimate_state.mdx",0.0,3.0,0.00999999977648,100.0,
4042,"Decimate Impact","spells\decimate_impact_chest.mdx",0.0,1.0,0.00999999977648,100.0,
4043,"Atrocity Impact","spells\warlock_atrocity.mdx",0.0,1.0,0.00999999977648,100.0,
4044,"Demonic Circle Summon Impact Base","spells\demoniccirclesummon_base.mdx",0.0,1.0,0.00999999977648,100.0,
4045,"Demonic Circle Teleport Impact","spells\demoniccirclesummon_teleport.mdx",0.0,1.0,0.00999999977648,100.0,
4046,"Haunt Impact Chest","spells\shadow_mend_impact.mdx",0.0,1.0,0.00999999977648,100.0,
4047,"Shadowflame Cast","spells\warlock_shadowflame.mdx",0.0,1.0,0.00999999977648,100.0,
4048,"Living Bomb State","spells\mage_livingbomb_state.mdx",0.0,1.0,0.00999999977648,100.0,
4049,"Living Bomb Explosion Area","spells\mage_livingbomb_area.mdx",0.0,1.0,0.00999999977648,100.0,
4050,"Deep Freeze State","spells\mage_deepfreeze.mdx",0.0,1.0,0.00999999977648,100.0,
4051,"Incanter's Absorption Impact","spells\mage_incantersabsorbtion.mdx",0.0,1.0,0.00999999977648,100.0,
4052,"Netherwind Presence Impact","spells\mage_netherwingpresence.mdx",0.0,1.0,0.00999999977648,100.0,
4053,"Arcane Barrage Impact","spells\mage_arcanebarrage_impact.mdx",0.0,1.0,0.00999999977648,100.0,
4054,"Bloodbath Impact","spells\warrior_bloodbath.mdx",0.0,1.0,0.00999999977648,100.0,
4055,"Bloodsurge Impact","spells\warrior_bloodsurge.mdx",0.0,1.0,0.00999999977648,100.0,
4056,"Safeguard State","spells\warrior_safeguard.mdx",0.0,1.0,0.00999999977648,100.0,
4057,"Shockwave Impact","spells\warrior_shockwave_impact.mdx",0.0,1.0,0.00999999977648,100.0,
4058,"Shockwave Area","spells\warrior_shockwave_area.mdx",0.0,1.0,0.00999999977648,100.0,
4059,"Bladestorm State","spells\warrior_bladestorm.mdx",0.0,1.0,0.00999999977648,100.0,
4060,"Clayton Test","spells\DeathAndDecay_Area_Runes.m2",1.0,1.0,0.00999999977648,100.0,
4061,"Arcane Bomb - 1.50","spells\arcanebomb_missle.mdx",1.0,1.5,0.00999999977648,100.0,
4062,"ShadowStrike Impact Chest (3.00)","Spells\ShadowStrike_Impact_Chest.mdx",1.0,3.0,0.00999999977648,100.0,
4063,"Ballista Bow","world\generic\human\passive doodads\ballistaruins\ballistabow01.mdx",0.0,1.0,0.00999999977648,100.0,
4064,"Ballista Frame","world\generic\human\passive doodads\ballistaruins\ballistaframe01.mdx",0.0,1.0,0.00999999977648,100.0,
4065,"Ballista Missile","world\generic\human\passive doodads\ballistaruins\ballistamissle01.mdx",0.0,1.0,0.00999999977648,100.0,
4066,"Ballista Wheel","world\generic\human\passive doodads\ballistaruins\ballistawheel01.mdx",0.0,1.0,0.00999999977648,100.0,
4067,"Missile: Sonic Boom","Spells\SonicBoom_Missile_High.mdx",1.0,1.0,0.00999999977648,100.0,
4068,"Missile: Sonic Boom","Spells\SonicBoom_Missile_High.mdx",1.0,1.5,0.00999999977648,100.0,
4069,"Sonic Impact DD Uber Chest","spell\sonicboom_impactdd_uber_chest.mdx",0.0,0.15000000596,0.00999999977648,100.0,
4070,"Summon Precast Hand","Spells\Summon_PreCast_Hand.mdx",1.0,5.0,0.00999999977648,100.0,
4071,"Banish (White)","spells\banish_chest_white.mdx",1.0,0.20000000298,0.00999999977648,100.0,
4072,"White Glow","spells\enchantments\whiteglow_high.mdx",0.0,5.0,0.00999999977648,100.0,
4074,"Missile: Sonic Boom","spells\sonicboom_missile_high.mdx",1.0,0.25,0.00999999977648,100.0,
4094,"SunfireGlow_High","spells\enchantments\sunfireglow_high.mdx",0.0,1.0,0.00999999977648,100.0,
4095,"Explosion (New)","spells\canon_impact_dust.mdx",0.0,2.0,0.00999999977648,100.0,
4096,"Missile: Nightbane Bone (Large)","spells\nightbane_bone_missile.mdx",1.0,2.0,0.00999999977648,100.0,
4097,"Explosion (New) (Dest_Tower_Impact)","spells\dest_tower_impact_fx.mdx",0.0,1.0,0.00999999977648,100.0,
4098,"Quest - Destroyed Tower Pieces","world\expansion02\doodads\generic\destructible\guardtower\dest_tower_damaged.mdx",0.0,0.5,0.00999999977648,100.0,
4099,"Sinkhole","world\expansion02\doodads\generic\nerubian\pits\nb_smallsinkhole01.mdx",0.0,1.0,0.00999999977648,100.0,
4100,"Shredder Smoke","world\generic\passivedoodads\particleemitters\blacksmith_smoke.mdx",0.0,1.0,0.00999999977648,100.0,
4101,"Creature - Smoldering State Base","spells\nefarian_state_base.mdx",1.0,0.25,0.00999999977648,100.0,
4102,"Creature - Smoldering State Base","spells\nefarian_state_base.mdx",1.0,0.40000000596,0.00999999977648,100.0,
4103,"Creature - Smoldering State Base","spells\nefarian_state_base.mdx",1.0,0.0500000007451,0.00999999977648,100.0,
4104,"Shot: Thori'dal","spells\starshards_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
4105,"TEST - Effect","particles\bubbles.mdx",1.0,1.0,0.00999999977648,100.0,
4106,"Bind Impact Base","Spells\Bind_Impact_Base.mdx",0.0,0.300000011921,0.00999999977648,100.0,
4107,"Banish (Blue)","spells\banish_chest_blue.mdx",1.0,3.0,0.00999999977648,100.0,
4108,"Flames (Stratholme Small)","world\lordaeron\stratholme\passivedoodads\fx\stratholmefiresmokeembers.mdx",1.0,1.5,0.00999999977648,100.0,
4109,"Gift of the water Spirit Base imapct","spells\giftwaterspirit_impact_base.mdx",1.0,2.0,0.00999999977648,100.0,
4110,"Smoke - Smoldering Geist","spells\infernal_smoke_rec.mdx",0.0,0.20000000298,0.00999999977648,100.0,
4111,"Shredder Smoke Small","world\generic\passivedoodads\particleemitters\blacksmith_smoke.mdx",0.0,0.25,0.00999999977648,100.0,
4112,"Earth Burrow Cast","Spells\BurrowEarth_Brown_Missile.mdx",0.5,0.5,0.00999999977648,100.0,
4113,"Flames","world\lordaeron\stratholme\passivedoodads\fx\stratholmefiresmokeembers.mdx",1.0,3.0,0.00999999977648,100.0,
4114,"Banish (Purple)","spells\banish_chest_purple.mdx",1.0,0.25,0.00999999977648,100.0,
4115,"Earth Burrow Cast","Spells\BurrowEarth_Brown_Missile.mdx",0.25,0.25,0.00999999977648,100.0,
4116,"Missile: Harpoon (Fire)","spells\harpoon_fire_missile.mdx",1.0,1.0,0.00999999977648,100.0,
4117,"Item - Pet Toy - Fetch Ball (red)","world\generic\human\passive doodads\clothing\clothyarnballred.mdx",1.0,1.5,1.0,1.0,
4118,"Missile: Grizzly Hills Boulder","World\Expansion02\Doodads\GrizzlyHills\Rocks\GrizzlyHills_Boulder01.mdx",1.0,1.0,0.00999999977648,100.0,
4119,"Missile: Grizzly Hills Boulder (x2)","World\Expansion02\Doodads\GrizzlyHills\Rocks\GrizzlyHills_Boulder01.mdx",1.0,2.25,0.00999999977648,100.0,
4120,"Dust Stomp Base","Spells\DustCloud_Land.mdx",1.0,2.0,0.00999999977648,100.0,
4121,"Faerie Fire Head State","Spells\FaerieFire.mdx",1.0,1.0,0.00999999977648,100.0,
4122,"Arcane Bomb - 4.00","spells\arcanebomb_missle.mdx",1.0,4.0,0.00999999977648,100.0,
4123,"Faerie Fire Head State No Glow","Spells\FaerieFire_NoGlow.mdx",1.0,1.75,0.00999999977648,100.0,
4124,"Faerie Fire Impact No Glow","Spells\FaerieFire_NoGlow_Impact.mdx",0.0,1.75,0.00999999977648,100.0,
4125,"Item - Offhand Rose Bouquet","item\objectcomponents\weapon\offhand_rosebouquet_a_01.mdx",0.0,1.0,0.00999999977648,100.0,
4126,"LowPolyFire","world\generic\pvp\fires\lowpolyfire.mdx",1.0,1.0,0.00999999977648,100.0,
4127,"Holy ImpactDd Uber Chest (3.00)","spells\holy_impactdd_uber_chest.mdx",0.0,3.0,0.00999999977648,100.0,
4128,"Sparkle Trail","spells\sparktrail.mdx",0.0,1.0,0.00999999977648,100.0,
4129,"Sparkle","spells\enchantments\sparkle_a.mdx",0.0,1.0,0.00999999977648,100.0,
4130,"Ember Flame State","World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeFireSmokeEmberM.mdx",1.0,0.5,0.00999999977648,100.0,
4131,"LightningBolt Impact Chest","Spells\LightningBolt_Impact_Chest.mdx",1.0,2.0,0.00999999977648,100.0,
4132,"LightningBolt Impact Chest 4.00","Spells\LightningBolt_Impact_Chest.mdx",1.0,4.0,0.00999999977648,100.0,
4133,"Bomb Explosion (x8)","Spells\Bomb_ExplosionA.mdx",1.0,8.0,0.00999999977648,100.0,
4134,"MoltenBlast Impact Chest (5x)","Spells\MoltenBlast_Impact_Chest.mdx",0.0,5.0,0.00999999977648,100.0,
4135,"Blue Fire Ring","World\Expansion02\Doodads\ZulDrak\LightFX\Zuldrak_Blue_Fire.mdx",0.0,0.20000000298,0.00999999977648,100.0,
4136,"Quest - Gnome Overload","spells\Goblin_Weather_Machine_Lightning.mdx",1.0,2.0,0.00999999977648,100.0,
4137,"Bomb Explosion (x8)","Spells\Bomb_ExplosionA.mdx",1.0,8.0,0.00999999977648,100.0,
4138,"Object: Fishing Pole","World\Azeroth\BootyBay\PassiveDoodad\FishingPoles\FishingPole02.mdx",0.0,1.0,0.00999999977648,100.0,
4139,"Floating Mine Pulse (5x)","spells\floatingminepulse.mdx",1.0,5.0,0.00999999977648,100.0,
4140,"Floating Mine (5x)","spells\floatingmine.mdx",1.0,5.0,0.00999999977648,100.0,
4141,"Missile: Wild Carrot","World\SkillActivated\TradeskillNodes\Bush_Sansam.mdx",0.0,1.0,0.00999999977648,100.0,
4142,"Arcane Bomb - 2.75","spells\arcanebomb_missle.mdx",1.0,2.75,0.00999999977648,100.0,
4143,"Goblin RC Car (Red)","world\generic\goblin\passivedoodads\goblinrocketcarts\goblinrocketcart_rc.mdx",0.0,1.0,0.00999999977648,100.0,
4144,"Stratholme Fire Smoke Ember (0.3)","World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeFireSmokeEmberM.mdx",1.0,0.300000011921,0.00999999977648,100.0,
4145,"Arcane Bomb - 3.0","spells\arcanebomb_missle.mdx",1.0,3.0,0.00999999977648,100.0,
4146,"Ruby Acorn - EntanglingRoots State","Spells\EntanglingRoots_State.mdx",1.0,3.0,0.00999999977648,100.0,
4147,"Stratholme Fire Smoke Ember (0.5)","World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeFireSmokeEmberM.mdx",1.0,0.5,0.00999999977648,100.0,
4148,"Stratholme Fire Smoke Ember (0.15)","World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeFireSmokeEmberM.mdx",1.0,0.15000000596,0.00999999977648,100.0,
4149,"Bomb Explosion - (0.25)","Spells\Bomb_ExplosionA.mdx",1.0,0.25,0.00999999977648,100.0,
4150,"DustCloud Land (0.5)","Spells\DustCloud_Land.mdx",1.0,0.5,0.00999999977648,100.0,
4151,"DivineAegis Low Base","spells\arcaneforceshield_yellow.mdx",1.0,1.0,0.00999999977648,100.0,
4152,"Missile: Rocket (X-Large)","spells\missle_rocket.mdx",0.0,6.0,0.00999999977648,100.0,
4153,"Goblin Rocket Cart (0.2)","world\generic\goblin\passivedoodads\goblinrocketcarts\goblinrocketcart_rc.mdx",0.0,0.20000000298,0.00999999977648,100.0,
4154,"Immolate State (4.0)","spells\immolate_state.mdx",1.0,4.0,0.00999999977648,100.0,
4155,"Flame Patch (0.20x)","spells\archimonde_fire.mdx",1.0,0.20000000298,0.00999999977648,100.0,
4156,"Goblin Control Panel (0.1)","world\generic\goblin\passivedoodads\controlpanel\goblincontrolpanel.mdx",0.0,0.10000000149,0.00999999977648,100.0,
4157,"Fel Seeping Gaseous Nova","spells\seepinggaseous_fel_nova.mdx",1.0,0.699999988079,0.00999999977648,100.0,
4158,"Ground Rupture","spells\ground_rupture.mdx",1.0,0.5,0.00999999977648,100.0,
4159,"Earth Burrow Cast","Spells\BurrowEarth_Brown_Missile.mdx",1.0,0.5,0.00999999977648,100.0,
4160,"Object - Thel'zan's Phylactery","world\generic\passivedoodads\furniture\containers\lichcontainer01.mdx",0.0,1.0,0.00999999977648,100.0,
4161,"Canon_Impact_Dust Impact (Chest)","spells\Canon_Impact_Dust.mdx",1.0,3.0,0.00999999977648,100.0,
4162,"Tower Impact","spells\Dest_Tower_Impact_FX.mdx",1.0,2.0,0.00999999977648,100.0,
4163,"Quest - Arcane Barrage Cosmetic","spells\Mage_ArcaneBarrage_Missile.mdx",0.0,1.0,0.00999999977648,100.0,
4164,"Portal: Boss Fire","spells\Creature_SpellPortalLarge_Red.mdx",1.89999997616,1.89999997616,0.00999999977648,100.0,
4165,"Ghost_state (Green) (0.3)","spells\greenghost_state.mdx",1.0,0.300000011921,0.00999999977648,100.0,
4166,"Death and Decay Ground Runes","Spells\DeathAndDecay_Area_Runes.mdx",1.0,0.10000000149,0.00999999977648,100.0,
4167,"Missile: Shadowbolt (No Ribbon)","spells\ShadowBolt_Missile_NoRibbon.mdx",1.0,1.0,0.00999999977648,100.0,
4168,"Hellfire Raid Dust Impact Base","spells\HellfireRaid_Dust_Impact_Base.mdx",1.0,1.5,0.00999999977648,100.0,
4169,"Flame Breath (x0.5)","Spells\FlameBreath.mdx",1.0,0.5,0.00999999977648,100.0,
4170,"LightningStorm Cloud Low","Spells\LightningStorm_CloudLow_State.mdx",0.0,1.0,0.00999999977648,100.0,
4171,"Swamp Gas (White)","Creature\Cloud\CloudSwampGas_Shadowmoon_White.mdx",0.0,1.0,0.00999999977648,100.0,
4172,"Cloud: White","spells\whiteradiationfog.mdx",1.0,0.5,0.00999999977648,100.0,
4173,"Quest - Frostmourne Encased","spells\mage_deepfreeze.mdx",0.0,1.0,0.00999999977648,100.0,
4174,"Deep Freeze","spells\mage_deepfreeze.mdx",0.0,1.5,0.00999999977648,100.0,
4175,"Shadow Missile","Spells\ShadowMissile.mdx",3.0,8.0,0.00999999977648,100.0,
4176,"Magic Impact Chest","spells\magic_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
4177,"Caltrop (0.1)","World\Outland\PassiveDoodads\Caltrop01.mdx",0.10000000149,0.10000000149,0.00999999977648,100.0,
4178,"Missile: Pine Cone (0.7)","world\kalimdor\mulgore\passivedoodads\pinecone\pinecone.mdx",1.0,0.699999988079,0.00999999977648,100.0,
4179,"Ground Rupture","spells\ground_rupture.mdx",1.0,0.5,0.00999999977648,100.0,
4180,"Acid Breath (0.2x)","Spells\AcidBreath.mdx",1.0,0.20000000298,0.00999999977648,100.0,
4181,"Arcane Bomb","spells\arcanebomb_missle.mdx",1.0,1.5,0.00999999977648,100.0,
4182,"Fire DOT State Chest","Spells\Fire_DOT_State_Chest.mdx",1.0,3.0,0.00999999977648,100.0,
4183,"Slow Impact Base","Spells\Slow_Impact_Base.mdx",1.0,3.0,0.00999999977648,100.0,
4184,"Fire Reflect State Chest","spells\firereflect_state_chest.mdx",1.0,0.5,0.00999999977648,100.0,
4185,"Shadowstep Cast Base (1.00)","spells\shadowsteps_fx.mdx",0.0,1.0,0.00999999977648,100.0,
4186,"RadiationRed State (x3)","Spells\RedGhost_state.mdx",1.0,3.0,0.00999999977648,100.0,
4187,"Ghost_state (Green, x0.1)","spells\greenghost_state.mdx",1.0,0.10000000149,0.00999999977648,100.0,
4188,"Ghost_state (Red, x0.1)","spells\redghost_state.mdx",1.0,0.10000000149,0.00999999977648,100.0,
4189,"BOTM - Honey Brew - Bee Aura","Spells\GiantInsectSwarm_State_Ground.mdx",1.0,0.10000000149,0.00999999977648,100.0,
4190,"Renew Base (x 0.10)","Spells\Renew_Base.mdx",0.0,0.10000000149,0.00999999977648,100.0,
4191,"Brew Bubble State","creature\waterbubblecreature\waterbubblecreature.mdx",1.0,0.5,0.00999999977648,100.0,
4192,"BOTM - Bubble Brew - Bubble Breath Aura","particles\bubbles.mdx",0.0,1.0,0.00999999977648,100.0,
4193,"Missile: Boulder (4x)","Spells\Boulder_Missile.mdx",0.0,4.0,0.00999999977648,100.0,
4194,"Missile: Ziggurat Spirit (0.50)","spells\zig_missile.mdx",1.0,0.5,0.00999999977648,100.0,
4195,"Ice Spike","Spells\IceSpike_Impact_Base.mdx",0.0,1.0,0.00999999977648,100.0,
4196,"Ice Spike","Spells\IceSpike_Impact_Base.mdx",0.0,1.0,0.00999999977648,100.0,
4197,"Penance Missile","spells\priest_pennance_missile.mdx",0.0,1.0,0.00999999977648,100.0,
4198,"Dispersion Base","spells\priest_dispersion.mdx",1.0,1.0,0.00999999977648,100.0,
4199,"Force Shield Arcane (Green)","Spells\ArcaneForceShield_Green.mdx",1.0,1.20000004768,0.00999999977648,100.0,
4200,"Visual Test Cube","spells\unitcube.mdx",1.0,1.0,0.00999999977648,100.0,
4201,"MoonBeam State Base (Pat's Copyl)","Spells\MoonBeam_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
4202,"Ice Lance Missile - 0.50","spells\ice_lance_missile.mdx",1.0,0.5,0.00999999977648,100.0,
4203,"LightningStorm Cloud Low State","Spells\LightningStorm_CloudLow_State.mdx",1.0,0.5,0.00999999977648,100.0,
4204,"LightningStorm Cloud Low State","Spells\LightningStorm_CloudLow_State.mdx",1.0,0.10000000149,0.00999999977648,100.0,
4205,"MoonBeam State Base (Small)","Spells\MoonBeam_Impact_Base.mdx",1.0,0.600000023842,0.00999999977648,100.0,
4206,"Hurricane Low","Spells\LightningStorm_CloudLow_State.mdx",0.0,0.0500000007451,0.00999999977648,100.0,
4207,"GreenFlame_Low","spells\enchantments\greenflame_low.mdx",0.0,4.0,0.00999999977648,100.0,
4208,"GreenFlame_Low","spells\enchantments\greenflame_low.mdx",0.0,6.0,0.00999999977648,100.0,
4209,"Force Shield Fire (Red)","Spells\fireforceshield_red.mdx",1.0,4.0,0.00999999977648,100.0,
4210,"Fel FlamestrikeSmall Impact Base","spells\fel_flamestrikesmall_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
4211,"Fel Flame Patch - 0.15","spells\fel_archimonde_fire.mdx",1.0,0.15000000596,0.00999999977648,100.0,
4212,"Invisibility Impact Chest","Spells\Invisibility_Impact_Chest.mdx",1.0,4.0,0.00999999977648,100.0,
4213,"Banish (Blue) - 0.5","spells\banish_chest_blue.mdx",1.0,0.5,0.00999999977648,100.0,
4214,"Banish (Red) 0.50","spells\bloodbolt_chest.mdx",1.0,0.5,0.00999999977648,100.0,
4215,"SunfireGlow_High (8.00)","spells\enchantments\sunfireglow_high.mdx",0.0,8.0,0.00999999977648,100.0,
4216,"Missile: Shadowbolt (No Ribbon) (4.00)","spells\ShadowBolt_Missile_NoRibbon.mdx",1.0,4.0,0.00999999977648,100.0,
4217,"CallLightning Impact (Red)","spells\flamestrike_impactdd_med_base.mdx",1.0,0.379999995232,0.00999999977648,100.0,
4218,"Earth Burrow Cast (0.5)","Spells\BurrowEarth_Brown_Missile.mdx",1.0,0.5,0.00999999977648,100.0,
4219,"Throw Bone","World\Generic\PassiveDoodads\Furniture\Refuse\Bone01.mdx",0.0,1.5,0.00999999977648,100.0,
4220,"Divine Hymn Birth Impact Base","spells\priest_divinehymn.mdx",1.0,1.0,0.00999999977648,100.0,
4221,"GreenGlow_High","spells\enchantments\greenglow_high.mdx",1.0,1.0,0.00999999977648,100.0,
4222,"Sandworm Base","\World\Kalimdor\Silithus\ActiveDoodads\SandWorm\SandWorm_RockBase.mdx",1.0,1.0,0.00999999977648,100.0,
4223,"Earth Burrow Cast","Spells\BurrowEarth_Brown_Missile.mdx",0.34999999404,0.34999999404,0.00999999977648,100.0,
4224,"Smoke - Infernal","spells\infernal_smoke_rec.mdx",2.0,2.0,0.00999999977648,100.0,
4225,"LightningStorm Cloud Low State","Spells\LightningStorm_CloudLow_State.mdx",1.0,0.0500000007451,0.00999999977648,100.0,
4226,"Item - Polearm - C","\Item\ObjectComponents\Weapon\Polearm_2H_Bladed_C_01.mdx",1.0,1.0,0.00999999977648,100.0,
4227,"Fireball_Blue_Missile_High","spells\fireball_blue_missile_high.mdx",0.0,1.0,0.00999999977648,100.0,
4228,"Flare, Horde (Red)","world\goober\g_flarehorde.mdx",1.0,1.0,0.00999999977648,100.0,
4229,"Arcane Bomb - 6.00","spells\arcanebomb_missle.mdx",1.0,6.0,0.00999999977648,100.0,
4230,"Ice Spike","Spells\IceSpike_Impact_Base.mdx",0.0,2.0,0.00999999977648,100.0,
4231,"ProtectionFromFire Chest (Large)","Spells\ProtectionFromFire_Chest.mdx",0.0,3.0,0.00999999977648,100.0,
