long,str,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
670,"of the Tiger",75,68,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
671,"of the Tiger",74,69,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
672,"of the Tiger",75,69,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
673,"of the Tiger",76,69,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
674,"of the Tiger",75,70,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
675,"of the Tiger",76,70,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
676,"of the Tiger",90,70,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
677,"of the Tiger",76,106,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
678,"of the Tiger",90,106,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
679,"of the Tiger",91,106,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
680,"of the Tiger",90,107,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
681,"of the Tiger",91,107,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
682,"of the Tiger",92,107,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
683,"of the Tiger",91,108,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
684,"of the Tiger",92,108,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
685,"of the Tiger",93,108,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
686,"of the Tiger",92,109,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
687,"of the Tiger",93,109,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
688,"of the Tiger",343,109,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
689,"of the Tiger",93,352,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
690,"of the Tiger",343,352,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
691,"of the Tiger",349,352,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
692,"of the Tiger",343,357,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
693,"of the Tiger",349,357,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
694,"of the Tiger",358,357,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
695,"of the Tiger",349,362,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
696,"of the Tiger",358,362,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
697,"of the Tiger",363,362,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
698,"of the Tiger",358,367,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
699,"of the Tiger",363,367,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
700,"of the Tiger",368,367,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
701,"of the Tiger",363,372,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
702,"of the Tiger",368,372,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
703,"of the Tiger",403,372,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
704,"of the Tiger",368,410,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
705,"of the Tiger",403,410,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
706,"of the Tiger",404,410,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
707,"of the Tiger",403,412,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
708,"of the Tiger",404,412,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
709,"of the Tiger",883,412,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
710,"of the Tiger",404,684,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
711,"of the Tiger",883,684,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
712,"of the Tiger",983,684,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
713,"of the Tiger",883,1043,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
714,"of the Tiger",983,1043,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
715,"of the Tiger",1094,1043,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
716,"of the Tiger",983,1044,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
717,"of the Tiger",1094,1044,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
718,"of the Tiger",1095,1044,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
719,"of the Tiger",1094,1045,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
720,"of the Tiger",1095,1045,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
721,"of the Tiger",1096,1045,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
722,"of the Tiger",1095,1046,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
723,"of the Tiger",1096,1046,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
724,"of the Tiger",1097,1046,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
725,"of the Tiger",1096,1047,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
726,"of the Tiger",1097,1047,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
727,"of the Tiger",1098,1047,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
728,"of the Tiger",1097,1048,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
729,"of the Tiger",1098,1048,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
730,"of the Tiger",1099,1048,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
731,"of the Tiger",1098,1049,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
732,"of the Tiger",1099,1049,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
733,"of the Tiger",1100,1049,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
734,"of the Tiger",1099,1050,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
735,"of the Tiger",1100,1050,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
736,"of the Tiger",1101,1050,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
737,"of the Tiger",1100,1051,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
738,"of the Tiger",1101,1051,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
739,"of the Tiger",1102,1051,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
740,"of the Tiger",1101,1052,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
741,"of the Tiger",1102,1052,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
742,"of the Tiger",1103,1052,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
743,"of the Tiger",1102,1053,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
744,"of the Tiger",1103,1053,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
745,"of the Tiger",1104,1053,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
746,"of the Tiger",1103,1054,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
747,"of the Tiger",1104,1054,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
748,"of the Tiger",1105,1054,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
749,"of the Tiger",1104,1055,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
750,"of the Tiger",1105,1055,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
751,"of the Tiger",1106,1055,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
752,"of the Tiger",1105,1056,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
753,"of the Tiger",1106,1056,0,,,"of the Tiger",,,,,,,,,,,,,,,,0xFF01FE,
754,"of the Owl",79,82,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
755,"of the Owl",80,82,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
756,"of the Owl",79,83,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
757,"of the Owl",80,83,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
758,"of the Owl",81,83,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
759,"of the Owl",80,84,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
760,"of the Owl",81,84,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
761,"of the Owl",94,84,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
762,"of the Owl",81,98,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
763,"of the Owl",94,98,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
764,"of the Owl",95,98,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
765,"of the Owl",94,99,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
766,"of the Owl",95,99,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
767,"of the Owl",96,99,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
768,"of the Owl",95,100,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
769,"of the Owl",96,100,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
770,"of the Owl",97,100,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
771,"of the Owl",96,101,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
772,"of the Owl",97,101,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
773,"of the Owl",350,101,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
774,"of the Owl",97,351,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
775,"of the Owl",350,351,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
776,"of the Owl",354,351,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
777,"of the Owl",350,355,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
778,"of the Owl",354,355,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
779,"of the Owl",359,355,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
780,"of the Owl",354,360,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
781,"of the Owl",359,360,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
782,"of the Owl",364,360,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
783,"of the Owl",359,365,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
784,"of the Owl",364,365,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
785,"of the Owl",369,365,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
786,"of the Owl",364,370,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
787,"of the Owl",369,370,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
788,"of the Owl",405,370,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
789,"of the Owl",369,407,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
790,"of the Owl",405,407,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
791,"of the Owl",406,407,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
792,"of the Owl",405,408,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
793,"of the Owl",406,408,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
794,"of the Owl",1118,408,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
795,"of the Owl",406,1144,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
796,"of the Owl",1118,1144,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
797,"of the Owl",1119,1144,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
798,"of the Owl",1118,1145,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
799,"of the Owl",1119,1145,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
800,"of the Owl",1120,1145,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
801,"of the Owl",1119,1146,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
802,"of the Owl",1120,1146,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
803,"of the Owl",1121,1146,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
804,"of the Owl",1120,1147,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
805,"of the Owl",1121,1147,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
806,"of the Owl",1122,1147,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
807,"of the Owl",1121,1148,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
808,"of the Owl",1122,1148,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
809,"of the Owl",1123,1148,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
810,"of the Owl",1122,1149,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
811,"of the Owl",1123,1149,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
812,"of the Owl",1124,1149,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
813,"of the Owl",1123,1150,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
814,"of the Owl",1124,1150,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
815,"of the Owl",1125,1150,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
816,"of the Owl",1124,1151,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
817,"of the Owl",1125,1151,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
818,"of the Owl",1126,1151,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
819,"of the Owl",1125,1152,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
820,"of the Owl",1126,1152,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
821,"of the Owl",1127,1152,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
822,"of the Owl",1126,1153,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
823,"of the Owl",1127,1153,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
824,"of the Owl",1128,1153,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
825,"of the Owl",1127,1154,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
826,"of the Owl",1128,1154,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
827,"of the Owl",1129,1154,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
828,"of the Owl",1128,1155,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
829,"of the Owl",1129,1155,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
830,"of the Owl",1130,1155,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
831,"of the Owl",1129,1156,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
832,"of the Owl",1130,1156,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
833,"of the Owl",1131,1156,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
834,"of the Owl",1130,1157,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
835,"of the Owl",1131,1157,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
836,"of the Owl",1132,1157,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
837,"of the Owl",1131,1158,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
838,"of the Owl",1132,1158,0,,,"of the Owl",,,,,,,,,,,,,,,,0xFF01FE,
839,"of the Eagle",79,71,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
840,"of the Eagle",80,71,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
841,"of the Eagle",79,72,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
842,"of the Eagle",80,72,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
843,"of the Eagle",81,72,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
844,"of the Eagle",80,73,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
845,"of the Eagle",81,73,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
846,"of the Eagle",94,73,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
847,"of the Eagle",81,102,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
848,"of the Eagle",94,102,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
849,"of the Eagle",95,102,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
850,"of the Eagle",94,103,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
851,"of the Eagle",95,103,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
852,"of the Eagle",96,103,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
853,"of the Eagle",95,104,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
854,"of the Eagle",96,104,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
855,"of the Eagle",97,104,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
856,"of the Eagle",96,105,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
857,"of the Eagle",97,105,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
858,"of the Eagle",350,105,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
859,"of the Eagle",97,353,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
860,"of the Eagle",350,353,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
861,"of the Eagle",354,353,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
862,"of the Eagle",350,356,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
863,"of the Eagle",354,356,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
864,"of the Eagle",359,356,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
865,"of the Eagle",354,361,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
866,"of the Eagle",359,361,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
867,"of the Eagle",364,361,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
868,"of the Eagle",359,366,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
869,"of the Eagle",364,366,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
870,"of the Eagle",369,366,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
871,"of the Eagle",364,371,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
872,"of the Eagle",369,371,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
873,"of the Eagle",405,371,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
874,"of the Eagle",369,409,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
875,"of the Eagle",405,409,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
876,"of the Eagle",406,409,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
877,"of the Eagle",405,411,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
878,"of the Eagle",406,411,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
879,"of the Eagle",1118,411,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
880,"of the Eagle",406,1068,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
881,"of the Eagle",1118,1068,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
882,"of the Eagle",1119,1068,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
883,"of the Eagle",1118,1069,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
884,"of the Eagle",1119,1069,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
885,"of the Eagle",1120,1069,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
886,"of the Eagle",1119,1070,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
887,"of the Eagle",1120,1070,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
888,"of the Eagle",1121,1070,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
889,"of the Eagle",1120,1071,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
890,"of the Eagle",1121,1071,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
891,"of the Eagle",1122,1071,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
892,"of the Eagle",1121,1072,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
893,"of the Eagle",1122,1072,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
894,"of the Eagle",1123,1072,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
895,"of the Eagle",1122,1073,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
896,"of the Eagle",1123,1073,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
897,"of the Eagle",1124,1073,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
898,"of the Eagle",1123,1074,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
899,"of the Eagle",1124,1074,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
900,"of the Eagle",1125,1074,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
901,"of the Eagle",1124,1075,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
902,"of the Eagle",1125,1075,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
903,"of the Eagle",1126,1075,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
904,"of the Eagle",1125,1076,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
905,"of the Eagle",1126,1076,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
906,"of the Eagle",1127,1076,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
907,"of the Eagle",1126,1077,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
908,"of the Eagle",1127,1077,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
909,"of the Eagle",1128,1077,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
910,"of the Eagle",1127,1078,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
911,"of the Eagle",1128,1078,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
912,"of the Eagle",1129,1078,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
913,"of the Eagle",1128,1079,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
914,"of the Eagle",1129,1079,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
915,"of the Eagle",1130,1079,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
916,"of the Eagle",1129,1080,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
917,"of the Eagle",1130,1080,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
918,"of the Eagle",1131,1080,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
919,"of the Eagle",1130,1081,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
920,"of the Eagle",1131,1081,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
921,"of the Eagle",1132,1081,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
922,"of the Eagle",1131,1082,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
923,"of the Eagle",1132,1082,0,,,"of the Eagle",,,,,,,,,,,,,,,,0xFF01FE,
924,"of the Gorilla",79,68,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
925,"of the Gorilla",80,68,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
926,"of the Gorilla",79,69,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
927,"of the Gorilla",80,69,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
928,"of the Gorilla",81,69,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
929,"of the Gorilla",80,70,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
930,"of the Gorilla",81,70,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
931,"of the Gorilla",94,70,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
932,"of the Gorilla",81,106,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
933,"of the Gorilla",94,106,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
934,"of the Gorilla",95,106,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
935,"of the Gorilla",94,107,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
936,"of the Gorilla",95,107,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
937,"of the Gorilla",96,107,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
938,"of the Gorilla",95,108,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
939,"of the Gorilla",96,108,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
940,"of the Gorilla",97,108,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
941,"of the Gorilla",96,109,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
942,"of the Gorilla",97,109,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
943,"of the Gorilla",350,109,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
944,"of the Gorilla",97,352,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
945,"of the Gorilla",350,352,0,,,"of the Gorilla",,,,,,,,,,,,,,,,0xFF01FE,
