long,long,float,float,float,float,float,long,long,long,long,long,long,None,long,
1639,598,0.0,0.0,0.0,109.08000946,1944.49084473,379,380,503,380,2,0,,0,
1640,451,395011.15625,2061.51953125,929508.1875,14743.765625,29343.3671875,708,708,712,698,3,0,,0,
1642,451,300540.03125,2.24547410011,852251.125,13312.5039063,16237.4140625,710,708,708,11,3,0,,0,
1643,571,612533.5,-67.2274093628,513169.4375,5212.86914063,6432.88720703,711,593,711,593,3,0,,0,
1644,571,687335.3125,11733.1191406,391987.5625,5156.24414063,8610.01074219,704,783,704,783,3,0,,0,
1645,571,674426.0,11905.9628906,428208.34375,4133.84912109,5578.46044922,704,783,704,783,3,0,,0,
1646,451,425847.21875,911.33581543,919869.875,23184.8125,32419.9042969,708,9,10,11,3,0,,0,
1647,451,259880.6875,1989.4519043,853005.0,9691.03808594,13129.1796875,710,9,10,11,3,0,,0,
1648,571,629001.5,4040.75292969,466544.1875,4912.86621094,5959.32177734,717,715,715,715,3,0,,0,
1673,595,550687.5,4861.22998047,524437.6875,3515.11425781,4301.27587891,720,9,720,11,3,0,,0,
1674,571,626946.875,4704.29248047,512112.4375,5940.25390625,8271.58105469,735,648,735,648,3,0,,0,
1677,451,1201498.625,0.000136999995448,1200953.625,723.134277344,991.704223633,701,9,10,11,3,0,,0,
1679,571,595786.875,696.68762207,502831.03125,5725.39794922,7005.75048828,726,9,726,11,3,0,,0,
1680,451,1209984.75,7075.92724609,112829.609375,21681.7441406,23883.53125,379,9,379,11,3,0,,0,
1681,571,580052.5625,2029.46777344,478701.96875,8425.00097656,10994.640625,729,730,729,11,3,0,,0,
1682,451,967240.8125,0.000226999996812,276543.21875,25807.3925781,34193.6601563,650,9,10,11,3,0,,0,
1686,585,644158.1875,-2457.22949219,614739.1875,7385.69628906,9107.61914063,686,9,687,11,3,0,,0,
1687,580,592195.625,903.598571777,560698.125,7024.22265625,8806.33105469,686,9,686,11,3,0,,0,
1688,571,406414.5,-2585.84179688,434964.375,11465.2128906,14024.4208984,723,9,723,11,3,0,,0,
1689,571,416956.5625,-1521.75317383,442510.375,5794.40576172,8125.32666016,723,9,723,11,3,0,,0,
1690,571,400599.3125,-1737.48828125,410862.1875,10431.1083984,13465.9589844,723,739,723,739,3,0,,0,
1691,571,596257.125,-263.714263916,459555.75,4497.01757813,5809.49169922,737,9,737,11,3,0,,0,
1694,571,524496.0,-546.801269531,493844.15625,6452.4296875,8053.13134766,726,9,726,11,3,0,,0,
1697,578,0.0,0.0,0.0,803.057495117,803.057495117,820,9,820,11,3,0,,0,
1698,571,460607.53125,-1719.00708008,386761.0,4227.56689453,5237.82910156,743,807,743,807,3,0,,0,
1699,571,452114.65625,-1514.96105957,378192.09375,2572.47875977,3526.67675781,743,807,743,807,3,0,,0,
1700,571,415057.21875,-3243.02636719,430759.0,3116.34985352,3963.89990234,744,739,744,739,3,0,,0,
1701,571,534956.6875,4566.13330078,473053.6875,11231.1660156,14415.953125,745,747,745,747,3,0,,0,
1702,451,258869.109375,-3.8999998651e-005,644396.875,7028.35107422,8777.53613281,746,9,746,11,3,0,,0,
1703,571,576310.5625,2489.95947266,349945.125,819.400634766,819.400634766,748,648,779,648,3,0,,0,
1704,571,685458.0625,7433.13574219,462305.6875,3966.05200195,5184.11083984,749,782,749,782,3,0,,0,
1708,451,84636.09375,17997.7128906,657321.625,50565.8164063,55935.0820312,748,9,748,11,3,0,,0,
1709,451,82106.328125,26281.3710938,720957.8125,54286.8515625,64284.2734375,748,9,748,11,3,0,,0,
1710,451,80647.125,23426.4824219,813044.6875,55090.7109375,63534.1953125,748,9,748,11,3,0,,0,
1711,600,0.0,0.0,0.0,9.70298862457,22.4146194458,754,9,683,11,3,0,,0,
1730,571,363079.625,16471.9628906,474827.0,24414.4648438,26112.4492188,660,9,660,11,3,0,,0,
1733,451,47767.7109375,1333.61169434,28439.34375,498.059539795,498.059539795,701,9,10,11,3,0,,0,
1740,571,614564.5625,16024.3154297,417372.40625,178.083068848,178.083068848,765,796,765,796,3,0,,0,
1747,451,1008085.5,-3.09999995807e-005,1200961.5,33.1192703247,4591.20849609,8,9,10,11,3,0,,0,
1752,451,553215.0,4226.89160156,738210.625,18808.9882813,21709.2167969,8,9,10,11,3,0,,0,
1753,451,662404.875,-4.01204109192,662211.5,10810.3447266,11389.1230469,763,9,10,11,3,0,,0,
1761,451,469669.625,-41165.890625,797723.6875,64651.28125,423275.90625,579,9,579,11,3,0,,0,
1763,0,832692.1875,2992.30224609,545634.0625,46080.0,59513.0,56,37,444,37,4,0,,0,
1764,609,806303.8125,2651.77685547,554154.625,5428.48339844,7437.109375,776,33,776,33,3,775,,0,
1766,609,828800.25,4557.02246094,556538.25,18286.7773438,21453.7988281,12,33,12,33,3,775,,0,
1767,609,833969.9375,916.575378418,541949.8125,18286.7773438,21453.7988281,12,33,12,33,3,775,,0,
1768,609,0.0,0.0,0.0,56.2141418457,438.589080811,56,45,56,45,3,775,,0,
1769,615,0.0,0.0,0.0,102.012519836,173.46156311,767,9,10,11,3,0,,0,
1771,609,815224.25,17858.1425781,526100.0625,8941.75488281,10883.1806641,748,9,10,11,3,0,,0,
1773,616,0.0,0.0,0.0,23262.1914063,30725.8828125,8,9,8,11,3,8,,0,
1775,571,596329.375,14594.8212891,372269.65625,8101.27929688,9128.98535156,774,9,774,11,3,0,,0,
1777,571,652257.9375,51300.203125,352937.28125,485.788238525,492.141571045,810,9,810,11,3,810,,0,
1778,609,820136.0,6961.67236328,500351.40625,7941.69140625,8990.21289063,775,9,775,11,3,0,,0,
1780,571,438097.125,-285.939300537,377071.15625,4199.32421875,5579.02050781,650,739,650,739,3,777,,0,
1781,571,382122.9375,1563.36975098,528116.75,3326.77026367,4121.5234375,778,9,778,11,3,0,,0,
1782,571,381458.4375,1508.00537109,523647.6875,3206.85131836,3968.98950195,778,9,778,11,3,0,,0,
1783,571,380469.875,1518.38598633,518809.28125,3541.7746582,4256.22998047,778,9,778,11,3,0,,0,
1784,571,383065.375,1636.82910156,530488.8125,3326.77026367,4121.5234375,778,9,778,11,3,0,,0,
1786,571,493124.5625,24844.2226563,372541.03125,10741.9736328,13482.0908203,774,9,774,11,3,0,,0,
1789,619,0.0,0.0,0.0,99.0025024414,119.270988464,811,9,795,11,3,0,,0,
1790,571,545630.5,4782.43945313,417450.78125,262.959350586,309.128417969,748,9,10,11,3,0,,0,
1792,571,497298.25,24355.0644531,440945.375,281.064086914,281.064086914,588,785,788,786,3,0,,0,
1794,607,0.0,0.0,0.0,100.5,231.620315552,790,782,791,782,3,0,,0,
1796,571,444585.125,11889.2089844,415244.6875,208.669372559,209.590820312,789,739,789,739,3,0,,0,
1797,571,424898.1875,-4969.22949219,418564.8125,9319.75195313,12125.0175781,781,739,781,739,3,0,,0,
1798,571,435393.15625,-4817.69091797,407504.0,5271.47509766,7808.54589844,781,739,781,739,3,0,,0,
1800,571,432926.5,-4894.44042969,426573.21875,4484.15039063,6790.02246094,781,739,781,739,3,0,,0,
1802,571,590413.75,27916.7148438,405705.3125,14587.4365234,17163.2871094,793,794,793,794,3,0,,0,
1803,571,439879.75,-5084.61035156,428100.625,3770.04589844,5202.53808594,781,739,781,739,3,0,,0,
1804,571,446171.34375,-4805.44091797,426482.875,3770.04589844,5202.53808594,781,739,781,739,3,0,,0,
1805,571,449778.59375,-4663.59228516,418827.3125,3770.04589844,5202.53808594,781,739,781,739,3,0,,0,
1806,571,447515.875,-4916.29003906,408415.25,5271.47509766,7808.54589844,781,739,781,739,3,0,,0,
1809,571,604752.9375,5826.44628906,412946.75,9415.08007813,12732.0009766,797,796,797,796,3,0,,0,
1810,571,592896.875,5654.41992187,405484.4375,6042.27783203,8255.98242188,797,796,797,796,3,0,,0,
1811,571,580982.8125,5295.84423828,397882.65625,9671.32617188,11866.0947266,797,796,797,796,3,0,,0,
1812,571,579868.125,5716.80908203,404355.25,9671.32617188,11866.0947266,797,796,797,796,3,0,,0,
1813,571,535604.0,33742.4375,397171.3125,26452.5253906,29713.0410156,808,9,10,11,3,806,,0,
1814,609,815987.9375,-1358.32275391,521639.53125,11630.1992188,13994.3232422,12,33,12,33,3,775,,0,
1815,609,808571.125,5786.71972656,514085.0,5767.78466797,8195.18261719,12,33,12,33,3,775,,0,
1816,609,839314.125,-881.291137695,513459.25,18286.7773438,21453.7988281,12,33,12,33,3,775,,0,
1817,571,438147.21875,4679.82128906,339370.46875,12881.9511719,15867.0332031,735,705,735,705,3,0,,0,
1818,571,631522.1875,30546.3027344,336886.65625,371.37399292,509.377319336,700,9,800,11,3,810,,0,
1821,571,764621.5625,9664.77246094,432718.0,6224.79492188,9145.45800781,703,783,703,783,3,0,,0,
1822,616,583144.8125,-217.62310791,564661.5625,12337.8203125,14779.578125,801,9,801,11,3,0,,0,
1823,616,544046.8125,769.533447266,605838.375,12567.0039063,14715.328125,802,9,802,11,3,0,,0,
1824,616,592758.4375,-0.00167999998666,594770.1875,13030.8427734,15145.2451172,803,9,803,11,3,0,,0,
1825,616,570769.5625,-0.00037500000326,610585.375,9885.56445313,11399.5292969,804,9,804,11,3,0,,0,
1826,601,0.0,0.0,0.0,33023.015625,35539.34375,812,9,10,11,3,0,,0,
1831,571,437743.53125,-1224.88500977,382487.875,3758.55419922,4884.29541016,650,9,650,11,3,777,,0,
1832,571,752668.8125,13719.3662109,439425.34375,3633.90283203,4802.84619141,813,9,813,11,3,0,,0,
1833,571,752825.75,12353.2646484,443821.75,1748.16894531,3097.51025391,813,9,813,11,3,0,,0,
1834,618,0.0,0.0,0.0,78.4913864136,810.662536621,192,9,192,11,3,0,,0,
1835,599,0.0,0.0,0.0,23.6410732269,1937.92321777,810,9,810,11,3,0,,0,
1836,602,0.0,0.0,0.0,99.5,1079.73999023,810,9,810,11,3,0,,0,
1838,595,583661.875,15453.1650391,570467.5,16345.5390625,18558.734375,720,387,816,387,3,0,,0,
1839,595,602648.4375,3543.81811523,535585.1875,21805.3261719,24420.0605469,720,387,816,387,3,0,,0,
1840,595,586732.25,3906.16748047,545071.6875,7804.52832031,10156.0878906,720,387,816,387,3,0,,0,
1841,595,559935.4375,3833.44970703,563788.0,13093.9677734,15668.6074219,720,387,816,387,3,0,,0,
1843,571,607109.4375,47233.8867188,346426.625,24092.7324219,27436.7011719,818,818,818,818,3,0,,0,
1845,571,731811.0625,31051.5585938,334434.0,9653.13574219,13505.6640625,819,819,819,819,819,0,,0,
1846,571,745784.9375,6400.39599609,516371.5625,10615.8447266,13662.6855469,671,9,671,11,3,0,,0,
1847,571,767192.25,4864.28271484,529909.4375,60.1994857788,129.190414429,603,593,679,593,3,0,,0,
1848,571,476300.21875,12793.9609375,443435.15625,6277.91552734,8681.4609375,821,9,821,11,3,0,,0,
1849,595,610310.375,15441.7109375,566693.9375,20104.7675781,21644.1816406,720,387,816,387,3,0,,0,
1850,595,556235.0,5723.79589844,546383.8125,9161.91796875,11912.0742188,720,387,816,387,3,0,,0,
1851,595,607029.6875,3539.18847656,548539.625,13723.5175781,15781.6591797,720,387,816,387,3,0,,0,
1852,595,595275.1875,13122.9384766,571101.0,13002.8134766,14990.0507812,720,387,816,387,3,0,,0,
1853,595,570798.375,4192.31494141,572195.0625,16327.1220703,18378.0234375,720,387,816,387,3,0,,0,
1854,595,576526.5625,5403.36083984,545232.125,6903.65722656,8558.09277344,720,387,816,387,3,0,,0,
1855,617,0.0,0.0,0.0,102.012519836,1673.76171875,8,9,8,11,3,0,,0,
1856,571,740826.5,10259.6201172,433964.65625,4845.49267578,8149.6640625,704,783,704,783,3,0,,0,
1857,571,509545.34375,15293.7324219,328628.5,10976.0761719,12794.84375,822,824,823,824,3,0,,0,
1858,571,500931.09375,24165.7246094,379358.78125,12325.5078125,14278.5361328,774,9,774,11,3,0,,0,
1859,571,477638.5,5065.61914063,392127.90625,15076.8388672,18445.6777344,743,807,743,807,3,0,,0,
1860,628,0.0,0.0,0.0,98.5074920654,114.558082581,851,648,851,648,3,863,,0,
1861,603,615264.0625,15208.2460938,528604.625,9484.44824219,11736.7490234,828,739,828,739,3,0,,0,
1862,603,0.0,0.0,0.0,96.201423645,137.471633911,829,9,829,11,3,0,,0,
1868,571,582171.0,19677.1464844,309970.375,8994.78417969,11177.1982422,836,9,836,11,3,836,,0,
1869,603,605826.3125,14366.9931641,593492.0,5214.79882813,7253.48583984,837,327,837,327,3,0,,0,
1874,603,615721.625,15699.8515625,546253.125,6371.41210938,7234.0,841,739,841,739,3,0,,0,
1875,603,526784.1875,16176.4990234,535326.4375,14393.5527344,17923.8046875,841,9,841,11,3,0,,0,
1876,603,595477.25,18085.8476563,530338.8125,8965.33691406,11485.9638672,841,9,841,11,3,0,,0,
1901,571,578325.0,5385.85351563,249975.546875,28979.6894531,35796.3359375,871,648,871,648,3,0,,871,
1902,649,0.0,0.0,0.0,101.952186584,312.125,836,648,836,648,3,836,,0,
1903,650,0.0,0.0,0.0,97.0372543335,846.893798828,836,648,836,648,3,836,,0,
1971,658,0.0,0.0,0.0,98.0149536133,1666.69677734,879,880,879,880,3,0,,0,
2488,631,0.0,0.0,0.0,25514.1074219,30829.6210938,905,9,905,11,3,0,,0,
2490,631,644024.0,-0.000169999999343,614287.75,20344.1933594,25314.0039062,894,9,894,11,3,902,,0,
2504,668,0.0,0.0,0.0,98.0149536133,210.229598999,748,9,748,11,3,0,,0,
2505,631,704949.4375,37642.9804688,596899.9375,2924.32373047,3227.83740234,897,9,897,11,3,0,,0,
2508,631,706143.375,-0.00136500003282,529366.0625,20783.5546875,25355.8046875,902,9,902,11,3,0,,0,
2509,631,730531.25,-6.7000000854e-005,579232.5625,22193.140625,27487.7167969,904,9,904,11,3,0,,0,
2538,724,0.0,0.0,0.0,98.4976272583,357.709106445,917,730,917,730,3,0,,0,
