id;value;displayid;
36102;Caribou Gloves;49911;
36103;Caribou Cowl;49842;
36104;Caribou Britches;49851;
36105;Caribou Shoulders;49847;
36106;Caribou Bands;49860;
36107;Vileprey Cord;49816;
36108;Vileprey Boots;49906;
36109;Vileprey Armor;49813;
36110;Vileprey Gloves;49913;
36111;Vileprey Hood;49843;
36112;Vileprey Leggings;49852;
36113;Vileprey Pauldrons;49848;
36114;Vileprey Bracers;49863;
36115;Taunka Belt;49817;
36116;Taunka Boots;49902;
36117;Taunka Tunic;49809;
36118;Taunka Gloves;49910;
36119;Taunka Hat;49844;
36120;Taunka Legguards;49853;
36121;Taunka Spaulders;49849;
36122;Taunka Armguards;49864;
36123;Muradin Belt;49817;
36124;Muradin Boots;49902;
36125;Muradin Chestpiece;49809;
36126;Muradin Gloves;49910;
36127;Muradin Hood;49844;
36128;Muradin Pants;49853;
36129;Muradin Shoulders;49849;
36130;Muradin Bindings;49864;
36131;Wolverine Girdle;49908;
36132;Wolverine Boots;49901;
36133;Wolverine Jerkin;49914;
36134;Wolverine Gloves;49909;
36135;Wolverine Cap;51784;
36136;Wolverine Leggings;49927;
36137;Wolverine Shoulderguards;49898;
36138;Wolverine Armguards;49899;
36139;Ghrino Belt;49908;
36140;Ghrino Boots;49901;
36141;Ghrino Vest;49914;
36142;Ghrino Gloves;49909;
36143;Ghrino Cover;51784;
36144;Ghrino Britches;49927;
36145;Ghrino Pauldrons;49898;
36146;Ghrino Bracers;49899;
36147;Pygmy Belt;49924;
36148;Pygmy Boots;49978;
36149;Pygmy Tunic;49921;
36150;Pygmy Gloves;49984;
36151;Pygmy Helmet;52517;
36152;Pygmy Pants;49928;
36153;Pygmy Shoulders;49918;
36154;Pygmy Bindings;49981;
36155;Wendigo Girdle;49925;
36156;Wendigo Boots;49979;
36157;Wendigo Chestpiece;49922;
36158;Wendigo Gloves;49985;
36159;Wendigo Hood;52518;
36160;Wendigo Legguards;49929;
36161;Wendigo Pauldrons;49919;
36162;Wendigo Bands;49982;
36163;Webspinner Cord;49925;
36164;Webspinner Boots;49979;
36165;Webspinner Vest;49922;
36166;Webspinner Gloves;49985;
36167;Webspinner Hood;52518;
36168;Webspinner Leggings;49929;
36169;Webspinner Shoulderguards;49919;
36170;Webspinner Bindings;49982;
36171;Geist Belt;49926;
36172;Geist Boots;49980;
36173;Geist Tunic;49923;
36174;Geist Gloves;49986;
36175;Geist Hood;52519;
36176;Geist Legguards;49930;
36177;Geist Shoulders;49920;
36178;Geist Wristguards;49983;
36179;Garmaul Waistband;52133;
36180;Garmaul Footwraps;52135;
36181;Garmaul Chestpiece;52128;
36182;Garmaul Fists;52129;
36183;Garmaul Helmet;52496;
36184;Garmaul Legguards;52155;
36185;Garmaul Shoulderguards;51237;
36186;Garmaul Bracers;51075;
36187;Njord Belt;52145;
36188;Njord Boots;52146;
36189;Njord Chain Vest;52147;
36190;Njord Gauntlets;52148;
36191;Njord Helm;52497;
36192;Njord Leggings;52153;
36193;Njord Shoulderguards;52151;
36194;Njord Bracers;51212;
36195;Skom Stitched-Belt;52133;
36196;Skom Greaves;52135;
36197;Skom Chain Vest;52128;
36198;Skom Gloves;52129;
36199;Skom Helm;52495;
36200;Skom Leggings;52155;
36201;Skom Spaulders;51237;
36202;Skom Bracers;51075;
36203;Nifflevar Girdle;52145;
36204;Nifflevar Boots;52146;
36205;Nifflevar Chestpiece;52147;
36206;Nifflevar Gloves;52148;
36207;Nifflevar Helmet;52498;
36208;Nifflevar Legguards;52153;
36209;Nifflevar Shoulderguards;52151;
36210;Nifflevar Bindings;51212;
36211;Orca Belt;52133;
36212;Orca Footwraps;52135;
36213;Orca Armor;52128;
36214;Orca Fists;52129;
36215;Orca Helmet;52495;
36216;Orca Legwraps;52155;
36217;Orca Spaulders;51237;
36218;Orca Bindings;51075;
36219;Amberpine Girdle;52145;
36220;Amberpine Greaves;52146;
36221;Amberpine Chain Vest;52147;
36222;Amberpine Gauntlets;52148;
36223;Amberpine Helmet;52498;
36224;Amberpine Legguards;52153;
36225;Amberpine Spaulders;52151;
36226;Amberpine Bracers;51212;
36227;Trapper Belt;52133;
36228;Trapper Footwraps;52135;
36229;Trapper Chain Vest;52128;
36230;Trapper Gloves;52129;
36231;Trapper Helm;52495;
36232;Trapper Leggings;52155;
36233;Trapper Shoulderguards;51237;
36234;Trapper Bracers;51075;
36235;Shoveltusk Waistband;52145;
36236;Shoveltusk Greaves;52146;
36237;Shoveltusk Breastplate;52147;
36238;Shoveltusk Gauntlets;52148;
36239;Shoveltusk Helmet;52498;
36240;Shoveltusk Legguards;52153;
36241;Shoveltusk Mantle;52151;
36242;Shoveltusk Bindings;51212;
36243;Mammoth Girdle;52166;
36244;Mammoth Boots;52163;
36245;Mammoth Chestpiece;51887;
36246;Mammoth Fists;52164;
36247;Mammoth Helm;51872;
36248;Mammoth Legwraps;52167;
36249;Mammoth Spaulders;51883;
36250;Mammoth Bindings;52165;
36251;Wolvar Belt;52166;
36252;Wolvar Greaves;52163;
36253;Wolvar Armor;51887;
36254;Wolvar Fists;52164;
36255;Wolvar Helmet;51872;
36256;Wolvar Legguards;52167;
36257;Wolvar Shoulderguards;51883;
36258;Wolvar Bindings;52165;
36259;Cormorant Waistband;57612;
36260;Cormorant Footwraps;52163;
36261;Cormorant Chain Vest;51887;
36262;Cormorant Gloves;52164;
36263;Cormorant Helm;51872;
36264;Cormorant Leggings;52167;
36265;Cormorant Mantle;51883;
36266;Cormorant Bracelets;52165;
36267;Ulduar Girdle;52166;
36268;Ulduar Greaves;52163;
36269;Ulduar Breastplate;51887;
36270;Ulduar Gauntlets;52164;
36271;Ulduar Helm;51872;
36272;Ulduar Legguards;52167;
36273;Ulduar Shoulderguards;51883;
36274;Ulduar Bracers;52165;
36275;Spiderlord Belt;52166;
36276;Spiderlord Boots;52163;
36277;Spiderlord Chestpiece;51887;
36278;Spiderlord Gauntlets;52164;
36279;Spiderlord Helm;51872;
36280;Spiderlord Legguards;52167;
36281;Spiderlord Spaulders;51883;
36282;Spiderlord Bracers;52165;
36283;Spectral Waistband;52166;
36284;Spectral Greaves;52163;
36285;Spectral Armor;51887;
36286;Spectral Gauntlets;52164;
36287;Spectral Helmet;51872;
36288;Spectral Legwraps;52167;
36289;Spectral Mantle;51883;
36290;Spectral Bracelets;52165;
36291;Westguard Belt;51653;
36292;Westguard Greaves;51657;
36293;Westguard Armor;51652;
36294;Westguard Gloves;51656;
36295;Westguard Helm;61307;
36296;Westguard Legplates;51658;
36297;Westguard Epaulets;51951;
36298;Westguard Bracers;51654;
36299;Coldrock Girdle;51662;
36300;Coldrock Sabatons;51131;
36301;Coldrock Breastplate;51660;
36302;Coldrock Gauntlets;51661;
36303;Coldrock Helmet;51207;
36304;Coldrock Legplates;51663;
36305;Coldrock Pauldrons;51949;
36306;Coldrock Bracers;51659;
36307;Baleheim Belt;51676;
36308;Baleheim Greaves;51669;
36309;Baleheim Armor;51665;
36310;Baleheim Gloves;51668;
36311;Baleheim Helmet;61308;
36312;Baleheim Legguards;51671;
36313;Baleheim Epaulets;51950;
36314;Baleheim Vambraces;51672;
36315;Wyrmskull Girdle;51653;
36316;Wyrmskull Sabatons;51657;
36317;Wyrmskull Breastplate;51652;
36318;Wyrmskull Gauntlets;51673;
36319;Wyrmskull Helm;61307;
36320;Wyrmskull Legplates;51674;
36321;Wyrmskull Epaulets;51951;
36322;Wyrmskull Bracers;51654;
36323;Halgrind Belt;51675;
36324;Halgrind Greaves;51131;
36325;Halgrind Carapace;51660;
36326;Halgrind Gloves;51661;
36327;Halgrind Helmet;51207;
36328;Halgrind Legplates;51663;
36329;Halgrind Epaulets;51949;
36330;Halgrind Bracers;51659;
36331;Grizzlemaw Belt;51676;
36332;Grizzlemaw Sabatons;51669;
36333;Grizzlemaw Armor;51665;
36334;Grizzlemaw Gauntlets;51668;
36335;Grizzlemaw Helm;61308;
36336;Grizzlemaw Legplates;51671;
36337;Grizzlemaw Epaulets;51950;
36338;Grizzlemaw Vambraces;51672;
36339;Bloodmar Girdle;51653;
36340;Bloodmar Sabatons;51657;
36341;Bloodmar Breastplate;51652;
36342;Bloodmar Gauntlets;51673;
36343;Bloodmar Helm;61307;
36344;Bloodmar Legplates;51674;
36345;Bloodmar Pauldrons;51951;
36346;Bloodmar Vambraces;51654;
36347;Jormungar Girdle;51948;
36348;Jormungar Sabatons;51131;
36349;Jormungar Breastplate;51660;
36350;Jormungar Gauntlets;51645;
36351;Jormungar Helmet;51207;
36352;Jormungar Legplates;51663;
36353;Jormungar Pauldrons;51949;
36354;Jormungar Bracers;51659;
36355;Frostpaw Belt;51953;
36356;Frostpaw Greaves;52046;
36357;Frostpaw Armor;52048;
36358;Frostpaw Gauntlets;51954;
36359;Frostpaw Helmet;51891;
36360;Frostpaw Legguards;51955;
36361;Frostpaw Epaulets;51892;
36362;Frostpaw Vambraces;51897;
36363;Magnataur Girdle;52043;
36364;Magnataur Sabatons;52045;
36365;Magnataur Breastplate;52049;
36366;Magnataur Gauntlets;52042;
36367;Magnataur Helm;50905;
36368;Magnataur Legplates;52044;
36369;Magnataur Pauldrons;49725;
36370;Magnataur Bracers;52039;
36371;Kraken Girdle;52051;
36372;Kraken Greaves;52052;
36373;Kraken Breastplate;51633;
36374;Kraken Gauntlets;52050;
36375;Kraken Helm;51641;
36376;Kraken Legplates;51640;
36377;Kraken Epaulets;49512;
36378;Kraken Vambraces;51636;
36379;Golem Girdle;52055;
36380;Golem Sabatons;52057;
36381;Golem Breastplate;52053;
36382;Golem Gauntlets;52054;
36383;Golem Helmet;51904;
36384;Golem Legplates;52056;
36385;Golem Pauldrons;51297;
36386;Golem Vambraces;52058;
36387;Revenant Belt;52063;
36388;Revenant Greaves;52045;
36389;Revenant Armor;52049;
36390;Revenant Gauntlets;52042;
36391;Revenant Helmet;50905;
36392;Revenant Legguards;52044;
36393;Revenant Epaulets;49725;
36394;Revenant Bracers;52064;
36395;Necropolis Girdle;51771;
36396;Necropolis Sabatons;51775;
36397;Necropolis Breastplate;51769;
36398;Necropolis Gloves;51772;
36399;Necropolis Helm;51773;
36400;Necropolis Legplates;51774;
36401;Necropolis Epaulets;51770;
36402;Necropolis Vambraces;51776;
36403;Riding Cloak;50050;
36404;Suede Cloak;50051;
36405;Double Cape;50052;
36406;Wayfarer's Cloak;50053;
36407;Lace-Trimmed Cloak;50054;
36408;Reversible Wool Cape;50055;
36409;Crushed Velvet Cloak;15076;
36410;Caribou Skin Cloak;50057;
36411;Brawler's Cape;50058;
36412;Fleece Cloak;23091;
36413;Dyed Taffeta Cape;15196;
36414;Mammoth Fur Cloak;50059;
36415;Vintage Satin Cloak;50061;
36416;Regal Cloak;50062;
36417;Oval Ring;4284;
36418;Floral Loop;31800;
36419;Glass Ring;24646;
36420;Gemstone Ring;9865;
36421;Devotional Band;2854;
36422;Filigree Ring;31800;
36423;Posy Ring;31616;
36424;Cameo Ring;23728;
36425;Gold Twisted Ring;9836;
36426;Stirrup Ring;31616;
36427;Engraved Ring;9834;
36428;Bouquet Ring;31800;
36429;Spur Ring;9840;
36430;Puzzle Ring;23897;
36431;Painted Wooden Beads;39000;
36432;Silver Rope Chain;9859;
36433;Snake Entwined Necklace;9857;
36434;Gold Mesh Collar;31889;
36435;Embroidered Pendant;15420;
36436;Jasper Bead Necklace;9658;
36437;Figaro Chain;6539;
36438;Shark-Toothed Necklace;9860;
36439;Serpentine Chain;9859;
36440;Gold Clasped Chain;9854;
36441;Pearl Woven Choker;9858;
36442;Silken Cord Amulet;31603;
36443;Platinum Medallion;12567;
36444;Ice Encrusted Amulet;9852;
36445;Riveted Shield;52185;
36446;Forged-Iron Shield;52187;
36447;Kaskala Buckler;52183;
36448;Spiked Targe;52188;
36449;Vrykul Shield;52191;
36450;Strapped Heater Shield;52190;
36451;Kamagua Shield;52182;
36452;Spoke Shield;52189;
36453;Embossed Brazen Shield;52186;
36455;Plated Bulwark;52184;
36456;Icy Kite Shield;52180;
36457;Ivory Shield;52181;
36458;Frozen Shield;52179;
36459;Icy Orb;50236;
36460;Northern Star;24061;
36461;Demon-Skull Orb;50245;
36462;Coldarra Crystal;50238;
36463;Polished Orb;50239;
36464;Darkened Scepter;50313;
36465;Evergreen Branch;50241;
36466;Facetted Orb;27756;
36467;Reflecting Sphere;21605;
36468;Glistening Star;22923;
36469;Lidless Orb;31120;
36470;Gilded Scepter;50313;
36471;Ice Crystal;28337;
36472;Carved Rod;50243;
36473;Pioneer's Dagger;50118;
36474;Engraved Dagger;50119;
36475;Seal Shortblade;50124;
36476;Whale Ripper;50121;
36478;Frosty Talon;49206;
36479;Snobold Ripper;50122;
36480;Ebony Dagger;50119;
36481;Trapper Knife;50118;
36482;Parrying Dagger;50123;
36483;Mandible Edge;50121;
36484;Etched Dagger;50125;
36485;Sinuous Keris;49206;
36486;Ornate Pugio;50126;
36487;Stone-Headed Gavel;50197;
36488;Conifer Club;50198;
36489;Iron Flanged Scepter;50199;
36490;Tuskarr Cudgel;49201;
36492;Peaked Club;50201;
36493;Furbolg Truncheon;50202;
36494;Barbed Star;50203;
36495;Ferrous Hammer;50204;
36496;Brass-Bound Cudgel;50202;
36497;Adamant Mallet;50206;
36498;Nerubian Mace;50205;
36499;Frigid War-Mace;50201;
36500;Gargoyle's Mace;50210;
36501;Granite Maul;50320;
36502;Ungainly Mace;50247;
36503;Toothless Bludgeon;49203;
36504;Cleft-Edged Hammer;50316;
36506;Vaulted Mace;50325;
36507;Iron-Molded Fist;50320;
36508;Cumbersome Sledgehammer;50252;
36509;Femur-Shafted Mace;50253;
36510;Lumbering Bludgeon;50254;
36511;Arctic War Hammer;50315;
36512;Onerous Mallet;50254;
36513;Lode-Headed Hammer;50322;
36514;Kingly Battlehammer;50321;
36515;Raider's Cutlass;50260;
36516;Tribal Blade;50261;
36517;Iron-Grip Shortsword;50262;
36518;Tundra's Edge;50267;
36520;Chopping Wideblade;49199;
36521;Shimmering Sabre;50265;
36522;Scored Blade;50266;
36523;Trollish Slicer;50268;
36524;Primitive Scimitar;50269;
36525;Craggy Machete;50265;
36526;Sleeted Longsword;50270;
36527;Blackened Blade;50263;
36528;Skeleton's Sword;50271;
36529;Unearthed Broadsword;49223;
36530;Whetted Ironblade;50334;
36531;Sawtooth Greatsword;50327;
36532;Shark Fin Blade;50331;
36534;Tempered-Steel Blade;50332;
36535;Dragon's Rib Sword;50328;
36536;Inlaid Greatsword;50329;
36537;Fur-Grip Broadsword;50326;
36538;Trollish Destroyer;50333;
36539;Chilled Warblade;50327;
36540;Petrified Sword;50330;
36541;Wintry Claymore;50332;
36542;Invasion Blade;50326;
36543;Survival Stick;50134;
36544;Journeyed Staff;50135;
36545;Branched Stick;50136;
36546;Unusual Staff;50137;
36548;Promised Staff;50139;
36549;Pulsing Quarterstaff;50346;
36550;Refulgent Staff;50344;
36551;Ritual Greatstaff;50143;
36552;Spiked Greatstaff;50347;
36553;Desecrated Staff;50345;
36554;Cursed Staff;50146;
36555;Minion Staff;50147;
36556;Apocalyptic Staff;50343;
36557;Meat Ripper;31314;
36558;Curved Scratcher;50370;
36559;Prized Handscythes;50371;
36560;Fighter's Grip;50370;
36562;Blue-Nailed Claws;50371;
36563;Gloved Talons;50371;
36564;Spider Claw;31314;
36565;Hero's Knuckles;31314;
36566;Gilded Fangs;50370;
36567;Six-Fingered Claws;50370;
36568;Hollowed Bone Knuckles;50371;
36569;Savage Talons;31314;
36570;Corrupted Scythes;31314;
36571;Splicing Axe;50063;
36572;Dinged Cleaver;50064;
36573;Primeval Adze;50073;
36574;Bone Cleaver;50067;
36576;Beaked Axe;50070;
36577;Disk Axe;50074;
36578;Troll Chopper;50072;
36579;Boreal Woodchopper;50065;
36580;Dire Axe;50075;
36581;Wolvar Handaxe;50071;
36582;Ice Pick;50069;
36583;Skeletal Hacker;50076;
36584;Snowy Edge;50066;
36585;Finned Battleaxe;50337;
36586;Wreaking Battleaxe;50342;
36587;Taunka Axe;50340;
36588;Burning Battleaxe;50336;
36590;Bone Plate Axe;50335;
36591;Winged Axe;50341;
36592;Deforester Axe;50337;
36593;Troll Decollator;50336;
36594;Fracturing Battleaxe;50338;
36595;Planate Broadaxe;50339;
36596;Rupturing Axe;50340;
36597;Ice-Splintering Axe;50335;
36598;Scarlet Battle Axe;50336;
36599;Ocean Trident;50353;
36600;Village Scythe;50358;
36601;Patient Harpoon;50354;
36602;Rust-Covered Polearm;50357;
36604;Grizzly Glaive;50352;
36605;Wind Scythe;50359;
36606;Rugged Polearm;50356;
36607;Dwarven Halberd;50351;
36608;Piercing Glaive;50355;
36609;Abandoned Spear;50348;
36610;Plagued Pike;50354;
36611;Bleak Scythe;50350;
36612;Scourge War Spear;50357;
36613;Honorable Longbow;50149;
36614;Yew Bow;50150;
36615;Expert's Longbow;50158;
36616;Dutiful Longbow;50149;
36618;Twisted Longbow;49222;
36619;Astral Light Bow;50153;
36620;Tracking Bow;50159;
36621;Advanced Flatbow;50154;
36622;Acute Shortbow;50157;
36623;Harnessed Longbow;50156;
36624;Shrieking Bow;50155;
36625;Massive Recurved Bow;50152;
36626;Military Compound Bow;50151;
36627;Composite Crossbow;50160;
36628;Under-Arm Crossbow;50161;
36629;Ferocious Crossbow;49202;
36630;Sinewed Crossbow;50162;
36632;Slingshot Crossbow;50164;
36633;Palisade Crossbow;50165;
36634;Pain Repeater;50166;
36635;Marvelous Crossbow;50166;
36636;Arbalest Crossbow;50168;
36637;Horrific Crossbow;50167;
36638;Bloody Crossbow;50162;
36639;Brutal Ballista;50164;
36640;Scourge Crossbow;50167;
36641;Bound Musket;18405;
36643;Tracker's Musket;18405;
36644;Inelegant Musket;18405;
36646;Haggard Gun;18405;
36647;Noisy Blaster;18405;
36648;Trapper's Rifle;18405;
36649;Tundra Rifle;18405;
36650;Mammoth Gun;18405;
36651;Muzzled Musket;18405;
36652;Stocky Shotgun;18405;
36653;Precipice Longrifle;18405;
36654;Harsh-Winter Rifle;18405;
36655;Pearled Wand;50366;
36656;Darkened Wand;50362;
36657;Vicious Wand;19902;
36658;Extinguished Spark;50364;
36660;Melted Wand;9062;
36661;Enigmatic Wand;50363;
36662;Voodoo Wand;50368;
36663;Ancient Wand;50360;
36664;Chilled Wand;50361;
36665;Wasteland Wand;50369;
36666;Polar Wand;25076;
36667;Solid Ice Wand;50367;
36668;Mindless Wand;50365;
36669;Eccentric Dagger;50127;
36670;Gypsy Blade;50125;
36671;Ominous Dagger;50128;
36672;Strange Dagger;50121;
36674;Old Tooth;50122;
36675;Sockeye Dagger;50118;
36676;Water Blade;49207;
36677;Levitating Dagger;50128;
36678;Runed Talon;49206;
36679;Singing Dagger;50130;
36680;Mystic Fang;50121;
36681;Wisdom Carver;50129;
36682;Seduced Blade;50131;
36683;Enshrined Mace;50209;
36684;Ambrosial Hammer;50203;
36685;Placid Lightmace;50208;
36686;Harmonious Scepter;50199;
36688;Sacrosanct Mace;50205;
36689;Refreshing Hammer;50198;
36690;Unearthly Scepter;50205;
36691;Dignified Hammer;49233;
36692;Remedial Mace;50199;
36693;Serene Hammer;50205;
36694;Beatific Mace;50197;
36695;Dogmatic Scepter;50209;
36696;Graced Scepter;50208;
36697;Aquatic Greatstaff;50139;
36698;Conifer Cone Staff;53556;
36699;Iceberg Staff;50148;
36700;Peat Greatstaff;50147;
36702;Melting Icestaff;50139;
36703;Tusked Greatstaff;50136;
36704;Hive Comb Staff;50138;
36705;Geyser Staff;50135;
36706;Tenacious Vine Staff;50137;
36707;Cascading Water Staff;50134;
36708;Snow Blossom Staff;50138;
36709;Crystal Woodstaff;50343;
36710;Avalanche Staff;50344;
36711;Forsaken Edge;16752;
36712;Howling Throwing Knives;16752;
36713;Reaching Star;40002;
36714;Tuskarr's Piercers;16752;
36716;Threatening Darts;16752;
36717;Venture Co. Throwing Axe;20782;
36718;Nexus Shrike;40002;
36719;Hunter's Scout;16752;
36720;Flying Knives;16752;
36721;Dragon's Teeth;16752;
36722;Pyramid Throwing Star;40002;
36723;Clawed Shuriken;39991;
36724;Frozen Throwing Blades;16752;
36725;Black Blood of Yogg-Saron Sample;36189;
36726;Ironbender's Mining Pick;49234;
36727;Composite Ore;18704;
36728;Ice Shard Cluster;50442;
36729;Thin Animal Hide;38748;
36730;Splintered Bone Chunk;22304;
36731;Seared Jormungar Meat;39117;
36732;Potent Explosive Charges;49803;
36733;Coldwind Lumber;929;
36734;Xink's Shredder Control Device;44269;
36735;Kilix's Battle Plan;30953;
36736;Scourge Armament;49244;
36738;Warsong Battle Standard;7111;
36739;Heart of the Ancients;39910;
36740;Spiritsbreath;24691;
36741;Head of High Cultist Zangus;3914;
36742;Goramosh's Strange Device;49274;
36743;Desperate Mojo;6340;
36744;Flesh-bound Tome;1246;
36746;Goramosh's Strange Device;49274;
36747;Surge Needle Teleporter;49274;
36751;Ley Line Focus Control Ring;49292;
36752;Anok'ra's Key Fragment;36540;
36753;Tivax's Key Fragment;36675;
36754;Sinok's Key Fragment;36597;
36756;Captain Malin's Letter;3029;
36757;Drakkari Tablets;7697;
36758;Sacred Mojo;6340;
36759;Fragment of Anub'et'kan's Husk;49296;
36760;Anub'ar Prison Key;36595;
36764;Shard of the Earth;49298;
36765;Sample of Rockflesh;8560;
36766;Bright Dragon's Eye;61981;
36767;Solid Dragon's Eye;61982;
36768;Vial of Corrosive Spit;15787;
36769;Zort's Protective Elixir;17882;
36770;Zort's Protective Elixir;17882;
36771;Sturdy Crates;10924;
36772;Captured Jormungar Spawn;11449;
36774;Valnok's Flare Gun;16299;
36775;Zort's Scraper;44321;
36776;Island Shoveltusk Meat;2599;
36777;Horn of Kamagua;48462;
36779;Ley Line Focus Control Amulet;49320;
36780;Lieutenant Ta'zinni's Letter;7263;
36781;Darkwater Clam;16212;
36782;Succulent Clam Meat;54540;
36783;Northsea Pearl;54311;
36784;Siren's Tear;54313;
36786;Bark of the Walkers;49330;
36787;Shard of Gavrock;36190;
36788;Matted Fur;18092;
36789;Cracked Horn;7134;
36793;Sarathstra's Frozen Heart;13291;
36796;Gavrock's Runebreaker;49346;
36797;Massive Scaly Tail;20915;
36798;Scraped Shell Fragment;20914;
36800;Rot Resistant Organ;4826;
36801;Crooked Fang;6002;
36802;Scything Talon;6666;
36803;Ruby Lilac;13489;
36804;Chipped Ivory Tusk;3429;
36805;Misshapen Foot;26546;
36806;Perfectly Rounded Foot;26546;
36807;Sintar's Vaccine;48394;
36808;Bent Ivory Tusk;3429;
36809;Elemental Husk;36675;
36810;Primordial Infusion;37249;
36811;Stripped Sprocket;7342;
36812;Ground Gear;20818;
36813;Sprung Sprocket;7342;
36814;Overgyrated Gear;20818;
36815;Ley Line Focus Control Talisman;24778;
36816;Prismatic Stone Chip;4719;
36817;Banded Stone;4721;
36818;Pack of Vaccine;34796;
36819;Fibrous Worg Meat;39723;
36820;Flesh-bound Tome;1246;
36821;Glimmering Stone Chip;4719;
36822;Translucent Polished Stone;4721;
36823;Silky Plumage;37653;
36824;Articulated Talon;7202;
36825;Drakkari Canopic Jar;31577;
36826;Drakil'jin Mallet;49385;
36827;Blood Gem;35930;
36828;Filled Blood Gem;35850;
36832;Letter of Introduction to Wyrmrest Temple;3032;
36833;Letter of Introduction to Wyrmrest Temple;3032;
36834;Charged Drakil'jin Mallet;49385;
36835;Unholy Gem;35843;
36836;Filled Unholy Gem;33298;
36846;Filled Frost Gem;35851;
36847;Frost Gem;35852;
36848;War Golem Blueprint;7629;
36849;Golem Blueprint Section 1;34751;
36850;Golem Blueprint Section 2;34754;
36851;Golem Blueprint Section 3;34753;
36852;War Golem Part;23440;
36853;Grom'thar's Head;12904;
36854;Emblazoned Battle Horn;24188;
36855;Emblazoned Battle Horn;24188;
36856;Emblazoned Battle Horn;24188;
36857;Durar's Power Cell;17923;
36858;Kathorn's Power Cell;17922;
36859;Snow of Eternal Slumber;49406;
36860;Eternal Fire;55236;
36861;Translated Flesh-bound Tome;1246;
36862;Worn Troll Dice;52015;
36863;Decahedral Dwarven Dice;52014;
36864;Emblazoned Battle Horn;24188;
36865;Golem Control Unit;44269;
36868;Drakkari Spirit Particles;40304;
36870;Sacred Drakkari Offering;34059;
36871;Fury of the Encroaching Storm;38671;
36872;Mender of the Oncoming Dawn;52817;
36873;Drakkari Spirit Dust;49584;
36874;Horn of the Herald;24187;
36875;Shovelhorn Steak;25472;
36876;Scorched Holy Symbol;10365;
36877;Folded Letter;8927;
36878;Writhing Longstaff;50143;
36879;Soldier's Spiked Mace;50204;
36880;Vicious Spellblade;51559;
36881;Medic's Morning Star;49233;
36882;Warsong Longbow;50158;
36883;Combatant Greatsword;49223;
36884;Transborean Cover;51229;
36885;Marshwalker Chestpiece;51200;
36886;Westrift Leggings;51213;
36887;Mightstone Pauldrons;49473;
36888;Marshwalker Legguards;51201;
36889;Demonic Healthstone;8026;
36890;Demonic Healthstone;8026;
36891;Demonic Healthstone;8026;
36892;Fel Healthstone;8026;
36893;Fel Healthstone;8026;
36894;Fel Healthstone;8026;
36895;Demonic Soulstone;6009;
36901;Goldclover;49931;
36902;Constrictor Grass;1442;
36903;Adder's Tongue;52259;
36904;Tiger Lily;50454;
36905;Lichbloom;52247;
36906;Icethorn;52248;
36907;Talandra's Rose;50453;
36908;Frost Lotus;52249;
36909;Cobalt Ore;50593;
36910;Titanium Ore;52908;
36912;Saronite Ore;57335;
36913;Saronite Bar;52705;
36916;Cobalt Bar;50594;
36917;Bloodstone;54249;
36918;Scarlet Ruby;54315;
36920;Sun Crystal;54257;
36921;Autumn's Glow;54317;
36923;Chalcedony;54262;
36924;Sky Sapphire;54319;
36926;Shadow Crystal;54305;
36927;Twilight Opal;54324;
36929;Huge Citrine;54264;
36930;Monarch Topaz;54321;
36932;Dark Jade;54284;
36933;Forest Emerald;54322;
36935;Raegar's Explosives;49441;
36936;Golem Control Unit;44269;
36937;Tundrastrider Coif;52499;
36938;Mightstone Breastplate;51204;
36939;Nymph Stockings;51555;
36940;Mikhail's Journal;1143;
36943;Timeless Beads of Eternos;35359;
36944;Lifeblade of Belgaristrasz;50971;
36945;Verdisa's Cuffs of Dreaming;50973;
36946;Runic Cage Chestpiece;52229;
36947;Centrifuge Core Cloak;50974;
36948;Horned Helm of Varos;50908;
36949;Gloves of the Azure-Lord;52225;
36950;Wing Commander's Breastplate;51520;
36951;Sidestepping Handguards;50979;
36952;Girdle of Obscuring;50982;
36953;Spaulders of Skillful Maneuvers;51300;
36954;The Conjurer's Slippers;52230;
36956;Liquid Fire of Elune;49509;
36957;Functional Cultist Suit;49519;
36958;The Favor of Zangus;49520;
36961;Dragonflight Great-Ring;31498;
36962;Wyrmclaw Battleaxe;49356;
36969;Helm of the Ley-Guardian;52500;
36971;Headguard of Westrift;52226;
36972;Tome of Arcane Phenomena;1103;
36973;Vestments of the Scholar;52231;
36974;Eregos' Ornamented Chestguard;52233;
36975;Malygos' Favor;50988;
36976;Ring-Lord's Leggings;52227;
36977;Bindings of the Construct;52998;
36978;Ley-Whelphide Belt;50995;
36979;Bjarngrim Family Signet;31905;
36980;Hewn Sparring Quarterstaff;51691;
36981;Hardened Vrykul Throwing Axe;51924;
36982;Mantle of Electrical Charges;51199;
36983;Cape of Seething Steam;51925;
36984;Eternally Folded Blade;51922;
36985;Volkhan's Hood;49474;
36986;Kilt of Molten Golems;42919;
36988;Chaotic Spiral Amulet;39211;
36989;Ancient Measuring Rod;51931;
36991;Raiments of the Titans;52361;
36992;Leather-Braced Chain Leggings;52350;
36993;Seal of the Pantheon;17776;
36994;Projectile Activator;41433;
36995;Fists of Loken;51932;
36996;Hood of the Furtive Assassin;50908;
36997;Sash of the Hardened Watcher;52340;
36998;Assailant Shroud;56207;
36999;Boots of the Terrestrial Guardian;52342;
37000;Storming Vortex Bracers;51933;
