long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
703,"%s sniffs the air around him.",,,,,,,,,,,,,,,,0xFF01FE,
704,"You sniff the air around you.",,,,,,,,,,,,,,,,0xFF01FE,
705,"%s sniffs the air around her.",,,,,,,,,,,,,,,,0xFF01FE,
706,"%s snubs %s.",,,,,,,,,,,,,,,,0xFF01FE,
707,"%s snubs you.",,,,,,,,,,,,,,,,0xFF01FE,
708,"You snub %s.",,,,,,,,,,,,,,,,0xFF01FE,
709,"%s snubs all of the lowly peons around him.",,,,,,,,,,,,,,,,0xFF01FE,
710,"You snub all of the lowly peons around you.",,,,,,,,,,,,,,,,0xFF01FE,
711,"%s snubs all of the lowly peons around her.",,,,,,,,,,,,,,,,0xFF01FE,
712,"%s soothes %s. There, there...things will be ok.",,,,,,,,,,,,,,,,0xFF01FE,
713,"%s soothes you. There, there...things will be ok.",,,,,,,,,,,,,,,,0xFF01FE,
714,"You soothe %s. There, there...things will be ok.",,,,,,,,,,,,,,,,0xFF01FE,
715,"%s needs to be soothed.",,,,,,,,,,,,,,,,0xFF01FE,
716,"You need to be soothed.",,,,,,,,,,,,,,,,0xFF01FE,
717,"%s smells %s. Wow, someone stinks!",,,,,,,,,,,,,,,,0xFF01FE,
718,"%s smells you. Wow, someone stinks!",,,,,,,,,,,,,,,,0xFF01FE,
719,"You smell %s. Wow, someone stinks!",,,,,,,,,,,,,,,,0xFF01FE,
720,"%s smells the air around him. Wow, someone stinks!",,,,,,,,,,,,,,,,0xFF01FE,
721,"You smell the air around you. Wow, someone stinks!",,,,,,,,,,,,,,,,0xFF01FE,
722,"%s smells the air around her. Wow, someone stinks!",,,,,,,,,,,,,,,,0xFF01FE,
723,"%s makes a taunting gesture at %s. Bring it!",,,,,,,,,,,,,,,,0xFF01FE,
724,"%s makes a taunting gesture at you. Bring it!",,,,,,,,,,,,,,,,0xFF01FE,
725,"You make a taunting gesture at %s. Bring it!",,,,,,,,,,,,,,,,0xFF01FE,
726,"%s taunts everyone around him. Bring it fools!",,,,,,,,,,,,,,,,0xFF01FE,
727,"You taunt everyone around you. Bring it fools!",,,,,,,,,,,,,,,,0xFF01FE,
728,"%s taunts everyone around her. Bring it fools!",,,,,,,,,,,,,,,,0xFF01FE,
729,"%s teases %s.",,,,,,,,,,,,,,,,0xFF01FE,
730,"%s teases you.",,,,,,,,,,,,,,,,0xFF01FE,
731,"You tease %s.",,,,,,,,,,,,,,,,0xFF01FE,
732,"%s is such a tease.",,,,,,,,,,,,,,,,0xFF01FE,
733,"You are such a tease.",,,,,,,,,,,,,,,,0xFF01FE,
734,"%s lets %s know he is thirsty. Spare a drink?",,,,,,,,,,,,,,,,0xFF01FE,
735,"%s lets you know he is thirsty. Spare a drink?",,,,,,,,,,,,,,,,0xFF01FE,
736,"You let %s know you are thirsty. Spare a drink?",,,,,,,,,,,,,,,,0xFF01FE,
737,"%s is so thirsty. Can anyone spare a drink?",,,,,,,,,,,,,,,,0xFF01FE,
738,"You are so thirsty. Can anyone spare a drink?",,,,,,,,,,,,,,,,0xFF01FE,
739,"%s lets %s know she is thirsty. Spare a drink?",,,,,,,,,,,,,,,,0xFF01FE,
740,"%s lets you know she is thirsty. Spare a drink?",,,,,,,,,,,,,,,,0xFF01FE,
741,"%s vetoes %s's motion.",,,,,,,,,,,,,,,,0xFF01FE,
742,"%s vetoes your motion.",,,,,,,,,,,,,,,,0xFF01FE,
743,"You veto %s's motion.",,,,,,,,,,,,,,,,0xFF01FE,
744,"%s vetoes the motion on the floor.",,,,,,,,,,,,,,,,0xFF01FE,
745,"You veto the motion on the floor.",,,,,,,,,,,,,,,,0xFF01FE,
746,"%s snickers at %s.",,,,,,,,,,,,,,,,0xFF01FE,
747,"%s snickers at you.",,,,,,,,,,,,,,,,0xFF01FE,
748,"You snicker at %s.",,,,,,,,,,,,,,,,0xFF01FE,
749,"%s quietly snickers to himself.",,,,,,,,,,,,,,,,0xFF01FE,
750,"You quietly snicker to yourself.",,,,,,,,,,,,,,,,0xFF01FE,
751,"%s quietly snickers to herself.",,,,,,,,,,,,,,,,0xFF01FE,
752,"%s tickles %s.  Hee hee!",,,,,,,,,,,,,,,,0xFF01FE,
753,"%s tickles you.  Hee hee!",,,,,,,,,,,,,,,,0xFF01FE,
754,"You tickle %s.  Hee hee!",,,,,,,,,,,,,,,,0xFF01FE,
755,"%s wants to be tickled.  Hee hee!",,,,,,,,,,,,,,,,0xFF01FE,
756,"You want to be tickled.  Hee hee!",,,,,,,,,,,,,,,,0xFF01FE,
757,"%s plays the world's smallest violin for %s.",,,,,,,,,,,,,,,,0xFF01FE,
758,"%s plays the world's smallest violin for you.",,,,,,,,,,,,,,,,0xFF01FE,
759,"You play the world's smallest violin for %s.",,,,,,,,,,,,,,,,0xFF01FE,
760,"%s begins to play the world's smallest violin.",,,,,,,,,,,,,,,,0xFF01FE,
761,"You begin to play the world's smallest violin.",,,,,,,,,,,,,,,,0xFF01FE,
762,"%s smiles at %s.",,,,,,,,,,,,,,,,0xFF01FE,
763,"%s smiles at you.",,,,,,,,,,,,,,,,0xFF01FE,
764,"You smile at %s.",,,,,,,,,,,,,,,,0xFF01FE,
765,"%s smiles.",,,,,,,,,,,,,,,,0xFF01FE,
766,"You smile.",,,,,,,,,,,,,,,,0xFF01FE,
777,"%s lets %s know that she is ready!",,,,,,,,,,,,,,,,0xFF01FE,
778,"%s makes a rude gesture at %s.",,,,,,,,,,,,,,,,0xFF01FE,
779,"%s makes a rude gesture at you.",,,,,,,,,,,,,,,,0xFF01FE,
780,"You make a rude gesture at %s.",,,,,,,,,,,,,,,,0xFF01FE,
781,"%s makes a rude gesture.",,,,,,,,,,,,,,,,0xFF01FE,
782,"You make a rude gesture.",,,,,,,,,,,,,,,,0xFF01FE,
797,"%s looks down upon %s with pity.",,,,,,,,,,,,,,,,0xFF01FE,
798,"%s looks down upon you with pity.",,,,,,,,,,,,,,,,0xFF01FE,
799,"You look down upon %s with pity.",,,,,,,,,,,,,,,,0xFF01FE,
800,"%s pities those around him.",,,,,,,,,,,,,,,,0xFF01FE,
801,"%s pities those around her.",,,,,,,,,,,,,,,,0xFF01FE,
802,"You pity those around you.",,,,,,,,,,,,,,,,0xFF01FE,
803,"%s growls menacingly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
804,"%s growls menacingly at you.",,,,,,,,,,,,,,,,0xFF01FE,
805,"You growl menacingly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
806,"%s growls menacingly.",,,,,,,,,,,,,,,,0xFF01FE,
807,"You growl menacingly.",,,,,,,,,,,,,,,,0xFF01FE,
808,"%s barks at %s.",,,,,,,,,,,,,,,,0xFF01FE,
809,"%s barks at you.",,,,,,,,,,,,,,,,0xFF01FE,
810,"You bark at %s.",,,,,,,,,,,,,,,,0xFF01FE,
811,"%s barks. Woof woof!",,,,,,,,,,,,,,,,0xFF01FE,
812,"You bark. Woof woof!",,,,,,,,,,,,,,,,0xFF01FE,
817,"%s is scared of %s.",,,,,,,,,,,,,,,,0xFF01FE,
818,"%s is scared of you.",,,,,,,,,,,,,,,,0xFF01FE,
819,"You are scared of %s.",,,,,,,,,,,,,,,,0xFF01FE,
820,"%s is scared!",,,,,,,,,,,,,,,,0xFF01FE,
821,"You are scared!",,,,,,,,,,,,,,,,0xFF01FE,
822,"%s flops about helplessly around %s.",,,,,,,,,,,,,,,,0xFF01FE,
823,"%s flops about helplessly around you.",,,,,,,,,,,,,,,,0xFF01FE,
824,"You flop about helplessly around %s.",,,,,,,,,,,,,,,,0xFF01FE,
825,"%s flops about helplessly.",,,,,,,,,,,,,,,,0xFF01FE,
826,"You flop about helplessly.",,,,,,,,,,,,,,,,0xFF01FE,
827,"%s loves %s.",,,,,,,,,,,,,,,,0xFF01FE,
828,"%s loves you.",,,,,,,,,,,,,,,,0xFF01FE,
829,"You love %s.",,,,,,,,,,,,,,,,0xFF01FE,
830,"%s feels the love.",,,,,,,,,,,,,,,,0xFF01FE,
831,"You feel the love.",,,,,,,,,,,,,,,,0xFF01FE,
832,"%s moos at %s. Mooooooooooo.",,,,,,,,,,,,,,,,0xFF01FE,
833,"%s moos at you. Mooooooooooo.",,,,,,,,,,,,,,,,0xFF01FE,
834,"You moo at %s. Mooooooooooo.",,,,,,,,,,,,,,,,0xFF01FE,
835,"%s moos. Mooooooooooo.",,,,,,,,,,,,,,,,0xFF01FE,
836,"Mooooooooooo.",,,,,,,,,,,,,,,,0xFF01FE,
837,"%s commends %s on a job well done.",,,,,,,,,,,,,,,,0xFF01FE,
838,"%s commends you on a job well done.",,,,,,,,,,,,,,,,0xFF01FE,
839,"You commend %s on a job well done.",,,,,,,,,,,,,,,,0xFF01FE,
840,"%s commends everyone on a job well done.",,,,,,,,,,,,,,,,0xFF01FE,
841,"You commend everyone on a job well done.",,,,,,,,,,,,,,,,0xFF01FE,
862,"",,,,,,,,,,,,,,,,0xFF01FC,
863,"",,,,,,,,,,,,,,,,0xFF01FC,
864,"",,,,,,,,,,,,,,,,0xFF01FC,
865,"%s cries out for help!",,,,,,,,,,,,,,,,0xFF01FE,
866,"You cry out for help!",,,,,,,,,,,,,,,,0xFF01FE,
867,"%s points out the incoming enemy, %s!",,,,,,,,,,,,,,,,0xFF01FE,
868,"%s points you out as an incoming enemy!",,,,,,,,,,,,,,,,0xFF01FE,
869,"You point out %s as an incoming enemy!",,,,,,,,,,,,,,,,0xFF01FE,
870,"%s warns everyone of incoming enemies!",,,,,,,,,,,,,,,,0xFF01FE,
871,"You warn everyone of incoming enemies!",,,,,,,,,,,,,,,,0xFF01FE,
872,"",,,,,,,,,,,,,,,,0xFF01FC,
873,"",,,,,,,,,,,,,,,,0xFF01FC,
874,"",,,,,,,,,,,,,,,,0xFF01FC,
875,"%s starts to charge.",,,,,,,,,,,,,,,,0xFF01FE,
876,"You start to charge.",,,,,,,,,,,,,,,,0xFF01FE,
877,"%s yells for %s to flee!",,,,,,,,,,,,,,,,0xFF01FE,
878,"%s yells for you to flee!",,,,,,,,,,,,,,,,0xFF01FE,
879,"You yell for %s to flee!",,,,,,,,,,,,,,,,0xFF01FE,
880,"%s yells for everyone to flee!",,,,,,,,,,,,,,,,0xFF01FE,
881,"You yell for everyone to flee!",,,,,,,,,,,,,,,,0xFF01FE,
882,"%s tells you to attack %s.",,,,,,,,,,,,,,,,0xFF01FE,
883,"%s tells everyone to attack you.",,,,,,,,,,,,,,,,0xFF01FE,
884,"You tell everyone to attack %s.",,,,,,,,,,,,,,,,0xFF01FE,
885,"%s tells you to attack something.",,,,,,,,,,,,,,,,0xFF01FE,
886,"You tell everyone to attack something.",,,,,,,,,,,,,,,,0xFF01FE,
887,"%s is low on mana.",,,,,,,,,,,,,,,,0xFF01FE,
888,"You announce that you have low mana!",,,,,,,,,,,,,,,,0xFF01FE,
889,"%s motions for %s to follow.",,,,,,,,,,,,,,,,0xFF01FE,
890,"%s motions for you to follow.",,,,,,,,,,,,,,,,0xFF01FE,
891,"You motion for %s to follow.",,,,,,,,,,,,,,,,0xFF01FE,
892,"%s motions for you to follow.",,,,,,,,,,,,,,,,0xFF01FE,
893,"You motion for everyone to follow.",,,,,,,,,,,,,,,,0xFF01FE,
894,"%s asks %s to wait.",,,,,,,,,,,,,,,,0xFF01FE,
895,"%s asks you to wait.",,,,,,,,,,,,,,,,0xFF01FE,
896,"You ask %s to wait.",,,,,,,,,,,,,,,,0xFF01FE,
897,"%s asks you to wait.",,,,,,,,,,,,,,,,0xFF01FE,
898,"You ask everyone to wait.",,,,,,,,,,,,,,,,0xFF01FE,
899,"%s calls out for healing!",,,,,,,,,,,,,,,,0xFF01FE,
900,"You call out for healing!",,,,,,,,,,,,,,,,0xFF01FE,
901,"%s orders you to open fire.",,,,,,,,,,,,,,,,0xFF01FE,
902,"You give the order to open fire.",,,,,,,,,,,,,,,,0xFF01FE,
903,"%s flirts with %s.",,,,,,,,,,,,,,,,0xFF01FE,
904,"%s flirts with you.",,,,,,,,,,,,,,,,0xFF01FE,
905,"You flirt with %s.",,,,,,,,,,,,,,,,0xFF01FE,
906,"%s flirts.",,,,,,,,,,,,,,,,0xFF01FE,
907,"You flirt.",,,,,,,,,,,,,,,,0xFF01FE,
908,"%s tells a joke to %s.",,,,,,,,,,,,,,,,0xFF01FE,
909,"%s tells you a joke.",,,,,,,,,,,,,,,,0xFF01FE,
910,"You tell %s a joke.",,,,,,,,,,,,,,,,0xFF01FE,
911,"%s tells a joke.",,,,,,,,,,,,,,,,0xFF01FE,
912,"You tell a joke.",,,,,,,,,,,,,,,,0xFF01FE,
913,"%s claps for %s, clearly unimpressed.",,,,,,,,,,,,,,,,0xFF01FE,
914,"%s claps for you, clearly unimpressed.",,,,,,,,,,,,,,,,0xFF01FE,
915,"You clap for %s, clearly unimpressed.",,,,,,,,,,,,,,,,0xFF01FE,
916,"%s claps half-heartedly, clearly unimpressed.",,,,,,,,,,,,,,,,0xFF01FE,
917,"You clap half-heartedly, clearly unimpressed.",,,,,,,,,,,,,,,,0xFF01FE,
918,"%s winks slyly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
919,"%s winks slyly at you.",,,,,,,,,,,,,,,,0xFF01FE,
920,"You wink slyly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
921,"%s winks slyly.",,,,,,,,,,,,,,,,0xFF01FE,
922,"You wink slyly.",,,,,,,,,,,,,,,,0xFF01FE,
923,"%s gently pats %s.",,,,,,,,,,,,,,,,0xFF01FE,
924,"%s gently pats you.",,,,,,,,,,,,,,,,0xFF01FE,
925,"You gently pat %s.",,,,,,,,,,,,,,,,0xFF01FE,
926,"%s needs a pat.",,,,,,,,,,,,,,,,0xFF01FE,
927,"You need a pat.",,,,,,,,,,,,,,,,0xFF01FE,
928,"%s thinks %s is serious.",,,,,,,,,,,,,,,,0xFF01FE,
929,"%s thinks you are serious.",,,,,,,,,,,,,,,,0xFF01FE,
930,"You think %s is serious.",,,,,,,,,,,,,,,,0xFF01FE,
931,"%s thinks this is serious business.",,,,,,,,,,,,,,,,0xFF01FE,
932,"You think this is serious business.",,,,,,,,,,,,,,,,0xFF01FE,
933,"%s wishes %s good luck.",,,,,,,,,,,,,,,,0xFF01FE,
934,"%s wishes you good luck.",,,,,,,,,,,,,,,,0xFF01FE,
935,"You wish %s good luck.",,,,,,,,,,,,,,,,0xFF01FE,
936,"%s wishes for some good luck.",,,,,,,,,,,,,,,,0xFF01FE,
937,"You wish for some good luck.",,,,,,,,,,,,,,,,0xFF01FE,
938,"%s blames %s for everything.",,,,,,,,,,,,,,,,0xFF01FE,
939,"%s blames you for everything.",,,,,,,,,,,,,,,,0xFF01FE,
940,"You blame %s for everything.",,,,,,,,,,,,,,,,0xFF01FE,
941,"%s blames himself for what happened.",,,,,,,,,,,,,,,,0xFF01FE,
942,"You blame yourself for what happened.",,,,,,,,,,,,,,,,0xFF01FE,
943,"%s blames herself for what happened.",,,,,,,,,,,,,,,,0xFF01FE,
944,"%s stares blankly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
945,"%s stares blankly at you.",,,,,,,,,,,,,,,,0xFF01FE,
946,"You stare blankly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
947,"%s stares blankly at his surroundings.",,,,,,,,,,,,,,,,0xFF01FE,
948,"You stare blankly at your surroundings.",,,,,,,,,,,,,,,,0xFF01FE,
949,"%s stares blankly at her surroundings.",,,,,,,,,,,,,,,,0xFF01FE,
950,"%s brandishes his weapon fiercely at %s.",,,,,,,,,,,,,,,,0xFF01FE,
951,"%s brandishes his weapon fiercely at you.",,,,,,,,,,,,,,,,0xFF01FE,
952,"You brandish your weapon fiercely at %s.",,,,,,,,,,,,,,,,0xFF01FE,
953,"%s brandishes his weapon fiercely.",,,,,,,,,,,,,,,,0xFF01FE,
954,"You brandish your weapon fiercely.",,,,,,,,,,,,,,,,0xFF01FE,
955,"%s brandishes her weapon fiercely at %s.",,,,,,,,,,,,,,,,0xFF01FE,
956,"%s brandishes her weapon fiercely at you.",,,,,,,,,,,,,,,,0xFF01FE,
957,"%s brandishes her weapon fiercely.",,,,,,,,,,,,,,,,0xFF01FE,
958,"%s tells %s to take a deep breath.",,,,,,,,,,,,,,,,0xFF01FE,
959,"%s tells you to take a deep breath.",,,,,,,,,,,,,,,,0xFF01FE,
960,"You tell %s to take a deep breath.",,,,,,,,,,,,,,,,0xFF01FE,
961,"%s takes a deep breath.",,,,,,,,,,,,,,,,0xFF01FE,
962,"You take a deep breath.",,,,,,,,,,,,,,,,0xFF01FE,
963,"%s disagrees with %s.",,,,,,,,,,,,,,,,0xFF01FE,
964,"%s disagrees with you.",,,,,,,,,,,,,,,,0xFF01FE,
965,"You disagree with %s.",,,,,,,,,,,,,,,,0xFF01FE,
966,"%s disagrees.",,,,,,,,,,,,,,,,0xFF01FE,
967,"You disagree.",,,,,,,,,,,,,,,,0xFF01FE,
968,"%s doubts %s.",,,,,,,,,,,,,,,,0xFF01FE,
969,"%s doubts you.",,,,,,,,,,,,,,,,0xFF01FE,
970,"You doubt %s.",,,,,,,,,,,,,,,,0xFF01FE,
971,"%s doubts the situation will end in his favor.",,,,,,,,,,,,,,,,0xFF01FE,
972,"You doubt the situation will end in your favor.",,,,,,,,,,,,,,,,0xFF01FE,
973,"%s doubts the situation will end in her favor.",,,,,,,,,,,,,,,,0xFF01FE,
974,"%s is embarrassed by %s.",,,,,,,,,,,,,,,,0xFF01FE,
975,"%s is embarrassed by you.",,,,,,,,,,,,,,,,0xFF01FE,
976,"You are embarrassed by %s.",,,,,,,,,,,,,,,,0xFF01FE,
977,"%s flushes with embarrassment.",,,,,,,,,,,,,,,,0xFF01FE,
978,"You flush with embarrassment.",,,,,,,,,,,,,,,,0xFF01FE,
979,"%s encourages %s.",,,,,,,,,,,,,,,,0xFF01FE,
980,"%s encourages you. You can do it!",,,,,,,,,,,,,,,,0xFF01FE,
981,"You encourage %s.",,,,,,,,,,,,,,,,0xFF01FE,
982,"%s encourages everyone around him. You can do it!",,,,,,,,,,,,,,,,0xFF01FE,
983,"You encourage everyone around you.",,,,,,,,,,,,,,,,0xFF01FE,
984,"%s encourages everyone around her. You can do it!",,,,,,,,,,,,,,,,0xFF01FE,
985,"%s warns %s that an enemy is near.",,,,,,,,,,,,,,,,0xFF01FE,
986,"%s warns you that an enemy is near.",,,,,,,,,,,,,,,,0xFF01FE,
987,"You warn %s that an enemy is near.",,,,,,,,,,,,,,,,0xFF01FE,
988,"%s warns everyone that an enemy is near.",,,,,,,,,,,,,,,,0xFF01FE,
989,"You warn everyone that an enemy is near.",,,,,,,,,,,,,,,,0xFF01FE,
990,"%s raises his eyebrow inquisitively at %s.",,,,,,,,,,,,,,,,0xFF01FE,
991,"%s raises his eyebrow inquisitively at you.",,,,,,,,,,,,,,,,0xFF01FE,
992,"You raise your eyebrow inquisitively at %s.",,,,,,,,,,,,,,,,0xFF01FE,
993,"%s raises his eyebrow inquisitively.",,,,,,,,,,,,,,,,0xFF01FE,
994,"You raise your eyebrow inquisitively.",,,,,,,,,,,,,,,,0xFF01FE,
995,"%s raises her eyebrow inquisitively at %s.",,,,,,,,,,,,,,,,0xFF01FE,
996,"%s raises her eyebrow inquisitively at you.",,,,,,,,,,,,,,,,0xFF01FE,
997,"%s raises her eyebrow inquisitively.",,,,,,,,,,,,,,,,0xFF01FE,
998,"%s raises a drink to %s.  Cheers!",,,,,,,,,,,,,,,,0xFF01FE,
999,"%s raises a drink to you. Cheers!",,,,,,,,,,,,,,,,0xFF01FE,
1000,"You raise a drink to %s.  Cheers!",,,,,,,,,,,,,,,,0xFF01FE,
1001,"%s raises a drink in the air before chugging it down.  Cheres!",,,,,,,,,,,,,,,,0xFF01FE,
1002,"You raise a drink in the air before chugging it down.  Cheers!",,,,,,,,,,,,,,,,0xFF01FE,
1003,"%s thinks %s has failed.",,,,,,,,,,,,,,,,0xFF01FE,
1004,"%s thinks you have failed.",,,,,,,,,,,,,,,,0xFF01FE,
1005,"",,,,,,,,,,,,,,,,0xFF01FC,
1006,"",,,,,,,,,,,,,,,,0xFF01FC,
1007,"You think %s has failed.",,,,,,,,,,,,,,,,0xFF01FE,
1008,"%s has failed.",,,,,,,,,,,,,,,,0xFF01FE,
1009,"You have failed.",,,,,,,,,,,,,,,,0xFF01FE,
1010,"%s gives %s a high five!",,,,,,,,,,,,,,,,0xFF01FE,
1011,"%s gives you a high five!",,,,,,,,,,,,,,,,0xFF01FE,
1012,"You give %s a high five!",,,,,,,,,,,,,,,,0xFF01FE,
1013,"%s puts up his hand for a high five.",,,,,,,,,,,,,,,,0xFF01FE,
1014,"You put up your hand for a high five.",,,,,,,,,,,,,,,,0xFF01FE,
1015,"%s puts up her hand for a high five.",,,,,,,,,,,,,,,,0xFF01FE,
1016,"%s looks at %s absently.",,,,,,,,,,,,,,,,0xFF01FE,
1017,"%s looks at you absently.",,,,,,,,,,,,,,,,0xFF01FE,
1018,"You look at %s absently.",,,,,,,,,,,,,,,,0xFF01FE,
1019,"%s looks absent-minded.",,,,,,,,,,,,,,,,0xFF01FE,
1020,"You look absent-minded.",,,,,,,,,,,,,,,,0xFF01FE,
1021,"%s puts his arm around %s's shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
1022,"%s puts his arm around your shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
1023,"You put your arm around %s's shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
1024,"%s puts her arm around %s's shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
1025,"%s puts her arm around your shoulder.",,,,,,,,,,,,,,,,0xFF01FE,
1026,"%s stares at %s in awe.",,,,,,,,,,,,,,,,0xFF01FE,
1027,"%s stares at you in awe.",,,,,,,,,,,,,,,,0xFF01FE,
1028,"You stare at %s in awe.",,,,,,,,,,,,,,,,0xFF01FE,
1029,"%s looks around in awe.",,,,,,,,,,,,,,,,0xFF01FE,
1030,"You look around in awe.",,,,,,,,,,,,,,,,0xFF01FE,
1031,"%s digs through his backpack.",,,,,,,,,,,,,,,,0xFF01FE,
1032,"You dig through your backpack.",,,,,,,,,,,,,,,,0xFF01FE,
1033,"%s digs through her backpack",,,,,,,,,,,,,,,,0xFF01FE,
1034,"%s has a bad feeling about this...",,,,,,,,,,,,,,,,0xFF01FE,
1035,"You have a bad feeling about this...",,,,,,,,,,,,,,,,0xFF01FE,
1036,"%s challenges %s to a duel.",,,,,,,,,,,,,,,,0xFF01FE,
1037,"%s challenges you to a duel.",,,,,,,,,,,,,,,,0xFF01FE,
1038,"You challenge %s to a duel.",,,,,,,,,,,,,,,,0xFF01FE,
1039,"%s puts out a challenge to everyone. Bring it on!",,,,,,,,,,,,,,,,0xFF01FE,
1040,"You put out a challenge to everyone. Bring it on!",,,,,,,,,,,,,,,,0xFF01FE,
1041,"%s encourages %s to chug. CHUG! CHUG! CHUG!",,,,,,,,,,,,,,,,0xFF01FE,
1042,"%s encourages you to chug. CHUG! CHUG! CHUG!",,,,,,,,,,,,,,,,0xFF01FE,
1043,"You encourage %s to chug. CHUG! CHUG! CHUG!",,,,,,,,,,,,,,,,0xFF01FE,
1044,"%s takes a mighty quaff of his beverage.",,,,,,,,,,,,,,,,0xFF01FE,
1045,"You take a mighty quaff of your beverage.",,,,,,,,,,,,,,,,0xFF01FE,
1046,"%s takes a mighty quaff of her beverage.",,,,,,,,,,,,,,,,0xFF01FE,
1053,"%s reached a new level. DING!",,,,,,,,,,,,,,,,0xFF01FE,
1054,"You reached a new level. DING!",,,,,,,,,,,,,,,,0xFF01FE,
1055,"",,,,,,,,,,,,,,,,0xFF01FC,
1056,"%s looks at %s and covers his face with his palm.",,,,,,,,,,,,,,,,0xFF01FE,
1057,"%s looks at you and covers his face with his palm.",,,,,,,,,,,,,,,,0xFF01FE,
1058,"You look at %s and cover your face with your palm.",,,,,,,,,,,,,,,,0xFF01FE,
1059,"%s covers his face with his palm.",,,,,,,,,,,,,,,,0xFF01FE,
1060,"You cover your face with your palm.",,,,,,,,,,,,,,,,0xFF01FE,
1061,"%s looks at %s and covers her face with her palm.",,,,,,,,,,,,,,,,0xFF01FE,
1062,"%s looks at you and covers her face with her palm.",,,,,,,,,,,,,,,,0xFF01FE,
1063,"%s covers her face with her palm.",,,,,,,,,,,,,,,,0xFF01FE,
1064,"%s faints at the sight of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1065,"%s faints at the sight of you.",,,,,,,,,,,,,,,,0xFF01FE,
1066,"You faint at the sight of %s.",,,,,,,,,,,,,,,,0xFF01FE,
1067,"%s faints.",,,,,,,,,,,,,,,,0xFF01FE,
1068,"You faint.",,,,,,,,,,,,,,,,0xFF01FE,
1069,"%s tells %s to go.",,,,,,,,,,,,,,,,0xFF01FE,
1070,"%s tells you to go.",,,,,,,,,,,,,,,,0xFF01FE,
1071,"You tell %s to go.",,,,,,,,,,,,,,,,0xFF01FE,
1072,"%s tells everyone to go.",,,,,,,,,,,,,,,,0xFF01FE,
1073,"You tell everyone to go.",,,,,,,,,,,,,,,,0xFF01FE,
1074,"%s tells %s that he must be going.",,,,,,,,,,,,,,,,0xFF01FE,
1075,"%s tells you that he must be going.",,,,,,,,,,,,,,,,0xFF01FE,
1076,"You tell %s that you must be going.",,,,,,,,,,,,,,,,0xFF01FE,
1077,"%s must be going.",,,,,,,,,,,,,,,,0xFF01FE,
1078,"You must be going.",,,,,,,,,,,,,,,,0xFF01FE,
1079,"%s tells %s that she must be going.",,,,,,,,,,,,,,,,0xFF01FE,
1080,"%s tells you that she must be going.",,,,,,,,,,,,,,,,0xFF01FE,
1081,"%s glowers at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1082,"%s glowers at you.",,,,,,,,,,,,,,,,0xFF01FE,
1083,"You glower at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1084,"%s glowers at everyone around him.",,,,,,,,,,,,,,,,0xFF01FE,
1085,"You glower at averyone around you.",,,,,,,,,,,,,,,,0xFF01FE,
1086,"%s glowers at everyone around her.",,,,,,,,,,,,,,,,0xFF01FE,
1087,"%s is getting a headache from %s's antics.",,,,,,,,,,,,,,,,0xFF01FE,
1088,"%s is getting a headache from your antics.",,,,,,,,,,,,,,,,0xFF01FE,
1089,"You are getting a headache from %s's antics.",,,,,,,,,,,,,,,,0xFF01FE,
1090,"%s is getting a headache.",,,,,,,,,,,,,,,,0xFF01FE,
1091,"You are getting a headache.",,,,,,,,,,,,,,,,0xFF01FE,
1092,"%s hiccups loudly.",,,,,,,,,,,,,,,,0xFF01FE,
1093,"You hiccup loudly.",,,,,,,,,,,,,,,,0xFF01FE,
1100,"%s hisses at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1101,"%s hisses at you.",,,,,,,,,,,,,,,,0xFF01FE,
1102,"You hiss at %s.",,,,,,,,,,,,,,,,0xFF01FE,
1103,"%s hisses at everyone around him.",,,,,,,,,,,,,,,,0xFF01FE,
1104,"You hiss at everyone around you.",,,,,,,,,,,,,,,,0xFF01FE,
1105,"%s hisses at everyone around her.",,,,,,,,,,,,,,,,0xFF01FE,
1106,"%s holds %s's hand.",,,,,,,,,,,,,,,,0xFF01FE,
1107,"%s holds your hand.",,,,,,,,,,,,,,,,0xFF01FE,
1108,"You hold %s's hand.",,,,,,,,,,,,,,,,0xFF01FE,
1114,"%s tells %s to hurry up.",,,,,,,,,,,,,,,,0xFF01FE,
1115,"%s tells you to hurry up.",,,,,,,,,,,,,,,,0xFF01FE,
1116,"You tell %s to hurry up.",,,,,,,,,,,,,,,,0xFF01FE,
1117,"%s tries to pick up the pace.",,,,,,,,,,,,,,,,0xFF01FE,
1118,"You try to pick up the pace.",,,,,,,,,,,,,,,,0xFF01FE,
1119,"%s has an idea!",,,,,,,,,,,,,,,,0xFF01FE,
