long,str,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,long,
7325,"World\Dreaming\PassiveDoodads\Flowers\DNRDreamDroopingFlower02.mdx",0,0,0,0,0,0,0,0,0,0,-5.10694408417,-5.8794131279,-0.331685990095,5.50579977036,11.634554863,11.839222908,0,
7326,"World\Dreaming\PassiveDoodads\Flowers\DNRDreamSpinningFlower01.mdx",0,0,0,0,0,0,0,0,0,0,-12.6796226501,-10.3023920059,-0.348695993423,13.074848175,9.98550987244,31.9026756287,0,
7327,"World\Dreaming\PassiveDoodads\Trees\EmeraldDreamFountainTree02.mdx",0,0,0,0,0,0,0,0,0,0,-96.1673583984,-95.0001602173,-9.30949497223,92.2561950684,83.4725799561,182.113525391,0,
7328,"World\Dreaming\PassiveDoodads\Trees\EmeraldDreamFountainTree03.mdx",0,0,0,0,0,0,0,0,0,0,-65.9379501343,-68.8242874146,-2.53424501419,70.7502212524,57.1793365479,177.248092651,0,
7329,"World\Dreaming\PassiveDoodads\Trees\EmeraldDreamFountainTree05.mdx",0,0,0,0,0,0,0,0,0,0,-81.114364624,-81.8110809326,-5.58349704742,82.2373123169,66.584022522,153.541412354,0,
7330,"World\Expansion01\Doodads\Coilfang\Activedoodads\Raid_Bridge_Control\Coilfang_Raid_Bridge_Controls.mdx",0,0,0,0,0,0,0,0,0,0,-31.0900840759,-9.02479934692,-6.81120300293,31.0900840759,9.02480697632,0.537909984589,0,
7331,"World\Kalimdor\Kalidar\PassiveDoodads\MoonWellWater\MooWellWaterFX.mdx",0,0,0,0,0,0,0,0,0,0,-8.36202716827,-4.07726383209,-0.497940987349,4.04785919189,7.63977384567,-0.497940987349,0,
7332,"World\Dreaming\PassiveDoodads\DreamCatchers\EmeraldDreamCatcher02.mdx",0,0,0,0,0,0,0,0,0,0,-2.26456093788,-12.6351366043,-0.117117002606,2.10421490669,11.6899023056,24.9991092682,0,
7333,"World\Dreaming\PassiveDoodads\DreamCatchers\EmeraldDreamCatcher04.mdx",0,0,0,0,0,0,0,0,0,0,-1.51842999458,-13.580039978,-0.161548003554,1.18271505833,11.2227697372,23.2737522125,0,
7334,"World\Generic\PassiveDoodads\Babies\Baby_Dw.mdx",0,0,0,0,0,0,0,0,0,0,-0.735246002674,-0.537262022495,-0.000500000023749,0.724260985851,0.529727995396,0.463914990425,0,
7335,"World\Generic\PassiveDoodads\Babies\Baby_Gn.mdx",0,0,0,0,0,0,0,0,0,0,-0.457652002573,-0.294997990131,-0.0106990002096,0.367969989777,0.289824992418,0.576173007488,0,
7336,"World\Generic\PassiveDoodads\Babies\Baby_Ne.mdx",0,0,0,0,0,0,0,0,0,0,-0.597396016121,-0.405440986156,-0.0483749993145,0.598034977913,0.403703004122,0.661431014538,0,
7337,"World\Generic\PassiveDoodads\Babies\Baby_Or.mdx",0,0,0,0,0,0,0,0,0,0,-0.725129008293,-0.488620012999,0.00166399998125,0.605340003967,0.500981986523,0.762226998806,0,
7338,"World\Generic\PassiveDoodads\Babies\Baby_Ta.mdx",0,0,0,0,0,0,0,0,0,0,-0.583380997181,-0.531033992767,-0.0456620007753,0.584258973598,0.511716008186,0.609664976597,0,
7339,"World\Generic\PassiveDoodads\Babies\Baby_Tr.mdx",0,0,0,0,0,0,0,0,0,0,-0.755676984787,-0.620567977428,0.00166499998886,0.705272972584,0.628452003002,0.762226998806,0,
7340,"World\Generic\NightElf\Passive Doodads\MagicalImplements\NEMagicImplement09.mdx",0,0,0,0,0,0,0,0,0,0,-0.463506996632,-0.602594017982,-0.0159980002791,0.605390012264,0.596156001091,2.59578108788,0,
7341,"World\Lordaeron\AeriePeaks\PassiveDoodads\Trees\AerieTree03.mdx",0,0,0,0,0,0,0,0,0,0,-22.6098079681,-22.6164245605,-1.85412597656,22.6470870972,21.7159690857,88.4227676392,0,
7342,"WORLD\AZEROTH\KARAZAHN\ACTIVEDOODADS\KARAZHAN_OBSERVE_DOOR.MDX",0,11732,0,11733,0,0,0,0,0,0,-1.10116505623,-3.24211096764,-3.15931606293,1.10116505623,3.34633588791,14.6921033859,0,
7343,"World\Generic\PassiveDoodads\TreasurePiles\GoldPileLarge01.mdx",0,0,0,0,0,0,0,0,0,0,-2.87010192871,-2.5416738987,-0.0812600031495,2.82392501831,2.75769400597,1.25874900818,0,
7344,"World\ENVIRONMENT\DOODAD\GENERALDOODADS\AltarOfTidalMastery\AltarTidalMastery01.mdx",0,0,0,0,0,0,0,0,0,0,-1.78313696384,-2.20794010162,-0.0187560003251,1.76804101467,2.23408603668,1.66526198387,0,
7345,"World\Expansion01\Doodads\HellfirePeninsula\Crystals\HellfireCrystalFormation_03.mdx",0,0,0,0,0,0,0,0,0,0,-1.80382597446,-2.51900792122,-2.18904089928,8.63902759552,8.94472885132,11.6081056595,0,
7346,"World\Expansion01\Doodads\Shadowmoon\crystals\ChromaticCrystralFormation_03.mdx",0,0,0,0,0,0,0,0,0,0,-1.80382597446,-2.51900792122,-2.18904089928,8.63902759552,8.94472885132,11.6081056595,0,
7347,"World\Expansion01\Doodads\Shadowmoon\crystals\ChromaticCrystralFormation_02.mdx",0,0,0,0,0,0,0,0,0,0,-5.25757884979,-27.0165023804,-4.41179513931,11.3764705658,-16.838388443,16.3818912506,0,
7348,"World\Generic\Human\Passive Doodads\Altars\GeneralAltar01.mdx",0,0,0,0,0,0,0,0,0,0,-0.740208029747,-1.25815498829,-0.168748006225,3.19108295441,1.2867590189,1.31452798843,0,
7349,"World\KhazModan\Uldaman\PassiveDoodads\Tables\UldamanTableRuined.mdx",0,0,0,0,0,0,0,0,0,0,-4.38084983826,-4.59230613708,0.00350299989805,4.45327377319,3.78449702263,4.57225418091,0,
7350,"World\Expansion01\Doodads\Generic\Draenei\Brazier\DR_Brazier_02.mdx",0,0,0,0,0,0,0,0,0,0,-1.12186694145,-1.12443804741,0.00515800016001,1.12165999413,1.1190880537,1.51953005791,0,
7351,"World\Azeroth\Karazahn\PassiveDoodads\OwlStatue\Karazahn_owlstatue.mdx",0,0,0,0,0,0,0,0,0,0,-8.09071445465,-8.05949687958,-0.328887999058,8.24808597565,7.69070005417,22.3653011322,0,
7352,"World\Kalimdor\Silithus\PassiveDoodads\Elven\elventowerSilithusHorn.mdx",0,0,0,0,0,0,0,0,0,0,-0.541097998619,-10.8627691269,-0.550137996674,17.3175258636,1.04637897015,12.5043001175,0,
7353,"World\KhazModan\Wetlands\PassiveDoodads\DragonBones\DragonBonesSkull.mdx",0,0,0,0,0,0,0,0,0,0,-5.16211795807,-1.61064195633,-0.488433003426,6.91996908188,3.53215408325,5.94203615189,0,
7354,"World\KhazModan\Wetlands\PassiveDoodads\DragonBones\DragonBonesSkull_noCollision.mdx",0,0,0,0,0,0,0,0,0,0,-5.16211795807,-1.61064195633,-0.488433003426,6.91996908188,3.53215408325,5.94203615189,0,
7355,"World\Generic\Human\Passive Doodads\Altars\Altar01.mdx",0,0,0,0,0,0,0,0,0,0,-1.19252097607,-2.02709007263,-0.16425999999,1.02629303932,2.03931593895,1.18727505207,0,
7356,"World\Expansion01\Doodads\ZulAman\Tablet\ForestTrollTablet.mdx",0,0,0,0,0,0,0,0,0,0,-0.765515983105,-1.65267395973,-0.301773011684,0.0522629991174,1.62819194794,4.4329252243,0,
7357,"World\Expansion01\Doodads\TheExodar\Passivedoodads\Sky_Portal\Exodar_Sky_portal.mdx",0,0,0,0,0,0,0,0,0,0,-73.3234634399,-77.5020065308,-45.780456543,73.3234634399,77.501991272,22.342300415,0,
7358,"World\Goober\G_RitualOfSouls.mdx",0,0,0,0,0,0,0,0,0,0,0.0,-2.23272705078,-1.16175603867,0.0,2.23272705078,5.01137208939,0,
7359,"World\Goober\G_AltarOfSouls.mdx",0,0,11556,0,0,0,11554,11553,0,0,-0.880990028381,-1.047129035,-0.317849993706,0.880738973618,1.08276498318,2.18186593056,0,
7360,"World\SkillActivated\TradeskillNodes\AncientGem_Miningnode_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.54799199104,-2.68253993988,-2.85146689415,2.48925495148,2.987210989,3.83170294762,0,
7361,"World\KhazModan\Ironforge\PassiveDoodads\MuseumExhibits\GryphonClawExhibit.mdx",0,0,0,0,0,0,0,0,0,0,-0.948194980621,-0.952246010303,-0.0132870003581,2.11969709396,0.823118984699,2.54182100296,0,
7362,"World\Goober\G_NagaShellMissile.mdx",0,0,0,0,0,0,0,0,0,0,-0.164635002613,-0.0999709963799,-0.149511992931,0.0496499985456,0.0965180024505,0.583675980568,0,
7363,"World\Expansion01\Doodads\Generic\Arakkoa\CrystalBall\AK_CrystalBall02.mdx",0,0,0,0,0,0,0,0,0,0,-0.394867002964,-0.448296010494,-0.0137759996578,0.392432004213,0.388056010008,1.5933380127,0,
7364,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeBlueTree.mdx",0,0,0,0,0,0,11678,0,0,0,-2.1792910099,-1.04913794994,-0.698669016361,1.89457905293,3.06452298164,1.53867399693,0,
7365,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeGreenTree.mdx",0,0,0,0,0,0,11687,0,0,0,-2.04465794563,-3.11276292801,-0.698669016361,2.02921199799,1.00089895725,1.53867399693,0,
7366,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeRedTree.mdx",0,0,0,0,0,0,11680,0,0,0,-1.04552400112,-2.12705993652,-0.698669016361,3.06813788414,1.94681096077,1.53867399693,0,
7367,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeYellowTree.mdx",0,0,0,0,0,0,11681,0,0,0,-3.1182050705,-2.15653395653,-0.698669016361,0.995455980301,1.91733598709,1.53867399693,0,
7368,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallBlueBase.mdx",0,0,0,0,0,0,0,0,0,0,-2.00529098511,9.99999974738e-006,-0.0689850002527,1.97000694275,2.80953502655,0.323493987322,0,
7369,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallBlueTree.mdx",0,0,0,0,0,0,11682,0,0,0,-0.669759988785,-0.568220019341,-0.1276910007,0.624544978142,0.723991990089,0.706642985344,0,
7370,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallGreenBase.mdx",0,0,0,0,0,0,0,0,0,0,-1.96673500538,-2.80953502655,-0.0694480016828,1.99608695507,9.99999974738e-006,0.327419012785,0,
7371,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallGreenTree.mdx",0,0,0,0,0,0,11683,0,0,0,-0.658693015575,-0.708552002907,-0.107138998806,0.675029993057,0.638197004795,0.707120001316,0,
7372,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallRedBase.mdx",0,0,0,0,0,0,0,0,0,0,-0.000566000002436,-1.99515998363,-0.069433003664,2.8095369339,1.97578799725,0.396046996117,0,
7373,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallRedTree.mdx",0,0,0,0,0,0,11680,0,0,0,-0.792837977409,-0.704003989697,-0.132966995239,0.494951993227,0.571330010891,0.627875983715,0,
7374,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallYellowBase.mdx",0,0,0,0,0,0,0,0,0,0,-2.81136107445,-1.98157799244,-0.0693240016699,-0.000566000002436,1.97964096069,0.259950995445,0,
7375,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_SmallYellowTree.mdx",0,0,0,0,0,0,11685,0,0,0,-0.680278003216,-0.723779976368,-0.0975330024958,0.60935997963,0.553384006023,0.603877007961,0,
7376,"World\GOOBER\G_Spirittotem.mdx",0,0,0,0,0,0,0,0,0,0,-0.345021009445,-0.394638001919,-0.109742000699,0.262665003538,0.395736008883,1.57867395878,0,
7377,"WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_MAINDOOR.MDX",0,11739,0,0,0,0,0,0,0,0,-4.3585600853,-24.7751140594,-0.0831430032849,2.95423388481,24.8352069855,73.4521179199,0,
7378,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_FloatingCrystal.mdx",0,0,0,0,0,0,0,0,0,0,-1.402140975,-1.18924498558,4.98642683029,1.40214002132,1.18923401833,15.4327917099,0,
7379,"World\Expansion01\Doodads\Generic\BurningLegion\FelCannonBalls\FelCannonBalls01.mdx",0,0,0,0,0,0,11661,0,0,0,-1.10723698139,-1.05633294582,-0.0922050029039,1.09843599796,1.05689895153,1.10894095898,0,
7380,"World\Expansion01\Doodads\BladesEdge\Ogrila\OgrilaCrystals\Ogrila_Crystal03.mdx",0,0,0,0,0,0,0,0,0,0,-1.45369696617,-1.67749905586,-4.23560190201,2.25860500336,1.23320603371,5.06205892563,0,
7382,"World\Lordaeron\Stratholme\PassiveDoodads\FX\Fel_StratholmeFireSmokeEmbers.mdx",0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
7383,"World\Goober\G_ImpBottle.mdx",0,0,0,0,0,0,0,0,0,0,-0.439525991678,-0.645061016083,1.41163301468,0.197789996862,0.800936996937,1.88744795322,0,
7384,"World\Goober\G_Blanket.mdx",0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
7385,"World\Goober\G_BlanketGrill.mdx",0,0,0,0,0,0,11659,0,0,0,-0.539295017719,-0.42469099164,-0.00345700001344,0.427354007959,0.438538998365,0.874360024929,0,
7386,"World\Expansion01\Doodads\Silvermoon\Flowers\SilvermoonFlower05.mdx",0,0,0,0,0,0,0,0,0,0,-0.296714991331,-0.462372988462,-0.017216000706,0.369354009628,0.374599009752,0.690364003181,0,
7387,"WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_ILLIDAN_DOOR.MDX",0,0,0,0,0,0,0,0,0,0,-74.9577255249,11.8141908646,-0.699980974197,75.110244751,40.9604644775,5.18789196014,0,
7388,"WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_GATE_SOLID.MDX",0,11675,0,0,0,0,0,0,0,0,-15.3045959473,-1.24339997768,-8.554022789,15.3588190079,4.12607812881,25.7978897095,0,
7389,"World\Goober\G_BlanketUmbrella.mdx",0,0,0,0,0,0,0,0,0,0,-3.15185308456,-2.42588996887,-0.111592002213,1.54886198044,2.44064807892,4.58337116241,0,
7390,"WORLD\EXPANSION01\DOODADS\PVP\ACTIVEDOODADS\DOORS\PVP_LORDAERON_DOOR.MDX",0,11735,0,11736,0,0,0,0,0,0,-0.339192986488,-4.86230993271,-1.99999999495e-006,0.991816997528,4.86230802536,16.4620952606,0,
7391,"World\Expansion01\Doodads\Generic\BurningLegion\CrystalForge\BU_CrystalForge.mdx",0,0,0,0,0,0,0,0,0,0,-2.8172121048,-2.99535489082,-0.0959530025721,2.97606396675,2.98272705078,2.56703400612,0,
7392,"World\Expansion01\Doodads\Generic\Ethereal\CrystalForge\ET_CrystalForge.mdx",0,0,0,0,0,0,11712,11713,0,0,-1.77421796322,-1.76829195023,0.297497987747,1.77665495872,1.78258097172,1.97834599018,0,
7393,"World\Expansion01\Doodads\Generic\Ethereal\CrystalForge\ET_CrystalForgeController.mdx",0,0,0,0,0,0,11745,0,0,0,0.593963027,-0.145330995321,-0.270357996225,0.847550988197,0.140762001276,1.68020296097,0,
7394,"World\Expansion01\Doodads\Generic\BurningLegion\CrystalForge\BU_CrystalForgeController.mdx",0,0,0,0,0,0,11744,0,0,0,-0.693988978863,-0.361887991428,0.0,0.536747992039,0.358732998371,2.65194606781,0,
7395,"World\KhazModan\Blackrock\PassiveDoodads\DragonKinNests\DragonKinNest01.mdx",0,0,0,0,0,0,0,0,0,0,-2.63927102089,-2.96963310242,-1.20315504074,3.04990696907,2.67821407318,0.934090018272,0,
7396,"World\KhazModan\Blackrock\PassiveDoodads\DragonKinNests\DragonKinNest02.mdx",0,0,0,0,0,0,0,0,0,0,-2.63927102089,-3.18467497826,-1.20315504074,3.04990696907,2.46317195892,2.01713395119,0,
7397,"World\KhazModan\Blackrock\PassiveDoodads\DragonKinNests\DragonKinNest03.mdx",0,0,0,0,0,0,0,0,0,0,-2.63927102089,-2.92092204094,-1.20315504074,3.04990696907,2.72692608833,2.15895700455,0,
7398,"World\Kalimdor\DragonCave\PassiveDoodads\BlackDragonEggs\BlackDragonEgg01.mdx",0,0,0,0,0,0,0,0,0,0,-0.747309982777,-0.648235976696,-0.0420590005815,0.56248998642,0.703297972679,1.42190802097,0,
7399,"World\Expansion01\Doodads\BladesEdge\Ogrila\OgrilaCrystals\Ogrila_Crystal01.mdx",0,0,0,0,0,0,0,0,0,0,-0.695321977139,-0.736662983894,-1.36664700508,0.702730000019,0.729808986187,4.20892286301,0,
7400,"World\Expansion01\Doodads\BladesEdge\Ogrila\OgrilaCrystals\Ogrila_Crystal02.mdx",0,0,0,0,0,0,0,0,0,0,-0.438807010651,-0.515861988068,-1.2546800375,0.584273993969,1.02851104736,6.20391082764,0,
7401,"World\Expansion01\Doodads\BladesEdge\Simon\SimonGame_LargeBase.mdx",0,0,0,0,0,0,0,0,0,0,-11.0850572586,-11.0991487503,-0.658623993397,11.0742635727,11.0991477966,0.489924013615,0,
7402,"World\wmo\Outland\DarkPortal\war2darkportal.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7403,"WORLD\EXPANSION01\DOODADS\SHATTRATH\PASSIVEDOODADS\LIGHTING\ANCIENT_D_STANDING_LIGHT.MDX",0,0,0,0,0,0,0,0,0,0,-1.2722350359,-1.4063450098,-0.00737799983472,1.28009998798,1.37143301964,5.31849908829,0,
7404,"WORLD\EXPANSION01\DOODADS\SHATTRATH\PASSIVEDOODADS\LIGHTING\ANCIENT_D_BRAIZER_BLUE_SHORTSMOKE.MDX",0,0,0,0,0,0,0,0,0,0,-1.8537529707,-1.81799399853,-7.07534599304,1.992634058,2.01006102562,-4.50801801682,0,
7405,"WORLD\EXPANSION01\DOODADS\SHATTRATH\PASSIVEDOODADS\LIGHTING\ANCIENT_D_BRAIZER_BLUE_LOWBATCH.MDX",0,0,0,0,0,0,0,0,0,0,-1.8537529707,-1.81799399853,-7.07534599304,1.992634058,2.01006102562,-4.50801801682,0,
7406,"WORLD\GENERIC\TAUREN\PASSIVE DOODADS\KILNS\TAURENKILN01.MDX",0,0,0,0,0,0,0,0,0,0,-4.01024007797,-3.97769999504,-0.330834001303,4.96217298508,4.04744100571,3.07401108742,0,
7407,"World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_Blue.mdx",12109,12109,12109,0,0,0,0,0,0,0,-0.378048986197,-0.439397990704,-0.00839199963957,0.38280698657,0.425215005875,0.662396013737,0,
7408,"World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_Red.mdx",0,12109,0,12109,0,0,0,0,0,0,-0.378048986197,-0.439397990704,-0.00839199963957,0.38280698657,0.425215005875,0.662396013737,0,
7409,"World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_White.mdx",0,12109,0,12109,0,0,0,0,0,0,-0.378048986197,-0.439397990704,-0.00839199963957,0.38280698657,0.425215005875,0.662396013737,0,
7410,"World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_Green.mdx",0,12109,0,12109,0,0,0,0,0,0,-0.378048986197,-0.439397990704,-0.00839199963957,0.38280698657,0.425215005875,0.662396013737,0,
7411,"World\SkillActivated\TradeskillEnablers\Tradeskill_AlchemyCauldron_Purple.mdx",0,12109,0,12109,0,0,0,0,0,0,-0.378048986197,-0.439397990704,-0.00839199963957,0.38280698657,0.425215005875,0.662396013737,0,
7412,"World\Generic\Gnome\Passive Doodads\Pipes\GnomePipe01.mdx",0,0,0,0,0,0,0,0,0,0,-3.4039080143,-2.19343805313,-7.07548284531,5.60032081604,1.97244405746,11.2641038895,0,
7413,"World\Generic\DarkIronDwarf\Passive Doodads\Kegs\DarkIronKegStand01.mdx",0,0,0,0,0,0,0,0,0,0,-1.25711596012,-1.26121902466,-0.0154929999262,0.664943993092,1.39679205418,0.65215498209,0,
7414,"World\Generic\Dwarf\Passive Doodads\TavernStuff\AleKegFoot.mdx",0,0,0,0,0,0,0,0,0,0,-1.00101804733,-1.02320301533,-0.930844008923,1.00639295578,1.02292001247,0.883301019669,0,
7415,"World\Generic\Dwarf\Passive Doodads\TavernStuff\AleKegSingle.mdx",0,0,0,0,0,0,0,0,0,0,-1.00101804733,-0.883086979389,-0.882871985435,1.00639295578,0.883086979389,0.883301019669,0,
7416,"World\Generic\Dwarf\Passive Doodads\ConstructionSigns\UnderConstruction01.mdx",0,0,0,0,0,0,0,0,0,0,-0.175041005015,-2.36681699753,0.0,0.369837999344,1.13129198551,2.04169297218,0,
7417,"WORLD\GENERIC\NIGHTELF\PASSIVE DOODADS\MOONWELLLIGHT\MOONWELLLIGHT.MDX",0,0,0,0,0,0,0,0,0,0,-7.0913438797,-6.05650901794,-0.293938010931,4.80590295792,6.18301486969,14.7910499573,0,
7418,"World\Expansion01\Doodads\Generic\Ogre\Bones\OM_Bones_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.546952009201,-0.625818014145,-0.0602400004864,0.545080006123,0.799524009228,0.996978998184,0,
7419,"World\Expansion01\Doodads\Generic\Ogre\Bones\OM_Bones_02.mdx",0,0,0,0,0,0,0,0,0,0,-1.06028103828,-2.1017780304,-0.242136001587,2.91783499718,1.53519403934,2.57484388351,0,
7420,"World\Generic\Dwarf\Passive Doodads\Chairs\DwarvenChair01.mdx",0,0,0,0,0,0,0,0,0,0,-0.972361028194,-0.6910790205,-0.0112450001761,0.924916028976,0.98346298933,1.05247604847,0,
7421,"WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_ILLIDAN_DOOR_RIGHT.MDX",0,11977,0,11978,0,0,0,0,0,0,-21.934967041,-0.719482004642,-0.65494799614,19.3027000427,2.66712093353,5.1879029274,0,
7422,"WORLD\EXPANSION01\DOODADS\BLACKTEMPLE\ACTIVEDOODADS\DOORS\BT_ILLIDAN_DOOR_LEFT.MDX",0,11979,0,11980,0,0,0,0,0,0,-19.3455562592,-0.609246015549,-0.699983000755,21.8935470581,2.75026392937,5.14286279678,0,
7423,"World\Outland\PassiveDoodads\Mushrooms\outland_big_shroom02.mdx",0,0,0,0,0,0,0,0,0,0,-14.3923225403,-16.6262588501,-1.05693602562,14.5763788223,18.2913722992,33.1204299927,0,
7424,"World\wmo\band\final_stage.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7425,"World\Generic\Tauren\Passive Doodads\Weapons\Tauren_WeaponRack02.mdx",0,0,0,0,0,0,0,0,0,0,-0.566700994968,-1.80465900898,-0.00412400020286,0.455668985844,1.41354298592,1.96671402454,0,
7426,"World\Generic\PassiveDoodads\Furniture\Containers\Crate03.mdx",0,0,0,0,0,0,0,0,0,0,-0.547080993652,-0.740781009197,0.00151700002607,0.549950003624,0.740956008434,0.773371994495,0,
7427,"WORLD\EXPANSION01\DOODADS\ZULAMAN\DOORS\ZULAMAN_LYNXGATE.MDX",0,10933,0,10932,0,0,0,0,0,0,-0.820813000202,-11.9960956573,0.0133509999141,0.344981998205,0.495857000351,9.0013961792,0,
7428,"World\wmo\Azeroth\Buildings\Chapel\RedridgeChapel.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7430,"World\Generic\Human\Passive Doodads\Flowers\FlowersWreath02.mdx",0,0,0,0,0,0,0,0,0,0,-0.797639012337,-0.691003024578,0.0,0.768707990646,0.694074988365,0.306053012609,0,
7431,"World\Azeroth\SwampOSorrow\PassiveDoodads\SwampBeastBones\SwampBeastBone01.mdx",0,0,0,0,0,0,0,0,0,0,-2.27245092392,-4.54759788513,-0.619195997715,2.86940193176,4.12140512466,3.07583904266,0,
7432,"World\wmo\Azeroth\Buildings\Duskwood_human_farm\Duskwood_human_farm.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7433,"World\wmo\Azeroth\Buildings\GriffonAviary\GriffonAviary.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7434,"World\wmo\Azeroth\Buildings\LumberMill\LumberMill.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7435,"",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7436,"World\wmo\Azeroth\Buildings\Duskwood_Human_Farm_Burnt\DuskwoodFarmHouseburnt.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7437,"World\Generic\PassiveDoodads\Band\final_stage.mdx",0,12256,0,0,0,0,12256,0,0,0,-8.93031215668,-13.1980581284,-0.602979004383,12.4945478439,13.4691543579,28.1847076416,0,
7438,"World\Expansion02\Doodads\HowlingFjord\FireFX\BurntGround01.mdx",0,0,0,0,0,0,0,0,0,0,-1.12890303135,-1.07278704643,0.0248610004783,1.23954296112,1.02785897255,1.46803796291,0,
7439,"World\Azeroth\RedRidge\PassiveDoodads\DockPieces\RedRidgeDocksBoardwalk01.mdx",0,0,0,0,0,0,0,0,0,0,-11.1345176697,-14.8007564545,0.127641007304,11.219288826,14.7893867493,2.44259500504,0,
7440,"World\Azeroth\RedRidge\PassiveDoodads\Bricks\RedRidgeBridgeBrick01.mdx",0,0,0,0,0,0,0,0,0,0,-1.57934200764,-1.05848002434,-0.73262399435,1.5891699791,1.05304098129,0.749042987823,0,
7441,"World\Expansion02\Doodads\Generic\Vrykul\Weapons\VR_BM_ Shield_02.mdx",0,0,0,0,0,0,0,0,0,0,-0.196324005723,-1.05658197403,-1.07504105568,0.294302999973,1.01487803459,0.987583994865,0,
7442,"World\Expansion01\Doodads\HellfirePeninsula\Firewall\Hellfire_Firewall_01.mdx",0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
7443,"World\Azeroth\Westfall\PassiveDoodads\WestfallTable\WestfallTable.mdx",0,0,0,0,0,0,0,0,0,0,-1.30147194862,-1.41946601868,-0.0930600017309,1.39462697506,1.41538000107,0.981504023075,0,
7444,"World\Azeroth\SwampOSorrow\PassiveDoodads\Plants\SwampPlant03.mdx",0,0,0,0,0,0,0,0,0,0,-0.86617398262,-0.951367974281,-0.888329982758,0.789541006088,0.950902998447,3.06258797646,0,
7445,"World\Azeroth\Stranglethorn\PassiveDoodads\Detail\StranglePlant06.mdx",0,0,0,0,0,0,0,0,0,0,-2.77811002731,-2.70307993889,-0.308838993311,2.09617996216,2.18256998062,2.70920991898,0,
7446,"World\wmo\transports\icebreaker\Transport_Icebreaker_ship.wmo",0,0,0,0,0,0,0,0,0,0,-60.7107543945,-14.8757095337,-10.5453443527,50.1500511169,14.8757133484,62.6377182007,0,
7447,"World\Generic\PassiveDoodads\Oktoberfest\FlamingPumpkinHead.mdx",0,0,0,0,0,0,0,0,0,0,-0.897014021873,-0.969134986401,-0.626285970211,0.926155984402,0.976999998093,1.24433100224,0,
7448,"World\Lordaeron\Scholomance\PassiveDoodads\Cauldrons\GreenBubblingcauldron.mdx",0,0,0,0,0,0,0,0,0,0,-2.19418501854,-2.68403601646,0.105935998261,2.29959106445,2.51885104179,18.5108108521,0,
7449,"World\wmo\Azeroth\Buildings\Chapel\DuskwoodChapel.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
7450,"World\wmo\Azeroth\Buildings\Chapel\Chapel.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
