id;value
2919;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Shoulderguards (ID = 50834)
2920;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Chestguard (ID = 51195)
2921;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Grips (ID = 51196)
2922;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Faceguard (ID = 51197)
2923;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's War-Kilt (ID = 51198)
2924;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's War-Kilt (ID = 51198)
2925;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Hauberk (ID = 50841)
2926;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Gloves (ID = 50842)
2927;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Helm (ID = 50843)
2928;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Kilt (ID = 50844)
2929;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Shoulderpads (ID = 50845)
2930;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Hauberk (ID = 51200)
2931;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Gloves (ID = 51201)
2932;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Helm (ID = 51202)
2933;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Kilt (ID = 51203)
2934;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Shoulderpads (ID = 51204)
2935;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Shoulderguards (ID = 51199)
2936;55000 Honor Points, 1540 Arena Points, 1800 Arena Rating
2937;550 Arena Points, 2350 Arena Rating
2938;550 Arena Points, 2300 Arena Rating
2939;4670 Arena Points, 2200 Arena Rating
2940;3950 Arena Points, 2200 Arena Rating
2941;55000 Honor Points , 1540 Arena Points, 1800 Arena Rating
2942;4670 Arena Points, 2200 Arena Rating
2943;38500 Honor Points, 1300 Arena Points, 1800 Arena Rating
2944;3300 Arena Points, 2200 Arena Rating
2945;38500 Honor Points, 1090 Arena Points, 1800 Arena Rating
2946;16500 Honor Points, 450 Arena Points, 1800 Arena Rating
2947;1370 Arena Points, 2200 Arena Rating
2948;1930 Arena Points, 2000 Arena Rating
2949;2370 Arena Points, 1950 Arena Rating
2950;350 Arena Points, 1800 Arena Rating
2951;1260 Arena Points, 1700 Arena Rating
2952;2370 Arena Points  1600 Arena Rating
2953;2370 Arena Points, 1500 Arena Rating
2954;1430 Arena Points, 1400 Arena Rating
2955;10550 Honor Points, 600 Arena Points
2956;13200 Honor Points, 770 Arena Points
2957;8000 Honor Points, 440 Arena Points
2958;34700 Honor Points
2959;54500 Honor Points
2960;43300 Honor Points
2961;68200 Honor Points, 1400 Arena Rating
2962;68200 Honor Points, 1300 Arena Rating
2963;43400 Honor Points
2964;52200 Honor Points
2965;68200 Honor Points
2966;34100 Honor Points
2967;21700 Honor Points
2968;26100 Honor Points
2969;12000 Honor Points
2974;Ashen Band of Endless Vengeance (ID = 50402)
2975;Ashen Band of Unmatched Vengeance (ID = 50401)
2976;Ashen Band of Greater Vengeance (ID = 50387)
2977;Ashen Band of Vengeance (ID = 50376)
2978;Ashen Band of Might (ID = 52569)
2979;Ashen Band of Greater Might (ID = 52570)
2980;Ashen Band of Unmatched Might (ID = 52571)
2981;Ashen Band of Endless Might (ID = 52571)
2982;Ashen Band of Endless Might (ID = 52572)
2985;1 Frozen Orb (ID = 43102)
2986;6 Frozen Orb (ID = 43102)
2987;4 Frozen Orb (ID = 43102)
2991;1 Isle of Conquest Mark of Honor (ID = 47395)
2992;1 Strand of the Ancients Mark of Honor (ID = 42425)
2993;1 Eye of the Storm Mark of Honor (ID = 29024)
2994;1 Arathi Basin Mark of Honor (ID = 20559)
2995;1 Alterac Valley Mark of Honor(ID = 20560)
2996;1 Warsong Gulch Mark of Honor (ID = 20558)
2997;22 Emblem of Triumph (ID = 47241)
