long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,flags,long,flags,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
1540,-1,-1,0,"Highest Jewelcrafting skill",,,,,,,,,,,,,,,,0xFF01FE,"Highest Jewelcrafting skill",,,,,,,,,,,,,,,,0xFF01FE,173,0x0,14,0x1,1,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1690,-1,-1,0,"A Frosty Shake",,,,,,,,,,,,,,,,0xFF01FE,"During the Feast of Winter Veil, use your Winter Veil Disguise kit to become a snowman and then dance with another snowman in Dalaran.",,,,,,,,,,,,,,,,0xFF01FE,156,0xA,14,0x0,501,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1696,-1,-1,0,"The Rocket's Pink Glare",,,,,,,,,,,,,,,,0xFF01FE,"Shoot off 10 Love Rockets in 20 seconds or less.",,,,,,,,,,,,,,,,0xFF01FE,187,0xA,14,0x0,3195,"",,,,,,,,,,,,,,,,0x7AFF01EC,0,0,
1997,-1,-1,0,"Momma Said Knock You Out (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Grand Widow Faerlina in Naxxramas without dispelling or preventing frenzy in 10 player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0xA,14,0x0,543,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2000,-1,-1,1999,"25 Dalaran Cooking Awards",,,,,,,,,,,,,,,,0xFF01FE,"Obtain 25 Dalaran Cooking Awards.",,,,,,,,,,,,,,,,0xFF01FE,170,0xA,14,0x0,2468,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2088,-1,-1,2087,"500 Stone Keeper's Shards",,,,,,,,,,,,,,,,0xFF01FE,"Loot 500 Stone Keeper's Shards.",,,,,,,,,,,,,,,,0xFF01FE,14901,0xA,14,0x0,3448,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2140,-1,-1,0,"Momma Said Knock You Out (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Grand Widow Faerlina in Naxxramas without dispelling or preventing frenzy in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0xA,14,0x0,543,"",,,,,,,,,,,,,,,,0x7AFF01EC,0,0,
2190,-1,607,0,"Drop it now!",,,,,,,,,,,,,,,,0xFF01FE,"Kill 5 players carrying seaforium in a single battle.",,,,,,,,,,,,,,,,0xFF01FE,14881,0xA,14,0x0,2908,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2763,1,-1,2780,"Exalted Champion of Ironforge",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with and the right to represent Ironforge in the Argent Tournament.",,,,,,,,,,,,,,,,0xFF01FE,14941,0xA,14,0x0,3797,"Title Reward: of Ironforge",,,,,,,,,,,,,,,,0xFF01FE,0,0,
2867,-1,603,0,"Algalon the Observer kills (Ulduar 10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Algalon the Observer kills (Ulduar 10 player)",,,,,,,,,,,,,,,,0xFF01FE,14963,0xA,14,0x1,1700,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
3056,-1,603,2915,"Orbit-uary (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Flame Leviathan with all 4 Orbital Defense Systems active in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,14,0x0,1521,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
3057,-1,603,2917,"Orbit-uary (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Flame Leviathan with 4 Orbital Defense Systems active in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,14,0x0,1521,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
3456,-1,-1,0,"Dead Man's Party",,,,,,,,,,,,,,,,0xFF01FE,"Dance with Catrina to become a skeleton during the Day of the Dead.",,,,,,,,,,,,,,,,0xFF01FE,155,0xA,14,0x0,3932,"",,,,,,,,,,,,,,,,0x78FF2DFD,0,0,
3844,-1,-1,3843,"1000 Dungeon & Raid Emblems",,,,,,,,,,,,,,,,0xFF01FE,"Loot 1000 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",,,,,,,,,,,,,,,,0xFF01FE,168,0xA,14,0x88,1950,"",,,,,,,,,,,,,,,,0xFF1BFE,0,0,
3854,-1,-1,0,"Back Door Job",,,,,,,,,,,,,,,,0xFF01FE,"In Isle of Conquest, enter the enemy courtyard while their gates still stand.",,,,,,,,,,,,,,,,0xFF01FE,15003,0xA,14,0x0,3768,"",,,,,,,,,,,,,,,,0xFF1BFC,0,0,
4025,-1,-1,0,"Victories over Eadric the Pure (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,"Victories over Eadric the Pure (Heroic Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,15021,0x0,14,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4296,1,650,0,"Trial of the Champion",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in the Trial of the Champion.",,,,,,,,,,,,,,,,0xFF01FE,14806,0xA,14,0x0,370,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4298,1,650,0,"Heroic: Trial of the Champion",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in the Trial of the Champion on Heroic Difficulty.",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,14,0x0,370,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4535,-1,631,0,"Full House (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Lady Deathwhisper with at least five different types of Cultists active at the time of her demise in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15041,0xA,14,0x0,4160,"",,,,,,,,,,,,,,,,0xFF01FC,1,0,
4598,-1,-1,0,"The Ashen Verdict",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with the Ashen Verdict.",,,,,,,,,,,,,,,,0xFF01FE,14866,0xF,14,0x0,1672,"Title: Of the Ashen Verdict",,,,,,,,,,,,,,,,0xFF01FE,0,0,
4611,-1,631,0,"Full House (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Lady Deathwhisper with at least five different types of Cultists active at the time of her demise in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15042,0xA,14,0x0,4160,"",,,,,,,,,,,,,,,,0xFF01FC,1,0,
4725,-1,-1,0,"Marwyn kills (Heroic Halls of Reflection)",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,15062,0x0,14,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4780,-1,-1,0,"Deaths in Trial of the Crusader",,,,,,,,,,,,,,,,0xFF01FE,"Deaths in Trial of the Crusader",,,,,,,,,,,,,,,,0xFF01FE,125,0x0,14,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
144,-1,-1,0,"The Lurker Above",,,,,,,,,,,,,,,,0xFF01FE,"Fish up The Lurker Below in Serpentshrine Cavern.",,,,,,,,,,,,,,,,0xFF01FE,171,0xA,15,0x0,1734,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
334,-1,-1,0,"Most gold ever owned",,,,,,,,,,,,,,,,0xFF01FE,"Most gold ever owned",,,,,,,,,,,,,,,,0xFF01FE,140,0x0,15,0x1,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
389,-1,-1,0,"Gurubashi Arena Master",,,,,,,,,,,,,,,,0xFF01FE,"Loot the Arena Master trinket from the Gurubashi Arena.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,15,0x0,2977,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
407,-1,-1,406,"High Five: 1750",,,,,,,,,,,,,,,,0xFF01FE,"Earn a 1750 personal rating in the 5v5 bracket of the arena at level 80.",,,,,,,,,,,,,,,,0xFF01FE,165,0xA,15,0x0,3045,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
584,-1,529,0,"Arathi Basin Assassin",,,,,,,,,,,,,,,,0xFF01FE,"Get five honorable kills at each of the bases in a single Arathi Basin battle.",,,,,,,,,,,,,,,,0xFF01FE,14802,0x14,15,0x0,2285,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
642,-1,-1,0,"Blackrock Depths",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Emperor Dagran Thaurissan.",,,,,,,,,,,,,,,,0xFF01FE,14808,0xA,15,0x0,3662,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
660,-1,-1,0,"The Arcatraz",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Harbinger Skyriss.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,15,0x0,3659,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
707,1,-1,0,"Stormpike Battle Charger",,,,,,,,,,,,,,,,0xFF01FE,"Obtain a Stormpike Battle Charger.",,,,,,,,,,,,,,,,0xFF01FE,14801,0xA,15,0x0,2827,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
781,-1,-1,0,"Explore Stranglethorn Vale",,,,,,,,,,,,,,,,0xFF01FE,"Explore Stranglethorn Vale, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14777,0xA,15,0x0,3568,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
852,-1,-1,0,"Explore Azshara",,,,,,,,,,,,,,,,0xFF01FE,"Explore Azshara, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14778,0xA,15,0x0,3544,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
915,-1,-1,0,"Elders of the Alliance",,,,,,,,,,,,,,,,0xFF01FE,"Honor the Elders which are located in the Alliance capital cities.",,,,,,,,,,,,,,,,0xFF01FE,160,0xA,15,0x0,2218,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
941,-1,-1,0,"Hemet Nesingwary: The Collected Quests",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Green Hills of Stranglethorn, Hills Like White Elekk and Snows of Northrend achievements.",,,,,,,,,,,,,,,,0xFF01FE,96,0xA,15,0x0,2926,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
953,-1,-1,0,"Guardian of Cenarius",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with the Cenarion Circle and Cenarion Expedition.",,,,,,,,,,,,,,,,0xFF01FE,201,0x19,15,0x0,553,"Title Reward: Guardian of Cenarius",,,,,,,,,,,,,,,,0xFF01FE,0,0,
960,-1,-1,0,"The Violet Eye",,,,,,,,,,,,,,,,0xFF01FE,"Earn exalted status with The Violet Eye.",,,,,,,,,,,,,,,,0xFF01FE,14865,0xA,15,0x0,1487,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
961,-1,-1,0,"Honorary Frenzyheart",,,,,,,,,,,,,,,,0xFF01FE,"Complete the 8 daily quests for the Frenzyheart listed below.",,,,,,,,,,,,,,,,0xFF01FE,14863,0xA,15,0x0,3477,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
967,0,-1,0,"Tricks and Treats of Eastern Kingdoms",,,,,,,,,,,,,,,,0xFF01FE,"Visit the Candy Buckets in Eastern Kingdoms.",,,,,,,,,,,,,,,,0xFF01FE,158,0xA,15,0x0,2951,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1036,0,-1,0,"The Fires of Azeroth",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Flame Keeper of Eastern Kingdoms, Kalimdor and Outland achievements.",,,,,,,,,,,,,,,,0xFF01FE,161,0xA,15,0x0,12,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1082,-1,585,0,"Kael'thas Sunstrider kills (Magister's Terrace)",,,,,,,,,,,,,,,,0xFF01FE,"Kael'thas Sunstrider kills (Magister's Terrace)",,,,,,,,,,,,,,,,0xFF01FE,14822,0x5,15,0x1,2787,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1180,-1,-1,1178,"Got My Mind On My Money",,,,,,,,,,,,,,,,0xFF01FE,"Loot 10,000 gold.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,15,0x0,2993,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1188,-1,-1,0,"Shafted!",,,,,,,,,,,,,,,,0xFF01FE,"Shoot 10 players with the Silver Shafted Arrow.",,,,,,,,,,,,,,,,0xFF01FE,187,0xA,15,0x0,288,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1237,-1,599,0,"Sjonnir the Ironshaper kills (Halls of Stone)",,,,,,,,,,,,,,,,0xFF01FE,"Sjonnir the Ironshaper kills (Halls of Stone)",,,,,,,,,,,,,,,,0xFF01FE,14823,0x5,15,0x1,2325,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1251,0,489,0,"Not In My House",,,,,,,,,,,,,,,,0xFF01FE,"In a single Warsong Gulch battle, kill 2 flag carriers before they leave the Warsong Flag Room.",,,,,,,,,,,,,,,,0xFF01FE,14804,0xA,15,0x0,3583,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1274,0,-1,0,"Loremaster of Outland",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Outland quest achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,14862,0xA,15,0x0,3492,"",,,,,,,,,,,,,,,,0x7DFF01EE,0,0,
1306,-1,-1,0,"Different flasks consumed",,,,,,,,,,,,,,,,0xFF01FE,"Different flasks consumed",,,,,,,,,,,,,,,,0xFF01FE,145,0x0,15,0x21,1,"",,,,,,,,,,,,,,,,0xFEFF01EC,0,811,
1407,-1,-1,0,"Realm First! Level 80 Dwarf",,,,,,,,,,,,,,,,0xFF01FE,"First dwarf on the realm to achieve level 80.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,15,0x100,3286,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1545,-1,-1,0,"Ring of Valor matches",,,,,,,,,,,,,,,,0xFF01FE,"Ring of Valor matches",,,,,,,,,,,,,,,,0xFF01FE,152,0x0,15,0x1,4,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1738,-1,-1,0,"Jewelcrafting Designs learned",,,,,,,,,,,,,,,,0xFF01FE,"Jewelcrafting Designs learned",,,,,,,,,,,,,,,,0xFF01FE,173,0x0,15,0x1,4,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1766,-1,607,0,"Ancient Protector",,,,,,,,,,,,,,,,0xFF01FE,"Kill 10 players in the Courtyard of the Ancients in a single battle.",,,,,,,,,,,,,,,,0xFF01FE,14881,0xA,15,0x0,2957,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
1770,-1,-1,0,"Lich King 10-player bosses killed",,,,,,,,,,,,,,,,0xFF01FE,"Lich King 10-player bosses killed",,,,,,,,,,,,,,,,0xFF01FE,14807,0x0,15,0x9,1,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2001,-1,-1,2000,"50 Dalaran Cooking Awards",,,,,,,,,,,,,,,,0xFF01FE,"Obtain 50 Dalaran Cooking Awards.",,,,,,,,,,,,,,,,0xFF01FE,170,0xA,15,0x0,2468,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
2089,-1,-1,2088,"1000 Stone Keeper's Shards",,,,,,,,,,,,,,,,0xFF01FE,"Loot 1000 Stone Keeper's Shards.",,,,,,,,,,,,,,,,0xFF01FE,14901,0xA,15,0x0,3448,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2178,-1,533,0,"Shocking! (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14922,0xA,15,0x0,1886,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2179,-1,533,0,"Shocking! (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Thaddius in Naxxramas without anyone in the raid crossing the negative and positive charges in 25 player mode.",,,,,,,,,,,,,,,,0xFF01FE,14923,0xA,15,0x0,1886,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2781,1,-1,0,"Champion of Stormwind",,,,,,,,,,,,,,,,0xFF01FE,"Earn the right to represent Stormwind in the Argent Tournament.",,,,,,,,,,,,,,,,0xFF01FE,14941,0xA,15,0x0,3800,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2872,-1,603,0,"Flame Leviathan kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Flame Leviathan kills (Ulduar 25 player)",,,,,,,,,,,,,,,,0xFF01FE,14963,0xA,15,0x1,1700,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
2919,-1,603,0,"A Quick Shave (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Razorscale without allowing her to fly into the air more than once in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14961,0xA,15,0x0,3851,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
2921,-1,603,0,"A Quick Shave (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Razorscale without allowing her to fly into the air more than once in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,14962,0xA,15,0x0,3851,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
3478,1,-1,0,"Pilgrim",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Pilgrim's Bounty achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,155,0xA,15,0x0,3936,"Reward: Pilgrim Title & Plump Turkey Pet",,,,,,,,,,,,,,,,0xFF01FE,0,0,
3856,1,-1,0,"Demolition Derby",,,,,,,,,,,,,,,,0xFF01FE,"Destroy the following vehicles in Isle of Conquest",,,,,,,,,,,,,,,,0xFF01FE,15003,0xA,15,0x0,2306,"",,,,,,,,,,,,,,,,0xFF1BFD,0,0,
3876,-1,-1,3844,"1500 Dungeon & Raid Emblems",,,,,,,,,,,,,,,,0xFF01FE,"Loot 1500 Emblems of Heroism, Valor, Conquest, Triumph or Frost.",,,,,,,,,,,,,,,,0xFF01FE,168,0xA,15,0x88,1950,"",,,,,,,,,,,,,,,,0xFF1BFD,0,0,
4026,-1,-1,0,"The Black Knight kills (Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,"The Black Knight kills (Trial of the Champion)",,,,,,,,,,,,,,,,0xFF01FE,15021,0x0,15,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4096,-1,628,0,"Isle of Conquest battles",,,,,,,,,,,,,,,,0xFF01FE,"Isle of Conquest battles",,,,,,,,,,,,,,,,0xFF01FE,153,0x0,15,0x1,1,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4436,1,-1,0,"BB King",,,,,,,,,,,,,,,,0xFF01FE,"Pelt the enemy leaders listed below.",,,,,,,,,,,,,,,,0xFF01FE,156,0xA,15,0x0,393,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4516,-1,632,0,"The Forge of Souls",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in The Forge of Souls",,,,,,,,,,,,,,,,0xFF01FE,14806,0xA,15,0x0,4149,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4519,-1,632,0,"Heroic: The Forge of Souls",,,,,,,,,,,,,,,,0xFF01FE,"Defeat the bosses in The Forge of Souls on Heroic difficulty",,,,,,,,,,,,,,,,0xFF01FE,14921,0xA,15,0x0,4149,"",,,,,,,,,,,,,,,,0xFF01EC,0,0,
4536,-1,631,0,"I'm on a Boat (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Claim victory in the Gunship Battle without any raid member visiting the enemy gunship more than twice in 10-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15041,0xA,15,0x0,4145,"",,,,,,,,,,,,,,,,0xFF01EC,1,0,
4612,-1,631,0,"I'm on a Boat (25 player)",,,,,,,,,,,,,,,,0xFF01FE,"Claim victory in the Gunship Battle without any raid member visiting the enemy gunship more than once in 25-player mode.",,,,,,,,,,,,,,,,0xFF01FE,15042,0xA,15,0x0,4145,"",,,,,,,,,,,,,,,,0xFF01FC,1,0,
4726,-1,-1,0,"Lich King escapes (Halls of Reflection)",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,15062,0x0,15,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4777,-1,-1,0,"Isle of Conquest Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,"Isle of Conquest Killing Blows",,,,,,,,,,,,,,,,0xFF01FE,137,0x0,15,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4779,-1,-1,0,"Isle of Conquest Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,"Isle of Conquest Honorable Kills",,,,,,,,,,,,,,,,0xFF01FE,136,0x0,15,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
4781,-1,-1,0,"Deaths in Icecrown Citadel",,,,,,,,,,,,,,,,0xFF01FE,"Deaths in Icecrown Citadel",,,,,,,,,,,,,,,,0xFF01FE,125,0x0,15,0x1,1,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
202,1,489,0,"Quick Cap",,,,,,,,,,,,,,,,0xFF01FE,"Grab the flag and capture it in under 75 seconds.",,,,,,,,,,,,,,,,0xFF01FE,14804,0xA,16,0x0,3483,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
346,-1,-1,0,"Beverages consumed",,,,,,,,,,,,,,,,0xFF01FE,"Beverages consumed",,,,,,,,,,,,,,,,0xFF01FE,145,0x0,16,0x9,4,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
396,-1,-1,0,"Gurubashi Arena Grand Master",,,,,,,,,,,,,,,,0xFF01FE,"Complete Short John Mithril's quest to obtain the Arena Grand Master trinket.",,,,,,,,,,,,,,,,0xFF01FE,95,0xA,16,0x0,2555,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
404,-1,-1,407,"High Five: 2000",,,,,,,,,,,,,,,,0xFF01FE,"Earn a 2000 personal rating in the 5v5 bracket of the arena at level 80.",,,,,,,,,,,,,,,,0xFF01FE,165,0xA,16,0x0,3044,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
643,-1,-1,0,"Lower Blackrock Spire",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Overlord Wyrmthalak.",,,,,,,,,,,,,,,,0xFF01FE,14808,0xA,16,0x0,3650,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
661,-1,-1,0,"Magister's Terrace",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Kael'thas Sunstrider.",,,,,,,,,,,,,,,,0xFF01FE,14805,0xA,16,0x0,3665,"",,,,,,,,,,,,,,,,0xFF01EE,1,0,
708,0,-1,0,"Hero of the Frostwolf Clan",,,,,,,,,,,,,,,,0xFF01FE,"Gain exalted reputation with the Frostwolf Clan.",,,,,,,,,,,,,,,,0xFF01FE,14801,0xA,16,0x0,2828,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
760,-1,-1,0,"Explore Alterac Mountains",,,,,,,,,,,,,,,,0xFF01FE,"Explore Alterac Mountains, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14777,0xA,16,0x0,3541,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
853,-1,-1,0,"Explore Felwood",,,,,,,,,,,,,,,,0xFF01FE,"Explore Felwood, revealing the covered areas of the world map.",,,,,,,,,,,,,,,,0xFF01FE,14778,0xA,16,0x0,3538,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
905,-1,-1,0,"Old Man Barlowned",,,,,,,,,,,,,,,,0xFF01FE,"Complete each of Old Man Barlo's 5 fishing daily quests listed below.",,,,,,,,,,,,,,,,0xFF01FE,171,0xA,16,0x0,3693,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
962,-1,-1,0,"Savior of the Oracles",,,,,,,,,,,,,,,,0xFF01FE,"Complete the 8 daily quests for the Oracles listed below.",,,,,,,,,,,,,,,,0xFF01FE,14863,0xA,16,0x0,3478,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
968,0,-1,0,"Tricks and Treats of Outland",,,,,,,,,,,,,,,,0xFF01FE,"Visit the Candy Buckets in Outland.",,,,,,,,,,,,,,,,0xFF01FE,158,0xA,16,0x0,2952,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1031,0,-1,0,"Extinguishing Eastern Kingdoms",,,,,,,,,,,,,,,,0xFF01FE,"Desecrate the Alliance's bonfires in Eastern Kingdoms.",,,,,,,,,,,,,,,,0xFF01FE,161,0xA,16,0x0,1920,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1083,-1,532,0,"Prince Malchezaar kills (Karazhan)",,,,,,,,,,,,,,,,0xFF01FE,"Prince Malchezaar kills (Karazhan)",,,,,,,,,,,,,,,,0xFF01FE,14822,0x5,16,0x1,2294,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1169,1,-1,0,"Master of Arathi Basin",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Arathi Basin achievements listed below.",,,,,,,,,,,,,,,,0xFF01FE,14802,0x19,16,0x0,1156,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1181,-1,-1,1180,"Got My Mind On My Money",,,,,,,,,,,,,,,,0xFF01FE,"Loot 25,000 gold.",,,,,,,,,,,,,,,,0xFF01FE,92,0xA,16,0x0,2801,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1408,-1,-1,0,"Realm First! Level 80 Human",,,,,,,,,,,,,,,,0xFF01FE,"First human on the realm to achieve level 80.",,,,,,,,,,,,,,,,0xFF01FE,81,0x0,16,0x100,3325,"",,,,,,,,,,,,,,,,0xFF01EE,0,0,
1511,-1,599,0,"Sjonnir the Ironshaper kills (Heroic Halls of Stone)",,,,,,,,,,,,,,,,0xFF01FE,"Sjonnir the Ironshaper kills (Heroic Halls of Stone)",,,,,,,,,,,,,,,,0xFF01FE,14823,0x5,16,0x1,2325,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
1546,-1,-1,0,"Ring of Valor victories",,,,,,,,,,,,,,,,0xFF01FE,"Ring of Valor victories",,,,,,,,,,,,,,,,0xFF01FE,152,0x0,16,0x1,4,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1576,-1,-1,0,"Of Blood and Anguish",,,,,,,,,,,,,,,,0xFF01FE,"Complete the Ring of Blood quests in Nagrand and the Ampitheater of Anguish quests in Zul'Drak.",,,,,,,,,,,,,,,,0xFF01FE,96,0xA,16,0x0,1599,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1638,-1,-1,0,"Skyshattered",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Captain Skyshatter in the Dragonmaw race on Netherwing Ledge.",,,,,,,,,,,,,,,,0xFF01FE,14865,0xA,16,0x0,1928,"",,,,,,,,,,,,,,,,0x7DFF01EC,0,0,
1702,-1,-1,0,"Sweet Tooth",,,,,,,,,,,,,,,,0xFF01FE,"Sample the Love is in the Air candies listed below.",,,,,,,,,,,,,,,,0xFF01FE,187,0xA,16,0x0,1855,"",,,,,,,,,,,,,,,,0x7BFF01EC,0,0,
1722,-1,624,0,"Archavon the Stone Watcher (10 player)",,,,,,,,,,,,,,,,0xFF01FE,"Defeat Archavon the Stone Watcher in 10 player mode.",,,,,,,,,,,,,,,,0xFF01FE,14901,0xA,16,0x0,2351,"",,,,,,,,,,,,,,,,0x7EFF01EC,0,0,
